sedan2door_-20_40_-20_0_20_240_20_400 gt:['-20', '40', '-20', '0', '20'] pred:[20.       46.746803 20.       14.743726 17.789633]
hatchback_-20_0_-40_20_20_0_80_450 gt:['-20', '0', '-40', '20', '20'] pred:[16.95784   4.701924 41.71445  16.918886 22.754555]
hatchback_-20_20_0_20_40_360_80_450 gt:['-20', '20', '0', '20', '40'] pred:[19.159313  25.495352   4.7967663 14.9194    42.12997  ]
hatchback_-20_40_-40_20_0_40_40_450 gt:['-20', '40', '-40', '20', '0'] pred:[21.242456  40.        40.670235  20.         3.0921044]
sedan2door_-20_40_-20_0_20_280_20_450 gt:['-20', '40', '-20', '0', '20'] pred:[21.6556   40.       15.444785  0.       17.207037]
sedan2door_-20_0_-20_0_20_320_60_400 gt:['-20', '0', '-20', '0', '20'] pred:[20.830015  4.48149  35.276897 17.579933 15.052028]
sedan2door_-40_0_-40_20_20_80_40_400 gt:['-40', '0', '-40', '20', '20'] pred:[42.74402   2.646068 10.945981 20.       20.      ]
hybrid_-40_40_0_40_0_280_40_400 gt:['-40', '40', '0', '40', '0'] pred:[40.74871   44.420918  12.29994   12.344118   3.2186925]
hatchback_0_40_-20_40_0_80_60_400 gt:['0', '40', '-20', '40', '0'] pred:[ 4.5567865 41.48655   19.997517  40.08848    2.4570203]
hybrid_0_40_-40_40_40_280_80_400 gt:['0', '40', '-40', '40', '40'] pred:[ 2.3239331 44.3068    10.463501  19.857233  42.160294 ]
hatchback_-40_20_0_0_40_360_60_400 gt:['-40', '20', '0', '0', '40'] pred:[41.69882   21.175018   3.2068627  0.        42.060352 ]
sedan2door_-40_40_-20_40_40_0_80_400 gt:['-40', '40', '-20', '40', '40'] pred:[40.21809  40.04092  22.767235 21.451622 39.62781 ]
sedan2door_-40_40_0_20_40_280_40_450 gt:['-40', '40', '0', '20', '40'] pred:[41.91744  45.16704  21.544556 17.833885 43.54406 ]
sedan2door_-40_0_0_40_40_160_40_400 gt:['-40', '0', '0', '40', '40'] pred:[40.         2.0011773  0.        18.143906  42.868004 ]
hybrid_-20_40_0_20_20_160_20_450 gt:['-20', '40', '0', '20', '20'] pred:[20.       44.269196  0.       29.161795 20.      ]
suv_0_20_0_40_0_40_40_450 gt:['0', '20', '0', '40', '0'] pred:[ 2.0683296 20.         4.8994226 40.         2.0018845]
sedan2door_-40_20_-20_20_40_40_80_450 gt:['-40', '20', '-20', '20', '40'] pred:[38.78747  21.996674 18.8241   15.578176 41.447277]
hatchback_0_0_-40_0_0_80_40_400 gt:['0', '0', '-40', '0', '0'] pred:[ 5.4013524  1.427435  38.212364   0.         0.       ]
sedan4door_-40_40_0_0_40_80_20_400 gt:['-40', '40', '0', '0', '40'] pred:[44.56449   40.         5.4879017  0.        40.       ]
suv_0_20_0_20_20_360_40_400 gt:['0', '20', '0', '20', '20'] pred:[ 1.8658134 20.         3.210461  20.        18.58343  ]
hybrid_-40_0_-20_40_40_160_20_450 gt:['-40', '0', '-20', '40', '40'] pred:[40.         3.1397784 20.        21.927042  40.       ]
sedan2door_0_40_-20_0_20_80_40_400 gt:['0', '40', '-20', '0', '20'] pred:[ 2.1778393 45.487232  30.79082    0.        20.       ]
hybrid_-40_0_0_40_20_360_60_450 gt:['-40', '0', '0', '40', '20'] pred:[43.035297   2.7122872 14.684918  40.        22.15497  ]
sedan4door_-20_0_-20_40_20_320_40_450 gt:['-20', '0', '-20', '40', '20'] pred:[17.831104  0.       17.578024 40.       22.633333]
suv_-20_40_0_0_0_40_20_400 gt:['-20', '40', '0', '0', '0'] pred:[17.304907 40.        6.302652  0.        0.      ]
sedan4door_0_0_-40_20_0_280_60_450 gt:['0', '0', '-40', '20', '0'] pred:[ 5.0186563  4.0074043 40.701866  20.881115   2.6754017]
hatchback_0_0_0_40_0_320_20_400 gt:['0', '0', '0', '40', '0'] pred:[ 1.4832134  0.         2.968295  40.         1.1659486]
sedan2door_-40_40_0_40_0_320_80_400 gt:['-40', '40', '0', '40', '0'] pred:[40.26634   38.743046  19.112957  27.37707    3.1519258]
hybrid_0_20_0_40_0_280_60_450 gt:['0', '20', '0', '40', '0'] pred:[ 3.1107612 27.723389  26.66179   22.774767   2.8656163]
sedan4door_-40_20_-40_0_20_320_60_400 gt:['-40', '20', '-40', '0', '20'] pred:[41.50887   21.764717  47.920284   2.1482859 23.599432 ]
hybrid_-20_40_0_0_40_120_80_400 gt:['-20', '40', '0', '0', '40'] pred:[19.004417 43.7322   24.718712 16.610775 41.89977 ]
suv_-20_20_-40_40_20_0_60_400 gt:['-20', '20', '-40', '40', '20'] pred:[20.116566 20.819534 41.435596 40.       20.38631 ]
sedan4door_0_0_-20_20_0_280_40_450 gt:['0', '0', '-20', '20', '0'] pred:[ 2.884529   2.2116296 20.955032  22.946327   1.9317576]
hatchback_-40_40_-20_40_0_0_20_450 gt:['-40', '40', '-20', '40', '0'] pred:[42.64401  40.       20.001368 40.        0.      ]
sedan4door_-20_40_-20_0_20_320_40_450 gt:['-20', '40', '-20', '0', '20'] pred:[17.474972 40.       21.25633   0.       21.998055]
sedan2door_-40_0_-20_40_20_120_20_400 gt:['-40', '0', '-20', '40', '20'] pred:[40.         5.3875017 20.        20.90634   20.       ]
sedan2door_0_40_-20_0_20_280_40_450 gt:['0', '40', '-20', '0', '20'] pred:[ 2.744624  46.044273  15.6111355 38.601223  22.339914 ]
suv_-40_20_-40_20_40_360_40_450 gt:['-40', '20', '-40', '20', '40'] pred:[41.738663 20.       41.8587   20.       40.86632 ]
sedan4door_0_0_-20_20_0_80_40_400 gt:['0', '0', '-20', '20', '0'] pred:[ 4.7503214  2.2463732 17.409363  20.         0.       ]
hybrid_0_20_-20_0_40_0_20_450 gt:['0', '20', '-20', '0', '40'] pred:[ 1.9627521 20.        11.602753   0.        40.       ]
sedan2door_0_40_-20_20_40_120_40_450 gt:['0', '40', '-20', '20', '40'] pred:[ 0.       45.671673 20.       19.990194 40.      ]
hybrid_-40_40_0_40_0_280_40_450 gt:['-40', '40', '0', '40', '0'] pred:[39.758278  42.858982  12.090976  22.907265   2.6290786]
hybrid_0_40_-20_40_0_360_20_400 gt:['0', '40', '-20', '40', '0'] pred:[ 1.3052422 40.        18.544004  40.         0.       ]
sedan2door_-20_0_-40_40_20_0_40_400 gt:['-20', '0', '-40', '40', '20'] pred:[18.832386  0.       16.773262 40.       19.912962]
hatchback_0_0_-40_0_20_80_80_400 gt:['0', '0', '-40', '0', '20'] pred:[ 2.14759    1.6950794 43.48398    2.7922988 20.       ]
hybrid_-20_0_0_40_40_200_40_400 gt:['-20', '0', '0', '40', '40'] pred:[20.         3.6483943  0.        25.839     45.112186 ]
hatchback_-20_20_-40_40_40_120_80_400 gt:['-20', '20', '-40', '40', '40'] pred:[18.43673  27.385746 43.551506 44.533676 38.254456]
sedan4door_0_0_-40_40_40_160_20_400 gt:['0', '0', '-40', '40', '40'] pred:[ 0.         1.2170997 40.        46.071304  40.       ]
sedan4door_-20_20_-40_20_20_80_80_400 gt:['-20', '20', '-40', '20', '20'] pred:[16.834654 21.387201 42.753998 20.27429  20.      ]
hatchback_-20_20_-40_0_20_240_60_450 gt:['-20', '20', '-40', '0', '20'] pred:[12.342461 22.636362 36.91117   3.380776 19.772932]
suv_-20_20_0_0_0_0_60_400 gt:['-20', '20', '0', '0', '0'] pred:[19.718016  21.130869   4.118808   0.         2.4929602]
hybrid_0_0_-20_0_40_280_60_450 gt:['0', '0', '-20', '0', '40'] pred:[ 3.9502246  2.9959793 15.781383  26.821035  42.13718  ]
suv_-20_0_0_20_20_80_60_450 gt:['-20', '0', '0', '20', '20'] pred:[21.28344    2.4110386  3.9563901 18.101894  25.377375 ]
suv_-20_20_0_40_0_40_60_450 gt:['-20', '20', '0', '40', '0'] pred:[24.548428  21.716494   3.8312526 40.         2.2219412]
hybrid_-40_0_-20_20_0_40_80_400 gt:['-40', '0', '-20', '20', '0'] pred:[43.00145    2.9045157 19.343992  24.322674   1.5681995]
sedan2door_0_0_0_40_20_40_40_400 gt:['0', '0', '0', '40', '20'] pred:[ 2.2099347  0.        22.080038  40.        21.611591 ]
sedan2door_-20_20_0_20_20_200_60_400 gt:['-20', '20', '0', '20', '20'] pred:[16.82486  18.265928  0.       19.50665  20.284822]
sedan2door_-40_20_0_0_0_80_40_400 gt:['-40', '20', '0', '0', '0'] pred:[44.827923 24.030636 11.011625  0.        0.      ]
sedan4door_-20_20_-40_20_40_40_80_400 gt:['-20', '20', '-40', '20', '40'] pred:[18.322948 20.67573  42.13425  16.081202 41.90122 ]
hatchback_-20_0_-20_20_40_80_80_400 gt:['-20', '0', '-20', '20', '40'] pred:[17.266596   2.3027282 21.419258  19.50747   40.       ]
hybrid_0_20_-20_0_20_80_20_450 gt:['0', '20', '-20', '0', '20'] pred:[ 2.5675848 20.        26.166689   0.        20.       ]
suv_0_0_0_20_0_320_60_400 gt:['0', '0', '0', '20', '0'] pred:[ 1.2058003  2.9645505  4.1732974 14.4066105  1.0981266]
hybrid_-40_40_-20_40_20_360_80_450 gt:['-40', '40', '-20', '40', '20'] pred:[40.37822  42.265556 21.50715  20.66809  22.48676 ]
sedan2door_-40_40_0_0_20_120_40_450 gt:['-40', '40', '0', '0', '20'] pred:[40.       45.640038  0.       22.076496 20.      ]
hybrid_0_0_0_0_40_240_20_400 gt:['0', '0', '0', '0', '40'] pred:[ 0.         2.3201773  0.        24.266886  44.48077  ]
sedan4door_0_40_0_0_40_200_60_450 gt:['0', '40', '0', '0', '40'] pred:[ 3.9056692 45.153732   0.         2.3259149 42.324776 ]
suv_-20_20_0_20_40_160_20_450 gt:['-20', '20', '0', '20', '40'] pred:[20.       20.420383  0.       18.301752 40.      ]
hybrid_-20_20_-40_0_40_200_40_400 gt:['-20', '20', '-40', '0', '40'] pred:[20.       25.964497 40.       18.352509 42.451893]
hatchback_-20_0_-40_0_40_200_60_400 gt:['-20', '0', '-40', '0', '40'] pred:[19.209715   2.949966  40.         3.2132676 43.59781  ]
hybrid_0_0_-20_40_0_40_20_450 gt:['0', '0', '-20', '40', '0'] pred:[ 1.317445  0.       20.554012 40.        0.      ]
sedan4door_-20_40_-40_0_40_160_40_400 gt:['-20', '40', '-40', '0', '40'] pred:[20.       38.815983 40.        5.827426 40.422905]
suv_-20_40_-40_0_40_120_60_450 gt:['-20', '40', '-40', '0', '40'] pred:[17.579556  43.51408   40.         4.7828827 41.5763   ]
sedan4door_0_0_-40_20_20_280_60_450 gt:['0', '0', '-40', '20', '20'] pred:[ 4.043916  4.601275 42.05744  18.31476  24.184559]
sedan4door_0_0_-20_20_40_280_80_400 gt:['0', '0', '-20', '20', '40'] pred:[ 3.1146905  4.09528   21.956537  15.95887   37.530567 ]
hybrid_-40_20_-20_40_40_0_40_450 gt:['-40', '20', '-20', '40', '40'] pred:[41.953667 20.       23.88455  40.       42.760628]
hybrid_-40_20_-40_40_20_40_20_400 gt:['-40', '20', '-40', '40', '20'] pred:[41.719044 20.       18.505054 40.       20.      ]
suv_-20_0_-40_40_20_320_60_450 gt:['-20', '0', '-40', '40', '20'] pred:[15.655013   7.3059077 38.471176  44.021023  20.609388 ]
sedan4door_0_20_-40_20_0_200_60_400 gt:['0', '20', '-40', '20', '0'] pred:[ 5.3537006 22.68995   40.        21.07185    2.0335784]
sedan4door_0_20_-20_20_40_120_20_450 gt:['0', '20', '-20', '20', '40'] pred:[ 0.       18.774223 20.       15.929115 40.      ]
sedan4door_-20_0_0_20_0_40_40_400 gt:['-20', '0', '0', '20', '0'] pred:[19.597393   0.         5.0825286 20.         2.673886 ]
hatchback_-40_40_-40_40_40_160_20_450 gt:['-40', '40', '-40', '40', '40'] pred:[40.       44.5086   40.       39.437077 40.      ]
sedan2door_-20_20_-20_20_0_0_80_450 gt:['-20', '20', '-20', '20', '0'] pred:[18.818075  21.268835  16.950712  17.671827   1.6922634]
hybrid_0_40_0_40_40_0_60_450 gt:['0', '40', '0', '40', '40'] pred:[ 3.4652638 47.122356  22.194     40.        41.475414 ]
hybrid_-40_0_0_40_0_240_80_450 gt:['-40', '0', '0', '40', '0'] pred:[45.13164    2.6228633 15.819955  19.295395   3.4729187]
hybrid_0_20_-40_20_0_80_60_400 gt:['0', '20', '-40', '20', '0'] pred:[ 3.146947 22.904446 24.321913 17.26304   3.635753]
hybrid_-20_20_0_40_40_360_60_400 gt:['-20', '20', '0', '40', '40'] pred:[20.998837 20.80317  16.414587 40.       41.170723]
sedan4door_0_0_0_40_0_280_80_400 gt:['0', '0', '0', '40', '0'] pred:[ 2.0446813  2.1485944  3.5881488 43.414154   1.2826543]
hatchback_-40_0_-20_20_40_0_20_450 gt:['-40', '0', '-20', '20', '40'] pred:[42.931873  0.       14.303133 20.       40.      ]
suv_0_20_0_20_0_0_20_450 gt:['0', '20', '0', '20', '0'] pred:[ 1.9313838 20.         2.8025546 20.         0.       ]
suv_-20_40_-40_0_40_200_60_450 gt:['-20', '40', '-40', '0', '40'] pred:[18.42842   41.968052  40.         3.5218275 43.39404  ]
hatchback_0_40_0_40_20_360_40_450 gt:['0', '40', '0', '40', '20'] pred:[ 2.6245086 40.         2.1819391 40.        20.606686 ]
sedan4door_0_0_-20_0_40_160_20_450 gt:['0', '0', '-20', '0', '40'] pred:[ 0.         2.0192604 20.         3.502894  40.       ]
suv_0_20_-20_0_40_240_60_450 gt:['0', '20', '-20', '0', '40'] pred:[ 3.4426208 19.198433  20.864616   2.9611328 40.728065 ]
suv_0_40_0_40_0_120_20_400 gt:['0', '40', '0', '40', '0'] pred:[ 0.       45.119743  0.       25.709324  0.      ]
sedan4door_0_40_-40_40_40_0_20_450 gt:['0', '40', '-40', '40', '40'] pred:[ 2.425402 40.       45.47967  40.       40.      ]
hybrid_0_0_0_40_20_0_80_400 gt:['0', '0', '0', '40', '20'] pred:[ 2.599941   3.3531756 17.688744  17.987394  19.211658 ]
hatchback_0_0_-40_40_20_0_60_450 gt:['0', '0', '-40', '40', '20'] pred:[ 2.722892   3.2667205 42.873863  40.        21.931747 ]
sedan4door_0_40_0_40_40_320_80_400 gt:['0', '40', '0', '40', '40'] pred:[ 2.3927813 43.19975    6.674312  42.40948   44.064976 ]
sedan2door_0_0_-20_20_20_280_20_400 gt:['0', '0', '-20', '20', '20'] pred:[ 3.4713922  0.        27.98549   20.        28.93881  ]
sedan4door_-20_0_-40_20_0_320_40_400 gt:['-20', '0', '-40', '20', '0'] pred:[19.216646   0.        44.83625   20.         1.1934235]
sedan2door_-20_40_0_20_20_320_80_450 gt:['-20', '40', '0', '20', '20'] pred:[17.873478 44.53604  19.826662 14.64616  24.605675]
hybrid_-20_40_-20_0_0_80_80_400 gt:['-20', '40', '-20', '0', '0'] pred:[16.264296 42.269215 16.964184 26.436628  0.      ]
sedan2door_-20_40_-20_20_0_40_20_450 gt:['-20', '40', '-20', '20', '0'] pred:[21.234383 40.       24.744242 20.        0.      ]
hybrid_-20_20_-40_20_40_360_80_400 gt:['-20', '20', '-40', '20', '40'] pred:[19.01716  23.716064 16.735779 19.524303 42.234703]
sedan2door_-40_20_0_20_0_80_80_400 gt:['-40', '20', '0', '20', '0'] pred:[42.01102  20.579178 22.918062 10.483853  0.      ]
sedan2door_0_20_-40_20_0_80_80_400 gt:['0', '20', '-40', '20', '0'] pred:[ 3.3964152 19.57257   16.370392  12.731162   0.       ]
sedan2door_0_0_-20_0_40_280_20_450 gt:['0', '0', '-20', '0', '40'] pred:[ 2.7458208  0.        18.984016   0.        48.86542  ]
sedan2door_0_40_-40_0_40_200_40_450 gt:['0', '40', '-40', '0', '40'] pred:[ 0.       42.586296 40.       26.851955 39.77224 ]
suv_0_40_-20_0_20_320_80_400 gt:['0', '40', '-20', '0', '20'] pred:[ 3.2812283 50.92      30.045723   1.3969815 21.191612 ]
suv_-20_0_0_0_0_40_40_400 gt:['-20', '0', '0', '0', '0'] pred:[20.198732   0.         7.5046034  0.         1.8369687]
hatchback_0_40_-20_40_20_200_40_400 gt:['0', '40', '-20', '40', '20'] pred:[ 0.       44.42742  20.       40.182632 20.878922]
hybrid_-40_40_-40_0_20_0_60_400 gt:['-40', '40', '-40', '0', '20'] pred:[42.413906 41.311436 17.037228  0.       20.7828  ]
hatchback_0_40_-40_0_0_160_20_400 gt:['0', '40', '-40', '0', '0'] pred:[ 0.        47.310547  40.         3.2767837  0.       ]
sedan2door_-20_20_-20_0_0_200_60_400 gt:['-20', '20', '-20', '0', '0'] pred:[14.836831  17.759687  20.        24.05431    1.8008634]
hybrid_-40_40_-20_40_0_200_60_400 gt:['-40', '40', '-20', '40', '0'] pred:[45.32301  42.348442 20.       23.739973  3.037586]
hatchback_-20_20_-20_40_40_240_40_450 gt:['-20', '20', '-20', '40', '40'] pred:[20.       21.906094 20.       42.67685  38.407185]
hybrid_-40_20_0_40_0_200_80_450 gt:['-40', '20', '0', '40', '0'] pred:[40.059326  22.156935  13.671216   8.611027   2.6248434]
sedan2door_-40_20_0_40_0_80_20_450 gt:['-40', '20', '0', '40', '0'] pred:[44.46977 20.      16.12958 40.       0.     ]
hybrid_-40_40_-20_20_0_240_20_400 gt:['-40', '40', '-20', '20', '0'] pred:[40.        44.402065  20.        23.046154   1.8146176]
sedan2door_-40_0_-20_20_40_120_60_450 gt:['-40', '0', '-20', '20', '40'] pred:[43.65088   4.691931 20.        8.826083 43.747814]
hatchback_0_0_-40_0_20_360_80_400 gt:['0', '0', '-40', '0', '20'] pred:[ 2.1476474  2.7438002 43.77406    2.620946  18.42743  ]
sedan4door_-20_40_-20_20_0_200_80_450 gt:['-20', '40', '-20', '20', '0'] pred:[15.6960945 42.99108   20.867952  19.574356   2.6495547]
hybrid_-40_40_-20_40_20_120_40_400 gt:['-40', '40', '-20', '40', '20'] pred:[40.       44.88852  20.       19.175732 20.      ]
sedan2door_0_20_0_40_40_120_40_450 gt:['0', '20', '0', '40', '40'] pred:[ 0.       27.776258  0.        9.517431 40.      ]
hybrid_-40_20_0_20_20_120_40_450 gt:['-40', '20', '0', '20', '20'] pred:[40.       26.851837  0.        8.432534 20.      ]
hybrid_0_0_-40_0_0_160_80_450 gt:['0', '0', '-40', '0', '0'] pred:[ 1.946537   2.4354737 21.824959  19.340977   1.9225507]
sedan2door_-40_40_-20_20_40_80_40_400 gt:['-40', '40', '-20', '20', '40'] pred:[41.691776 43.33449  14.908836 20.       40.      ]
sedan2door_0_40_0_20_0_80_40_450 gt:['0', '40', '0', '20', '0'] pred:[ 2.5440996 48.499077  25.003239  20.         0.       ]
hatchback_-40_0_-40_40_20_240_20_450 gt:['-40', '0', '-40', '40', '20'] pred:[40.        7.91892  40.       43.162823 19.50665 ]
hatchback_-40_40_0_20_0_320_40_450 gt:['-40', '40', '0', '20', '0'] pred:[40.18892   40.         3.4525826 20.         2.4534688]
suv_0_20_-20_20_40_240_60_400 gt:['0', '20', '-20', '20', '40'] pred:[ 5.1287684 23.26883   14.306922  15.540615  35.35613  ]
suv_0_0_0_20_0_240_20_450 gt:['0', '0', '0', '20', '0'] pred:[ 0.         5.7539954  0.        16.500326   1.10384  ]
hybrid_-20_20_-40_40_40_80_80_400 gt:['-20', '20', '-40', '40', '40'] pred:[20.482422 21.673443 21.418398  9.0399   40.      ]
sedan4door_-40_20_-40_20_20_200_20_400 gt:['-40', '20', '-40', '20', '20'] pred:[40.       22.224936 40.       12.238096 16.808388]
sedan2door_-20_40_-20_0_0_200_40_450 gt:['-20', '40', '-20', '0', '0'] pred:[20.        42.954     20.        25.23809    2.4213872]
hatchback_0_20_-40_0_40_200_60_450 gt:['0', '20', '-40', '0', '40'] pred:[ 7.6973615 24.371218  40.         3.1623003 43.10364  ]
sedan2door_-40_40_-20_0_0_320_80_400 gt:['-40', '40', '-20', '0', '0'] pred:[40.276875  38.561924  18.887262  28.109043   2.9324646]
hybrid_-40_0_-40_40_0_360_60_400 gt:['-40', '0', '-40', '40', '0'] pred:[44.14286    2.4342651 22.58166   40.         2.052974 ]
sedan2door_-20_0_-20_40_40_280_20_400 gt:['-20', '0', '-20', '40', '40'] pred:[21.473038  0.       11.577199 40.       43.586285]
sedan2door_0_0_0_40_40_160_80_400 gt:['0', '0', '0', '40', '40'] pred:[ 2.6808553  3.316799  15.132451  16.023466  40.990795 ]
suv_-40_0_0_40_20_320_60_450 gt:['-40', '0', '0', '40', '20'] pred:[42.22691   8.831315  4.451134 38.786194 22.062576]
hybrid_-40_0_-40_40_20_320_40_400 gt:['-40', '0', '-40', '40', '20'] pred:[40.840492  0.       22.231752 40.       19.6418  ]
suv_-40_0_0_20_20_240_80_400 gt:['-40', '0', '0', '20', '20'] pred:[46.812508   5.216639   4.7697115 14.792712  25.817944 ]
suv_-40_40_-20_20_0_160_40_450 gt:['-40', '40', '-20', '20', '0'] pred:[40.        44.613014  20.        16.94739    1.6612432]
suv_-40_40_0_20_40_80_40_400 gt:['-40', '40', '0', '20', '40'] pred:[38.072723  45.16726    5.5083976 20.        40.       ]
sedan4door_0_0_0_40_40_40_80_450 gt:['0', '0', '0', '40', '40'] pred:[ 2.2011049  4.8525743  4.0520663 40.88576   41.30284  ]
hybrid_0_20_-20_40_40_320_60_400 gt:['0', '20', '-20', '40', '40'] pred:[ 3.169371 23.646236 18.055246 17.963768 41.05041 ]
hatchback_-40_20_-20_0_40_200_60_400 gt:['-40', '20', '-20', '0', '40'] pred:[44.69495   17.856869  20.         3.7706807 40.874516 ]
hatchback_-40_40_-20_40_40_160_40_400 gt:['-40', '40', '-20', '40', '40'] pred:[40.       44.787598 20.       41.909393 40.18152 ]
hatchback_-20_0_0_40_0_240_40_400 gt:['-20', '0', '0', '40', '0'] pred:[20.         3.311731   0.        40.910793   1.6723413]
hybrid_0_40_-20_20_0_280_80_400 gt:['0', '40', '-20', '20', '0'] pred:[ 2.2756405 47.273815  12.161035  18.493021   1.4996971]
hatchback_-40_40_-20_20_40_320_40_400 gt:['-40', '40', '-20', '20', '40'] pred:[38.46114  40.       19.073364 20.       41.105824]
suv_-40_40_-40_40_20_200_20_450 gt:['-40', '40', '-40', '40', '20'] pred:[40.       44.990433 40.       30.590265 19.708889]
hybrid_0_20_-40_40_20_320_80_450 gt:['0', '20', '-40', '40', '20'] pred:[ 4.33048  22.628357  9.735173 11.068374 21.134914]
hybrid_-20_0_-40_40_20_40_40_400 gt:['-20', '0', '-40', '40', '20'] pred:[22.775272  0.       19.038754 40.       20.726645]
suv_-20_0_-20_40_20_280_60_450 gt:['-20', '0', '-20', '40', '20'] pred:[16.362494   4.4221416 18.433113  43.40721   18.482456 ]
suv_-40_0_-40_40_0_360_60_450 gt:['-40', '0', '-40', '40', '0'] pred:[42.211117   2.6576924 42.51946   40.         2.2145913]
sedan4door_-40_20_-20_20_0_200_20_450 gt:['-40', '20', '-20', '20', '0'] pred:[40.        23.73108   20.        12.853903   3.1765795]
sedan4door_0_40_-40_0_40_120_80_450 gt:['0', '40', '-40', '0', '40'] pred:[ 3.0492446 44.483902  43.974724   2.724742  42.84522  ]
sedan2door_0_0_-40_40_20_320_20_400 gt:['0', '0', '-40', '40', '20'] pred:[ 2.7086835  0.        37.05906   40.        20.443697 ]
hatchback_-40_20_0_20_20_320_40_400 gt:['-40', '20', '0', '20', '20'] pred:[42.79637   20.         5.0232677 20.        19.134277 ]
suv_-20_40_-20_0_0_80_60_400 gt:['-20', '40', '-20', '0', '0'] pred:[17.561789  44.664707  16.81401    3.8079236  4.533937 ]
hybrid_-20_40_-20_0_20_0_80_400 gt:['-20', '40', '-20', '0', '20'] pred:[20.366323 44.146244 16.831264 21.243128 21.939026]
sedan4door_-20_0_-40_20_20_360_40_450 gt:['-20', '0', '-40', '20', '20'] pred:[17.09607   0.       43.95004  20.       25.454601]
