Hatchback_-20_20_0_0_20_80_20_400 gt:['-20', '20', '0', '0', '20'] pred:[15.958702  20.        12.422634   0.         1.3404418]
Sedan4Door_0_20_-20_0_20_80_20_400 gt:['0', '20', '-20', '0', '20'] pred:[1.4056328e+01 2.0000000e+01 1.8828461e+01 0.0000000e+00 1.9758314e-02]
Hatchback_0_20_0_0_20_320_20_400 gt:['0', '20', '0', '0', '20'] pred:[ 3.2640939 20.         1.4060856  0.         6.892231 ]
Suv_0_20_0_0_20_0_60_400 gt:['0', '20', '0', '0', '20'] pred:[12.074514    9.917432   13.422805    0.          0.66113657]
Hybrid_-20_0_-20_0_0_160_60_450 gt:['-20', '0', '-20', '0', '0'] pred:[13.03055    3.6466417  9.80792    0.         6.549384 ]
Suv_-20_0_-20_0_0_0_20_400 gt:['-20', '0', '-20', '0', '0'] pred:[45.917976  0.       11.908731  0.        0.      ]
Sedan2Door_-20_0_0_0_0_320_60_400 gt:['-20', '0', '0', '0', '0'] pred:[11.954257  15.07108    5.3824306  0.         3.8341079]
Sedan2Door_0_20_0_20_0_240_60_450 gt:['0', '20', '0', '20', '0'] pred:[29.210207  13.566219   6.4289374 20.         3.3867192]
Sedan4Door_-20_20_-20_0_0_160_20_450 gt:['-20', '20', '-20', '0', '0'] pred:[ 4.4505816 13.231531  18.795013   3.6861603  0.       ]
Hatchback_0_0_-20_0_20_160_20_450 gt:['0', '0', '-20', '0', '20'] pred:[30.075745    9.077509    0.35127613  2.9529078   2.5318222 ]
Sedan2Door_-20_0_0_0_0_160_20_400 gt:['-20', '0', '0', '0', '0'] pred:[ 3.7829232  7.871937   3.636995   4.5334024 25.26654  ]
Sedan4Door_0_20_-20_20_20_160_20_400 gt:['0', '20', '-20', '20', '20'] pred:[4.726857  3.595827  4.1574664 4.678966  6.7181015]
Hybrid_-20_0_-20_20_0_240_20_450 gt:['-20', '0', '-20', '20', '0'] pred:[20.          4.551729   20.         20.          0.42731813]
Hatchback_0_20_0_20_20_160_60_400 gt:['0', '20', '0', '20', '20'] pred:[13.719723   4.9425244  0.        29.253775  12.5637865]
Suv_0_20_-20_0_0_0_20_400 gt:['0', '20', '-20', '0', '0'] pred:[14.750298  20.         2.7835295  0.         1.4793427]
Sedan2Door_0_20_0_0_20_320_20_400 gt:['0', '20', '0', '0', '20'] pred:[ 0.6715891 20.         5.956224   0.         7.577481 ]
Sedan2Door_0_20_-20_0_20_160_60_400 gt:['0', '20', '-20', '0', '20'] pred:[14.034121   4.7063637 20.        46.55311    0.3720641]
Hybrid_0_20_0_0_20_0_20_400 gt:['0', '20', '0', '0', '20'] pred:[26.793463   20.          0.          0.          0.84385616]
Hybrid_0_0_0_20_20_0_60_450 gt:['0', '0', '0', '20', '20'] pred:[ 2.273255   0.        40.66785   20.         1.5695426]
Suv_0_0_-20_20_0_80_20_400 gt:['0', '0', '-20', '20', '0'] pred:[ 8.419868  0.       40.00819  20.        0.      ]
Hybrid_0_20_0_0_20_0_60_400 gt:['0', '20', '0', '0', '20'] pred:[ 4.278461    6.968295   11.232245    0.          0.06023074]
Hybrid_0_0_-20_0_20_240_60_450 gt:['0', '0', '-20', '0', '20'] pred:[13.220552    5.9751644   4.35803     0.          0.19642822]
Sedan4Door_-20_20_-20_0_20_160_60_450 gt:['-20', '20', '-20', '0', '20'] pred:[14.354613   8.740125   5.5931745  5.1440873 12.549377 ]
Hatchback_0_0_0_20_0_0_60_400 gt:['0', '0', '0', '20', '0'] pred:[ 1.775832    9.056359   37.971924   20.          0.16252708]
Hybrid_-20_0_0_0_20_240_20_450 gt:['-20', '0', '0', '0', '20'] pred:[28.08762     2.2479935   0.68713856  0.          2.8347535 ]
Hatchback_-20_0_0_20_0_160_20_450 gt:['-20', '0', '0', '20', '0'] pred:[20.        17.695433   0.         8.9885845  9.978491 ]
Sedan2Door_-20_20_0_0_0_80_20_450 gt:['-20', '20', '0', '0', '0'] pred:[1.9257334e+01 2.0000000e+01 2.1983635e+01 0.0000000e+00 1.5194307e-02]
Sedan2Door_-20_0_-20_20_20_160_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[ 6.47138   31.527      7.7892485 20.        20.081467 ]
Hybrid_-20_0_0_20_0_160_60_400 gt:['-20', '0', '0', '20', '0'] pred:[ 8.539237    3.429961    2.1053429  20.          0.07675157]
Hybrid_0_0_0_20_0_0_60_400 gt:['0', '0', '0', '20', '0'] pred:[1.2227861e+01 0.0000000e+00 2.6170641e+01 2.0000000e+01 1.5017748e-02]
Hybrid_-20_0_0_0_20_240_60_450 gt:['-20', '0', '0', '0', '20'] pred:[16.478708    3.6391373   5.8293414   0.          0.28306103]
Hybrid_0_0_-20_0_20_240_20_400 gt:['0', '0', '-20', '0', '20'] pred:[ 0.        8.333389 20.       12.366469 19.950155]
Sedan2Door_0_0_-20_0_20_320_60_400 gt:['0', '0', '-20', '0', '20'] pred:[4.9332495 0.        0.6895776 0.        1.2283307]
Sedan2Door_-20_0_0_0_20_320_60_400 gt:['-20', '0', '0', '0', '20'] pred:[23.79764  12.902449 32.082863  0.       39.154247]
Hatchback_-20_0_-20_20_0_320_20_450 gt:['-20', '0', '-20', '20', '0'] pred:[25.816292    0.         20.807877   20.          0.22212777]
Sedan4Door_-20_0_0_20_0_240_60_450 gt:['-20', '0', '0', '20', '0'] pred:[19.24859    5.5988736  7.9786735  3.3952699 15.283967 ]
Hybrid_-20_20_-20_20_0_320_20_450 gt:['-20', '20', '-20', '20', '0'] pred:[24.342615    6.3488994   3.0427     20.          0.20815338]
Hatchback_0_20_-20_0_0_320_60_450 gt:['0', '20', '-20', '0', '0'] pred:[13.53199   19.480974   1.6342753  0.        16.645779 ]
Hatchback_0_20_0_20_20_320_20_400 gt:['0', '20', '0', '20', '20'] pred:[ 3.6167443  20.          0.76714694 20.         11.194508  ]
Sedan4Door_0_20_0_0_0_240_20_400 gt:['0', '20', '0', '0', '0'] pred:[14.4867    32.441868   0.         3.1507509 10.228917 ]
Sedan4Door_-20_0_-20_0_20_240_60_400 gt:['-20', '0', '-20', '0', '20'] pred:[21.104202   8.34373    4.918752   4.1142917  1.3233817]
Hatchback_0_20_0_20_20_240_60_450 gt:['0', '20', '0', '20', '20'] pred:[ 5.159646  8.246809  0.        8.690692 23.794634]
Suv_-20_0_0_20_20_320_60_400 gt:['-20', '0', '0', '20', '20'] pred:[ 8.751417   0.         3.1786044  3.5894217 32.628967 ]
Sedan2Door_-20_0_-20_0_20_0_60_400 gt:['-20', '0', '-20', '0', '20'] pred:[ 8.919037   8.49686   41.523563   4.2144823 10.68321  ]
Sedan2Door_0_20_0_20_20_160_20_400 gt:['0', '20', '0', '20', '20'] pred:[ 0.       36.973255  0.       20.       20.      ]
Suv_-20_0_-20_0_0_240_20_450 gt:['-20', '0', '-20', '0', '0'] pred:[17.372108   7.1494064  2.8313487  2.5082366  1.6577007]
Sedan4Door_-20_0_0_0_0_240_60_400 gt:['-20', '0', '0', '0', '0'] pred:[29.690334  12.146728   8.482694   2.9968896  1.5835319]
Sedan4Door_0_20_-20_0_0_160_60_450 gt:['0', '20', '-20', '0', '0'] pred:[15.941084 10.181128  8.183344 12.841892 15.84839 ]
Sedan4Door_0_20_0_20_0_80_60_450 gt:['0', '20', '0', '20', '0'] pred:[11.100731   2.6465797 12.983611   8.3574915  0.       ]
Hybrid_0_0_-20_20_20_0_20_400 gt:['0', '0', '-20', '20', '20'] pred:[13.057459  0.       20.754131 20.       20.      ]
Suv_0_0_-20_20_0_80_60_400 gt:['0', '0', '-20', '20', '0'] pred:[24.99031    5.6233687 10.756461  16.230904   0.8257111]
Sedan2Door_-20_0_-20_20_20_240_60_450 gt:['-20', '0', '-20', '20', '20'] pred:[17.789665  11.5899105  8.524572  20.         8.528728 ]
Hatchback_-20_20_-20_20_20_80_20_400 gt:['-20', '20', '-20', '20', '20'] pred:[23.917162  20.        26.439566  20.         0.2729682]
Suv_-20_20_-20_20_0_160_20_400 gt:['-20', '20', '-20', '20', '0'] pred:[ 5.2221947  6.931055  18.533735  16.153688   0.       ]
Suv_0_20_-20_0_0_80_60_400 gt:['0', '20', '-20', '0', '0'] pred:[24.051044    3.9455607   6.8646364  11.01319     0.04627949]
Sedan2Door_0_20_0_0_0_160_60_400 gt:['0', '20', '0', '0', '0'] pred:[ 8.322625  11.86464    0.         0.         0.0485042]
Sedan4Door_0_0_-20_0_20_240_20_400 gt:['0', '0', '-20', '0', '20'] pred:[ 0.       21.12561   8.258229 38.825153 41.56577 ]
Sedan4Door_0_20_0_0_0_240_20_450 gt:['0', '20', '0', '0', '0'] pred:[40.79616     8.872643    0.40916377  0.7402441   1.5788012 ]
Hybrid_-20_0_0_0_20_80_20_400 gt:['-20', '0', '0', '0', '20'] pred:[33.021656   0.         0.         0.         2.9367416]
Suv_0_0_-20_0_20_240_20_400 gt:['0', '0', '-20', '0', '20'] pred:[ 0.         5.001473   6.6160135 12.982943  33.760986 ]
Hybrid_0_0_0_0_0_160_20_450 gt:['0', '0', '0', '0', '0'] pred:[14.127582   12.422929    0.32139173  0.         17.559273  ]
Sedan2Door_-20_20_0_20_0_0_60_400 gt:['-20', '20', '0', '20', '0'] pred:[21.667463  8.642153  4.574883 17.371805  7.436319]
Suv_-20_20_0_20_20_160_20_450 gt:['-20', '20', '0', '20', '20'] pred:[20.          5.775729    1.7680268   5.3614693   0.04220487]
Sedan2Door_-20_20_0_20_20_0_20_450 gt:['-20', '20', '0', '20', '20'] pred:[48.283417 20.       22.229609 20.       20.      ]
Hatchback_0_0_-20_0_20_80_20_450 gt:['0', '0', '-20', '0', '20'] pred:[13.748069  0.       28.803492  0.       20.      ]
Sedan4Door_-20_20_-20_0_0_320_20_450 gt:['-20', '20', '-20', '0', '0'] pred:[ 6.85861   20.        10.2239485  0.         3.5931852]
Hatchback_0_0_-20_20_20_80_60_450 gt:['0', '0', '-20', '20', '20'] pred:[18.51833   12.536261  11.836437   6.0159383  1.7071795]
Hatchback_-20_0_-20_0_0_240_60_400 gt:['-20', '0', '-20', '0', '0'] pred:[8.934831   1.2982627  3.5538764  1.2101039  0.09234848]
Sedan2Door_0_20_-20_20_20_240_20_450 gt:['0', '20', '-20', '20', '20'] pred:[13.607423   6.829614   2.4458554  1.0519027 48.57734  ]
Sedan2Door_0_0_0_20_0_320_60_450 gt:['0', '0', '0', '20', '0'] pred:[ 6.265924    6.902233    1.3255763  20.          0.03679297]
Sedan2Door_-20_0_-20_20_0_240_20_450 gt:['-20', '0', '-20', '20', '0'] pred:[23.979628 17.846378 17.409903 20.        5.584297]
Hybrid_0_20_-20_0_0_240_20_400 gt:['0', '20', '-20', '0', '0'] pred:[4.1961875 4.650545  1.5858834 0.        0.5281985]
Hybrid_-20_20_-20_0_20_80_20_400 gt:['-20', '20', '-20', '0', '20'] pred:[33.37014    20.          9.714308    0.          0.46075168]
Sedan4Door_-20_20_0_0_0_0_20_400 gt:['-20', '20', '0', '0', '0'] pred:[37.699856 20.        8.652961  0.        1.479395]
Sedan2Door_-20_0_-20_20_20_320_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[ 4.2053723 18.959417  22.815737  20.         0.8860194]
Suv_0_20_-20_20_0_240_60_450 gt:['0', '20', '-20', '20', '0'] pred:[ 4.275848   11.650335    0.13971817  2.9466534   3.2719214 ]
Suv_-20_0_-20_0_0_320_20_450 gt:['-20', '0', '-20', '0', '0'] pred:[22.906454    0.         11.607788    0.          0.21591786]
Sedan2Door_0_20_0_0_0_80_20_400 gt:['0', '20', '0', '0', '0'] pred:[7.8153868e+00 2.0000000e+01 1.5250615e+01 0.0000000e+00 1.3730422e-04]
Hatchback_0_20_-20_20_0_320_60_450 gt:['0', '20', '-20', '20', '0'] pred:[ 6.123394  19.354452   7.6785626 13.644728  26.007841 ]
Sedan4Door_0_20_0_0_0_320_20_400 gt:['0', '20', '0', '0', '0'] pred:[ 7.766627  20.         2.2217376  0.         3.6691191]
Sedan4Door_-20_20_-20_0_0_80_60_400 gt:['-20', '20', '-20', '0', '0'] pred:[18.151165 29.832264  6.29118   5.912281 10.29761 ]
Suv_-20_20_0_0_0_0_60_400 gt:['-20', '20', '0', '0', '0'] pred:[17.197327   22.544651   24.275833    0.          0.29708153]
Hybrid_0_20_0_0_0_160_20_450 gt:['0', '20', '0', '0', '0'] pred:[ 0.       12.886605  0.        0.        0.      ]
Sedan4Door_-20_20_-20_0_20_0_60_450 gt:['-20', '20', '-20', '0', '20'] pred:[17.600988   8.076358  12.58393   22.399244   1.3086864]
Sedan2Door_0_0_0_20_20_80_60_450 gt:['0', '0', '0', '20', '20'] pred:[19.139536    1.7396169   3.394883   20.          0.16022834]
Suv_0_0_0_0_20_0_60_450 gt:['0', '0', '0', '0', '20'] pred:[ 8.401761  0.       26.643206  0.        1.072539]
Sedan4Door_0_20_-20_20_20_240_20_400 gt:['0', '20', '-20', '20', '20'] pred:[35.37067   19.4059     1.814741   5.2509737 26.654049 ]
Sedan2Door_-20_0_-20_0_0_80_60_450 gt:['-20', '0', '-20', '0', '0'] pred:[22.555649   7.8825803  9.891081   0.         0.0789732]
Sedan4Door_-20_0_-20_0_0_320_20_450 gt:['-20', '0', '-20', '0', '0'] pred:[18.896496  0.        6.288539  0.       21.356808]
Sedan4Door_0_20_-20_0_0_0_60_400 gt:['0', '20', '-20', '0', '0'] pred:[23.841814   12.71713     2.9521856   2.471669    0.12091133]
Hatchback_-20_20_-20_0_20_80_60_400 gt:['-20', '20', '-20', '0', '20'] pred:[30.222973  28.956562  54.161343  43.975624   1.2422385]
Sedan4Door_-20_20_-20_20_0_0_60_450 gt:['-20', '20', '-20', '20', '0'] pred:[10.600498 18.436644 11.229033 20.       11.678019]
Sedan4Door_0_20_0_20_20_0_20_400 gt:['0', '20', '0', '20', '20'] pred:[ 3.104086  20.         1.3492656 20.         0.4301728]
Sedan4Door_-20_20_-20_0_20_320_60_400 gt:['-20', '20', '-20', '0', '20'] pred:[11.094609 14.755098  6.843571  0.       34.618477]
Hatchback_0_20_0_20_20_0_60_450 gt:['0', '20', '0', '20', '20'] pred:[12.393777   12.758424   14.555311   20.          0.19917381]
Hybrid_0_0_0_20_20_160_60_400 gt:['0', '0', '0', '20', '20'] pred:[ 0.         7.383517  12.053728  20.         5.4147544]
Sedan2Door_-20_20_-20_20_0_240_20_400 gt:['-20', '20', '-20', '20', '0'] pred:[17.487186  20.572716  20.         3.3623054 34.843037 ]
Hybrid_0_0_0_0_20_0_60_400 gt:['0', '0', '0', '0', '20'] pred:[17.806118   0.        29.228035   0.         0.0317377]
Hatchback_0_20_-20_0_0_0_60_450 gt:['0', '20', '-20', '0', '0'] pred:[ 8.646127   3.1217718 11.161113   0.         3.6002915]
Sedan4Door_0_20_0_20_20_320_60_450 gt:['0', '20', '0', '20', '20'] pred:[ 5.101635 40.36617  16.218765 13.562589 11.198629]
Sedan2Door_-20_20_0_20_20_0_20_400 gt:['-20', '20', '0', '20', '20'] pred:[38.08218 20.       0.      20.      20.     ]
Hybrid_0_0_-20_20_0_80_60_400 gt:['0', '0', '-20', '20', '0'] pred:[1.5869316e+01 5.6126814e+00 1.2518383e+01 2.0000000e+01 1.0796675e-02]
Sedan2Door_0_0_-20_0_20_0_60_400 gt:['0', '0', '-20', '0', '20'] pred:[ 1.2215486 13.45002   18.558498   0.         0.8314861]
Sedan2Door_0_20_0_20_0_160_20_450 gt:['0', '20', '0', '20', '0'] pred:[13.435551  15.3568735  6.9379272 20.         4.2832193]
Sedan4Door_0_0_0_20_20_320_60_450 gt:['0', '0', '0', '20', '20'] pred:[ 7.2724833 12.005986  12.303415  11.314047  15.469206 ]
Sedan4Door_0_20_0_20_20_80_60_450 gt:['0', '20', '0', '20', '20'] pred:[ 7.866457   10.935861   12.733923    8.7052765   0.39075086]
Sedan4Door_0_20_0_20_0_0_20_400 gt:['0', '20', '0', '20', '0'] pred:[ 4.131072 20.       10.574665 20.        0.      ]
Sedan2Door_0_20_-20_20_0_320_20_450 gt:['0', '20', '-20', '20', '0'] pred:[2.1951592e+00 2.0000000e+01 1.9979504e+00 2.0000000e+01 1.3413241e-02]
Suv_-20_0_0_0_20_160_20_400 gt:['-20', '0', '0', '0', '20'] pred:[2.429053  8.893236  8.834834  6.413552  2.6670487]
Hybrid_-20_20_-20_20_0_320_60_450 gt:['-20', '20', '-20', '20', '0'] pred:[ 8.545178   18.008833    0.47922102 10.695526    3.1731222 ]
Hatchback_0_20_0_20_0_240_20_450 gt:['0', '20', '0', '20', '0'] pred:[30.098751  15.51065    1.0821383  6.62617   17.309473 ]
Sedan2Door_0_0_0_0_20_0_20_400 gt:['0', '0', '0', '0', '20'] pred:[5.8563185 0.        0.        0.        1.7690035]
Sedan2Door_0_0_0_20_0_320_60_400 gt:['0', '0', '0', '20', '0'] pred:[ 2.6336677   0.         14.690114   20.          0.86627614]
Suv_0_20_-20_0_20_80_60_450 gt:['0', '20', '-20', '0', '20'] pred:[1.3644628e+01 3.0560141e+00 9.3066330e+00 4.3634753e+00 3.4226542e-03]
Suv_-20_0_0_0_20_80_60_450 gt:['-20', '0', '0', '0', '20'] pred:[13.651541   1.8929348  7.3535547 11.880443   0.0473351]
Hatchback_0_20_0_0_20_0_20_450 gt:['0', '20', '0', '0', '20'] pred:[11.660851  20.         3.6010213  0.        14.098309 ]
Suv_-20_0_-20_0_20_160_60_450 gt:['-20', '0', '-20', '0', '20'] pred:[21.846771   5.3500204  4.4787493 15.533875  12.759354 ]
Suv_-20_0_0_0_20_160_60_450 gt:['-20', '0', '0', '0', '20'] pred:[ 8.75308    6.042972  17.403227  13.287828   7.2199535]
Sedan4Door_-20_0_-20_20_0_0_60_400 gt:['-20', '0', '-20', '20', '0'] pred:[36.907124   4.5211487 14.939435  20.         8.938026 ]
Hybrid_-20_0_-20_20_20_0_20_450 gt:['-20', '0', '-20', '20', '20'] pred:[28.941391  0.       20.       20.       20.      ]
Hybrid_-20_20_-20_0_0_80_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[ 6.575717  13.506055  20.         0.         3.9957848]
Hybrid_-20_0_0_0_20_80_60_400 gt:['-20', '0', '0', '0', '20'] pred:[2.2030924e+01 9.3495331e+00 0.0000000e+00 0.0000000e+00 2.8031091e-03]
Sedan2Door_0_20_-20_0_20_80_20_400 gt:['0', '20', '-20', '0', '20'] pred:[ 7.019394 20.       42.15119   0.        2.870552]
Sedan2Door_-20_20_-20_0_0_320_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[ 1.93895   18.75245    1.9049417  0.        18.12602  ]
Sedan4Door_0_20_0_0_0_160_60_400 gt:['0', '20', '0', '0', '0'] pred:[5.7349682e+00 2.0631831e+00 1.7921297e+01 9.7052088e+00 2.6824167e-03]
Suv_0_20_0_0_0_80_60_450 gt:['0', '20', '0', '0', '0'] pred:[5.8202019e+00 5.4965796e+00 9.6509829e+00 1.5519029e+01 6.8077625e-04]
Hybrid_0_0_-20_20_20_320_60_400 gt:['0', '0', '-20', '20', '20'] pred:[ 6.58685    0.        21.0233     6.9807897  9.8689   ]
Hatchback_-20_0_-20_0_20_0_60_450 gt:['-20', '0', '-20', '0', '20'] pred:[13.586449   8.878602  43.452824   0.         1.4258308]
Sedan2Door_-20_0_-20_20_0_320_20_450 gt:['-20', '0', '-20', '20', '0'] pred:[13.420837   0.        20.        20.         5.7081985]
Sedan4Door_0_0_-20_20_20_0_20_400 gt:['0', '0', '-20', '20', '20'] pred:[ 7.0088043  0.        15.343756  20.        11.84226  ]
Hatchback_0_20_-20_0_0_80_60_450 gt:['0', '20', '-20', '0', '0'] pred:[8.183182  2.388574  8.139778  4.9032335 0.3283419]
Suv_-20_0_0_0_0_0_60_400 gt:['-20', '0', '0', '0', '0'] pred:[19.097412    0.         29.579683    0.          0.24275352]
Hybrid_0_20_-20_0_0_80_20_450 gt:['0', '20', '-20', '0', '0'] pred:[14.569063 20.       27.349977  0.        0.      ]
Sedan4Door_-20_0_0_20_0_240_20_400 gt:['-20', '0', '0', '20', '0'] pred:[20.         9.207535   9.5356865  4.6075087 37.81514  ]
Hybrid_-20_0_-20_0_0_0_60_400 gt:['-20', '0', '-20', '0', '0'] pred:[11.239863   0.        17.14155    0.         1.1373954]
Sedan2Door_-20_0_0_0_0_80_60_450 gt:['-20', '0', '0', '0', '0'] pred:[13.454448    5.5381145  13.668665    2.539631    0.20645483]
Sedan4Door_-20_20_-20_20_0_80_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[2.5347647e+01 8.5327406e+00 1.7829504e+01 3.9505730e+00 4.9843877e-03]
Sedan2Door_0_0_0_0_20_240_60_400 gt:['0', '0', '0', '0', '20'] pred:[19.850063   4.042417   6.588108   0.         1.3025175]
Suv_0_0_0_0_0_80_60_450 gt:['0', '0', '0', '0', '0'] pred:[28.731867  11.828262  16.132393   4.6623974  2.6350577]
Sedan2Door_0_0_0_0_0_160_20_450 gt:['0', '0', '0', '0', '0'] pred:[0.        9.475232  0.6529819 0.        0.4998786]
Sedan4Door_-20_0_-20_20_20_0_60_450 gt:['-20', '0', '-20', '20', '20'] pred:[ 8.832531   11.691943   21.809828   20.          0.21658118]
Sedan4Door_0_20_-20_20_0_80_60_450 gt:['0', '20', '-20', '20', '0'] pred:[11.462079 15.397416 20.125284 11.612328  0.      ]
Suv_0_0_0_0_20_80_20_400 gt:['0', '0', '0', '0', '20'] pred:[10.643663   0.        21.100782   0.         0.2424952]
Suv_0_20_-20_0_20_0_20_400 gt:['0', '20', '-20', '0', '20'] pred:[13.471056 20.       39.38443   0.       20.      ]
Hatchback_-20_0_-20_20_20_240_20_450 gt:['-20', '0', '-20', '20', '20'] pred:[20.         9.162745   1.2113514 10.540915   6.5866776]
Sedan2Door_-20_20_0_0_0_240_60_400 gt:['-20', '20', '0', '0', '0'] pred:[11.425967   6.1169944 21.037771   0.         4.5735555]
Sedan4Door_-20_0_0_20_20_320_60_400 gt:['-20', '0', '0', '20', '20'] pred:[ 8.5421505  0.        24.140358  21.44039   25.936752 ]
Suv_0_20_-20_20_20_0_60_450 gt:['0', '20', '-20', '20', '20'] pred:[11.519998  10.058639  38.12039   31.214859   0.5893557]
Hatchback_-20_0_-20_0_0_240_20_400 gt:['-20', '0', '-20', '0', '0'] pred:[22.065641    1.3435321   0.45632967  0.43440688  0.31978258]
Suv_-20_0_-20_0_20_160_20_450 gt:['-20', '0', '-20', '0', '20'] pred:[ 3.199525  4.993019 20.072714  9.361104 20.      ]
Suv_0_0_0_20_20_240_20_400 gt:['0', '0', '0', '20', '20'] pred:[ 0.        10.328101   4.3303814 29.066307  38.42012  ]
Hatchback_0_20_-20_0_0_160_60_400 gt:['0', '20', '-20', '0', '0'] pred:[14.446419  13.655473  12.565687   5.0221357  0.7151994]
Sedan2Door_0_20_-20_0_20_80_60_400 gt:['0', '20', '-20', '0', '20'] pred:[ 9.492786  11.687555  20.         0.         0.2909204]
Hybrid_0_0_0_0_20_80_60_450 gt:['0', '0', '0', '0', '20'] pred:[11.397858    6.256746   13.672954    0.          0.03308556]
Hatchback_-20_20_0_0_20_0_20_400 gt:['-20', '20', '0', '0', '20'] pred:[14.917605  20.         1.3061392  0.         1.0667695]
Sedan2Door_-20_20_0_20_0_320_20_450 gt:['-20', '20', '0', '20', '0'] pred:[ 9.178296  20.         6.784328  20.         0.0217135]
Hatchback_-20_20_-20_20_0_80_20_450 gt:['-20', '20', '-20', '20', '0'] pred:[24.478888 20.       26.297455 20.        0.      ]
Sedan2Door_-20_0_-20_20_0_80_60_450 gt:['-20', '0', '-20', '20', '0'] pred:[2.6038031e+01 5.5968719e+00 1.1801365e+01 2.0785053e+00 1.3918563e-03]
Hatchback_0_0_-20_0_0_240_60_450 gt:['0', '0', '-20', '0', '0'] pred:[13.166931    3.7355978   1.1124718   0.81259876  4.8500876 ]
Hybrid_-20_0_0_20_0_320_60_450 gt:['-20', '0', '0', '20', '0'] pred:[ 5.525347  0.        9.426683 10.294795  6.824136]
Hybrid_0_0_0_20_0_240_20_400 gt:['0', '0', '0', '20', '0'] pred:[ 7.050835    4.9200897   0.36510321 20.          0.7410694 ]
Hybrid_0_0_0_20_0_0_20_400 gt:['0', '0', '0', '20', '0'] pred:[13.463849    0.          0.         20.          0.09922358]
Sedan2Door_-20_20_0_0_0_240_20_400 gt:['-20', '20', '0', '0', '0'] pred:[20.        38.779964   0.5637056  0.        21.90437  ]
Hatchback_-20_0_-20_20_0_160_60_450 gt:['-20', '0', '-20', '20', '0'] pred:[12.302824  15.777418  25.556849   2.9410188  8.691175 ]
Sedan2Door_0_0_-20_20_20_240_20_400 gt:['0', '0', '-20', '20', '20'] pred:[13.992311  13.083823   2.9520702  6.7386403 30.048393 ]
Suv_-20_20_0_0_0_320_60_450 gt:['-20', '20', '0', '0', '0'] pred:[ 0.97822666 11.65363     1.7775689   6.990489    7.7080956 ]
Suv_-20_20_0_0_0_160_20_450 gt:['-20', '20', '0', '0', '0'] pred:[20.         13.712989    9.456065   13.360756    0.60736465]
Sedan2Door_0_0_-20_20_20_320_20_450 gt:['0', '0', '-20', '20', '20'] pred:[16.324177    0.         20.         20.          0.39641628]
