hybrid_-17_23_-36_35_15_50_70_420 gt:['-17', '23', '-36', '35', '15'] pred:[18.111662 20.86531  15.695008 15.619887 23.892725]
hybrid_-30_15_-22_10_46_20_70_420 gt:['-30', '15', '-22', '10', '46'] pred:[31.414003 16.4559   16.08451  10.       11.666367]
sedan2door_-17_45_-22_10_15_140_70_420 gt:['-17', '45', '-22', '10', '15'] pred:[ 9.691806 20.847218 12.206637 26.240498 12.446241]
suv_-30_45_-22_48_15_230_70_420 gt:['-30', '45', '-22', '48', '15'] pred:[21.575443 27.515232 14.185312  7.680461  5.952828]
sedan2door_-17_45_-4_35_15_140_70_420 gt:['-17', '45', '-4', '35', '15'] pred:[ 9.890436 20.612036 12.759627 26.54531  12.602185]
sedan2door_-30_45_-36_48_15_140_70_420 gt:['-30', '45', '-36', '48', '15'] pred:[17.987677 26.827116  8.457222 26.759336 11.829837]
hatchback_-50_15_-36_35_28_20_30_420 gt:['-50', '15', '-36', '35', '28'] pred:[44.2971   15.       34.292168 35.        3.095993]
hatchback_-17_23_-22_48_46_230_30_420 gt:['-17', '23', '-22', '48', '46'] pred:[17.       11.511485 22.       13.572523 35.881268]
sedan4door_-50_15_-4_10_28_140_70_420 gt:['-50', '15', '-4', '10', '28'] pred:[21.011883  11.531561   4.         5.4832993  6.4665766]
hatchback_-17_45_-36_48_28_20_70_420 gt:['-17', '45', '-36', '48', '28'] pred:[31.588686 26.111101 33.136757 48.       17.018839]
sedan4door_-50_15_-22_10_15_50_70_420 gt:['-50', '15', '-22', '10', '15'] pred:[29.323853 17.53995  11.62021  12.501954  3.860033]
hatchback_-50_15_-22_48_28_20_70_420 gt:['-50', '15', '-22', '48', '28'] pred:[38.279354 11.290442 32.822906 48.       15.681889]
hybrid_-50_15_-4_35_28_50_70_420 gt:['-50', '15', '-4', '35', '28'] pred:[26.065252 21.002682 12.37072  14.153367 31.019554]
hatchback_-50_15_-36_10_28_140_30_420 gt:['-50', '15', '-36', '10', '28'] pred:[50.       16.41609  36.        8.261319 28.      ]
hatchback_-30_23_-22_35_15_20_30_420 gt:['-30', '23', '-22', '35', '15'] pred:[44.805595  23.        29.86923   35.         1.8182352]
hatchback_-50_23_-36_35_46_230_70_420 gt:['-50', '23', '-36', '35', '46'] pred:[37.700466 11.230646 13.821528 10.960908 31.211622]
suv_-17_15_-4_35_15_140_70_420 gt:['-17', '15', '-4', '35', '15'] pred:[ 3.7454007 11.165915   4.        26.60913   11.339381 ]
sedan4door_-17_15_-22_10_28_230_70_420 gt:['-17', '15', '-22', '10', '28'] pred:[21.998438   3.3017683 17.30179   10.36877    6.538854 ]
suv_-17_45_-22_48_46_140_30_420 gt:['-17', '45', '-22', '48', '46'] pred:[17.       17.558813 22.       25.33632  46.      ]
sedan2door_-30_23_-22_10_15_230_30_420 gt:['-30', '23', '-22', '10', '15'] pred:[30.        16.49751   22.        15.290768   7.2750535]
hybrid_-30_45_-36_48_46_50_70_420 gt:['-30', '45', '-36', '48', '46'] pred:[24.827229  34.555202  10.341561  14.1854925 36.712128 ]
sedan2door_-30_15_-22_48_28_140_70_420 gt:['-30', '15', '-22', '48', '28'] pred:[ 9.064228   8.4726095 22.        26.66617   13.573846 ]
sedan2door_-30_45_-36_10_46_140_30_420 gt:['-30', '45', '-36', '10', '46'] pred:[30.       31.676434 36.       12.804596 46.      ]
hatchback_-50_45_-22_10_46_140_30_420 gt:['-50', '45', '-22', '10', '46'] pred:[50.       24.505024 22.       11.79393  46.      ]
hatchback_-50_23_-22_10_28_140_30_420 gt:['-50', '23', '-22', '10', '28'] pred:[50.       21.689665 22.       11.403506 28.      ]
suv_-50_23_-4_48_28_140_70_420 gt:['-50', '23', '-4', '48', '28'] pred:[23.518972 21.12928   7.500549 17.587215 14.050732]
suv_-50_15_-4_48_15_20_30_420 gt:['-50', '15', '-4', '48', '15'] pred:[49.368095  15.        17.279617  48.         4.2159204]
suv_-17_15_-36_48_15_230_30_420 gt:['-17', '15', '-36', '48', '15'] pred:[17.       25.438044 36.       23.885014  8.582216]
sedan4door_-30_23_-36_48_15_20_70_420 gt:['-30', '23', '-36', '48', '15'] pred:[28.11386   14.262552  27.75045   48.         1.8832241]
sedan4door_-17_45_-22_48_15_50_70_420 gt:['-17', '45', '-22', '48', '15'] pred:[25.93803   27.546503  11.70082   10.105858   1.0987813]
hatchback_-50_45_-36_10_46_20_30_420 gt:['-50', '45', '-36', '10', '46'] pred:[44.926723  45.        27.235224  10.         6.5848503]
suv_-50_45_-22_48_28_20_70_420 gt:['-50', '45', '-22', '48', '28'] pred:[35.984806 31.062412 14.351276  1.575785 17.450188]
sedan4door_-17_15_-4_48_15_230_30_420 gt:['-17', '15', '-4', '48', '15'] pred:[17.       11.950661  4.       24.639408 19.56872 ]
hybrid_-17_45_-36_35_28_20_70_420 gt:['-17', '45', '-36', '35', '28'] pred:[32.436108 29.542023 21.594864 35.        9.838488]
suv_-30_23_-22_10_46_50_30_420 gt:['-30', '23', '-22', '10', '46'] pred:[18.357655 23.       21.535318 10.       46.      ]
sedan4door_-50_15_-22_35_28_20_30_420 gt:['-50', '15', '-22', '35', '28'] pred:[39.928226 15.       25.868359 35.       16.898634]
hatchback_-50_15_-4_35_46_230_30_420 gt:['-50', '15', '-4', '35', '46'] pred:[50.       14.01547   4.        8.939362 36.622097]
suv_-50_23_-36_10_15_20_70_420 gt:['-50', '23', '-36', '10', '15'] pred:[36.5301   27.894875 11.909287 10.       10.644553]
sedan4door_-17_45_-4_10_28_230_70_420 gt:['-17', '45', '-4', '10', '28'] pred:[27.687057   7.7482824  3.3484242  8.678325  11.732243 ]
sedan4door_-50_45_-22_48_15_230_30_420 gt:['-50', '45', '-22', '48', '15'] pred:[50.       34.67294  22.       22.194365 16.605206]
sedan4door_-50_45_-36_35_46_20_70_420 gt:['-50', '45', '-36', '35', '46'] pred:[39.40833  25.424664 29.827078 35.        8.069802]
sedan2door_-50_15_-22_10_15_20_70_420 gt:['-50', '15', '-22', '10', '15'] pred:[38.32275   13.874516   5.4896297 16.69857   10.867639 ]
sedan4door_-50_45_-22_10_46_230_30_420 gt:['-50', '45', '-22', '10', '46'] pred:[50.       38.739597 22.        7.641923 33.603176]
suv_-17_23_-4_10_15_140_70_420 gt:['-17', '23', '-4', '10', '15'] pred:[ 4.309279 14.222867  4.397794 17.550783 12.06861 ]
sedan2door_-50_23_-36_35_46_20_30_420 gt:['-50', '23', '-36', '35', '46'] pred:[47.491325 23.       12.500933 35.        8.02247 ]
suv_-50_23_-36_48_15_50_70_420 gt:['-50', '23', '-36', '48', '15'] pred:[27.691225 30.679579 18.913885 15.353694 11.411891]
sedan2door_-17_15_-4_10_28_50_30_420 gt:['-17', '15', '-4', '10', '28'] pred:[19.871048 15.       13.36872  10.       28.      ]
sedan4door_-50_23_-22_10_46_20_70_420 gt:['-50', '23', '-22', '10', '46'] pred:[38.382236 15.88575  12.941464 10.        9.498076]
suv_-30_45_-4_48_15_230_30_420 gt:['-30', '45', '-4', '48', '15'] pred:[30.       32.72827   4.       20.298185 10.390323]
sedan4door_-50_45_-22_48_15_230_70_420 gt:['-50', '45', '-22', '48', '15'] pred:[46.06555   31.033762   8.884813  22.377758   2.0907497]
sedan2door_-50_45_-4_48_28_230_30_420 gt:['-50', '45', '-4', '48', '28'] pred:[50.       38.34781   4.       21.301874 18.704496]
suv_-50_45_-22_10_15_140_70_420 gt:['-50', '45', '-22', '10', '15'] pred:[28.999025  36.833397   2.3315737 14.23574    9.958377 ]
sedan2door_-30_45_-36_48_46_20_70_420 gt:['-30', '45', '-36', '48', '46'] pred:[38.927525 33.685215  6.985806  8.87557  14.911142]
sedan2door_-17_23_-4_35_46_140_70_420 gt:['-17', '23', '-4', '35', '46'] pred:[ 9.229721  8.926464  9.053917 22.390089 31.43914 ]
hybrid_-30_15_-36_10_15_230_70_420 gt:['-30', '15', '-36', '10', '15'] pred:[35.490486   8.715526  14.87344   16.475023   7.7408595]
hybrid_-30_23_-36_35_28_230_70_420 gt:['-30', '23', '-36', '35', '28'] pred:[36.883884  7.889085 12.110831 14.787566 16.918497]
hybrid_-30_23_-22_35_46_50_30_420 gt:['-30', '23', '-22', '35', '46'] pred:[18.820248   23.         26.516993   35.          0.13992524]
suv_-50_23_-22_35_46_140_70_420 gt:['-50', '23', '-22', '35', '46'] pred:[17.580969 18.80876  22.       10.220726 19.5885  ]
hatchback_-30_15_-4_10_46_50_30_420 gt:['-30', '15', '-4', '10', '46'] pred:[25.258816 24.663502 16.34415  10.       46.      ]
hatchback_-30_45_-22_35_28_50_30_420 gt:['-30', '45', '-22', '35', '28'] pred:[34.407173 23.317722 24.533567 35.       28.      ]
sedan4door_-30_23_-36_48_28_50_30_420 gt:['-30', '23', '-36', '48', '28'] pred:[35.005165 30.578949 31.916893 48.       28.      ]
hybrid_-30_15_-22_10_15_50_70_420 gt:['-30', '15', '-22', '10', '15'] pred:[20.206924 20.11937  13.303527 16.917889 29.29908 ]
sedan4door_-50_45_-4_48_15_140_70_420 gt:['-50', '45', '-4', '48', '15'] pred:[30.906422  30.166004   4.        22.38946    3.3314018]
sedan2door_-50_15_-4_48_46_50_70_420 gt:['-50', '15', '-4', '48', '46'] pred:[31.337582  15.326766   7.8535886 20.503567  29.094925 ]
hybrid_-30_45_-4_48_46_50_70_420 gt:['-30', '45', '-4', '48', '46'] pred:[24.71627  34.951546 10.045808 14.179301 36.736794]
suv_-50_45_-36_48_15_230_30_420 gt:['-50', '45', '-36', '48', '15'] pred:[50.       35.849735 36.       22.722088  9.308158]
suv_-30_45_-36_35_15_140_30_420 gt:['-30', '45', '-36', '35', '15'] pred:[30.       23.559093 36.       27.062927 15.      ]
suv_-30_45_-36_48_15_140_70_420 gt:['-30', '45', '-36', '48', '15'] pred:[17.09991   31.612701   6.2516303 32.295944  14.809109 ]
suv_-30_45_-4_48_28_140_30_420 gt:['-30', '45', '-4', '48', '28'] pred:[30.       19.219439  4.       27.228176 28.      ]
sedan2door_-17_15_-22_48_15_230_70_420 gt:['-17', '15', '-22', '48', '15'] pred:[18.055944   3.789782  26.945765  16.715864   3.8284094]
hatchback_-17_45_-36_10_46_140_30_420 gt:['-17', '45', '-36', '10', '46'] pred:[17.       24.048452 36.       16.805334 46.      ]
sedan2door_-30_45_-4_35_15_20_30_420 gt:['-30', '45', '-4', '35', '15'] pred:[38.217793 45.       14.865855 35.        6.521205]
sedan2door_-17_15_-22_48_15_50_30_420 gt:['-17', '15', '-22', '48', '15'] pred:[21.681662 15.       13.949997 48.       15.      ]
hybrid_-30_15_-22_10_46_140_30_420 gt:['-30', '15', '-22', '10', '46'] pred:[30.        7.565672 22.       12.092947 46.      ]
hybrid_-50_23_-4_48_46_20_70_420 gt:['-50', '23', '-4', '48', '46'] pred:[33.30471  17.98585  12.400141 25.406569 23.342682]
sedan4door_-30_45_-4_48_46_230_70_420 gt:['-30', '45', '-4', '48', '46'] pred:[44.198105  20.50441    3.7848845 18.406385  26.093813 ]
hybrid_-30_23_-4_35_28_230_70_420 gt:['-30', '23', '-4', '35', '28'] pred:[37.354042   7.9414515 11.8615465 14.867056  16.505653 ]
sedan4door_-30_15_-22_48_15_20_30_420 gt:['-30', '15', '-22', '48', '15'] pred:[36.537003  15.        26.472397  48.         7.1406994]
sedan4door_-17_45_-22_48_28_20_70_420 gt:['-17', '45', '-22', '48', '28'] pred:[34.48783   30.553072  24.460056  48.         4.2468047]
hybrid_-17_45_-36_35_15_140_30_420 gt:['-17', '45', '-36', '35', '15'] pred:[17.        24.117657  36.        14.5230465 15.       ]
hatchback_-17_23_-4_10_28_140_30_420 gt:['-17', '23', '-4', '10', '28'] pred:[17.       21.280182  4.       19.775213 28.      ]
hybrid_-17_45_-36_48_15_50_70_420 gt:['-17', '45', '-36', '48', '15'] pred:[20.093203 32.78933  14.86973  11.831573 26.596834]
sedan2door_-50_45_-36_48_28_50_30_420 gt:['-50', '45', '-36', '48', '28'] pred:[30.643484 45.       20.264019 48.       28.      ]
sedan2door_-17_23_-36_48_28_230_30_420 gt:['-17', '23', '-36', '48', '28'] pred:[17.       21.375624 36.       17.958014 18.24913 ]
hatchback_-17_15_-36_48_46_140_30_420 gt:['-17', '15', '-36', '48', '46'] pred:[17.        21.172924  36.        25.363935   1.8755147]
sedan2door_-17_23_-22_10_15_50_30_420 gt:['-17', '23', '-22', '10', '15'] pred:[22.392157 23.       11.4911   10.       15.      ]
hatchback_-17_45_-22_35_28_140_30_420 gt:['-17', '45', '-22', '35', '28'] pred:[17.       23.456022 22.       35.972614 28.      ]
hatchback_-50_45_-4_10_15_50_70_420 gt:['-50', '45', '-4', '10', '15'] pred:[34.238007  22.665686   9.266845   7.5848618 21.622784 ]
sedan2door_-17_15_-22_10_28_140_70_420 gt:['-17', '15', '-22', '10', '28'] pred:[ 4.118784  6.266727 22.       25.918112 11.936706]
sedan2door_-50_15_-36_35_46_140_70_420 gt:['-50', '15', '-36', '35', '46'] pred:[24.545876  7.465464 36.       17.178558 24.836126]
sedan2door_-50_15_-36_10_15_140_70_420 gt:['-50', '15', '-36', '10', '15'] pred:[21.758915   8.45051   12.256395  21.203922   6.0907884]
sedan4door_-30_23_-4_35_28_20_30_420 gt:['-30', '23', '-4', '35', '28'] pred:[35.39594  23.       19.074654 35.        5.72104 ]
hatchback_-17_45_-22_35_46_140_30_420 gt:['-17', '45', '-22', '35', '46'] pred:[17.       25.910198 22.       33.197754 46.      ]
suv_-50_23_-36_48_15_140_30_420 gt:['-50', '23', '-36', '48', '15'] pred:[50.       23.411314 36.       21.957916 15.      ]
sedan2door_-50_23_-36_35_46_140_30_420 gt:['-50', '23', '-36', '35', '46'] pred:[50.       31.500635 36.        9.191781 46.      ]
hybrid_-50_15_-4_35_15_230_30_420 gt:['-50', '15', '-4', '35', '15'] pred:[50.        11.479218   4.         2.5885644 12.573982 ]
sedan2door_-50_15_-36_10_28_230_70_420 gt:['-50', '15', '-36', '10', '28'] pred:[35.077362   3.8793664 12.242396  14.862835  12.26111  ]
suv_-30_23_-36_35_28_140_30_420 gt:['-30', '23', '-36', '35', '28'] pred:[30.       22.087492 36.       28.464785 28.      ]
hybrid_-17_15_-36_48_46_140_30_420 gt:['-17', '15', '-36', '48', '46'] pred:[17.        8.874224 36.       14.507905 46.      ]
hatchback_-30_15_-22_48_46_230_70_420 gt:['-30', '15', '-22', '48', '46'] pred:[30.588823   4.492068  12.007572  11.3784275 31.79908  ]
hybrid_-50_15_-4_10_28_230_70_420 gt:['-50', '15', '-4', '10', '28'] pred:[41.381607 10.525346  9.43618  11.850402  7.927269]
suv_-50_15_-22_48_28_50_70_420 gt:['-50', '15', '-22', '48', '28'] pred:[25.389828  22.721327  20.900078  11.0752325 15.831662 ]
suv_-30_15_-22_10_15_50_70_420 gt:['-30', '15', '-22', '10', '15'] pred:[12.842295  21.769564  22.673353   6.4585185  5.873466 ]
sedan4door_-17_45_-36_10_28_20_30_420 gt:['-17', '45', '-36', '10', '28'] pred:[43.06486  45.       29.585522 10.       10.663168]
sedan2door_-50_23_-22_48_15_140_70_420 gt:['-50', '23', '-22', '48', '15'] pred:[31.123692 14.258866  8.905852 18.780756 10.006529]
sedan2door_-50_23_-4_48_46_140_70_420 gt:['-50', '23', '-4', '48', '46'] pred:[35.183105 11.844316  4.       15.574099 29.023117]
hatchback_-17_15_-4_35_15_140_30_420 gt:['-17', '15', '-4', '35', '15'] pred:[17.       21.800581  4.       25.49113  15.      ]
sedan4door_-30_23_-22_10_28_20_70_420 gt:['-30', '23', '-22', '10', '28'] pred:[37.77811  16.622541 13.384574 10.        8.003237]
hatchback_-30_15_-4_10_15_140_70_420 gt:['-30', '15', '-4', '10', '15'] pred:[ 9.530829 12.264613  4.        9.140747  9.380962]
hatchback_-30_23_-4_48_46_50_30_420 gt:['-30', '23', '-4', '48', '46'] pred:[23.317312 22.184904 15.702093 48.       46.      ]
suv_-30_45_-36_48_46_20_30_420 gt:['-30', '45', '-36', '48', '46'] pred:[45.54575   45.        33.758057  48.         3.1148286]
hatchback_-50_45_-22_10_15_140_30_420 gt:['-50', '45', '-22', '10', '15'] pred:[50.       23.997587 22.       13.619061 15.      ]
sedan4door_-30_15_-36_10_28_140_30_420 gt:['-30', '15', '-36', '10', '28'] pred:[30.        9.26994  36.       13.346242 28.      ]
hatchback_-30_15_-36_10_15_20_70_420 gt:['-30', '15', '-36', '10', '15'] pred:[35.875927 12.046716 31.110413 10.       12.020656]
hatchback_-30_45_-4_10_46_50_70_420 gt:['-30', '45', '-4', '10', '46'] pred:[20.296381 20.902336 12.406321 10.892591 22.095043]
sedan4door_-50_15_-22_10_28_20_30_420 gt:['-50', '15', '-22', '10', '28'] pred:[43.037956 15.       26.356535 10.       19.899853]
sedan4door_-30_23_-4_35_15_20_70_420 gt:['-30', '23', '-4', '35', '15'] pred:[30.458029  18.910791   6.455741  35.         1.6584171]
sedan2door_-50_45_-22_10_15_140_30_420 gt:['-50', '45', '-22', '10', '15'] pred:[50.       21.941936 22.       10.962772 15.      ]
sedan2door_-17_23_-36_48_28_50_70_420 gt:['-17', '23', '-36', '48', '28'] pred:[13.124998 28.613298 19.034904 21.643515 21.678188]
hybrid_-50_45_-22_35_28_50_30_420 gt:['-50', '45', '-22', '35', '28'] pred:[18.564383  45.        37.418785  35.         2.3258507]
sedan4door_-30_15_-36_10_15_20_70_420 gt:['-30', '15', '-36', '10', '15'] pred:[33.298237   9.394896  26.319029  10.         2.4367647]
sedan2door_-17_23_-4_48_15_50_30_420 gt:['-17', '23', '-4', '48', '15'] pred:[22.981646 23.       12.133793 48.       15.      ]
sedan4door_-30_45_-22_10_28_20_70_420 gt:['-30', '45', '-22', '10', '28'] pred:[41.663326 28.184263 13.958456 10.        8.760127]
sedan4door_-17_45_-22_35_15_230_70_420 gt:['-17', '45', '-22', '35', '15'] pred:[25.502907  17.478579  11.776083  16.2694     1.9786066]
suv_-17_23_-22_10_46_20_30_420 gt:['-17', '23', '-22', '10', '46'] pred:[29.752993  23.        38.677288  10.         4.4056425]
hatchback_-17_45_-4_35_15_50_70_420 gt:['-17', '45', '-4', '35', '15'] pred:[15.99557   14.814378   9.343987   8.8115835 16.180893 ]
suv_-30_23_-36_35_28_50_70_420 gt:['-30', '23', '-36', '35', '28'] pred:[13.159999 26.296392 32.606625  8.323728 14.672862]
hybrid_-17_23_-4_48_28_140_70_420 gt:['-17', '23', '-4', '48', '28'] pred:[ 6.846438 12.724513  4.        8.337083  6.998039]
sedan4door_-50_23_-22_48_46_230_30_420 gt:['-50', '23', '-22', '48', '46'] pred:[50.       12.876441 22.       24.992908 38.792675]
sedan2door_-17_23_-22_35_46_20_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[41.802773 23.       13.153058 35.        8.528904]
suv_-17_45_-22_10_46_230_70_420 gt:['-17', '45', '-22', '10', '46'] pred:[ 4.0841208 24.802584  19.357286   2.78661   17.703138 ]
suv_-30_15_-4_10_15_230_30_420 gt:['-30', '15', '-4', '10', '15'] pred:[30.        22.112637   4.         5.2657976  2.3515928]
hatchback_-17_45_-22_48_46_230_70_420 gt:['-17', '45', '-22', '48', '46'] pred:[18.078312   9.9496355  5.7542024 10.099167  34.350845 ]
suv_-50_23_-36_10_46_20_70_420 gt:['-50', '23', '-36', '10', '46'] pred:[34.325787  23.416983  14.964433   3.2984974 21.557796 ]
hybrid_-30_23_-36_35_28_140_30_420 gt:['-30', '23', '-36', '35', '28'] pred:[30.        8.81319  36.       15.289002 28.      ]
suv_-50_45_-36_35_28_140_30_420 gt:['-50', '45', '-36', '35', '28'] pred:[50.       25.236736 36.       16.839455 28.      ]
suv_-17_23_-4_48_28_140_30_420 gt:['-17', '23', '-4', '48', '28'] pred:[17.       17.57892   4.       29.439848 28.      ]
sedan2door_-50_15_-4_48_46_20_70_420 gt:['-50', '15', '-4', '48', '46'] pred:[39.968533  14.703144   3.8642223 18.018223  18.133854 ]
hatchback_-17_45_-4_35_46_140_30_420 gt:['-17', '45', '-4', '35', '46'] pred:[17.       29.968048  4.       32.581856 46.      ]
sedan2door_-50_45_-22_10_28_140_70_420 gt:['-50', '45', '-22', '10', '28'] pred:[38.062447  28.002409   7.9010296 17.35407   16.704746 ]
suv_-17_15_-4_35_46_140_30_420 gt:['-17', '15', '-4', '35', '46'] pred:[17.       14.258167  4.       12.602099 46.      ]
hybrid_-17_23_-22_35_28_140_70_420 gt:['-17', '23', '-22', '35', '28'] pred:[ 6.59364  12.920647 22.        8.903239  7.316302]
sedan4door_-30_45_-4_48_15_50_70_420 gt:['-30', '45', '-4', '48', '15'] pred:[21.425951  18.169147   6.5964756  7.3168306  1.692632 ]
hatchback_-30_15_-4_48_46_50_70_420 gt:['-30', '15', '-4', '48', '46'] pred:[16.721525 10.1835   11.317095 31.60575  19.859756]
suv_-50_15_-22_10_46_140_30_420 gt:['-50', '15', '-22', '10', '46'] pred:[50.       10.744763 22.        5.218269 46.      ]
hatchback_-50_23_-36_35_46_50_30_420 gt:['-50', '23', '-36', '35', '46'] pred:[34.343933 23.       38.287304 35.       46.      ]
sedan4door_-50_45_-4_10_46_50_30_420 gt:['-50', '45', '-4', '10', '46'] pred:[36.146656 27.118889 23.13029  10.       46.      ]
hatchback_-17_15_-4_35_28_230_30_420 gt:['-17', '15', '-4', '35', '28'] pred:[17.        15.9903555  4.         9.615646  25.087286 ]
sedan4door_-30_45_-36_10_46_140_30_420 gt:['-30', '45', '-36', '10', '46'] pred:[30.       16.539654 36.       17.36066  46.      ]
sedan2door_-17_45_-4_48_46_20_70_420 gt:['-17', '45', '-4', '48', '46'] pred:[30.643312  32.06369   11.3249235  7.6434274 10.33739  ]
sedan2door_-17_45_-22_10_28_20_70_420 gt:['-17', '45', '-22', '10', '28'] pred:[30.886581  32.86395   10.939527   9.098976   5.4175143]
sedan2door_-17_23_-22_48_28_20_70_420 gt:['-17', '23', '-22', '48', '28'] pred:[20.66137  19.181637  9.457486 16.728931  7.484683]
hybrid_-50_15_-4_48_28_50_70_420 gt:['-50', '15', '-4', '48', '28'] pred:[26.713848 21.369246 12.507756 14.505219 31.111704]
sedan4door_-50_45_-4_10_15_140_70_420 gt:['-50', '45', '-4', '10', '15'] pred:[28.586475  33.332066   4.         8.949129   3.4523945]
hatchback_-50_23_-4_48_28_50_30_420 gt:['-50', '23', '-4', '48', '28'] pred:[33.24239  26.350517 26.117735 48.       28.      ]
sedan4door_-30_23_-4_48_46_50_70_420 gt:['-30', '23', '-4', '48', '46'] pred:[14.28016  16.387468  8.709956  8.927743 11.638907]
