hybrid_0_20_-40_0_40_320_20_400:gt ['0', '20', '-40', '0', '40']:pred [ 0.22642326 20.         40.          0.         42.36026   ]
suv_-40_0_-20_40_0_0_20_400:gt ['-40', '0', '-20', '40', '0']:pred [36.349476  0.       24.685415 40.        0.      ]
hatchback_-20_0_-40_20_40_80_80_450:gt ['-20', '0', '-40', '20', '40']:pred [27.811172  2.509098 40.36319  16.824648 40.      ]
suv_0_40_-20_0_0_240_20_450:gt ['0', '40', '-20', '0', '0']:pred [ 0.        40.61742   20.         3.65727    1.2218469]
hybrid_-40_0_0_0_20_0_80_450:gt ['-40', '0', '0', '0', '20']:pred [42.05894    2.0155718  0.         0.        12.365735 ]
hatchback_-20_40_-40_40_40_240_20_400:gt ['-20', '40', '-40', '40', '40']:pred [20.       41.93499  40.       41.577366 32.637802]
hybrid_-20_20_-20_40_20_80_20_400:gt ['-20', '20', '-20', '40', '20']:pred [16.662464 20.       20.       40.       20.      ]
hybrid_0_40_0_0_20_80_40_450:gt ['0', '40', '0', '0', '20']:pred [ 1.5434791 46.416424   0.         0.        20.       ]
sedan4door_-20_0_-20_20_40_0_80_450:gt ['-20', '0', '-20', '20', '40']:pred [10.278761   2.3535826 19.176746   9.953874  25.530766 ]
sedan4door_-20_20_-40_40_20_160_40_450:gt ['-20', '20', '-40', '40', '20']:pred [20.       19.55877  40.       38.84694  33.825996]
sedan2door_-40_40_-20_0_40_320_40_450:gt ['-40', '40', '-20', '0', '40']:pred [41.33963 40.      20.       0.      39.53779]
suv_0_20_-40_20_0_320_20_400:gt ['0', '20', '-40', '20', '0']:pred [ 2.8455658  20.         44.352      20.          0.88838565]
hatchback_-40_20_-20_20_20_160_60_450:gt ['-40', '20', '-20', '20', '20']:pred [40.66625  21.037067 20.       18.062576 16.099316]
sedan2door_-40_40_-20_40_0_80_60_450:gt ['-40', '40', '-20', '40', '0']:pred [38.087368  41.652508  20.        40.         4.2556386]
sedan4door_-40_0_-20_20_0_80_40_450:gt ['-40', '0', '-20', '20', '0']:pred [41.19405    2.3550951 17.703453  20.         0.       ]
hatchback_-40_40_0_20_20_160_60_450:gt ['-40', '40', '0', '20', '20']:pred [34.15365  40.52995   0.       25.193592 27.253325]
sedan2door_-20_20_-20_20_40_80_20_400:gt ['-20', '20', '-20', '20', '40']:pred [19.206497 20.       20.       20.       40.      ]
suv_-40_40_-40_40_0_240_60_400:gt ['-40', '40', '-40', '40', '0']:pred [32.19367   42.994     32.317097  22.271967   2.5322003]
hatchback_0_20_-20_20_40_240_40_450:gt ['0', '20', '-20', '20', '40']:pred [ 0.       22.994823 20.       22.933182 38.804096]
hatchback_-40_20_-40_0_20_0_80_400:gt ['-40', '20', '-40', '0', '20']:pred [35.034203 21.236387 40.318764  0.       19.22751 ]
sedan2door_-40_0_-20_40_0_80_60_400:gt ['-40', '0', '-20', '40', '0']:pred [39.59725    1.0166233 20.        40.         1.0425624]
hybrid_0_20_0_40_0_160_60_450:gt ['0', '20', '0', '40', '0']:pred [ 0.        15.858356   0.        40.         3.4992647]
hatchback_0_0_-20_40_40_0_60_450:gt ['0', '0', '-20', '40', '40']:pred [ 1.4935799  5.161559  21.082174  40.        39.973976 ]
sedan4door_0_20_-40_40_40_80_80_400:gt ['0', '20', '-40', '40', '40']:pred [ 1.5612248 17.464886  37.070404  38.797493  40.       ]
hybrid_-20_0_0_20_20_160_80_400:gt ['-20', '0', '0', '20', '20']:pred [24.14645    1.8311452  0.        20.        19.784962 ]
hatchback_-40_0_-40_40_40_240_60_450:gt ['-40', '0', '-40', '40', '40']:pred [40.442528   4.6410956 39.45866   38.75516   34.110058 ]
suv_-20_40_-40_0_20_160_60_450:gt ['-20', '40', '-40', '0', '20']:pred [ 5.286857  39.1238    40.         3.1969445  2.2238395]
hybrid_-40_20_-40_0_20_240_80_400:gt ['-40', '20', '-40', '0', '20']:pred [40.867363 20.521711 40.        0.        3.729002]
suv_0_0_0_20_20_80_60_400:gt ['0', '0', '0', '20', '20']:pred [ 0.8200733  2.8529541  0.9719028 14.918576  34.469727 ]
sedan4door_-40_40_-20_40_20_80_60_450:gt ['-40', '40', '-20', '40', '20']:pred [38.403736 41.733086 16.253225 30.705746 14.979682]
hatchback_-20_20_-40_40_20_240_80_400:gt ['-20', '20', '-40', '40', '20']:pred [23.616781 31.083391 42.65727  40.60202   8.03433 ]
hybrid_-40_20_0_40_20_0_60_450:gt ['-40', '20', '0', '40', '20']:pred [38.198112 18.842106  0.       40.       26.814978]
hatchback_0_0_0_40_40_320_80_450:gt ['0', '0', '0', '40', '40']:pred [ 1.4209267  6.122751   8.412751  40.409515  40.884335 ]
hatchback_0_40_-20_40_40_80_60_400:gt ['0', '40', '-20', '40', '40']:pred [ 1.3140528 35.822987  15.1593895 35.402443  31.024975 ]
hatchback_-40_20_0_40_20_240_80_400:gt ['-40', '20', '0', '40', '20']:pred [43.55061   16.213146   4.5452003 39.523693  32.94736  ]
hybrid_-20_40_-40_0_0_240_80_450:gt ['-20', '40', '-40', '0', '0']:pred [16.385864   37.007885   40.          0.          0.17418242]
sedan4door_0_40_0_40_0_240_40_400:gt ['0', '40', '0', '40', '0']:pred [ 0.        43.873466   0.        43.352806   2.8330734]
hybrid_-40_0_-40_20_20_80_60_450:gt ['-40', '0', '-40', '20', '20']:pred [41.24384   1.665662 40.       20.        8.567834]
hatchback_-20_0_-20_40_40_80_60_450:gt ['-20', '0', '-20', '40', '40']:pred [19.194803  2.709203 11.97121  47.321125 48.33811 ]
sedan4door_-20_0_0_40_20_320_40_400:gt ['-20', '0', '0', '40', '20']:pred [14.995787   0.         1.0813662 40.        11.730657 ]
sedan2door_-40_20_-20_0_40_320_40_450:gt ['-40', '20', '-20', '0', '40']:pred [38.486103 20.       20.        0.       39.150436]
sedan4door_-20_0_-40_20_0_240_80_450:gt ['-20', '0', '-40', '20', '0']:pred [17.084276   1.8412927 44.98637   13.028703  23.008083 ]
hybrid_-40_0_-20_20_40_320_20_400:gt ['-40', '0', '-20', '20', '40']:pred [39.071026  0.       20.       20.       39.978214]
sedan2door_-40_20_0_0_40_240_40_400:gt ['-40', '20', '0', '0', '40']:pred [40.       17.949905  0.        0.       37.972153]
hybrid_-20_20_-20_40_0_320_40_450:gt ['-20', '20', '-20', '40', '0']:pred [16.562094 20.       20.       40.        2.199466]
sedan4door_0_0_-20_40_40_160_40_400:gt ['0', '0', '-20', '40', '40']:pred [ 0.         2.1845558 20.        40.42581   31.433083 ]
hatchback_0_20_0_20_0_160_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       19.974361  0.       31.207155  0.      ]
sedan4door_0_40_-40_40_20_240_80_450:gt ['0', '40', '-40', '40', '20']:pred [ 3.9589155 39.194023  39.865776  39.619194  11.582131 ]
hybrid_0_0_-40_0_40_0_20_400:gt ['0', '0', '-40', '0', '40']:pred [ 0.32489574  0.         40.          0.         40.        ]
suv_-20_20_-40_0_40_0_20_400:gt ['-20', '20', '-40', '0', '40']:pred [23.30213  20.       36.577812  0.       40.      ]
hatchback_0_0_0_20_40_320_20_400:gt ['0', '0', '0', '20', '40']:pred [ 0.11685307  0.          1.6470132  20.         42.612957  ]
hatchback_-40_40_-20_20_0_160_40_450:gt ['-40', '40', '-20', '20', '0']:pred [40.        35.43824   20.        30.990429   0.9002877]
sedan2door_0_20_-40_40_20_0_60_450:gt ['0', '20', '-40', '40', '20']:pred [ 1.2739393 19.127562  40.        40.         9.795448 ]
hybrid_-40_40_0_40_20_240_60_400:gt ['-40', '40', '0', '40', '20']:pred [43.306705 40.793705  0.       40.       25.26435 ]
hybrid_-20_0_-20_40_0_240_20_400:gt ['-20', '0', '-20', '40', '0']:pred [20.         2.928343  20.        40.         1.6286541]
hatchback_-20_0_-20_0_20_0_40_450:gt ['-20', '0', '-20', '0', '20']:pred [19.345306  0.       16.301582  0.       15.157049]
sedan2door_-20_20_0_20_20_240_20_450:gt ['-20', '20', '0', '20', '20']:pred [20.       24.016935  0.       20.       20.214334]
sedan2door_0_40_-40_0_20_80_20_400:gt ['0', '40', '-40', '0', '20']:pred [ 0.93546975 40.         40.          0.         20.        ]
hybrid_0_40_-40_40_40_80_20_400:gt ['0', '40', '-40', '40', '40']:pred [ 0.52137184 40.         40.         40.         40.        ]
sedan2door_-20_0_0_0_20_80_20_450:gt ['-20', '0', '0', '0', '20']:pred [18.438696  0.        0.        0.       20.      ]
hatchback_-20_0_-20_20_40_240_40_450:gt ['-20', '0', '-20', '20', '40']:pred [20.         3.6919522 20.        23.232088  38.619034 ]
sedan2door_-40_40_-20_20_0_160_80_450:gt ['-40', '40', '-20', '20', '0']:pred [39.51577   39.94961   20.        20.         2.8807325]
sedan2door_-40_20_0_20_0_0_40_400:gt ['-40', '20', '0', '20', '0']:pred [41.200935  20.         0.        20.         2.3021524]
sedan2door_0_0_-40_0_40_160_20_400:gt ['0', '0', '-40', '0', '40']:pred [ 0.         1.8963269 40.         0.        40.       ]
sedan4door_-40_40_-20_40_20_240_20_450:gt ['-40', '40', '-20', '40', '20']:pred [40.       39.12752  20.       39.360332 15.130459]
hybrid_-40_20_-40_40_20_160_20_450:gt ['-40', '20', '-40', '40', '20']:pred [40.       29.154913 40.       40.       20.      ]
hybrid_0_20_-20_40_20_0_20_400:gt ['0', '20', '-20', '40', '20']:pred [ 0.51786256 20.         20.         40.         20.        ]
hatchback_0_40_0_20_40_320_40_400:gt ['0', '40', '0', '20', '40']:pred [ 0.17576939 40.          1.0902332  20.         38.110535  ]
hatchback_-40_20_0_0_0_320_80_450:gt ['-40', '20', '0', '0', '0']:pred [34.299976   18.886438    1.4993224   6.9254475   0.37845927]
suv_-40_0_0_0_20_240_40_450:gt ['-40', '0', '0', '0', '20']:pred [40.         1.0497041  0.         0.8787315  9.580207 ]
hybrid_-40_0_0_40_20_320_60_400:gt ['-40', '0', '0', '40', '20']:pred [38.490692  0.        0.       40.       17.910252]
sedan2door_-20_20_0_20_40_80_80_450:gt ['-20', '20', '0', '20', '40']:pred [19.198637 21.163658  0.       20.       40.      ]
hybrid_0_40_-40_20_0_160_80_400:gt ['0', '40', '-40', '20', '0']:pred [ 0.8568517 41.227947  40.        20.         0.8907191]
suv_-40_20_-20_0_40_0_40_450:gt ['-40', '20', '-20', '0', '40']:pred [42.97658  20.       20.785831  0.       33.453682]
suv_-40_0_-40_0_0_320_60_450:gt ['-40', '0', '-40', '0', '0']:pred [40.7535     0.        36.335083   0.         2.1149058]
suv_-20_20_-40_40_20_240_60_400:gt ['-20', '20', '-40', '40', '20']:pred [19.496122 24.292677 39.12367  44.59118  25.241018]
hybrid_-20_0_-40_40_20_240_40_450:gt ['-20', '0', '-40', '40', '20']:pred [20.         1.5741192 40.        40.        25.182072 ]
suv_-40_0_-40_0_0_240_60_400:gt ['-40', '0', '-40', '0', '0']:pred [39.129936   5.2650166 40.121452   4.511409   1.0842942]
hybrid_0_40_0_20_40_160_60_400:gt ['0', '40', '0', '20', '40']:pred [ 0.       39.450024  0.       20.       44.19892 ]
hybrid_-40_40_-40_0_20_320_40_400:gt ['-40', '40', '-40', '0', '20']:pred [39.790745 40.       40.        0.       25.70456 ]
sedan4door_-40_40_-40_40_0_320_40_400:gt ['-40', '40', '-40', '40', '0']:pred [38.71003   40.        39.291348  40.         0.9544265]
sedan2door_-20_20_-20_40_0_0_80_400:gt ['-20', '20', '-20', '40', '0']:pred [21.93446   18.058916  20.        40.         1.1815339]
sedan2door_-40_40_-20_20_40_240_80_400:gt ['-40', '40', '-20', '20', '40']:pred [41.01432  42.62565  20.       20.       39.551468]
suv_-20_20_-40_20_0_0_20_450:gt ['-20', '20', '-40', '20', '0']:pred [13.774889 20.       41.410927 20.        0.      ]
sedan4door_-20_40_-40_40_0_80_80_400:gt ['-20', '40', '-40', '40', '0']:pred [18.655243 40.629917 34.13862  37.538284  0.      ]
sedan4door_0_0_0_0_40_80_80_400:gt ['0', '0', '0', '0', '40']:pred [ 0.59724605  1.0848365   1.6334084   1.056353   40.        ]
sedan2door_-40_40_-40_0_20_80_40_450:gt ['-40', '40', '-40', '0', '20']:pred [44.455288 42.85595  40.        0.       20.      ]
suv_0_40_-20_0_20_0_60_400:gt ['0', '40', '-20', '0', '20']:pred [ 2.908848 39.067776 10.93795   0.       22.389591]
suv_-40_40_-20_40_0_80_40_450:gt ['-40', '40', '-20', '40', '0']:pred [37.782516 38.045403 10.26863  40.        0.      ]
hatchback_0_0_0_0_40_320_80_400:gt ['0', '0', '0', '0', '40']:pred [ 0.9170549  3.1808662  2.8719969  4.287332  36.61134  ]
sedan2door_-40_40_-20_40_20_240_60_450:gt ['-40', '40', '-20', '40', '20']:pred [37.316013 42.5142   20.       40.       13.783092]
hybrid_0_20_-40_40_20_80_60_400:gt ['0', '20', '-40', '40', '20']:pred [ 1.2249137 18.87344   40.        40.         2.7951174]
hatchback_-20_20_0_20_0_240_60_450:gt ['-20', '20', '0', '20', '0']:pred [19.071749  24.87799    0.        20.327158   0.6190382]
suv_0_40_-20_40_40_240_80_400:gt ['0', '40', '-20', '40', '40']:pred [ 3.6707528 33.10486   28.83778   38.424297  36.546993 ]
hatchback_-40_40_-40_20_40_240_80_400:gt ['-40', '40', '-40', '20', '40']:pred [32.31877  40.828716 37.40015  22.433592 39.55683 ]
sedan2door_-40_40_-40_20_40_80_20_400:gt ['-40', '40', '-40', '20', '40']:pred [39.159176 40.       40.       20.       40.      ]
sedan4door_0_20_0_40_0_160_40_400:gt ['0', '20', '0', '40', '0']:pred [ 0.        20.455166   0.        44.483444   1.8710474]
hybrid_0_20_0_40_20_240_40_450:gt ['0', '20', '0', '40', '20']:pred [ 0.       18.401611  0.       40.       13.470655]
sedan4door_-40_0_0_20_0_0_60_400:gt ['-40', '0', '0', '20', '0']:pred [39.334778   1.7542804  3.450143  20.         6.775744 ]
suv_-40_0_-20_0_20_0_40_400:gt ['-40', '0', '-20', '0', '20']:pred [39.997177  0.       29.114805  0.       15.481067]
suv_0_0_-20_20_0_160_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.         1.0166142 20.        31.353983   0.       ]
sedan2door_-40_40_0_0_20_320_40_400:gt ['-40', '40', '0', '0', '20']:pred [37.4667   40.        0.        0.       13.624491]
hybrid_-20_20_-40_20_0_160_20_450:gt ['-20', '20', '-40', '20', '0']:pred [20.       20.591799 40.       20.        0.      ]
suv_0_20_-20_0_0_160_40_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.        21.293833  20.         0.5110267  2.29327  ]
hatchback_-20_20_-40_20_20_80_40_400:gt ['-20', '20', '-40', '20', '20']:pred [20.634436 19.583601 36.4593   20.       20.      ]
sedan2door_-40_0_0_20_20_0_80_400:gt ['-40', '0', '0', '20', '20']:pred [45.288143    0.50171953  0.         20.         23.756992  ]
suv_-20_20_-20_0_40_0_40_450:gt ['-20', '20', '-20', '0', '40']:pred [19.002623 20.       20.973845  0.       38.393795]
hybrid_-40_40_-20_40_20_80_40_450:gt ['-40', '40', '-20', '40', '20']:pred [37.706024 38.35244  20.       40.       20.      ]
hatchback_-40_20_-40_0_40_0_60_450:gt ['-40', '20', '-40', '0', '40']:pred [37.41452  14.383245 38.073566  0.       43.375973]
hatchback_0_20_-20_0_40_80_40_400:gt ['0', '20', '-20', '0', '40']:pred [ 3.5472038 26.037521  13.923561   0.        40.       ]
hatchback_-40_0_-20_0_20_80_60_450:gt ['-40', '0', '-20', '0', '20']:pred [40.151764   1.563711  34.63542    3.42298    2.6463618]
hybrid_-20_20_-20_20_0_160_60_450:gt ['-20', '20', '-20', '20', '0']:pred [22.493427  14.984426  20.        20.         3.1894157]
hatchback_-20_20_-20_40_40_80_80_450:gt ['-20', '20', '-20', '40', '40']:pred [20.45375  18.746307 24.557236 44.11634  40.      ]
hatchback_-40_20_-20_0_0_160_40_450:gt ['-40', '20', '-20', '0', '0']:pred [40.        25.299173  20.         1.4684173  0.6387543]
hybrid_0_40_-40_0_20_240_80_450:gt ['0', '40', '-40', '0', '20']:pred [ 1.5614733 38.63762   40.         0.        16.939648 ]
hatchback_-40_0_-20_0_40_0_80_450:gt ['-40', '0', '-20', '0', '40']:pred [40.685215   4.057824  25.683533  10.1314125 39.03053  ]
hatchback_-40_0_-20_0_40_80_80_400:gt ['-40', '0', '-20', '0', '40']:pred [42.40128    1.1638334 23.616688   1.8888295 40.       ]
sedan4door_-40_40_0_40_0_80_40_400:gt ['-40', '40', '0', '40', '0']:pred [39.23088    38.478252    0.40388057 40.          0.        ]
sedan2door_-40_0_0_0_40_80_80_450:gt ['-40', '0', '0', '0', '40']:pred [36.960827   1.3088057  0.         0.        40.       ]
suv_-20_0_0_40_20_80_80_400:gt ['-20', '0', '0', '40', '20']:pred [23.487503  8.702834 13.307058 41.76632  20.      ]
suv_-40_20_-40_0_0_240_20_450:gt ['-40', '20', '-40', '0', '0']:pred [40.        19.539305  40.         1.7061919  1.1379673]
suv_-20_40_-20_0_0_160_60_450:gt ['-20', '40', '-20', '0', '0']:pred [16.098425   37.459503   20.          1.4163861   0.99210227]
sedan2door_-40_40_-40_40_20_240_40_400:gt ['-40', '40', '-40', '40', '20']:pred [40.       37.67396  40.       40.       16.530886]
sedan4door_0_20_-40_40_20_0_60_450:gt ['0', '20', '-40', '40', '20']:pred [ 1.9286705 16.665213  38.063423  40.        11.177271 ]
sedan2door_-20_20_-20_40_20_0_80_400:gt ['-20', '20', '-20', '40', '20']:pred [22.828804 17.588957 20.       40.       29.519619]
suv_0_40_-40_40_40_240_80_400:gt ['0', '40', '-40', '40', '40']:pred [ 4.3018403 40.498302  44.27372   33.1754    23.736536 ]
hatchback_0_0_-20_40_20_0_60_400:gt ['0', '0', '-20', '40', '20']:pred [ 3.1475759  5.7869945 16.936789  40.        23.813017 ]
sedan2door_-40_40_-40_20_20_80_80_450:gt ['-40', '40', '-40', '20', '20']:pred [37.129124 44.98561  40.       20.       20.      ]
hatchback_0_20_-40_20_40_160_60_400:gt ['0', '20', '-40', '20', '40']:pred [ 2.5591269 21.47674   40.        27.095879  39.902004 ]
hatchback_0_0_-20_40_0_320_80_400:gt ['0', '0', '-20', '40', '0']:pred [ 2.2991452  1.9448724 13.995017  40.576065   2.1557887]
suv_-40_40_0_20_20_0_60_450:gt ['-40', '40', '0', '20', '20']:pred [40.954945  41.589104   2.3463676 20.        14.089625 ]
suv_-40_20_-20_0_40_320_60_400:gt ['-40', '20', '-20', '0', '40']:pred [38.30987  20.196646 14.550213  0.       38.67896 ]
suv_-40_40_0_40_0_320_40_400:gt ['-40', '40', '0', '40', '0']:pred [41.10929   40.         1.050313  40.         1.7660701]
suv_-20_40_-40_20_0_80_40_450:gt ['-20', '40', '-40', '20', '0']:pred [ 8.324312 39.146397 35.441208 20.        0.      ]
sedan2door_-20_40_-40_0_20_160_40_400:gt ['-20', '40', '-40', '0', '20']:pred [20.       42.056835 40.        0.       32.847317]
suv_0_20_-40_20_40_0_40_400:gt ['0', '20', '-40', '20', '40']:pred [ 0.6816312 20.        43.807686  20.        43.56037  ]
hatchback_-20_0_-20_0_20_240_80_450:gt ['-20', '0', '-20', '0', '20']:pred [11.262724   1.9472646 25.117563   3.4898198  9.005785 ]
sedan4door_-20_20_-20_0_40_240_80_400:gt ['-20', '20', '-20', '0', '40']:pred [19.756657  20.309498  19.32989    0.9676046 25.11463  ]
sedan2door_-20_40_0_40_40_320_80_450:gt ['-20', '40', '0', '40', '40']:pred [18.032942 43.36752   0.       40.       32.01428 ]
hybrid_0_20_-40_0_40_0_60_450:gt ['0', '20', '-40', '0', '40']:pred [ 2.0181606 24.174482  40.         0.        47.897488 ]
hatchback_-40_0_0_20_40_0_20_400:gt ['-40', '0', '0', '20', '40']:pred [38.66654   0.        4.193448 20.       40.      ]
sedan2door_0_40_-20_20_20_80_40_450:gt ['0', '40', '-20', '20', '20']:pred [ 0.6470801 39.44863   20.        20.        20.       ]
hatchback_0_0_0_0_40_160_80_400:gt ['0', '0', '0', '0', '40']:pred [ 1.2034239  1.0867301  0.         4.7753515 35.28965  ]
sedan2door_-40_0_-20_20_20_160_20_450:gt ['-40', '0', '-20', '20', '20']:pred [40.         1.1679014 20.        20.        20.       ]
hatchback_-40_0_-20_40_0_160_40_450:gt ['-40', '0', '-20', '40', '0']:pred [40.         4.8048654 20.        50.864784   0.66583  ]
hybrid_-40_20_-40_20_40_0_60_450:gt ['-40', '20', '-40', '20', '40']:pred [36.84579  23.727438 40.       20.       42.184162]
hatchback_-40_0_-40_40_0_0_20_400:gt ['-40', '0', '-40', '40', '0']:pred [36.64907   0.       42.513897 40.        0.      ]
sedan2door_-20_0_-20_0_20_240_60_450:gt ['-20', '0', '-20', '0', '20']:pred [12.215499  7.958146 20.        0.       28.923063]
sedan2door_-40_20_-20_20_0_240_60_450:gt ['-40', '20', '-20', '20', '0']:pred [38.610798  25.596172  20.        20.         6.7120876]
sedan2door_-40_20_-20_0_0_80_40_450:gt ['-40', '20', '-20', '0', '0']:pred [37.58973  16.013336 20.        0.        0.      ]
hatchback_-20_20_0_20_0_160_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.        9.432461  0.       16.764816  0.      ]
hybrid_0_40_-20_0_0_160_60_450:gt ['0', '40', '-20', '0', '0']:pred [ 0.        39.583622  20.         0.         2.7947524]
hybrid_-20_20_-40_20_0_320_80_400:gt ['-20', '20', '-40', '20', '0']:pred [22.456625 20.457628 40.       20.        4.016944]
suv_-20_40_-40_20_0_80_20_400:gt ['-20', '40', '-40', '20', '0']:pred [20.734148 40.       40.551098 20.        0.      ]
sedan4door_0_0_-20_0_40_320_80_450:gt ['0', '0', '-20', '0', '40']:pred [ 1.2679222  1.9975228 26.088675   1.581616  40.672607 ]
