hybrid_-40_40_-40_40_20_360_80_400 gt:['-40', '40', '-40', '40', '20'] pred:[41.40255  41.323326 40.       40.       18.985538]
hybrid_0_0_-40_20_40_40_20_400 gt:['0', '0', '-40', '20', '40'] pred:[ 1.8782153  0.        40.        20.        40.       ]
hatchback_-40_40_0_40_0_320_20_450 gt:['-40', '40', '0', '40', '0'] pred:[43.297016  40.         1.9351664 40.         1.2001731]
hatchback_-40_0_0_0_0_200_40_400 gt:['-40', '0', '0', '0', '0'] pred:[40.         1.0300704  0.         1.718309   1.3153237]
sedan4door_-40_20_-40_40_20_80_40_400 gt:['-40', '20', '-40', '40', '20'] pred:[45.787933 15.912434 43.04417  40.       20.      ]
sedan4door_0_40_0_0_20_0_20_450 gt:['0', '40', '0', '0', '20'] pred:[ 1.2990552 40.         2.917065   0.        20.       ]
hatchback_-40_20_-40_20_40_320_60_450 gt:['-40', '20', '-40', '20', '40'] pred:[40.978027 17.013386 40.48918  18.921072 41.934048]
sedan4door_-20_0_-20_40_20_200_60_450 gt:['-20', '0', '-20', '40', '20'] pred:[18.811232   2.3431928 20.        39.087914  18.501196 ]
suv_-20_20_-40_40_20_320_60_400 gt:['-20', '20', '-40', '40', '20'] pred:[17.192064 22.689522 36.56689  40.743984 21.62297 ]
sedan2door_0_40_0_20_20_240_80_450 gt:['0', '40', '0', '20', '20'] pred:[ 1.7799119 43.163136   0.        20.        20.417164 ]
sedan2door_-20_0_-20_20_40_80_20_400 gt:['-20', '0', '-20', '20', '40'] pred:[21.819633  0.       20.       20.       40.      ]
sedan2door_0_0_0_40_20_160_40_400 gt:['0', '0', '0', '40', '20'] pred:[ 0.         2.7615826  0.        40.        22.396885 ]
suv_0_20_-20_20_0_0_40_450 gt:['0', '20', '-20', '20', '0'] pred:[ 2.0654187 20.        18.877731  20.         2.2277522]
hatchback_0_20_-40_40_20_120_80_400 gt:['0', '20', '-40', '40', '20'] pred:[ 2.1450937 22.661097  34.350857  44.068035  23.672232 ]
suv_-40_40_0_40_40_280_80_400 gt:['-40', '40', '0', '40', '40'] pred:[40.645386 42.693604  2.703268 45.14118  42.45821 ]
suv_0_0_-20_20_0_120_20_400 gt:['0', '0', '-20', '20', '0'] pred:[ 0.        3.865014 20.       17.619516  0.      ]
hatchback_-40_20_0_40_40_360_60_450 gt:['-40', '20', '0', '40', '40'] pred:[42.42717   12.027082   2.2536893 40.        42.537754 ]
suv_-20_0_0_0_0_160_80_400 gt:['-20', '0', '0', '0', '0'] pred:[15.324489   2.6690137  0.         2.644555   1.003072 ]
suv_0_0_0_20_20_120_40_400 gt:['0', '0', '0', '20', '20'] pred:[ 0.         2.6711118  0.        19.60438   20.       ]
hybrid_-40_40_0_20_20_0_20_400 gt:['-40', '40', '0', '20', '20'] pred:[46.518173 40.        0.       20.       20.      ]
hatchback_-40_20_-20_40_40_240_60_400 gt:['-40', '20', '-20', '40', '40'] pred:[34.626476 20.088852 28.97877  38.650642 39.835472]
hatchback_-40_40_-40_20_0_120_20_450 gt:['-40', '40', '-40', '20', '0'] pred:[40.       47.670006 40.       10.018261  0.      ]
sedan4door_-20_40_-40_0_20_80_60_450 gt:['-20', '40', '-40', '0', '20'] pred:[18.868559  41.162296  38.909428   3.4001915 18.863916 ]
sedan2door_-20_40_-40_40_0_0_60_400 gt:['-20', '40', '-40', '40', '0'] pred:[21.187798  44.583008  40.        40.         1.0604998]
sedan2door_-20_40_0_40_40_320_40_450 gt:['-20', '40', '0', '40', '40'] pred:[15.369268 40.        0.       40.       40.5936  ]
hatchback_0_20_0_40_0_320_60_400 gt:['0', '20', '0', '40', '0'] pred:[ 2.844388  19.77408    1.5958945 46.781116   1.8402122]
hybrid_-20_20_-20_20_40_80_40_400 gt:['-20', '20', '-20', '20', '40'] pred:[20.445799 19.182192 20.       20.       40.      ]
suv_-20_20_-20_20_40_160_40_400 gt:['-20', '20', '-20', '20', '40'] pred:[20.       23.48192  20.       17.758373 42.145508]
hatchback_0_0_-40_20_20_280_60_400 gt:['0', '0', '-40', '20', '20'] pred:[ 2.8095677  3.2272027 42.119896  16.98052   17.570812 ]
sedan4door_0_40_0_20_40_200_40_450 gt:['0', '40', '0', '20', '40'] pred:[ 0.       43.622616  0.       21.673435 41.372807]
sedan4door_-20_20_-20_20_20_80_40_400 gt:['-20', '20', '-20', '20', '20'] pred:[17.687744 20.662777 21.437317 20.       20.      ]
hatchback_-40_0_-20_20_0_200_20_400 gt:['-40', '0', '-20', '20', '0'] pred:[40.         2.5079875 20.        23.175755   1.8794836]
hatchback_0_0_-20_20_0_0_20_400 gt:['0', '0', '-20', '20', '0'] pred:[ 1.8668965  0.        20.976946  20.         0.       ]
suv_-40_20_0_0_40_240_60_450 gt:['-40', '20', '0', '0', '40'] pred:[41.25049   15.912572   0.         2.5139942 41.04314  ]
sedan4door_0_20_-20_0_20_320_20_450 gt:['0', '20', '-20', '0', '20'] pred:[ 2.0240412 20.        19.074638   0.        20.184008 ]
hybrid_0_40_0_0_0_240_80_400 gt:['0', '40', '0', '0', '0'] pred:[ 2.5243664 46.959778   0.         0.         1.3214518]
suv_-20_40_-40_20_40_120_60_450 gt:['-20', '40', '-40', '20', '40'] pred:[21.316349 39.397354 40.       19.72926  40.85152 ]
sedan2door_0_40_0_0_0_240_40_400 gt:['0', '40', '0', '0', '0'] pred:[ 0.        45.555435   0.         0.         2.2732942]
hybrid_0_40_-40_0_40_200_60_400 gt:['0', '40', '-40', '0', '40'] pred:[10.942676 38.567303 40.        0.       38.61177 ]
hatchback_0_40_-40_0_20_160_40_400 gt:['0', '40', '-40', '0', '20'] pred:[ 0.        40.93959   40.         2.9883668 21.85106  ]
sedan2door_0_20_-20_40_20_40_40_450 gt:['0', '20', '-20', '40', '20'] pred:[ 2.6522179 20.        20.        40.        20.534721 ]
sedan4door_0_40_0_40_20_160_80_400 gt:['0', '40', '0', '40', '20'] pred:[ 2.6417122 44.35455    2.3601756 45.31619   20.509401 ]
hatchback_0_40_0_20_20_120_20_400 gt:['0', '40', '0', '20', '20'] pred:[ 0.       41.07014   0.       20.759752 20.      ]
hybrid_-20_40_-20_20_0_200_20_400 gt:['-20', '40', '-20', '20', '0'] pred:[20.        42.30209   20.        20.         1.6398227]
sedan4door_-40_20_0_20_0_240_20_400 gt:['-40', '20', '0', '20', '0'] pred:[40.        21.958017   0.        14.320578   1.8798699]
suv_-40_40_-40_0_20_40_80_450 gt:['-40', '40', '-40', '0', '20'] pred:[41.613766  46.08383   39.21456    5.0559273 20.131939 ]
hatchback_0_40_0_0_20_280_80_450 gt:['0', '40', '0', '0', '20'] pred:[ 2.563989  46.87579    3.2704906  4.2866144 17.175066 ]
suv_0_20_-40_40_20_200_20_450 gt:['0', '20', '-40', '40', '20'] pred:[ 0.       20.653875 40.       40.746975 20.361485]
hatchback_-40_40_0_40_0_240_40_450 gt:['-40', '40', '0', '40', '0'] pred:[40.        43.06458    0.        41.148712   1.3947965]
hatchback_-40_0_0_20_0_0_80_400 gt:['-40', '0', '0', '20', '0'] pred:[41.341278   2.517204   2.8617675 19.949665   2.6775408]
sedan2door_0_40_-40_0_20_80_60_400 gt:['0', '40', '-40', '0', '20'] pred:[ 3.6177938 45.236202  40.         0.        19.69837  ]
sedan2door_-20_40_-20_0_40_360_40_450 gt:['-20', '40', '-20', '0', '40'] pred:[22.150343 40.       20.        0.       39.863907]
suv_-20_0_0_0_40_280_40_400 gt:['-20', '0', '0', '0', '40'] pred:[18.554176   0.         2.4702547  0.        41.62158  ]
suv_-20_20_-20_20_40_280_80_450 gt:['-20', '20', '-20', '20', '40'] pred:[18.260452 15.445909 11.568955 17.168173 43.83581 ]
hybrid_0_0_0_40_0_360_20_450 gt:['0', '0', '0', '40', '0'] pred:[ 2.5285275  0.         0.        40.         0.       ]
suv_-20_20_-40_0_40_160_60_400 gt:['-20', '20', '-40', '0', '40'] pred:[16.80861   22.298374  40.         2.8389418 39.431396 ]
suv_-40_20_-20_40_40_120_60_450 gt:['-40', '20', '-20', '40', '40'] pred:[40.218723 21.230635 20.       40.561234 37.91619 ]
hatchback_0_20_-40_0_40_280_40_400 gt:['0', '20', '-40', '0', '40'] pred:[ 2.187694 19.837948 44.442867  0.       42.652393]
hybrid_0_20_-20_20_20_0_20_400 gt:['0', '20', '-20', '20', '20'] pred:[ 1.9422851 20.        20.        20.        20.       ]
sedan4door_0_40_-20_0_40_320_80_450 gt:['0', '40', '-20', '0', '40'] pred:[ 3.720455  46.962025  15.166431   2.2344222 43.630978 ]
hybrid_-40_0_0_0_40_0_20_400 gt:['-40', '0', '0', '0', '40'] pred:[46.226418  0.        0.        0.       40.      ]
hatchback_0_20_-20_20_40_0_40_450 gt:['0', '20', '-20', '20', '40'] pred:[ 2.8355215 20.        21.470425  20.        43.671234 ]
hybrid_-40_40_0_20_0_280_40_400 gt:['-40', '40', '0', '20', '0'] pred:[37.435425  40.029797   0.        20.         1.9231497]
hatchback_-20_40_-40_20_40_360_60_450 gt:['-20', '40', '-40', '20', '40'] pred:[21.39789  40.58626  41.181747 20.       39.60393 ]
hatchback_-20_40_-40_20_0_120_60_400 gt:['-20', '40', '-40', '20', '0'] pred:[21.607801  44.894554  40.        20.00218    1.8823792]
suv_-20_0_-20_20_20_120_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[24.196936   3.3053253 20.        21.50372   14.122555 ]
sedan2door_-20_40_0_0_0_360_60_400 gt:['-20', '40', '0', '0', '0'] pred:[21.057945  45.257137   0.         0.         1.1916554]
hatchback_0_40_0_0_20_0_40_450 gt:['0', '40', '0', '0', '20'] pred:[ 2.3375485 40.         2.5621562  0.        21.4173   ]
sedan2door_-20_0_-40_0_40_80_60_450 gt:['-20', '0', '-40', '0', '40'] pred:[18.253593  3.929615 40.        0.       39.03812 ]
suv_0_0_0_20_40_120_20_450 gt:['0', '0', '0', '20', '40'] pred:[ 0.        2.860053  0.       15.365764 40.      ]
suv_-40_40_-40_20_20_200_80_450 gt:['-40', '40', '-40', '20', '20'] pred:[41.682487 38.688637 41.952454 18.856518 23.59964 ]
hatchback_-20_0_-20_0_0_200_40_450 gt:['-20', '0', '-20', '0', '0'] pred:[20.         2.2124734 20.         2.1366947  1.837601 ]
hybrid_0_20_-20_40_20_40_80_450 gt:['0', '20', '-20', '40', '20'] pred:[ 2.3564284 17.097944  20.        40.        20.113127 ]
sedan4door_-20_20_-20_40_0_280_80_450 gt:['-20', '20', '-20', '40', '0'] pred:[22.00118   20.533546  11.06214   40.367756   1.6663604]
hybrid_-40_20_0_0_0_360_80_400 gt:['-40', '20', '0', '0', '0'] pred:[42.782818  20.076971   0.         0.         1.3598708]
sedan2door_-40_20_0_20_0_80_80_400 gt:['-40', '20', '0', '20', '0'] pred:[43.81568  23.189854  0.       20.        0.      ]
suv_0_40_-40_40_0_0_80_400 gt:['0', '40', '-40', '40', '0'] pred:[ 3.4613748 43.342773  42.688236  43.607502   1.2407889]
sedan4door_-40_40_0_0_20_280_60_450 gt:['-40', '40', '0', '0', '20'] pred:[40.805286  41.70691    4.055454   3.1063304 21.273428 ]
sedan2door_0_0_0_20_40_280_80_450 gt:['0', '0', '0', '20', '40'] pred:[ 2.9827864  2.823655   0.        20.        40.49532  ]
suv_0_0_-40_20_40_200_80_400 gt:['0', '0', '-40', '20', '40'] pred:[ 4.3502784  2.934812  44.516163  18.989408  41.789513 ]
hatchback_-20_0_0_40_0_160_60_450 gt:['-20', '0', '0', '40', '0'] pred:[18.643267   2.764428   0.        45.572548   3.1862988]
suv_-40_20_-40_20_40_120_60_450 gt:['-40', '20', '-40', '20', '40'] pred:[41.2943   21.068512 40.       26.05265  39.011955]
sedan2door_-20_20_-20_40_20_280_40_450 gt:['-20', '20', '-20', '40', '20'] pred:[19.945204 20.614666 20.       40.       21.776932]
sedan4door_0_0_0_20_0_0_40_400 gt:['0', '0', '0', '20', '0'] pred:[ 1.4059684  0.         1.89368   20.         1.3659997]
hatchback_0_40_-40_40_40_120_40_400 gt:['0', '40', '-40', '40', '40'] pred:[ 0.       38.037964 40.       39.88169  40.      ]
sedan4door_-20_20_-20_20_20_40_40_450 gt:['-20', '20', '-20', '20', '20'] pred:[20.31709  20.       17.207123 20.       18.193598]
suv_0_0_0_40_40_160_80_400 gt:['0', '0', '0', '40', '40'] pred:[ 2.3468418  4.623287   0.        41.296635  40.54953  ]
sedan2door_-40_40_-40_0_20_200_60_450 gt:['-40', '40', '-40', '0', '20'] pred:[43.08892 43.17133 40.       0.      21.10449]
sedan2door_-40_20_-40_20_40_320_40_400 gt:['-40', '20', '-40', '20', '40'] pred:[39.430088 20.       40.       20.       42.15722 ]
sedan2door_0_20_0_40_40_40_60_450 gt:['0', '20', '0', '40', '40'] pred:[ 2.387276 24.878216  0.       40.       40.80426 ]
sedan2door_0_20_0_0_0_40_60_400 gt:['0', '20', '0', '0', '0'] pred:[ 2.6401896 18.883041   0.         0.         1.964035 ]
sedan2door_0_40_-20_20_0_360_40_450 gt:['0', '40', '-20', '20', '0'] pred:[ 2.5956452 40.        20.        20.         1.7417635]
sedan4door_-40_0_-20_40_40_80_20_450 gt:['-40', '0', '-20', '40', '40'] pred:[44.830784  0.       19.559824 40.       40.      ]
hybrid_-20_40_-20_40_40_40_40_400 gt:['-20', '40', '-20', '40', '40'] pred:[19.287973 40.       20.       40.       40.98209 ]
sedan2door_-40_40_-20_20_40_120_60_400 gt:['-40', '40', '-20', '20', '40'] pred:[42.070927 43.181644 20.       20.       38.088837]
sedan2door_0_0_0_40_20_40_40_450 gt:['0', '0', '0', '40', '20'] pred:[ 2.835518  0.        0.       40.       20.1793  ]
hybrid_0_0_-20_20_40_120_40_450 gt:['0', '0', '-20', '20', '40'] pred:[ 0.        2.415655 20.       20.       40.      ]
sedan2door_-40_0_0_0_20_200_20_450 gt:['-40', '0', '0', '0', '20'] pred:[40.         3.2373853  0.         0.        21.171598 ]
sedan2door_-40_20_-40_0_40_240_20_450 gt:['-40', '20', '-40', '0', '40'] pred:[40.       21.668396 40.        0.       43.508617]
hybrid_-40_40_0_0_20_200_40_400 gt:['-40', '40', '0', '0', '20'] pred:[40.       40.89183   0.        0.       20.250683]
sedan4door_0_20_0_0_20_280_20_400 gt:['0', '20', '0', '0', '20'] pred:[ 3.607915 20.        2.506075  0.       17.082268]
hybrid_-20_40_-20_0_20_320_80_450 gt:['-20', '40', '-20', '0', '20'] pred:[17.404121 41.0521   20.        0.       21.458216]
suv_-20_0_-40_20_20_0_80_400 gt:['-20', '0', '-40', '20', '20'] pred:[18.453146  2.668318 42.25991  15.950825 18.997704]
sedan4door_-40_0_-20_40_40_320_40_400 gt:['-40', '0', '-20', '40', '40'] pred:[43.274097  0.       19.87749  40.       43.890667]
sedan4door_0_0_0_20_40_80_80_400 gt:['0', '0', '0', '20', '40'] pred:[ 1.3288381  1.4866155  1.9699144 17.277199  40.       ]
suv_0_20_-40_20_20_360_60_450 gt:['0', '20', '-40', '20', '20'] pred:[ 3.2979388 16.93677   41.029438  20.        20.442205 ]
hatchback_0_40_-40_20_0_160_60_450 gt:['0', '40', '-40', '20', '0'] pred:[ 3.7613382 43.74277   40.        20.429707   2.0652099]
hatchback_0_40_0_0_0_160_40_450 gt:['0', '40', '0', '0', '0'] pred:[ 0.        40.606323   0.         5.235212   1.6547556]
suv_0_20_-40_20_0_360_60_400 gt:['0', '20', '-40', '20', '0'] pred:[ 3.1184273 18.741833  39.826733  20.         1.2665875]
hybrid_-20_0_-20_0_0_0_60_400 gt:['-20', '0', '-20', '0', '0'] pred:[20.144516  0.       20.        0.        1.30831 ]
hatchback_-40_0_0_20_0_320_20_450 gt:['-40', '0', '0', '20', '0'] pred:[45.652256   0.         4.738683  20.         2.3343334]
sedan4door_-40_20_0_0_20_360_20_400 gt:['-40', '20', '0', '0', '20'] pred:[43.09522   20.         1.8174207  0.        20.       ]
sedan2door_0_40_0_40_40_240_60_450 gt:['0', '40', '0', '40', '40'] pred:[ 2.944001 44.437073  0.       40.       44.802105]
sedan2door_0_0_-20_20_0_120_40_400 gt:['0', '0', '-20', '20', '0'] pred:[ 0.         3.0751824 20.        20.         0.       ]
hybrid_-40_40_0_40_0_120_20_400 gt:['-40', '40', '0', '40', '0'] pred:[40.       46.108055  0.       40.        0.      ]
hatchback_-40_20_-20_40_0_280_60_450 gt:['-40', '20', '-20', '40', '0'] pred:[40.605137  18.439894  20.34051   40.452255   2.4534664]
hatchback_-20_20_-20_20_0_360_80_450 gt:['-20', '20', '-20', '20', '0'] pred:[22.056482 23.651957 19.026337 19.471191  1.492513]
suv_0_0_-40_40_20_120_40_450 gt:['0', '0', '-40', '40', '20'] pred:[ 0.         3.9436433 40.        45.977707  20.       ]
sedan2door_0_20_-40_0_40_360_80_400 gt:['0', '20', '-40', '0', '40'] pred:[ 3.0366106 20.200727  40.         0.        41.188534 ]
suv_0_40_0_0_20_120_40_450 gt:['0', '40', '0', '0', '20'] pred:[ 0.       44.619114  0.        3.626564 20.      ]
hybrid_-40_0_0_0_40_40_60_400 gt:['-40', '0', '0', '0', '40'] pred:[39.48667  0.       0.       0.      42.29241]
hatchback_-40_0_-20_0_40_40_80_400 gt:['-40', '0', '-20', '0', '40'] pred:[40.452072   3.7532642 19.646933   3.8839092 40.928448 ]
sedan4door_0_20_-20_40_40_200_20_450 gt:['0', '20', '-20', '40', '40'] pred:[ 0.       23.775446 20.       39.701336 42.18239 ]
suv_0_0_-20_20_20_200_20_400 gt:['0', '0', '-20', '20', '20'] pred:[ 0.        2.891484 20.       18.788574 18.815897]
sedan2door_-20_20_0_40_40_360_40_450 gt:['-20', '20', '0', '40', '40'] pred:[21.346516 20.        0.       40.       39.5257  ]
sedan2door_-40_0_0_0_40_280_40_400 gt:['-40', '0', '0', '0', '40'] pred:[42.17045  0.       0.       0.      43.20842]
suv_0_0_0_20_20_360_60_450 gt:['0', '0', '0', '20', '20'] pred:[ 2.00422    0.         1.1081845 20.        14.287473 ]
hatchback_0_0_0_40_20_80_80_450 gt:['0', '0', '0', '40', '20'] pred:[ 2.7681215  3.0768027  3.5568035 37.827194  20.       ]
suv_0_40_-40_0_20_120_60_450 gt:['0', '40', '-40', '0', '20'] pred:[ 4.2397785 48.244892  40.         2.5831592 23.780386 ]
hybrid_0_0_-40_0_0_120_40_400 gt:['0', '0', '-40', '0', '0'] pred:[ 0.         1.7287292 40.         0.         0.       ]
suv_0_40_-40_40_40_200_60_400 gt:['0', '40', '-40', '40', '40'] pred:[14.888448 39.84396  40.       36.220493 37.047993]
hatchback_-20_20_0_0_20_120_80_400 gt:['-20', '20', '0', '0', '20'] pred:[21.803747  25.282223   3.0266669  2.2006187 20.921629 ]
sedan4door_-40_0_-40_0_40_40_40_400 gt:['-40', '0', '-40', '0', '40'] pred:[36.02856   0.       39.4919    0.       41.162537]
sedan4door_-40_20_-40_20_20_120_60_400 gt:['-40', '20', '-40', '20', '20'] pred:[43.464985 21.723904 40.       21.435389 20.096167]
hybrid_-40_0_-20_0_20_40_40_450 gt:['-40', '0', '-20', '0', '20'] pred:[40.716473  0.       20.        0.       19.957502]
hatchback_-40_40_-40_0_0_280_80_450 gt:['-40', '40', '-40', '0', '0'] pred:[36.82666  43.387157 38.473534  7.127041  2.893866]
hybrid_0_20_0_0_20_160_80_400 gt:['0', '20', '0', '0', '20'] pred:[ 2.379825 23.71441   0.        0.       24.038635]
sedan4door_-20_20_-20_40_40_240_40_400 gt:['-20', '20', '-20', '40', '40'] pred:[20.       17.46773  20.       40.714493 40.82768 ]
hybrid_0_20_-20_0_20_280_20_400 gt:['0', '20', '-20', '0', '20'] pred:[ 0.       20.       20.        0.       16.223478]
suv_-40_20_0_20_0_200_40_400 gt:['-40', '20', '0', '20', '0'] pred:[40.       23.858517  0.       15.790121  2.457608]
hatchback_-40_0_-20_20_20_320_80_450 gt:['-40', '0', '-20', '20', '20'] pred:[43.32752    3.2352333 18.713926  18.226707  18.40247  ]
hybrid_-40_40_-40_0_40_280_80_450 gt:['-40', '40', '-40', '0', '40'] pred:[39.875168 40.27879  40.        0.       40.87273 ]
sedan2door_-40_40_-20_40_20_240_80_400 gt:['-40', '40', '-20', '40', '20'] pred:[40.88887  42.44975  20.       40.       18.941696]
hatchback_0_20_-40_40_20_120_40_400 gt:['0', '20', '-40', '40', '20'] pred:[ 0.       17.54124  40.       42.155487 20.      ]
sedan2door_-20_0_0_0_0_320_80_450 gt:['-20', '0', '0', '0', '0'] pred:[18.4072     2.4423468  0.         0.         0.9212611]
hatchback_-40_40_-20_20_20_360_60_400 gt:['-40', '40', '-20', '20', '20'] pred:[42.377785 40.707066 17.583426 20.       22.295008]
sedan4door_0_20_-40_0_40_120_20_450 gt:['0', '20', '-40', '0', '40'] pred:[ 0.       20.911718 40.        4.787983 40.      ]
hybrid_-40_20_-40_0_40_120_60_450 gt:['-40', '20', '-40', '0', '40'] pred:[39.924667 21.14383  40.        0.       42.381233]
suv_0_0_-20_40_0_160_80_400 gt:['0', '0', '-20', '40', '0'] pred:[ 2.208854   5.1559978 18.09766   41.081448   2.1850367]
sedan2door_-40_20_0_20_20_320_80_450 gt:['-40', '20', '0', '20', '20'] pred:[41.519707 19.152893  0.       20.       20.048954]
suv_-20_0_-40_0_40_200_20_400 gt:['-20', '0', '-40', '0', '40'] pred:[20.         3.7543578 40.         1.2531378 42.392326 ]
sedan4door_0_40_-20_40_40_240_80_450 gt:['0', '40', '-20', '40', '40'] pred:[ 2.6638055 43.502228  16.284756  39.44092   39.99992  ]
hybrid_0_0_-20_40_0_320_60_450 gt:['0', '0', '-20', '40', '0'] pred:[ 2.2128453  0.        20.        40.         1.5303663]
hatchback_-20_0_-40_40_20_280_20_400 gt:['-20', '0', '-40', '40', '20'] pred:[20.918756  0.       43.852135 40.       20.189066]
suv_0_40_0_20_40_280_60_400 gt:['0', '40', '0', '20', '40'] pred:[ 4.807646  40.40339    3.5512106 17.132565  43.520782 ]
hybrid_-40_20_-40_0_40_320_20_400 gt:['-40', '20', '-40', '0', '40'] pred:[41.60474 20.      40.       0.      39.10802]
hatchback_-40_20_-20_40_0_240_60_450 gt:['-40', '20', '-20', '40', '0'] pred:[39.76802   15.669669  29.303488  42.56995    3.2002206]
hatchback_-20_20_-20_40_20_200_80_400 gt:['-20', '20', '-20', '40', '20'] pred:[16.133078 15.282918 22.749022 41.343636 20.368145]
sedan4door_-40_0_0_0_20_360_60_400 gt:['-40', '0', '0', '0', '20'] pred:[40.274      1.8334919  2.4433272  0.        21.001585 ]
sedan2door_0_0_-20_0_40_80_40_400 gt:['0', '0', '-20', '0', '40'] pred:[ 2.6976147  5.685214  20.         0.        40.       ]
hybrid_0_0_-40_40_0_120_40_400 gt:['0', '0', '-40', '40', '0'] pred:[ 0.         1.8238494 40.        40.         0.       ]
sedan4door_-20_20_-20_20_0_40_40_450 gt:['-20', '20', '-20', '20', '0'] pred:[21.284857  20.        15.950072  20.         2.5755706]
