hatchback_-30_23_-36_48_15_50_70_420:gt ['-30', '23', '-36', '48', '15']:pred [22.140604 32.98356  23.272306 27.071785 17.089697]
hybrid_-30_45_-22_10_15_50_70_420:gt ['-30', '45', '-22', '10', '15']:pred [27.657007 27.120567 22.       10.       16.280827]
suv_-17_45_-4_48_46_230_70_420:gt ['-17', '45', '-4', '48', '46']:pred [13.34052  37.2261   23.769194 30.31761  30.742271]
hybrid_-17_23_-36_10_46_50_30_420:gt ['-17', '23', '-36', '10', '46']:pred [24.060978 10.003773 36.       10.       22.610363]
suv_-17_23_-36_10_46_140_70_420:gt ['-17', '23', '-36', '10', '46']:pred [22.171675  7.338488 24.264397  9.325819 38.289448]
sedan2door_-17_23_-22_48_15_230_30_420:gt ['-17', '23', '-22', '48', '15']:pred [17.       12.794214 22.       48.        7.749069]
sedan2door_-17_15_-22_48_15_140_70_420:gt ['-17', '15', '-22', '48', '15']:pred [19.953474  7.044611  8.35619   8.547197 18.155672]
hybrid_-30_45_-22_48_15_50_30_420:gt ['-30', '45', '-22', '48', '15']:pred [27.99305  45.       22.       48.       14.094512]
hatchback_-30_15_-22_35_15_140_70_420:gt ['-30', '15', '-22', '35', '15']:pred [29.086317  4.715327 21.141413 16.166016 16.305082]
hatchback_-30_15_-36_48_28_230_30_420:gt ['-30', '15', '-36', '48', '28']:pred [30.        9.80728  36.       23.591616 32.3109  ]
suv_-30_45_-22_48_15_20_30_420:gt ['-30', '45', '-22', '48', '15']:pred [22.625414 45.       19.566294 48.       16.270424]
sedan4door_-17_45_-4_10_28_50_70_420:gt ['-17', '45', '-4', '10', '28']:pred [29.8428   26.310312 20.941387 10.       10.262718]
suv_-17_23_-4_48_46_50_70_420:gt ['-17', '23', '-4', '48', '46']:pred [24.772234 18.530434 17.01516  14.566182 22.15097 ]
suv_-30_45_-22_48_46_50_30_420:gt ['-30', '45', '-22', '48', '46']:pred [20.285553 45.       19.248793 48.        9.298718]
sedan2door_-30_15_-4_48_28_140_70_420:gt ['-30', '15', '-4', '48', '28']:pred [33.99275   9.85511   6.64053  10.673025 16.178326]
hatchback_-50_45_-22_48_46_230_30_420:gt ['-50', '45', '-22', '48', '46']:pred [50.       35.464264 22.       34.426777 43.37516 ]
suv_-17_15_-4_10_28_140_70_420:gt ['-17', '15', '-4', '10', '28']:pred [26.202448   4.0533295 14.598231   7.97147   23.893173 ]
hybrid_-50_15_-4_10_28_140_70_420:gt ['-50', '15', '-4', '10', '28']:pred [17.709978  7.439557  8.396284 10.       36.33754 ]
sedan2door_-30_23_-4_35_46_50_70_420:gt ['-30', '23', '-4', '35', '46']:pred [19.77802   26.130487   5.4836297 35.        24.11107  ]
hybrid_-17_15_-4_35_15_230_70_420:gt ['-17', '15', '-4', '35', '15']:pred [18.296045  8.158951  4.       35.       12.46581 ]
suv_-30_15_-4_10_15_20_70_420:gt ['-30', '15', '-4', '10', '15']:pred [31.88839   19.232725   7.6364665 10.        11.557602 ]
suv_-17_45_-36_10_15_20_30_420:gt ['-17', '45', '-36', '10', '15']:pred [13.513284 45.       20.98228  10.       14.918378]
suv_-17_23_-22_35_15_140_70_420:gt ['-17', '23', '-22', '35', '15']:pred [22.833443  4.557881 30.096209 17.060999 18.19034 ]
sedan2door_-50_23_-36_35_28_50_30_420:gt ['-50', '23', '-36', '35', '28']:pred [29.855099 23.       36.       35.       28.      ]
hybrid_-17_45_-4_35_15_20_70_420:gt ['-17', '45', '-4', '35', '15']:pred [22.271103 21.203403  3.6626   35.       18.730524]
sedan4door_-17_15_-22_10_28_140_30_420:gt ['-17', '15', '-22', '10', '28']:pred [ 8.155479  8.612067 22.       13.213406  8.619281]
hybrid_-30_45_-22_35_46_140_30_420:gt ['-30', '45', '-22', '35', '46']:pred [11.882076 30.135862 22.       35.       10.032235]
sedan2door_-17_45_-36_48_46_140_30_420:gt ['-17', '45', '-36', '48', '46']:pred [12.783362 24.592888 36.       48.        7.437075]
sedan4door_-17_45_-36_10_15_230_30_420:gt ['-17', '45', '-36', '10', '15']:pred [17.       38.716297 36.       22.210024 24.510231]
sedan4door_-30_45_-36_10_46_50_30_420:gt ['-30', '45', '-36', '10', '46']:pred [30.618193 45.       12.770449 10.       46.      ]
sedan2door_-17_23_-4_10_28_140_30_420:gt ['-17', '23', '-4', '10', '28']:pred [ 5.9867597 10.783588   4.        10.         5.3145905]
sedan4door_-50_15_-36_48_46_50_70_420:gt ['-50', '15', '-36', '48', '46']:pred [25.608908 30.295633 18.136257 22.941399 13.153202]
suv_-50_15_-4_35_28_50_30_420:gt ['-50', '15', '-4', '35', '28']:pred [15.42178  15.       18.900856 35.        8.673149]
hatchback_-30_15_-22_48_46_140_30_420:gt ['-30', '15', '-22', '48', '46']:pred [ 9.887376   6.9223995 22.        37.24973   22.61724  ]
suv_-17_23_-36_10_46_50_30_420:gt ['-17', '23', '-36', '10', '46']:pred [15.20307   23.        14.920933  10.         5.7106404]
sedan4door_-50_23_-4_10_46_140_70_420:gt ['-50', '23', '-4', '10', '46']:pred [19.16177   9.17172  11.349799 16.902445 30.27552 ]
suv_-50_45_-36_10_28_230_30_420:gt ['-50', '45', '-36', '10', '28']:pred [50.       35.07403  36.       10.197622 28.406649]
sedan2door_-50_45_-22_48_15_50_30_420:gt ['-50', '45', '-22', '48', '15']:pred [35.05972   45.        22.        48.         7.3122244]
sedan4door_-17_23_-36_35_28_230_70_420:gt ['-17', '23', '-36', '35', '28']:pred [21.786026 15.419823 27.827936 25.210083 25.40886 ]
sedan4door_-30_23_-36_35_46_230_30_420:gt ['-30', '23', '-36', '35', '46']:pred [30.       30.280777 36.       30.87849  42.13187 ]
sedan4door_-17_15_-22_35_15_20_30_420:gt ['-17', '15', '-22', '35', '15']:pred [27.204996 15.       18.824955 35.       22.237768]
sedan4door_-17_15_-4_48_46_230_30_420:gt ['-17', '15', '-4', '48', '46']:pred [17.       19.620373  4.       36.32672  44.62711 ]
sedan2door_-50_45_-36_48_15_230_70_420:gt ['-50', '45', '-36', '48', '15']:pred [31.870605 31.607265 36.       48.        6.085261]
sedan4door_-30_45_-22_10_28_50_30_420:gt ['-30', '45', '-22', '10', '28']:pred [31.291515 45.        9.596092 10.       28.      ]
sedan2door_-30_23_-22_48_28_20_30_420:gt ['-30', '23', '-22', '48', '28']:pred [31.011171 23.       22.       48.       35.981   ]
sedan4door_-30_15_-22_48_15_50_30_420:gt ['-30', '15', '-22', '48', '15']:pred [27.06329  15.       10.592424 48.       15.      ]
sedan2door_-50_23_-4_35_15_50_30_420:gt ['-50', '23', '-4', '35', '15']:pred [33.158546 23.        4.       35.       15.      ]
sedan2door_-50_23_-22_35_28_230_70_420:gt ['-50', '23', '-22', '35', '28']:pred [30.037605 21.04142  22.       35.       17.251303]
sedan2door_-50_45_-4_10_28_230_70_420:gt ['-50', '45', '-4', '10', '28']:pred [29.749926 32.364616  4.       10.       17.245241]
suv_-30_45_-36_48_15_140_30_420:gt ['-30', '45', '-36', '48', '15']:pred [ 7.7367864 21.753387  36.        31.769596   5.5856357]
suv_-30_45_-22_35_46_230_70_420:gt ['-30', '45', '-22', '35', '46']:pred [40.436848 37.768303 38.164146 26.08994  27.640644]
hatchback_-50_15_-4_35_15_140_30_420:gt ['-50', '15', '-4', '35', '15']:pred [ 8.781445 11.727343  4.       28.510012 15.08526 ]
suv_-50_45_-4_10_15_140_70_420:gt ['-50', '45', '-4', '10', '15']:pred [20.2632   17.398039 13.660878 19.949116 13.881339]
sedan4door_-50_23_-22_48_46_20_70_420:gt ['-50', '23', '-22', '48', '46']:pred [33.55853  23.937641 13.247185 19.426273 26.652172]
suv_-30_23_-22_10_46_50_70_420:gt ['-30', '23', '-22', '10', '46']:pred [17.670202 30.424965 16.84098  32.31149  16.859364]
sedan2door_-17_23_-22_35_28_20_70_420:gt ['-17', '23', '-22', '35', '28']:pred [21.640877 23.22761  22.       35.       16.987967]
hybrid_-30_15_-4_48_46_50_30_420:gt ['-30', '15', '-4', '48', '46']:pred [25.884531 12.189641  4.       48.       16.603018]
hatchback_-50_15_-4_35_15_50_30_420:gt ['-50', '15', '-4', '35', '15']:pred [24.983328 15.       10.362431 35.       15.      ]
sedan4door_-17_15_-22_10_28_20_70_420:gt ['-17', '15', '-22', '10', '28']:pred [26.086737 16.506618  4.320097 10.       24.290989]
hatchback_-30_45_-36_35_15_50_30_420:gt ['-30', '45', '-36', '35', '15']:pred [29.133389 15.097387 12.794443 35.       23.498457]
sedan2door_-50_45_-36_10_15_50_70_420:gt ['-50', '45', '-36', '10', '15']:pred [25.054459 32.23277  36.       10.       18.042078]
sedan4door_-17_45_-36_35_46_20_30_420:gt ['-17', '45', '-36', '35', '46']:pred [34.033295  45.        12.5671425 35.        20.653788 ]
hatchback_-50_15_-4_10_46_230_70_420:gt ['-50', '15', '-4', '10', '46']:pred [33.59054  17.587957  8.272649 11.471756 38.24456 ]
hybrid_-50_23_-4_48_15_50_30_420:gt ['-50', '23', '-4', '48', '15']:pred [17.869858 19.971111  4.       48.       13.502777]
sedan2door_-50_45_-22_35_15_140_30_420:gt ['-50', '45', '-22', '35', '15']:pred [15.044428 26.84451  22.       35.        5.99595 ]
suv_-30_45_-22_48_46_20_30_420:gt ['-30', '45', '-22', '48', '46']:pred [21.044235 45.       23.970364 48.       30.489824]
hybrid_-30_15_-36_10_46_140_70_420:gt ['-30', '15', '-36', '10', '46']:pred [27.173624   7.5477076  9.122123  10.24331   39.64481  ]
suv_-30_15_-4_48_46_50_30_420:gt ['-30', '15', '-4', '48', '46']:pred [18.432861  15.        16.32283   48.         6.8971477]
hybrid_-50_45_-36_35_28_50_70_420:gt ['-50', '45', '-36', '35', '28']:pred [18.483994 24.390537 36.       35.       26.092077]
sedan2door_-50_45_-4_48_46_20_70_420:gt ['-50', '45', '-4', '48', '46']:pred [36.125744 28.300795  6.95818  48.       30.960968]
hatchback_-17_45_-22_48_15_50_70_420:gt ['-17', '45', '-22', '48', '15']:pred [35.026184 29.366524 14.708533 48.       12.588223]
suv_-17_45_-22_48_46_140_30_420:gt ['-17', '45', '-22', '48', '46']:pred [ 9.205447  23.878967  22.        33.324978   5.5304885]
suv_-50_15_-36_35_28_20_70_420:gt ['-50', '15', '-36', '35', '28']:pred [38.97948  33.868626 24.926477 25.862585 29.09477 ]
hatchback_-17_45_-36_48_46_50_30_420:gt ['-17', '45', '-36', '48', '46']:pred [29.013763 45.       13.139734 48.       13.422809]
hatchback_-17_45_-22_10_15_230_70_420:gt ['-17', '45', '-22', '10', '15']:pred [16.026823 37.63203  17.069635 15.431847  9.208706]
suv_-30_23_-4_48_28_50_30_420:gt ['-30', '23', '-4', '48', '28']:pred [16.486757  23.        16.466454  48.         5.6496897]
sedan4door_-17_45_-22_35_28_50_70_420:gt ['-17', '45', '-22', '35', '28']:pred [33.846138 29.304554 21.758976 35.       11.720139]
hatchback_-17_23_-4_48_46_140_30_420:gt ['-17', '23', '-4', '48', '46']:pred [ 6.976188  9.905065  4.       39.442863 21.625624]
hybrid_-30_45_-22_35_28_20_70_420:gt ['-30', '45', '-22', '35', '28']:pred [31.321089 28.274416 10.506038 35.       32.896744]
hatchback_-50_23_-36_48_28_50_70_420:gt ['-50', '23', '-36', '48', '28']:pred [19.45148  35.605747 20.473694 31.694195 23.910622]
suv_-50_23_-22_10_46_50_70_420:gt ['-50', '23', '-22', '10', '46']:pred [15.566522 37.11576   9.255359 37.816525 18.475939]
sedan2door_-17_15_-4_10_15_20_30_420:gt ['-17', '15', '-4', '10', '15']:pred [29.320791 15.        4.       10.       26.486435]
sedan4door_-50_45_-22_48_28_230_70_420:gt ['-50', '45', '-22', '48', '28']:pred [38.560215 37.042103 33.953224 34.03158  14.978596]
sedan4door_-50_23_-4_48_15_50_30_420:gt ['-50', '23', '-4', '48', '15']:pred [17.444136 23.       11.335886 48.       15.      ]
sedan2door_-50_23_-22_10_28_50_70_420:gt ['-50', '23', '-22', '10', '28']:pred [22.406332  27.03616    5.0026054 10.        18.732595 ]
suv_-30_45_-4_35_46_230_30_420:gt ['-30', '45', '-4', '35', '46']:pred [30.       41.176155  4.       23.498709 32.921528]
sedan2door_-30_45_-36_10_28_50_30_420:gt ['-30', '45', '-36', '10', '28']:pred [29.834772 45.       36.       10.       28.      ]
sedan4door_-30_15_-4_10_28_20_30_420:gt ['-30', '15', '-4', '10', '28']:pred [27.183777 15.       12.885507 10.       32.874172]
sedan2door_-17_45_-22_10_46_230_70_420:gt ['-17', '45', '-22', '10', '46']:pred [ 8.793947 25.415495 22.       10.       22.740759]
sedan2door_-30_23_-22_48_15_50_70_420:gt ['-30', '23', '-22', '48', '15']:pred [24.802525  29.1847     4.5512195 48.        20.155813 ]
hybrid_-17_15_-22_10_28_230_30_420:gt ['-17', '15', '-22', '10', '28']:pred [17.         5.3316445 22.        10.        25.567125 ]
hatchback_-17_15_-4_48_15_230_30_420:gt ['-17', '15', '-4', '48', '15']:pred [17.        8.189171  4.       23.63471  20.894485]
suv_-17_15_-22_10_15_230_30_420:gt ['-17', '15', '-22', '10', '15']:pred [17.         5.579575  22.         7.0096755 12.466653 ]
sedan4door_-30_45_-4_35_46_230_30_420:gt ['-30', '45', '-4', '35', '46']:pred [ 8.987113 44.05236   4.       39.231586 44.219475]
sedan4door_-17_45_-4_10_15_140_30_420:gt ['-17', '45', '-4', '10', '15']:pred [12.107021  28.268698   4.        24.071054   4.1179385]
hybrid_-50_23_-36_35_15_230_30_420:gt ['-50', '23', '-36', '35', '15']:pred [50.        6.624719 36.       35.       13.88493 ]
hatchback_-17_15_-4_48_46_230_30_420:gt ['-17', '15', '-4', '48', '46']:pred [17.        9.930708  4.       22.410343 45.762264]
suv_-50_23_-22_35_46_20_70_420:gt ['-50', '23', '-22', '35', '46']:pred [34.441128  39.887985  13.6700325 25.38447   32.720512 ]
hatchback_-17_23_-22_35_46_50_30_420:gt ['-17', '23', '-22', '35', '46']:pred [21.8542   23.       12.744148 35.       23.523714]
hybrid_-50_23_-22_10_15_140_70_420:gt ['-50', '23', '-22', '10', '15']:pred [14.375186 11.241466  8.756213 13.211158 19.715872]
sedan2door_-17_45_-36_10_15_140_30_420:gt ['-17', '45', '-36', '10', '15']:pred [13.222229  26.369217  36.        10.         5.6916842]
sedan4door_-30_23_-22_48_15_140_70_420:gt ['-30', '23', '-22', '48', '15']:pred [34.883232  9.107137 22.28384  24.988575 22.537298]
sedan2door_-30_15_-36_48_15_50_30_420:gt ['-30', '15', '-36', '48', '15']:pred [24.116978 15.       36.       48.       15.      ]
suv_-17_15_-36_35_15_140_70_420:gt ['-17', '15', '-36', '35', '15']:pred [28.393713   3.5314484 30.720173  16.17245   11.690783 ]
hybrid_-50_23_-4_35_28_20_30_420:gt ['-50', '23', '-4', '35', '28']:pred [21.100079 23.       17.770372 35.       30.229654]
sedan4door_-17_15_-36_35_15_230_70_420:gt ['-17', '15', '-36', '35', '15']:pred [20.55532  12.54264  24.913189 24.22645  12.529536]
sedan2door_-30_45_-36_35_28_230_70_420:gt ['-30', '45', '-36', '35', '28']:pred [32.396767 30.100182 36.       35.       17.21356 ]
hatchback_-17_45_-22_10_46_50_70_420:gt ['-17', '45', '-22', '10', '46']:pred [20.274542 31.598274 14.43324  10.       27.050566]
suv_-30_15_-36_10_15_230_30_420:gt ['-30', '15', '-36', '10', '15']:pred [30.         5.7116637 36.         6.8876014 11.320815 ]
hatchback_-50_15_-22_35_46_50_30_420:gt ['-50', '15', '-22', '35', '46']:pred [27.936712 15.        9.78617  35.       46.      ]
sedan4door_-17_15_-36_48_15_50_70_420:gt ['-17', '15', '-36', '48', '15']:pred [32.532726 25.471859 18.25593  48.        9.064329]
sedan2door_-17_15_-36_10_28_50_30_420:gt ['-17', '15', '-36', '10', '28']:pred [22.995974 15.       36.       10.       28.      ]
hatchback_-30_45_-36_35_46_50_30_420:gt ['-30', '45', '-36', '35', '46']:pred [30.894863 45.       10.312314 35.       18.573488]
sedan4door_-17_15_-36_35_28_50_30_420:gt ['-17', '15', '-36', '35', '28']:pred [23.875967 15.       16.792152 35.       28.      ]
suv_-30_45_-22_35_28_50_70_420:gt ['-30', '45', '-22', '35', '28']:pred [20.978268 37.45532  21.768625 16.089607  8.521695]
hybrid_-17_15_-4_48_28_230_30_420:gt ['-17', '15', '-4', '48', '28']:pred [17.         5.7252192  4.        48.        26.65989  ]
sedan2door_-30_23_-36_48_46_50_70_420:gt ['-30', '23', '-36', '48', '46']:pred [19.777796 26.304392  5.598829 48.       23.952833]
sedan2door_-17_23_-22_48_28_230_70_420:gt ['-17', '23', '-22', '48', '28']:pred [ 9.584776 15.343576 22.       48.       18.604883]
hybrid_-30_45_-4_35_15_20_70_420:gt ['-30', '45', '-4', '35', '15']:pred [28.883444 26.838072  9.673035 35.       14.780191]
suv_-30_23_-36_35_28_140_30_420:gt ['-30', '23', '-36', '35', '28']:pred [ 6.0824704  6.579036  36.        34.48943    6.2099957]
sedan4door_-30_23_-4_10_46_140_30_420:gt ['-30', '23', '-4', '10', '46']:pred [ 9.936325 11.936588  4.       14.669543 12.00606 ]
sedan2door_-30_15_-22_10_28_20_70_420:gt ['-30', '15', '-22', '10', '28']:pred [25.156351  19.984756   6.0581574 10.        14.335856 ]
hatchback_-17_15_-4_10_15_230_70_420:gt ['-17', '15', '-4', '10', '15']:pred [15.9143505 17.861994   6.6571727 11.09663   10.706295 ]
sedan2door_-30_15_-36_35_15_230_30_420:gt ['-30', '15', '-36', '35', '15']:pred [30.        7.86032  36.       35.       10.982302]
hybrid_-50_15_-22_10_46_140_70_420:gt ['-50', '15', '-22', '10', '46']:pred [17.262976  8.467706  9.216701 11.393044 43.14967 ]
hybrid_-50_45_-36_48_15_140_30_420:gt ['-50', '45', '-36', '48', '15']:pred [ 8.333527 27.80249  36.       48.        7.678939]
hatchback_-50_15_-22_48_46_20_70_420:gt ['-50', '15', '-22', '48', '46']:pred [30.293468 24.455307 18.451536 21.652948 28.712967]
hybrid_-17_15_-22_35_28_230_30_420:gt ['-17', '15', '-22', '35', '28']:pred [17.        5.423716 22.       35.       26.552006]
hatchback_-30_45_-36_10_46_20_30_420:gt ['-30', '45', '-36', '10', '46']:pred [20.885267 45.       26.981356 10.       32.03042 ]
suv_-17_15_-22_48_28_230_30_420:gt ['-17', '15', '-22', '48', '28']:pred [17.       19.510885 22.       28.104393 21.267143]
hatchback_-30_23_-36_10_15_20_30_420:gt ['-30', '23', '-36', '10', '15']:pred [24.95978  23.       18.531221 10.       13.647382]
hatchback_-17_45_-36_10_15_230_70_420:gt ['-17', '45', '-36', '10', '15']:pred [20.086542 36.92647  31.72867  18.48998   9.945375]
sedan2door_-17_45_-4_10_46_140_70_420:gt ['-17', '45', '-4', '10', '46']:pred [18.841553 16.719254 11.693508 10.868158 20.823668]
hybrid_-17_45_-36_48_46_230_70_420:gt ['-17', '45', '-36', '48', '46']:pred [14.2530985 29.60245   36.        48.        29.640385 ]
sedan4door_-30_15_-22_35_15_50_70_420:gt ['-30', '15', '-22', '35', '15']:pred [25.06074  25.107523 16.969986 35.        9.620999]
suv_-30_15_-22_10_46_20_30_420:gt ['-30', '15', '-22', '10', '46']:pred [22.908611 15.       18.74433  10.       36.820217]
sedan4door_-30_45_-22_10_28_20_30_420:gt ['-30', '45', '-22', '10', '28']:pred [34.889404 45.       16.614609 10.       24.668404]
sedan2door_-17_45_-4_48_15_140_70_420:gt ['-17', '45', '-4', '48', '15']:pred [18.480505 14.60358  12.865681 13.377618 16.92075 ]
suv_-50_45_-36_35_46_20_70_420:gt ['-50', '45', '-36', '35', '46']:pred [40.135033 39.061268 24.348267 22.263788 35.009735]
hybrid_-30_15_-22_10_46_50_30_420:gt ['-30', '15', '-22', '10', '46']:pred [25.666538 15.       22.       10.       16.945236]
sedan2door_-17_45_-22_48_15_20_30_420:gt ['-17', '45', '-22', '48', '15']:pred [31.754698 45.       22.       48.       32.04591 ]
sedan4door_-17_15_-4_48_28_230_30_420:gt ['-17', '15', '-4', '48', '28']:pred [17.       13.856821  4.       30.502842 26.483505]
hatchback_-17_23_-22_48_15_140_30_420:gt ['-17', '23', '-22', '48', '15']:pred [ 7.645958  9.715085 22.       39.752052 14.816202]
hybrid_-50_45_-22_10_15_140_30_420:gt ['-50', '45', '-22', '10', '15']:pred [ 8.47049   28.27938   22.        10.         7.8380833]
hatchback_-50_23_-22_35_28_20_70_420:gt ['-50', '23', '-22', '35', '28']:pred [31.686434 26.345703 14.332334 17.559786 23.595217]
hatchback_-17_15_-36_10_28_50_30_420:gt ['-17', '15', '-36', '10', '28']:pred [25.39278  15.       17.788025 10.       17.168953]
hybrid_-30_23_-22_48_15_20_30_420:gt ['-30', '23', '-22', '48', '15']:pred [12.91711 23.      22.      48.      19.56504]
sedan2door_-17_45_-36_35_15_20_70_420:gt ['-17', '45', '-36', '35', '15']:pred [28.47575   24.986853   3.1845138 35.        29.304813 ]
hatchback_-17_23_-4_48_28_50_30_420:gt ['-17', '23', '-4', '48', '28']:pred [19.879234 23.       11.724809 48.       22.967506]
sedan4door_-50_23_-36_35_46_230_30_420:gt ['-50', '23', '-36', '35', '46']:pred [50.       30.970537 36.       31.025187 41.015697]
suv_-50_15_-4_48_46_230_30_420:gt ['-50', '15', '-4', '48', '46']:pred [50.       26.844662  4.       35.903893 31.467812]
suv_-50_15_-22_35_46_230_30_420:gt ['-50', '15', '-22', '35', '46']:pred [50.       22.995678 22.       22.73317  35.984825]
hybrid_-17_23_-22_10_46_230_30_420:gt ['-17', '23', '-22', '10', '46']:pred [17.       10.970353 22.       10.       39.497375]
suv_-30_45_-22_35_15_230_30_420:gt ['-30', '45', '-22', '35', '15']:pred [30.       32.99221  22.       19.547146 11.490692]
sedan4door_-50_45_-4_48_28_140_30_420:gt ['-50', '45', '-4', '48', '28']:pred [15.890794 30.00349   4.       28.551542  9.806283]
