hatchback_-17_23_-22_35_46_50_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[16.039074  23.        53.794945  38.30845    1.0227133]
hatchback_-50_45_-22_48_15_140_30_420 gt:['-50', '45', '-22', '48', '15'] pred:[50.       19.463835 22.       44.924232 15.      ]
sedan4door_-50_23_-36_48_15_20_70_420 gt:['-50', '23', '-36', '48', '15'] pred:[25.175636 12.124865 33.169193 26.719618  6.344389]
sedan2door_-50_23_-22_10_46_20_70_420 gt:['-50', '23', '-22', '10', '46'] pred:[34.197968 11.766598 22.705902 20.319063 39.770805]
suv_-50_23_-4_48_46_140_30_420 gt:['-50', '23', '-4', '48', '46'] pred:[50.       19.112944  4.       38.79829  46.      ]
sedan4door_-17_23_-4_48_28_230_70_420 gt:['-17', '23', '-4', '48', '28'] pred:[ 7.3629208 12.119522  25.210907  11.69803   14.897279 ]
sedan4door_-17_45_-4_48_28_50_70_420 gt:['-17', '45', '-4', '48', '28'] pred:[26.86385  19.678951  8.938641 10.150617  4.888001]
hatchback_-30_15_-22_10_28_20_30_420 gt:['-30', '15', '-22', '10', '28'] pred:[20.91877  15.       55.455173 10.        6.766303]
suv_-50_23_-4_35_46_50_30_420 gt:['-50', '23', '-4', '35', '46'] pred:[21.279274 23.       48.89756  35.        3.031775]
hybrid_-50_15_-4_35_15_20_30_420 gt:['-50', '15', '-4', '35', '15'] pred:[22.702307 15.       41.301857 35.       17.533289]
suv_-30_45_-36_10_28_20_30_420 gt:['-30', '45', '-36', '10', '28'] pred:[22.931744  45.        56.15289   10.         6.7912264]
suv_-30_23_-22_35_15_50_70_420 gt:['-30', '23', '-22', '35', '15'] pred:[13.951537 29.4043   14.542643  9.338487 13.215547]
suv_-17_23_-36_10_46_20_30_420 gt:['-17', '23', '-36', '10', '46'] pred:[13.607947  23.        51.04593   49.42184    2.9558852]
hatchback_-17_15_-22_35_28_140_70_420 gt:['-17', '15', '-22', '35', '28'] pred:[17.45292  10.493306 24.50899  23.721481  8.677079]
hatchback_-50_15_-4_48_28_230_30_420 gt:['-50', '15', '-4', '48', '28'] pred:[50.        11.9278345  4.        43.89679   29.268448 ]
sedan4door_-50_15_-22_35_46_20_70_420 gt:['-50', '15', '-22', '35', '46'] pred:[29.639406  6.590985 29.556042 10.328012 16.559126]
hatchback_-30_15_-4_35_15_140_70_420 gt:['-30', '15', '-4', '35', '15'] pred:[21.937437 10.781174 25.078016 19.69588   9.581481]
suv_-30_15_-22_10_28_140_30_420 gt:['-30', '15', '-22', '10', '28'] pred:[30.       11.465399 22.       36.578243 28.      ]
suv_-50_23_-22_35_46_20_70_420 gt:['-50', '23', '-22', '35', '46'] pred:[16.52959  16.051956 37.803722 16.74501  13.871793]
suv_-50_23_-4_48_15_20_30_420 gt:['-50', '23', '-4', '48', '15'] pred:[24.617851 23.       49.963253 48.       14.156456]
hatchback_-17_45_-4_35_28_140_30_420 gt:['-17', '45', '-4', '35', '28'] pred:[17.      22.25108  4.      47.35522 28.     ]
sedan4door_-17_15_-36_48_15_140_30_420 gt:['-17', '15', '-36', '48', '15'] pred:[17.        9.983776 36.       48.527924 15.      ]
hybrid_-50_23_-36_10_15_20_30_420 gt:['-50', '23', '-36', '10', '15'] pred:[24.727074 23.       40.822857 10.       18.63005 ]
sedan2door_-30_45_-4_48_15_140_30_420 gt:['-30', '45', '-4', '48', '15'] pred:[ 8.300477 23.869041  4.       33.503937 15.      ]
sedan4door_-17_15_-36_10_15_140_30_420 gt:['-17', '15', '-36', '10', '15'] pred:[17.        6.934331 36.       37.46996  15.      ]
suv_-17_45_-22_10_15_20_70_420 gt:['-17', '45', '-22', '10', '15'] pred:[14.859932  31.584166  21.256485   7.442584   3.7914715]
sedan2door_-30_15_-36_48_46_140_30_420 gt:['-30', '15', '-36', '48', '46'] pred:[30.       20.816608 36.       33.54949  46.      ]
sedan2door_-17_45_-22_48_28_230_70_420 gt:['-17', '45', '-22', '48', '28'] pred:[ 5.1350746 18.503195  20.613674   7.155513  23.25275  ]
sedan4door_-30_15_-36_35_28_50_70_420 gt:['-30', '15', '-36', '35', '28'] pred:[22.456871 19.715595 20.07169  12.841711 10.216698]
sedan4door_-30_45_-36_10_15_50_30_420 gt:['-30', '45', '-36', '10', '15'] pred:[18.085644   12.974715   51.648964   47.997715    0.35959327]
suv_-17_15_-4_10_28_50_70_420 gt:['-17', '15', '-4', '10', '28'] pred:[11.367337  13.076363   7.9263425  3.5378156 21.320024 ]
sedan4door_-17_45_-4_35_15_140_30_420 gt:['-17', '45', '-4', '35', '15'] pred:[ 6.4136972 30.139017  34.98157   39.952026  15.       ]
sedan4door_-17_15_-22_10_46_50_30_420 gt:['-17', '15', '-22', '10', '46'] pred:[19.722992  15.        45.55493   51.365948   2.0408585]
sedan4door_-50_15_-22_48_15_20_70_420 gt:['-50', '15', '-22', '48', '15'] pred:[28.783354   7.5506697 27.388638  48.         9.548798 ]
hybrid_-30_45_-4_48_15_20_30_420 gt:['-30', '45', '-4', '48', '15'] pred:[26.365309 45.       45.08121  48.       11.473485]
hybrid_-30_45_-22_10_46_50_70_420 gt:['-30', '45', '-22', '10', '46'] pred:[27.033346 24.378206 31.751568 16.889688 34.149323]
hatchback_-50_15_-4_35_15_140_70_420 gt:['-50', '15', '-4', '35', '15'] pred:[34.437336  13.585589   4.        19.234688   7.3044705]
suv_-50_45_-4_10_46_230_30_420 gt:['-50', '45', '-4', '10', '46'] pred:[50.       26.636253  4.       31.258804 25.10256 ]
suv_-30_45_-36_48_28_230_70_420 gt:['-30', '45', '-36', '48', '28'] pred:[18.89438  18.343613 48.514164 22.50231   8.083837]
hybrid_-50_15_-36_35_15_140_70_420 gt:['-50', '15', '-36', '35', '15'] pred:[30.53798  27.520998 29.775381  9.357269 11.949385]
hatchback_-17_23_-36_48_46_140_30_420 gt:['-17', '23', '-36', '48', '46'] pred:[17.       10.343046 36.       48.31062  46.      ]
sedan4door_-30_45_-36_10_46_230_70_420 gt:['-30', '45', '-36', '10', '46'] pred:[11.288028 23.058544 36.45092   6.923946 31.940947]
suv_-50_45_-4_10_28_140_70_420 gt:['-50', '45', '-4', '10', '28'] pred:[35.16603   44.501705  21.715675   4.6838794 22.408915 ]
hatchback_-50_23_-22_35_28_50_70_420 gt:['-50', '23', '-22', '35', '28'] pred:[35.636795 25.620756 28.330965  9.937867 26.058483]
hatchback_-17_45_-4_35_15_20_30_420 gt:['-17', '45', '-4', '35', '15'] pred:[14.449843  45.        50.42774   35.         1.5077127]
sedan4door_-30_23_-36_10_15_230_70_420 gt:['-30', '23', '-36', '10', '15'] pred:[12.81031   20.374588  37.86282    8.840954   7.3164053]
sedan4door_-50_45_-22_48_46_20_30_420 gt:['-50', '45', '-22', '48', '46'] pred:[24.083872  45.        41.19156   48.         9.7181835]
sedan4door_-30_15_-36_10_28_230_70_420 gt:['-30', '15', '-36', '10', '28'] pred:[ 9.461979 14.238944 42.76242   8.125695 13.855888]
hybrid_-30_15_-4_48_46_20_70_420 gt:['-30', '15', '-4', '48', '46'] pred:[30.120413   5.7821703 30.227291  48.        10.319187 ]
hatchback_-50_45_-22_10_15_20_70_420 gt:['-50', '45', '-22', '10', '15'] pred:[26.035122 24.865017 30.68434  23.186672 15.671116]
hatchback_-17_23_-36_35_28_20_30_420 gt:['-17', '23', '-36', '35', '28'] pred:[17.901789 23.       54.555527 46.311554  5.321501]
sedan4door_-50_45_-36_10_46_230_30_420 gt:['-50', '45', '-36', '10', '46'] pred:[50.       35.00724  36.       22.736448 38.53489 ]
sedan4door_-50_15_-22_48_28_20_30_420 gt:['-50', '15', '-22', '48', '28'] pred:[19.443907 15.       50.74549  48.        8.435237]
sedan2door_-50_23_-22_48_28_230_70_420 gt:['-50', '23', '-22', '48', '28'] pred:[10.720936  14.9154005 29.077898  15.557379  14.514301 ]
suv_-30_23_-36_35_28_140_30_420 gt:['-30', '23', '-36', '35', '28'] pred:[30.       19.40514  36.       46.781776 28.      ]
suv_-17_15_-36_10_28_140_30_420 gt:['-17', '15', '-36', '10', '28'] pred:[17.       12.681587 36.       39.7982   28.      ]
sedan2door_-50_45_-36_35_46_20_70_420 gt:['-50', '45', '-36', '35', '46'] pred:[31.604515 30.955439 18.559319 18.120264 32.81528 ]
hybrid_-50_15_-22_10_28_50_30_420 gt:['-50', '15', '-22', '10', '28'] pred:[20.36875  15.       52.373306 10.        4.809871]
hatchback_-17_23_-36_10_28_230_70_420 gt:['-17', '23', '-36', '10', '28'] pred:[ 7.4206023  7.3431664 45.37748    9.857346  19.066755 ]
sedan2door_-17_15_-4_10_46_140_70_420 gt:['-17', '15', '-4', '10', '46'] pred:[ 9.157017 10.169692  4.       13.799634 35.97323 ]
sedan4door_-50_45_-22_48_15_140_70_420 gt:['-50', '45', '-22', '48', '15'] pred:[29.89021  19.613482 38.977524 24.531652  1.923666]
hatchback_-30_15_-4_48_46_50_70_420 gt:['-30', '15', '-4', '48', '46'] pred:[26.677433 13.860037 20.856451 12.313242 20.566282]
hybrid_-30_15_-36_48_15_140_70_420 gt:['-30', '15', '-36', '48', '15'] pred:[23.198078 25.52527  32.75091  14.41231   8.573718]
sedan4door_-17_45_-4_10_15_140_30_420 gt:['-17', '45', '-4', '10', '15'] pred:[10.080294 26.900703 28.89862  34.054787 15.      ]
sedan4door_-17_45_-22_10_15_140_70_420 gt:['-17', '45', '-22', '10', '15'] pred:[25.308453  27.569546  31.44334   10.966796   7.4407744]
sedan2door_-17_45_-36_10_46_50_70_420 gt:['-17', '45', '-36', '10', '46'] pred:[15.557846 40.30944  21.281319  9.850291 36.48335 ]
hatchback_-17_15_-4_35_46_140_70_420 gt:['-17', '15', '-4', '35', '46'] pred:[19.328663 10.495856  4.       18.65781  27.042315]
hybrid_-17_15_-4_35_46_230_70_420 gt:['-17', '15', '-4', '35', '46'] pred:[ 7.4776196  4.266284  39.17476    8.288839  27.368649 ]
suv_-50_23_-22_10_28_50_70_420 gt:['-50', '23', '-22', '10', '28'] pred:[30.88415   32.369522  14.48276    4.6594696 17.547089 ]
hatchback_-50_45_-36_35_46_20_30_420 gt:['-50', '45', '-36', '35', '46'] pred:[20.494265  45.        54.297707  35.         6.4146304]
suv_-17_15_-36_35_15_20_70_420 gt:['-17', '15', '-36', '35', '15'] pred:[19.711481 13.779552 34.6193   19.23161   4.56792 ]
hatchback_-30_45_-36_35_46_230_70_420 gt:['-30', '45', '-36', '35', '46'] pred:[19.03371  18.49639  38.76735  15.083317 38.082355]
hybrid_-17_45_-22_10_28_20_30_420 gt:['-17', '45', '-22', '10', '28'] pred:[19.43454  45.       44.11124  10.       29.848408]
sedan4door_-50_15_-4_35_28_140_30_420 gt:['-50', '15', '-4', '35', '28'] pred:[50.       12.659734  4.       34.007244 28.      ]
suv_-50_45_-4_10_46_140_30_420 gt:['-50', '45', '-4', '10', '46'] pred:[50.       24.924576 45.361347 33.662125 46.      ]
sedan4door_-50_23_-4_35_15_230_30_420 gt:['-50', '23', '-4', '35', '15'] pred:[50.       32.087337  4.       28.404308 33.285057]
suv_-50_15_-4_35_28_140_30_420 gt:['-50', '15', '-4', '35', '28'] pred:[50.       10.963207  4.       44.555653 28.      ]
suv_-30_23_-4_35_15_140_30_420 gt:['-30', '23', '-4', '35', '15'] pred:[30.       20.767582  4.       44.055065 15.      ]
hatchback_-50_45_-4_10_15_140_30_420 gt:['-50', '45', '-4', '10', '15'] pred:[50.       23.251226  4.       30.166368 15.      ]
hatchback_-17_15_-22_35_28_230_70_420 gt:['-17', '15', '-22', '35', '28'] pred:[ 6.9031787  5.2951775 40.409626   9.934465  23.50899  ]
sedan2door_-30_15_-4_35_46_50_70_420 gt:['-30', '15', '-4', '35', '46'] pred:[21.372086 10.694819 17.708887 20.965084 41.224377]
hybrid_-17_15_-4_48_28_140_70_420 gt:['-17', '15', '-4', '48', '28'] pred:[19.325975  20.141432  31.977118  12.02779    5.9733543]
hatchback_-30_23_-36_35_28_50_70_420 gt:['-30', '23', '-36', '35', '28'] pred:[23.005518 18.667152 44.509895 11.776859 23.436968]
hatchback_-17_23_-36_48_28_140_30_420 gt:['-17', '23', '-36', '48', '28'] pred:[17.       13.440428 36.       48.373753 28.      ]
hatchback_-30_15_-36_48_28_20_30_420 gt:['-30', '15', '-36', '48', '28'] pred:[19.871565 15.       56.527943 48.        5.824524]
hatchback_-30_45_-36_48_46_230_30_420 gt:['-30', '45', '-36', '48', '46'] pred:[30.       26.983307 36.       48.952244 30.975624]
hybrid_-30_45_-22_48_28_230_70_420 gt:['-30', '45', '-22', '48', '28'] pred:[ 8.61462  12.33758  29.82342   8.600373 23.66276 ]
hybrid_-17_45_-36_48_15_230_30_420 gt:['-17', '45', '-36', '48', '15'] pred:[17.       30.26581  36.       28.192406 11.813596]
sedan2door_-50_45_-36_35_46_140_30_420 gt:['-50', '45', '-36', '35', '46'] pred:[ 8.496368 23.644228 36.       33.798977 46.      ]
hybrid_-17_45_-36_10_28_230_30_420 gt:['-17', '45', '-36', '10', '28'] pred:[17.       27.154175 36.       37.54951  24.953709]
hatchback_-17_45_-22_48_28_230_30_420 gt:['-17', '45', '-22', '48', '28'] pred:[17.       20.994503 22.       50.421986 24.797293]
sedan4door_-30_23_-22_10_28_230_30_420 gt:['-30', '23', '-22', '10', '28'] pred:[30.       16.081907 22.       10.968778 32.50451 ]
hatchback_-17_45_-36_10_28_20_30_420 gt:['-17', '45', '-36', '10', '28'] pred:[14.834222  45.        54.03287   10.         7.0226707]
sedan4door_-17_23_-4_10_28_20_30_420 gt:['-17', '23', '-4', '10', '28'] pred:[ 9.521779 23.       43.703156 36.7484    8.095155]
sedan4door_-50_15_-4_48_46_50_30_420 gt:['-50', '15', '-4', '48', '46'] pred:[31.573526   3.1992118 49.542873  43.81377    1.1580963]
hybrid_-17_15_-4_10_15_140_70_420 gt:['-17', '15', '-4', '10', '15'] pred:[19.725037 20.714994 29.937693 13.384428 11.926251]
suv_-30_23_-36_10_15_20_70_420 gt:['-30', '23', '-36', '10', '15'] pred:[28.646694  12.2065735 28.236296  22.774374   6.0194635]
suv_-50_45_-36_10_28_230_30_420 gt:['-50', '45', '-36', '10', '28'] pred:[50.       34.340385 36.       31.438768 15.039439]
sedan4door_-50_23_-36_10_46_50_30_420 gt:['-50', '23', '-36', '10', '46'] pred:[26.774158   4.9981523 54.79995   45.807747   1.3351212]
hatchback_-17_23_-22_48_28_50_70_420 gt:['-17', '23', '-22', '48', '28'] pred:[21.534355 13.731184 32.168243 18.240255 21.690775]
suv_-17_15_-22_35_15_50_70_420 gt:['-17', '15', '-22', '35', '15'] pred:[ 8.284131 13.833363 19.676315  8.572732 14.556143]
sedan2door_-30_15_-4_10_46_230_30_420 gt:['-30', '15', '-4', '10', '46'] pred:[30.       16.993595  4.       11.238184 37.88892 ]
suv_-30_15_-36_35_28_230_30_420 gt:['-30', '15', '-36', '35', '28'] pred:[30.        22.055643  36.        43.126858  11.5208645]
suv_-17_23_-4_35_46_20_30_420 gt:['-17', '23', '-4', '35', '46'] pred:[13.355842 23.       51.228516 48.298763  6.87094 ]
sedan4door_-17_45_-4_35_46_230_30_420 gt:['-17', '45', '-4', '35', '46'] pred:[17.       33.962685  4.       38.83838  42.147434]
sedan2door_-30_45_-36_48_46_230_30_420 gt:['-30', '45', '-36', '48', '46'] pred:[30.       34.041424 36.       27.399342 38.128735]
hybrid_-50_23_-36_48_28_20_30_420 gt:['-50', '23', '-36', '48', '28'] pred:[21.805702 23.       39.346676 48.       30.025928]
sedan4door_-50_15_-36_35_15_50_70_420 gt:['-50', '15', '-36', '35', '15'] pred:[31.387066  20.88745   25.272003  11.155482   7.2780027]
sedan4door_-17_45_-36_48_28_50_30_420 gt:['-17', '45', '-36', '48', '28'] pred:[20.571884   45.         52.996838   52.287247    0.72039354]
sedan4door_-50_15_-22_48_28_20_70_420 gt:['-50', '15', '-22', '48', '28'] pred:[29.144478  6.220642 31.254198 48.       12.225261]
hybrid_-30_23_-22_10_46_20_30_420 gt:['-30', '23', '-22', '10', '46'] pred:[21.327158 23.       46.382458 10.       11.103177]
suv_-50_23_-22_35_15_50_70_420 gt:['-50', '23', '-22', '35', '15'] pred:[30.59146  33.871975 16.27796   8.565556 11.25279 ]
hatchback_-50_15_-4_35_15_230_70_420 gt:['-50', '15', '-4', '35', '15'] pred:[14.319513 10.553991 19.634657 11.583858  9.677614]
sedan4door_-50_23_-4_35_15_20_70_420 gt:['-50', '23', '-4', '35', '15'] pred:[26.360342 15.576475 18.21407  11.236802 10.261197]
suv_-30_23_-36_48_15_230_30_420 gt:['-30', '23', '-36', '48', '15'] pred:[30.       23.827562 36.       54.116165 14.698687]
suv_-17_23_-36_10_28_230_70_420 gt:['-17', '23', '-36', '10', '28'] pred:[ 5.784975   7.5086412 54.361122   9.184098   8.773516 ]
sedan4door_-50_23_-4_10_46_20_70_420 gt:['-50', '23', '-4', '10', '46'] pred:[28.650225 15.497616 19.841791  7.598615 17.251055]
hybrid_-50_45_-4_48_15_50_70_420 gt:['-50', '45', '-4', '48', '15'] pred:[33.165287 24.21176  40.45843  24.72705  22.99331 ]
sedan4door_-30_45_-4_10_15_20_70_420 gt:['-30', '45', '-4', '10', '15'] pred:[30.622423 25.102028  8.708218 10.        6.197898]
suv_-50_15_-36_10_15_140_30_420 gt:['-50', '15', '-36', '10', '15'] pred:[50.       11.620654 36.       32.314194 15.      ]
suv_-50_45_-4_35_28_50_30_420 gt:['-50', '45', '-4', '35', '28'] pred:[20.82626   45.        46.758125  35.         1.8113333]
sedan4door_-30_45_-4_10_15_230_70_420 gt:['-30', '45', '-4', '10', '15'] pred:[ 9.207533  26.630728  23.256323   5.261446   7.2794204]
hatchback_-50_15_-36_48_28_50_30_420 gt:['-50', '15', '-36', '48', '28'] pred:[26.270674   15.         56.154358   48.          0.46882024]
hybrid_-30_23_-36_10_46_20_70_420 gt:['-30', '23', '-36', '10', '46'] pred:[28.770369   7.1339192 29.61257   10.        11.720741 ]
hatchback_-17_23_-22_48_46_140_70_420 gt:['-17', '23', '-22', '48', '46'] pred:[22.407593 13.586753 37.581333 18.774176 23.541054]
sedan4door_-30_15_-4_10_28_20_30_420 gt:['-30', '15', '-4', '10', '28'] pred:[11.818851 15.       46.293194 10.        5.573371]
suv_-30_15_-22_48_46_140_70_420 gt:['-30', '15', '-22', '48', '46'] pred:[16.732647 19.556595 47.11052  18.9516   23.128418]
sedan4door_-17_45_-4_10_46_50_70_420 gt:['-17', '45', '-4', '10', '46'] pred:[25.535967 22.50281  11.20844   5.711332 19.693819]
sedan4door_-30_15_-36_48_15_140_30_420 gt:['-30', '15', '-36', '48', '15'] pred:[30.       10.366535 36.       44.70463  15.      ]
hybrid_-50_23_-4_10_15_230_70_420 gt:['-50', '23', '-4', '10', '15'] pred:[14.379069   8.793818  23.711231  14.030025   6.7190905]
suv_-50_23_-22_48_28_50_70_420 gt:['-50', '23', '-22', '48', '28'] pred:[28.168457 25.674849 19.015768  8.395633 16.631943]
suv_-50_15_-4_48_28_230_30_420 gt:['-50', '15', '-4', '48', '28'] pred:[50.       25.32776   4.       49.41201   8.419311]
hybrid_-17_15_-4_10_15_50_30_420 gt:['-17', '15', '-4', '10', '15'] pred:[17.092329 15.       20.37539  10.        8.031608]
hybrid_-50_45_-4_35_28_50_30_420 gt:['-50', '45', '-4', '35', '28'] pred:[20.459045 45.       54.842197 35.       14.905287]
sedan4door_-30_15_-22_48_15_140_30_420 gt:['-30', '15', '-22', '48', '15'] pred:[30.       10.504243 22.       44.34447  15.      ]
suv_-30_45_-22_48_15_140_70_420 gt:['-30', '45', '-22', '48', '15'] pred:[25.92002  28.566364 41.887276 19.833675  8.412743]
hybrid_-30_23_-4_48_28_50_30_420 gt:['-30', '23', '-4', '48', '28'] pred:[21.070133 23.       37.433315 48.       13.561848]
sedan2door_-17_23_-22_10_15_140_70_420 gt:['-17', '23', '-22', '10', '15'] pred:[12.014282 15.612817 41.88133   9.174003 19.065825]
hatchback_-17_23_-36_10_28_140_30_420 gt:['-17', '23', '-36', '10', '28'] pred:[17.       16.094662 36.       35.741726 28.      ]
suv_-30_23_-22_35_46_230_70_420 gt:['-30', '23', '-22', '35', '46'] pred:[10.003826  12.356822  43.53632   20.477367   7.9655914]
hybrid_-30_23_-36_10_15_50_70_420 gt:['-30', '23', '-36', '10', '15'] pred:[28.641024 17.342731 24.874176 21.010319 20.170181]
suv_-30_23_-36_10_28_50_70_420 gt:['-30', '23', '-36', '10', '28'] pred:[14.17374  28.365574 21.023445  5.201107 19.038584]
suv_-30_45_-4_48_28_140_70_420 gt:['-30', '45', '-4', '48', '28'] pred:[24.58619  33.509705 39.88073  15.023728 23.528732]
hatchback_-30_15_-22_35_46_230_30_420 gt:['-30', '15', '-22', '35', '46'] pred:[30.       16.962427 22.       29.961498 26.565168]
hatchback_-30_15_-36_35_46_230_30_420 gt:['-30', '15', '-36', '35', '46'] pred:[30.       16.687586 36.       29.676952 29.958124]
sedan2door_-50_45_-36_10_28_50_70_420 gt:['-50', '45', '-36', '10', '28'] pred:[27.911097 35.248795 24.30389  14.978751 31.993364]
sedan2door_-50_23_-4_48_15_50_30_420 gt:['-50', '23', '-4', '48', '15'] pred:[31.101858 23.       46.829025 48.        3.728599]
suv_-17_23_-22_35_28_230_70_420 gt:['-17', '23', '-22', '35', '28'] pred:[ 3.3698437  8.099594  52.98852   14.471008  12.76125  ]
sedan4door_-30_23_-22_35_28_230_70_420 gt:['-30', '23', '-22', '35', '28'] pred:[17.220219 15.611957 35.012043 14.10878  14.814169]
hatchback_-17_45_-22_10_28_20_70_420 gt:['-17', '45', '-22', '10', '28'] pred:[14.770656 17.171131 32.96363  27.355833 14.048731]
hatchback_-30_23_-36_35_46_230_70_420 gt:['-30', '23', '-36', '35', '46'] pred:[19.24148  12.456622 40.44084  15.403794 32.970978]
hatchback_-17_15_-4_10_28_230_70_420 gt:['-17', '15', '-4', '10', '28'] pred:[ 4.5245767  6.463709  38.069046   4.221531  22.02104  ]
suv_-17_15_-36_10_28_230_70_420 gt:['-17', '15', '-36', '10', '28'] pred:[ 7.3863244  5.220813  53.685043   8.125717   9.195482 ]
sedan2door_-30_23_-36_10_15_230_70_420 gt:['-30', '23', '-36', '10', '15'] pred:[15.960133 18.609709 25.903183  9.607525 12.892929]
hybrid_-30_15_-22_48_46_140_30_420 gt:['-30', '15', '-22', '48', '46'] pred:[30.       15.9782   22.       16.836964 46.      ]
hatchback_-30_45_-4_35_28_50_70_420 gt:['-30', '45', '-4', '35', '28'] pred:[28.606258 20.64063  28.867107 11.707363 21.155182]
sedan2door_-50_15_-36_48_28_20_30_420 gt:['-50', '15', '-36', '48', '28'] pred:[33.36616  15.       42.781532 48.       20.864529]
hatchback_-30_15_-36_48_28_140_70_420 gt:['-30', '15', '-36', '48', '28'] pred:[22.376019 13.856061 34.5618   21.705772 14.41683 ]
sedan4door_-30_23_-4_35_28_140_70_420 gt:['-30', '23', '-4', '35', '28'] pred:[28.644123 22.700155 31.643211 15.397417 10.346085]
