sedan2door_-40_40_0_0_20_280_40_450 gt:['-40', '40', '0', '0', '20'] pred:[39.060196  42.63761    7.7773824 15.438688  16.695766 ]
sedan4door_0_0_-40_0_0_200_20_450 gt:['0', '0', '-40', '0', '0'] pred:[ 0.         1.7557752 40.         1.4448897  1.3333585]
suv_-20_40_-40_0_40_80_60_450 gt:['-20', '40', '-40', '0', '40'] pred:[20.037355  41.694218  40.100803   4.1191874 38.396626 ]
hatchback_-20_40_0_20_20_200_60_400 gt:['-20', '40', '0', '20', '20'] pred:[15.607549 43.945915  0.       11.984662 19.472248]
sedan2door_-40_20_-40_40_20_120_60_400 gt:['-40', '20', '-40', '40', '20'] pred:[40.725502 19.03247  40.       13.650255 19.137987]
suv_-20_20_-40_20_20_280_20_450 gt:['-20', '20', '-40', '20', '20'] pred:[18.220903 20.       46.815853 20.       21.78203 ]
suv_-20_40_-20_0_20_40_80_450 gt:['-20', '40', '-20', '0', '20'] pred:[17.147078  49.29551   18.595036   2.8284354 17.869976 ]
hybrid_-20_20_-20_20_40_280_20_450 gt:['-20', '20', '-20', '20', '40'] pred:[20.191557  20.         6.9200315 20.        45.0143   ]
hybrid_-20_40_0_0_0_0_60_450 gt:['-20', '40', '0', '0', '0'] pred:[21.115538  44.999825  10.654612   0.         1.1861515]
sedan4door_-20_20_-40_40_40_160_80_450 gt:['-20', '20', '-40', '40', '40'] pred:[18.70352  16.371653 43.964466 40.12542  40.74493 ]
sedan2door_-20_20_-40_40_0_80_80_450 gt:['-20', '20', '-40', '40', '0'] pred:[18.449892  21.323668   9.403711   6.0166063  0.       ]
sedan2door_-20_40_0_0_40_0_40_450 gt:['-20', '40', '0', '0', '40'] pred:[16.373608 40.       17.10999   0.       40.69075 ]
hybrid_-40_40_-40_0_20_360_40_450 gt:['-40', '40', '-40', '0', '20'] pred:[42.60625  40.       10.272511  0.       19.880497]
sedan4door_-40_20_-40_0_40_320_60_400 gt:['-40', '20', '-40', '0', '40'] pred:[44.570858 15.923612 40.50856   8.575167 39.74045 ]
suv_-40_20_-40_40_40_40_60_400 gt:['-40', '20', '-40', '40', '40'] pred:[41.609886 12.871625 39.357853 40.       37.5741  ]
suv_-40_40_0_20_40_80_80_450 gt:['-40', '40', '0', '20', '40'] pred:[36.922386 41.34601   7.517019 18.156635 40.      ]
hatchback_-40_0_-40_0_20_80_40_450 gt:['-40', '0', '-40', '0', '20'] pred:[40.62246    4.3036623 43.415516   0.        20.       ]
hatchback_-40_0_-20_40_40_240_60_450 gt:['-40', '0', '-20', '40', '40'] pred:[46.175564   3.3168597 20.487976  39.1166    43.58728  ]
hybrid_-40_40_-20_20_20_360_40_450 gt:['-40', '40', '-20', '20', '20'] pred:[42.4846   40.        9.973935 20.       19.007877]
hatchback_-20_40_0_0_40_160_40_450 gt:['-20', '40', '0', '0', '40'] pred:[20.       37.668655  0.        4.771506 41.711094]
hatchback_-40_20_-20_0_40_120_20_400 gt:['-40', '20', '-20', '0', '40'] pred:[40.        14.202805  20.         6.1022706 40.       ]
hybrid_-20_20_-20_20_20_80_40_450 gt:['-20', '20', '-20', '20', '20'] pred:[15.407547 23.481659 12.217117 20.       20.      ]
sedan4door_-40_0_-20_20_40_240_80_400 gt:['-40', '0', '-20', '20', '40'] pred:[44.99167    2.4021988 18.364222  16.964054  42.098244 ]
sedan2door_0_40_0_40_20_280_80_450 gt:['0', '40', '0', '40', '20'] pred:[ 2.6121984 43.64183   10.213752   6.775639  20.424316 ]
suv_-40_40_-40_0_20_160_40_450 gt:['-40', '40', '-40', '0', '20'] pred:[40.        42.050907  40.         2.5358696 15.756205 ]
sedan2door_-20_40_0_40_20_160_60_450 gt:['-20', '40', '0', '40', '20'] pred:[17.971167 41.37365   0.       10.98354  23.697102]
hybrid_-40_20_-20_40_0_40_80_450 gt:['-40', '20', '-20', '40', '0'] pred:[45.075905  19.974236  16.985966  16.190168   2.1700044]
hatchback_-40_40_-20_40_20_40_40_450 gt:['-40', '40', '-20', '40', '20'] pred:[37.36189  40.       11.953994 40.       17.780241]
hatchback_0_40_0_20_0_80_80_450 gt:['0', '40', '0', '20', '0'] pred:[ 2.1531749 46.593765   3.280186  11.37723    0.       ]
sedan4door_0_0_-40_0_40_320_80_400 gt:['0', '0', '-40', '0', '40'] pred:[ 4.9099884  1.3281096 42.5325     3.492708  39.983902 ]
sedan2door_-40_40_-40_20_20_40_60_450 gt:['-40', '40', '-40', '20', '20'] pred:[42.173252 44.85257  11.079494 20.       18.69358 ]
sedan2door_0_0_0_20_40_360_40_400 gt:['0', '0', '0', '20', '40'] pred:[ 1.7317636  0.         6.278461  20.        42.81025  ]
sedan2door_-40_20_-40_40_40_80_80_450 gt:['-40', '20', '-40', '40', '40'] pred:[42.33676  25.523756 12.871438 12.516773 40.      ]
hatchback_-20_20_0_0_0_280_60_450 gt:['-20', '20', '0', '0', '0'] pred:[20.078922  14.225698   2.6058414  2.965302   1.0794516]
hybrid_0_40_-40_0_0_0_20_400 gt:['0', '40', '-40', '0', '0'] pred:[ 1.459898 40.        5.059437  0.        0.      ]
sedan2door_-20_0_-40_0_0_160_60_400 gt:['-20', '0', '-40', '0', '0'] pred:[16.905273   2.3979497 40.         3.916325   1.1658893]
hatchback_-20_20_-20_40_0_120_40_450 gt:['-20', '20', '-20', '40', '0'] pred:[20.       11.758741 20.       40.86517   0.      ]
sedan4door_-40_0_0_20_20_40_60_450 gt:['-40', '0', '0', '20', '20'] pred:[46.54654    2.8848066  3.2666678 20.        16.982374 ]
sedan4door_-40_20_0_40_40_320_80_400 gt:['-40', '20', '0', '40', '40'] pred:[41.09101   21.80988    4.0708537 44.65125   40.65765  ]
suv_0_20_-40_0_0_280_20_400 gt:['0', '20', '-40', '0', '0'] pred:[21.491491  20.        42.97746    0.         0.7622862]
sedan2door_-40_40_-20_40_0_40_60_400 gt:['-40', '40', '-20', '40', '0'] pred:[41.557053  45.902626  16.531782  40.         3.5764475]
hybrid_0_40_-20_0_0_320_60_400 gt:['0', '40', '-20', '0', '0'] pred:[ 1.7784835 47.53573    9.262851  12.574135   1.6250226]
sedan2door_0_0_-40_40_20_200_40_450 gt:['0', '0', '-40', '40', '20'] pred:[ 0.         2.369057  40.         6.8849344 16.977812 ]
suv_-20_40_-40_0_20_40_20_450 gt:['-20', '40', '-40', '0', '20'] pred:[16.821196 40.       43.567066  0.       20.      ]
hybrid_-20_40_-40_0_0_280_40_450 gt:['-20', '40', '-40', '0', '0'] pred:[16.468931  42.337563  10.839051  16.755821   1.1704264]
hatchback_0_0_-40_40_20_0_60_450 gt:['0', '0', '-40', '40', '20'] pred:[ 2.745277   2.3397536 46.3737    40.        18.37251  ]
suv_0_0_-20_20_20_200_20_400 gt:['0', '0', '-20', '20', '20'] pred:[ 0.        2.075731 20.       20.585932 19.534264]
suv_0_40_0_20_0_200_40_400 gt:['0', '40', '0', '20', '0'] pred:[ 0.        40.043434   0.        16.569471   1.0514622]
sedan2door_0_40_-40_0_0_360_20_450 gt:['0', '40', '-40', '0', '0'] pred:[ 1.0099536 40.         9.256087   0.         0.       ]
suv_-20_20_0_0_40_280_80_450 gt:['-20', '20', '0', '0', '40'] pred:[14.403395  16.703302   3.531756   1.7478498 44.58408  ]
sedan2door_0_0_-20_20_40_120_20_400 gt:['0', '0', '-20', '20', '40'] pred:[ 0.         1.7123848 20.         6.537085  40.       ]
hatchback_0_20_0_0_20_360_20_450 gt:['0', '20', '0', '0', '20'] pred:[ 1.4182876 20.         1.5562806  0.        20.       ]
hatchback_-20_40_-40_20_40_200_40_400 gt:['-20', '40', '-40', '20', '40'] pred:[20.       38.24926  40.       13.511629 42.361088]
hybrid_-40_20_-20_40_20_240_80_450 gt:['-40', '20', '-20', '40', '20'] pred:[43.958313 18.456125 20.98225  15.194777 20.457624]
hatchback_-20_20_-40_0_40_280_40_450 gt:['-20', '20', '-40', '0', '40'] pred:[18.046497 16.61758  37.69236  25.046644 42.4731  ]
suv_0_0_-40_40_20_40_40_400 gt:['0', '0', '-40', '40', '20'] pred:[ 2.1562653  0.        45.06629   40.         9.334166 ]
hybrid_-40_40_-40_40_20_280_20_450 gt:['-40', '40', '-40', '40', '20'] pred:[45.683586 40.       13.373017 40.       18.617054]
hybrid_0_20_0_20_40_160_80_400 gt:['0', '20', '0', '20', '40'] pred:[ 2.643558 21.485826  9.697942 23.604202 38.563046]
suv_0_40_-40_0_40_240_60_450 gt:['0', '40', '-40', '0', '40'] pred:[ 5.909366 39.118042 37.5402    2.075851 41.911636]
hatchback_0_0_0_20_0_360_80_400 gt:['0', '0', '0', '20', '0'] pred:[ 2.0384274  1.6687919  1.8238807 13.626574   1.8482658]
hybrid_0_0_-40_20_0_120_80_400 gt:['0', '0', '-40', '20', '0'] pred:[2.3654053 1.5218403 5.8559856 9.247804  1.5343847]
hatchback_0_20_0_20_40_240_80_400 gt:['0', '20', '0', '20', '40'] pred:[ 3.030989 15.65823   2.615696 14.272223 38.08695 ]
hybrid_-40_40_-40_20_20_80_80_450 gt:['-40', '40', '-40', '20', '20'] pred:[41.770485 42.266422 17.803177 14.592251 20.      ]
hatchback_0_40_0_40_20_40_20_450 gt:['0', '40', '0', '40', '20'] pred:[ 3.6167023 40.         2.3672523 40.        20.       ]
hybrid_0_40_0_20_0_280_20_400 gt:['0', '40', '0', '20', '0'] pred:[ 7.0843587 40.        18.920067  20.         1.4454705]
hybrid_0_20_-20_20_0_280_80_450 gt:['0', '20', '-20', '20', '0'] pred:[ 2.9109142 22.713404   7.8132353 10.0661545  1.0238879]
hybrid_-40_20_-20_40_20_160_20_400 gt:['-40', '20', '-20', '40', '20'] pred:[40.       19.666649 20.       14.277471 20.      ]
suv_0_0_0_0_0_200_40_450 gt:['0', '0', '0', '0', '0'] pred:[0.        1.1864187 0.        1.5745623 1.1147808]
sedan2door_0_20_0_20_40_280_20_400 gt:['0', '20', '0', '20', '40'] pred:[ 3.5072212 20.         8.056553  20.        41.943413 ]
suv_-40_20_-20_0_20_160_60_400 gt:['-40', '20', '-20', '0', '20'] pred:[42.57327   16.744576  20.         1.6404473 19.725128 ]
sedan2door_-20_40_-20_40_20_240_40_400 gt:['-20', '40', '-20', '40', '20'] pred:[20.        39.643547  20.         5.4031305 18.905712 ]
hatchback_-40_40_-40_0_40_80_80_450 gt:['-40', '40', '-40', '0', '40'] pred:[34.0134    44.386444  44.98299    5.5049915 40.       ]
sedan2door_0_0_0_40_0_200_20_400 gt:['0', '0', '0', '40', '0'] pred:[0.        1.6385605 0.        5.433352  0.6818179]
sedan4door_-40_40_-40_20_0_120_80_400 gt:['-40', '40', '-40', '20', '0'] pred:[34.483524 36.202724 39.072266 18.494398  3.33507 ]
sedan4door_-40_40_-20_20_0_160_60_400 gt:['-40', '40', '-20', '20', '0'] pred:[39.992607 40.527554 20.       17.658691  4.029836]
suv_-20_0_-40_40_20_320_60_450 gt:['-20', '0', '-40', '40', '20'] pred:[19.205618  8.243987 38.914894 41.924953 19.314062]
hatchback_-20_0_-40_0_40_200_20_450 gt:['-20', '0', '-40', '0', '40'] pred:[20.         1.4939519 40.         2.312813  47.691303 ]
sedan4door_0_20_-20_0_20_120_20_450 gt:['0', '20', '-20', '0', '20'] pred:[ 0.       17.128946 20.        2.746606 20.      ]
sedan2door_-20_0_-40_20_0_160_40_450 gt:['-20', '0', '-40', '20', '0'] pred:[20.         2.3173892 40.         4.1636534  1.6376438]
hatchback_-40_0_-20_0_20_40_40_400 gt:['-40', '0', '-20', '0', '20'] pred:[41.5131    0.       11.419602  0.       22.571856]
sedan4door_0_40_-40_20_0_320_40_400 gt:['0', '40', '-40', '20', '0'] pred:[ 2.872263  40.        43.555622  20.         1.3419187]
sedan2door_0_0_-40_20_40_80_40_400 gt:['0', '0', '-40', '20', '40'] pred:[ 2.0425065  1.2048564 21.408077  20.        40.       ]
hybrid_-40_20_0_20_0_200_20_450 gt:['-40', '20', '0', '20', '0'] pred:[40.         16.485807    0.         15.3508835   0.76387984]
sedan4door_0_0_-40_40_20_200_40_400 gt:['0', '0', '-40', '40', '20'] pred:[ 0.         1.6553943 40.        40.57493   25.143389 ]
hatchback_-20_40_0_20_20_80_60_450 gt:['-20', '40', '0', '20', '20'] pred:[18.082724  43.863937   2.6197786 19.658352  21.405066 ]
sedan2door_-40_20_-20_40_40_280_60_450 gt:['-40', '20', '-20', '40', '40'] pred:[38.754208 22.87988  14.431166 13.81031  41.05536 ]
sedan2door_-40_0_-40_0_40_0_60_450 gt:['-40', '0', '-40', '0', '40'] pred:[41.183723   2.4126534 11.426972   0.        40.459995 ]
suv_-20_0_-40_0_0_240_80_400 gt:['-20', '0', '-40', '0', '0'] pred:[13.895417   3.8148696 45.10423    1.6303531  1.1886485]
suv_-20_0_-20_0_0_80_80_450 gt:['-20', '0', '-20', '0', '0'] pred:[16.187069   2.4655786 16.655712   1.7558687  0.       ]
hybrid_0_0_0_40_40_40_80_450 gt:['0', '0', '0', '40', '40'] pred:[ 3.0513673  2.1479323  7.706146   7.133089  41.876163 ]
suv_-20_0_-20_0_40_200_60_450 gt:['-20', '0', '-20', '0', '40'] pred:[16.985971   2.7619312 20.         2.528405  40.685394 ]
suv_-20_40_-40_20_40_80_80_400 gt:['-20', '40', '-40', '20', '40'] pred:[14.459569 39.753216 41.713184 20.64043  40.      ]
hatchback_-20_20_0_20_20_0_60_400 gt:['-20', '20', '0', '20', '20'] pred:[21.116806  16.110365   1.6263742 20.        19.001951 ]
hatchback_0_0_-20_40_40_360_40_400 gt:['0', '0', '-20', '40', '40'] pred:[ 2.1929834  0.        18.085705  40.        42.27977  ]
hatchback_0_0_-20_0_0_0_20_400 gt:['0', '0', '-20', '0', '0'] pred:[ 1.341389  0.       15.788796  0.        0.      ]
hatchback_-40_20_-20_20_20_160_40_450 gt:['-40', '20', '-20', '20', '20'] pred:[40.       15.120212 20.       17.492165 23.831102]
sedan2door_0_20_-20_20_0_0_60_400 gt:['0', '20', '-20', '20', '0'] pred:[ 2.02782   18.282417  10.759903  20.         1.2403759]
hatchback_0_20_0_40_20_200_20_450 gt:['0', '20', '0', '40', '20'] pred:[ 0.       15.72325   0.       43.37203  19.828466]
sedan4door_-20_20_-20_0_0_280_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[23.583946  18.65799   17.576645   3.531943   1.4284787]
suv_-20_40_-40_40_20_200_80_400 gt:['-20', '40', '-40', '40', '20'] pred:[18.23343  44.658928 45.741703 40.91803  20.250322]
suv_-40_40_-20_40_0_80_20_400 gt:['-40', '40', '-20', '40', '0'] pred:[41.77219  40.       17.844734 40.        0.      ]
hybrid_0_20_-20_20_20_40_60_400 gt:['0', '20', '-20', '20', '20'] pred:[ 2.5151021 16.047737   7.5665994 20.        22.11005  ]
suv_-20_0_0_40_40_40_40_400 gt:['-20', '0', '0', '40', '40'] pred:[21.17961   0.        5.342472 40.       41.57311 ]
hybrid_-40_40_-20_0_40_120_80_400 gt:['-40', '40', '-20', '0', '40'] pred:[41.12197  41.126614 19.970531 18.047241 38.994423]
hybrid_0_0_0_0_40_0_20_450 gt:['0', '0', '0', '0', '40'] pred:[ 1.5928651  0.         8.232222   0.        40.       ]
hatchback_-20_0_-20_20_0_240_80_400 gt:['-20', '0', '-20', '20', '0'] pred:[16.343878   2.3893807 17.051973  13.710386   0.5990253]
sedan2door_0_20_-40_40_20_120_40_450 gt:['0', '20', '-40', '40', '20'] pred:[ 0.       16.57868  40.        8.935154 20.      ]
suv_-40_0_-20_20_0_0_20_450 gt:['-40', '0', '-20', '20', '0'] pred:[42.900654  0.       17.835672 20.        0.      ]
suv_-40_20_-20_20_0_80_20_450 gt:['-40', '20', '-20', '20', '0'] pred:[41.65438  20.       17.254168 20.        0.      ]
sedan2door_-40_20_-40_40_20_240_20_450 gt:['-40', '20', '-40', '40', '20'] pred:[40.       16.888573 40.        8.370453 17.276613]
suv_-40_0_-20_40_20_120_20_400 gt:['-40', '0', '-20', '40', '20'] pred:[40.         3.3799362 20.        43.09104   20.       ]
sedan2door_-40_20_-40_40_0_120_80_450 gt:['-40', '20', '-40', '40', '0'] pred:[41.38407   19.367344  11.108931   7.9616914  2.587078 ]
hybrid_-20_40_-40_0_40_280_20_450 gt:['-20', '40', '-40', '0', '40'] pred:[20.258366  40.         7.2459083  0.        45.73583  ]
sedan4door_-40_20_0_20_40_240_80_450 gt:['-40', '20', '0', '20', '40'] pred:[46.570576  17.326427   3.3779318  9.824131  42.28159  ]
suv_-20_20_-40_0_0_120_40_400 gt:['-20', '20', '-40', '0', '0'] pred:[20.       17.64241  40.        2.791541  0.      ]
hybrid_0_0_-40_20_20_320_80_450 gt:['0', '0', '-40', '20', '20'] pred:[ 1.7706207  1.3144118  6.930424   6.9312506 19.799688 ]
suv_-20_20_-40_20_40_0_20_450 gt:['-20', '20', '-40', '20', '40'] pred:[17.57477  20.       44.262005 20.       40.      ]
suv_0_0_-20_20_20_320_40_400 gt:['0', '0', '-20', '20', '20'] pred:[ 2.0420659  0.        20.090813  20.        18.716312 ]
hatchback_-20_20_-20_20_0_40_40_400 gt:['-20', '20', '-20', '20', '0'] pred:[17.149906  20.        12.477638  20.         1.9411154]
sedan4door_-40_20_-40_0_20_0_80_400 gt:['-40', '20', '-40', '0', '20'] pred:[43.388718  20.422085  41.95096    3.8854306 18.276049 ]
suv_-40_20_-40_40_40_360_60_450 gt:['-40', '20', '-40', '40', '40'] pred:[39.164932 24.649813 40.900726 40.       39.615105]
sedan2door_0_20_0_40_0_160_40_400 gt:['0', '20', '0', '40', '0'] pred:[ 0.        18.794222   0.        10.824083   1.3412693]
hatchback_-20_40_-40_40_40_80_20_400 gt:['-20', '40', '-40', '40', '40'] pred:[13.297268 40.       38.311565 40.       40.      ]
sedan2door_-20_0_0_40_20_160_60_400 gt:['-20', '0', '0', '40', '20'] pred:[15.898823   2.4666102  0.         5.5123367 21.743826 ]
suv_0_20_-20_0_40_40_20_400 gt:['0', '20', '-20', '0', '40'] pred:[ 1.9222529 20.        20.658545   0.        40.       ]
hybrid_-20_0_0_0_0_320_20_450 gt:['-20', '0', '0', '0', '0'] pred:[18.79536    0.        20.061823   0.         0.9094794]
suv_-40_40_0_20_20_120_40_400 gt:['-40', '40', '0', '20', '20'] pred:[40.       42.061657  0.       14.35381  20.      ]
hybrid_-20_40_0_20_20_40_80_400 gt:['-20', '40', '0', '20', '20'] pred:[20.188189 44.245094 22.87754  14.096617 21.430702]
hatchback_-20_0_-20_0_40_120_80_450 gt:['-20', '0', '-20', '0', '40'] pred:[18.606321   2.6590095 12.114187   2.3392534 40.399036 ]
hatchback_-40_40_-40_0_0_40_60_400 gt:['-40', '40', '-40', '0', '0'] pred:[43.699913  38.040623  43.53783    0.         1.4324745]
sedan2door_-40_20_-40_0_40_40_40_400 gt:['-40', '20', '-40', '0', '40'] pred:[41.803535 20.       12.320824  0.       45.284904]
suv_0_20_0_20_40_40_40_400 gt:['0', '20', '0', '20', '40'] pred:[ 1.4223068 20.         2.1110318 20.        44.376884 ]
sedan2door_-20_40_-40_20_20_360_80_400 gt:['-20', '40', '-40', '20', '20'] pred:[21.728464 41.40884  12.505945 16.39499  17.692554]
sedan4door_-40_40_-40_0_40_360_80_450 gt:['-40', '40', '-40', '0', '40'] pred:[42.257057  40.017357  41.846622   3.0844455 40.941025 ]
sedan4door_-40_20_-20_0_40_80_60_450 gt:['-40', '20', '-20', '0', '40'] pred:[39.4218    18.3727    17.20941    3.3870893 42.43104  ]
sedan4door_-20_0_-40_0_20_80_40_450 gt:['-20', '0', '-40', '0', '20'] pred:[14.812988   1.7420982 47.00097    0.        20.       ]
hatchback_0_40_-20_20_20_120_80_400 gt:['0', '40', '-20', '20', '20'] pred:[ 1.928844 42.69978  16.901106 17.462029 18.124279]
sedan2door_-40_40_-40_20_40_40_80_400 gt:['-40', '40', '-40', '20', '40'] pred:[41.450924 40.71396  11.819109 18.220577 38.59689 ]
hatchback_0_20_-40_20_40_80_80_450 gt:['0', '20', '-40', '20', '40'] pred:[ 2.2177982 17.022     44.788162  13.416506  40.       ]
hybrid_-20_40_-20_40_20_0_20_450 gt:['-20', '40', '-20', '40', '20'] pred:[11.161787 40.        9.467166 40.       20.      ]
sedan2door_0_20_-40_40_20_0_40_400 gt:['0', '20', '-40', '40', '20'] pred:[ 1.6915445 20.         8.916935  40.        17.436409 ]
sedan4door_0_40_-40_0_20_280_40_450 gt:['0', '40', '-40', '0', '20'] pred:[ 5.133918 46.33304  34.360023 11.463288 24.809933]
sedan2door_-40_0_0_0_20_280_40_450 gt:['-40', '0', '0', '0', '20'] pred:[40.29251   2.080885 10.940395  8.504285 17.647497]
hatchback_-20_20_0_0_40_360_20_450 gt:['-20', '20', '0', '0', '40'] pred:[17.300493  20.         1.8798599  0.        40.       ]
hybrid_-40_20_0_40_0_160_80_400 gt:['-40', '20', '0', '40', '0'] pred:[44.066242 20.653482 17.088745 19.547876  2.549472]
hatchback_-20_20_-40_20_20_280_80_450 gt:['-20', '20', '-40', '20', '20'] pred:[20.31761  16.83113  42.32749  19.77149  18.196264]
suv_0_0_-20_20_20_200_60_450 gt:['0', '0', '-20', '20', '20'] pred:[ 7.840568   2.0879261 20.        14.926766  22.006145 ]
sedan2door_-40_20_0_0_0_200_60_450 gt:['-40', '20', '0', '0', '0'] pred:[41.01284   19.676346   0.        19.634197   1.7317144]
sedan4door_0_0_-20_40_40_280_60_450 gt:['0', '0', '-20', '40', '40'] pred:[ 3.6354551  4.7298336 17.302794  41.210278  43.80067  ]
sedan2door_0_0_-20_0_40_320_80_400 gt:['0', '0', '-20', '0', '40'] pred:[ 2.1914823  1.7834661  7.212785   6.698877  41.594955 ]
hybrid_-40_0_0_20_0_240_60_400 gt:['-40', '0', '0', '20', '0'] pred:[44.267723   2.8919065 19.012417   3.729714   1.00878  ]
hybrid_0_20_0_0_0_0_60_400 gt:['0', '20', '0', '0', '0'] pred:[ 1.6766413 17.593464   7.785515   0.         0.9197384]
suv_-20_0_-20_20_0_160_60_400 gt:['-20', '0', '-20', '20', '0'] pred:[20.236925   1.2645003 20.        15.896028   1.2205839]
suv_-20_0_-20_40_0_240_80_400 gt:['-20', '0', '-20', '40', '0'] pred:[13.876724   3.1779397 16.318268  41.132385   2.5105674]
suv_-20_20_-20_40_0_200_80_400 gt:['-20', '20', '-20', '40', '0'] pred:[19.286896  14.715032  18.2251    43.31037    1.9579237]
hybrid_-20_40_-20_0_0_160_20_450 gt:['-20', '40', '-20', '0', '0'] pred:[20.      39.06704 20.      17.0571   0.     ]
sedan2door_0_0_0_0_20_120_40_450 gt:['0', '0', '0', '0', '20'] pred:[ 0.         1.9283652  0.         3.2591293 20.       ]
sedan2door_0_20_0_40_20_320_20_400 gt:['0', '20', '0', '40', '20'] pred:[ 2.146527 20.        8.257518 40.       15.743151]
sedan4door_-40_20_-20_40_0_0_20_450 gt:['-40', '20', '-20', '40', '0'] pred:[44.086987 20.       18.024445 40.        0.      ]
hybrid_0_0_0_40_20_240_80_450 gt:['0', '0', '0', '40', '20'] pred:[ 2.384786   2.0889285  9.515515   5.7022753 17.964785 ]
hatchback_0_0_-40_0_20_120_80_450 gt:['0', '0', '-40', '0', '20'] pred:[ 2.451242   2.3915706 46.09052    2.3545191 19.906988 ]
hybrid_-40_40_-20_0_20_120_20_400 gt:['-40', '40', '-20', '0', '20'] pred:[40.       45.54262  20.       23.904219 20.      ]
hatchback_-20_20_-20_20_20_120_40_400 gt:['-20', '20', '-20', '20', '20'] pred:[20.       19.097336 20.       18.863504 20.      ]
