hatchback_-30_23_-4_35_15_140_70_420:gt ['-30', '23', '-4', '35', '15']:pred [15.760828  14.163528   4.        22.537062   5.9635487]
sedan4door_-17_23_-22_10_28_20_70_420:gt ['-17', '23', '-22', '10', '28']:pred [14.589037 19.890255 28.509085 23.047787 14.451582]
hatchback_-17_45_-4_48_15_50_30_420:gt ['-17', '45', '-4', '48', '15']:pred [15.513427 45.       12.895006 48.       15.      ]
hatchback_-30_15_-36_10_46_50_70_420:gt ['-30', '15', '-36', '10', '46']:pred [17.194332 21.317833 36.177032 10.       33.150246]
hatchback_-17_45_-36_48_28_20_30_420:gt ['-17', '45', '-36', '48', '28']:pred [14.01114  45.       37.09181  48.       28.832998]
hybrid_-17_45_-36_48_46_20_30_420:gt ['-17', '45', '-36', '48', '46']:pred [ 8.479473 45.       36.       48.       38.078556]
hatchback_-17_15_-4_10_46_20_70_420:gt ['-17', '15', '-4', '10', '46']:pred [ 6.609704 14.987247 15.841145 10.       30.129988]
sedan4door_-30_15_-4_10_46_230_70_420:gt ['-30', '15', '-4', '10', '46']:pred [13.077256 22.764765 27.115702 15.063846 17.909395]
hybrid_-50_15_-4_10_28_140_70_420:gt ['-50', '15', '-4', '10', '28']:pred [44.586666 15.424994  4.       10.       21.451172]
hatchback_-30_23_-22_10_46_140_70_420:gt ['-30', '23', '-22', '10', '46']:pred [23.95495  14.962678 22.       11.928143 34.359432]
hybrid_-30_15_-4_10_46_50_70_420:gt ['-30', '15', '-4', '10', '46']:pred [22.239914 20.063734  4.       10.       32.387157]
sedan2door_-17_15_-4_48_28_20_70_420:gt ['-17', '15', '-4', '48', '28']:pred [ 7.421677 12.03454   4.       48.       15.392205]
sedan4door_-17_15_-4_35_46_50_70_420:gt ['-17', '15', '-4', '35', '46']:pred [ 9.949438 27.651579  8.167674 35.       15.492681]
suv_-30_23_-36_35_15_230_30_420:gt ['-30', '23', '-36', '35', '15']:pred [30.       13.273449 36.       37.623116 24.99479 ]
sedan2door_-50_45_-4_10_28_140_30_420:gt ['-50', '45', '-4', '10', '28']:pred [50.       37.775208  4.       10.       28.      ]
sedan4door_-50_23_-36_10_28_230_30_420:gt ['-50', '23', '-36', '10', '28']:pred [50.        15.627485  36.         6.3162003 44.83874  ]
suv_-50_15_-36_35_15_140_70_420:gt ['-50', '15', '-36', '35', '15']:pred [37.627987  13.776631  36.        22.513258   3.9684708]
hybrid_-17_23_-36_10_15_230_30_420:gt ['-17', '23', '-36', '10', '15']:pred [17.       14.751553 36.       10.       10.484729]
sedan4door_-17_45_-4_10_28_140_30_420:gt ['-17', '45', '-4', '10', '28']:pred [17.        32.19627    4.         2.7702029 28.       ]
hybrid_-50_23_-4_48_46_140_70_420:gt ['-50', '23', '-4', '48', '46']:pred [45.863262 21.608446  4.       48.       35.27942 ]
sedan4door_-17_15_-4_35_28_50_70_420:gt ['-17', '15', '-4', '35', '28']:pred [ 9.484366 32.0652    8.815585 35.       10.917517]
hybrid_-30_15_-22_10_15_230_70_420:gt ['-30', '15', '-22', '10', '15']:pred [23.939949  18.910074  22.        10.         7.1984305]
suv_-30_45_-22_35_15_50_30_420:gt ['-30', '45', '-22', '35', '15']:pred [31.74271 45.      47.94528 35.      15.     ]
hybrid_-17_23_-36_10_28_140_30_420:gt ['-17', '23', '-36', '10', '28']:pred [17.       21.587984 36.       10.       28.      ]
sedan4door_-30_45_-22_35_28_230_70_420:gt ['-30', '45', '-22', '35', '28']:pred [13.254169 46.430836 37.48445  42.879864 10.122302]
hybrid_-30_45_-4_48_46_50_30_420:gt ['-30', '45', '-4', '48', '46']:pred [30.710417 45.        4.       48.       27.895424]
suv_-30_15_-4_48_46_50_70_420:gt ['-30', '15', '-4', '48', '46']:pred [21.471848  21.124805   6.7080584 24.152733  33.09292  ]
sedan4door_-50_45_-4_10_46_230_30_420:gt ['-50', '45', '-4', '10', '46']:pred [50.       40.294197  4.       10.098029 48.34372 ]
hybrid_-50_23_-36_35_15_140_70_420:gt ['-50', '23', '-36', '35', '15']:pred [37.3756    21.289047  36.        35.         6.6532183]
hybrid_-50_45_-22_35_46_140_70_420:gt ['-50', '45', '-22', '35', '46']:pred [43.5383   34.39398  22.       35.       28.686476]
suv_-50_23_-36_48_28_50_70_420:gt ['-50', '23', '-36', '48', '28']:pred [27.44461  28.856524 43.258106 48.       12.580479]
suv_-17_23_-36_35_15_20_70_420:gt ['-17', '23', '-36', '35', '15']:pred [17.085606 26.094934 45.18344  35.       11.160415]
sedan2door_-30_23_-36_10_46_140_30_420:gt ['-30', '23', '-36', '10', '46']:pred [30.       23.209608 36.       10.       46.      ]
suv_-30_45_-36_48_28_20_70_420:gt ['-30', '45', '-36', '48', '28']:pred [24.910265 38.15865  44.94358  48.       26.689875]
sedan4door_-30_45_-36_35_46_50_30_420:gt ['-30', '45', '-36', '35', '46']:pred [35.37408  45.       51.741467 35.       46.      ]
hatchback_-50_15_-36_10_46_230_70_420:gt ['-50', '15', '-36', '10', '46']:pred [35.93608  25.91087  45.844078 26.247921 27.658735]
suv_-30_15_-36_48_15_140_70_420:gt ['-30', '15', '-36', '48', '15']:pred [21.499277  16.04072   33.4489    28.371428   6.7719707]
hatchback_-50_15_-4_48_28_20_30_420:gt ['-50', '15', '-4', '48', '28']:pred [34.49241  15.       10.928043 48.       25.587252]
sedan2door_-50_23_-36_10_15_20_30_420:gt ['-50', '23', '-36', '10', '15']:pred [34.45651  23.       36.       10.       23.804607]
hybrid_-17_45_-36_10_28_50_70_420:gt ['-17', '45', '-36', '10', '28']:pred [17.218422 39.068634 36.       10.       14.039602]
sedan2door_-50_23_-22_35_46_50_70_420:gt ['-50', '23', '-22', '35', '46']:pred [31.018034 21.82036  22.       35.       19.595251]
sedan4door_-30_23_-4_10_28_230_30_420:gt ['-30', '23', '-4', '10', '28']:pred [30.        16.848877   4.         6.0501785 44.837753 ]
hybrid_-50_23_-36_10_28_140_30_420:gt ['-50', '23', '-36', '10', '28']:pred [50.       22.478424 36.       10.       28.      ]
sedan2door_-17_15_-22_48_28_140_30_420:gt ['-17', '15', '-22', '48', '28']:pred [17.       12.397331 22.       48.       28.      ]
sedan4door_-30_23_-22_35_46_50_30_420:gt ['-30', '23', '-22', '35', '46']:pred [32.844833 23.       45.907593 35.       46.      ]
hybrid_-30_45_-4_48_46_20_70_420:gt ['-30', '45', '-4', '48', '46']:pred [21.28118  35.154552  4.       48.       29.545313]
sedan2door_-30_45_-22_10_46_20_70_420:gt ['-30', '45', '-22', '10', '46']:pred [29.883276 43.87201  22.       10.       28.598555]
hybrid_-30_45_-36_10_15_230_30_420:gt ['-30', '45', '-36', '10', '15']:pred [30.       34.849174 36.       10.       22.088837]
hatchback_-50_15_-36_10_15_140_30_420:gt ['-50', '15', '-36', '10', '15']:pred [50.        19.980198  36.         2.9764423 15.       ]
sedan4door_-17_15_-22_10_28_50_30_420:gt ['-17', '15', '-22', '10', '28']:pred [16.697144 15.       39.300888 10.       28.      ]
hybrid_-17_15_-4_48_28_230_30_420:gt ['-17', '15', '-4', '48', '28']:pred [17.       12.085281  4.       48.       25.094885]
sedan2door_-17_23_-22_10_46_230_30_420:gt ['-17', '23', '-22', '10', '46']:pred [17.       17.420671 22.       10.       31.772955]
suv_-50_45_-36_48_46_140_30_420:gt ['-50', '45', '-36', '48', '46']:pred [50.       27.89965  36.       30.042776 46.      ]
hatchback_-30_45_-4_10_46_230_30_420:gt ['-30', '45', '-4', '10', '46']:pred [30.       31.307127  4.       10.777434 50.292038]
hybrid_-17_15_-36_10_28_20_30_420:gt ['-17', '15', '-36', '10', '28']:pred [11.013303 15.       36.       10.       18.485058]
suv_-50_23_-22_10_28_20_70_420:gt ['-50', '23', '-22', '10', '28']:pred [36.23935  28.271048 41.12274  10.       26.078043]
hatchback_-30_23_-36_35_15_20_70_420:gt ['-30', '23', '-36', '35', '15']:pred [13.568794 26.391258 40.605133 29.702051 18.88495 ]
suv_-30_15_-22_48_15_20_70_420:gt ['-30', '15', '-22', '48', '15']:pred [26.217484 26.115704 44.918377 48.       16.560375]
hatchback_-30_23_-36_48_28_20_30_420:gt ['-30', '23', '-36', '48', '28']:pred [19.494972 23.       36.138123 48.       25.59686 ]
sedan2door_-50_45_-22_48_46_230_30_420:gt ['-50', '45', '-22', '48', '46']:pred [50.       34.76827  22.       48.       32.098537]
sedan2door_-50_15_-36_48_46_230_30_420:gt ['-50', '15', '-36', '48', '46']:pred [50.        7.287593 36.       48.       26.269012]
suv_-17_45_-36_35_28_140_30_420:gt ['-17', '45', '-36', '35', '28']:pred [17.       30.423128 36.       23.72766  28.      ]
sedan4door_-30_23_-4_35_28_20_30_420:gt ['-30', '23', '-4', '35', '28']:pred [27.710567 23.        9.76274  35.       31.362398]
suv_-30_23_-36_48_15_20_70_420:gt ['-30', '23', '-36', '48', '15']:pred [25.821724 25.731905 48.14049  48.       16.438574]
sedan2door_-50_23_-4_10_46_50_70_420:gt ['-50', '23', '-4', '10', '46']:pred [31.06489  22.116398  4.       10.       18.639524]
sedan4door_-17_45_-4_35_46_230_30_420:gt ['-17', '45', '-4', '35', '46']:pred [17.       39.131027  4.       36.75293  50.02864 ]
sedan4door_-17_23_-22_10_15_230_30_420:gt ['-17', '23', '-22', '10', '15']:pred [17.       15.889565 22.        4.596344 39.52052 ]
hatchback_-50_23_-4_48_15_50_30_420:gt ['-50', '23', '-4', '48', '15']:pred [43.91003  23.       14.179895 48.       15.      ]
hybrid_-17_45_-4_48_28_140_30_420:gt ['-17', '45', '-4', '48', '28']:pred [17.      38.34788  4.      48.      28.     ]
hybrid_-17_15_-4_48_28_140_70_420:gt ['-17', '15', '-4', '48', '28']:pred [20.519558 10.878705  4.       48.       24.3221  ]
sedan2door_-17_15_-22_10_15_140_30_420:gt ['-17', '15', '-22', '10', '15']:pred [17.       12.529691 22.       10.       15.      ]
suv_-17_23_-4_48_28_50_70_420:gt ['-17', '23', '-4', '48', '28']:pred [12.795407 25.383575  6.031243 21.38749  13.777921]
suv_-17_23_-22_35_15_20_70_420:gt ['-17', '23', '-22', '35', '15']:pred [20.020884 23.335047 37.654808 35.       14.602218]
sedan4door_-17_45_-4_48_15_50_30_420:gt ['-17', '45', '-4', '48', '15']:pred [13.007336 45.        9.961488 48.       26.720118]
suv_-17_23_-22_48_15_230_30_420:gt ['-17', '23', '-22', '48', '15']:pred [17.       13.778621 22.       44.28846  22.817476]
hatchback_-30_23_-36_48_28_50_70_420:gt ['-30', '23', '-36', '48', '28']:pred [16.907326 28.552624 38.062847 48.       20.491417]
sedan4door_-30_23_-4_48_46_230_30_420:gt ['-30', '23', '-4', '48', '46']:pred [30.       10.47412   4.       39.747303 51.510742]
hybrid_-50_15_-4_35_46_140_70_420:gt ['-50', '15', '-4', '35', '46']:pred [45.824467 15.671519  4.       35.       37.68066 ]
suv_-50_23_-36_10_15_20_30_420:gt ['-50', '23', '-36', '10', '15']:pred [36.48852  23.       45.593136 10.       24.87955 ]
suv_-50_45_-4_10_28_230_70_420:gt ['-50', '45', '-4', '10', '28']:pred [13.117357 41.63167  31.459375 23.088518  8.000658]
hybrid_-17_45_-36_35_46_20_70_420:gt ['-17', '45', '-36', '35', '46']:pred [ 7.277981 33.701096 22.331587 35.       28.160389]
sedan4door_-17_15_-4_48_28_140_30_420:gt ['-17', '15', '-4', '48', '28']:pred [17.       12.623114  4.       23.130344 28.      ]
suv_-50_45_-22_35_28_20_70_420:gt ['-50', '45', '-22', '35', '28']:pred [34.967384 40.184036 40.532864 35.       22.434927]
hybrid_-17_45_-4_35_28_230_70_420:gt ['-17', '45', '-4', '35', '28']:pred [11.197222 32.84763   4.       35.       17.341854]
suv_-50_23_-36_35_15_140_70_420:gt ['-50', '23', '-36', '35', '15']:pred [39.025352  20.077003  36.        20.278965   3.4097297]
sedan2door_-17_15_-22_35_15_230_30_420:gt ['-17', '15', '-22', '35', '15']:pred [17.        7.431724 22.       35.       14.78379 ]
hybrid_-17_23_-22_10_15_140_70_420:gt ['-17', '23', '-22', '10', '15']:pred [14.869972  13.430494  22.        10.         7.4245157]
sedan4door_-50_23_-22_48_15_140_70_420:gt ['-50', '23', '-22', '48', '15']:pred [38.085342  11.7725115 22.        38.81854    5.8798027]
suv_-30_45_-4_10_46_50_30_420:gt ['-30', '45', '-4', '10', '46']:pred [26.377827 45.        8.834298 10.       38.25377 ]
sedan4door_-17_45_-36_48_15_20_70_420:gt ['-17', '45', '-36', '48', '15']:pred [13.899212 39.818535 39.215904 28.65209   7.663724]
hatchback_-50_45_-22_35_15_230_30_420:gt ['-50', '45', '-22', '35', '15']:pred [50.       33.66845  22.       43.695206 29.306103]
suv_-50_23_-4_10_28_140_30_420:gt ['-50', '23', '-4', '10', '28']:pred [50.       26.040535  4.        4.395601 28.      ]
suv_-17_15_-36_10_15_230_30_420:gt ['-17', '15', '-36', '10', '15']:pred [17.       13.173973 36.        8.416366 20.635468]
hatchback_-30_15_-4_35_15_140_70_420:gt ['-30', '15', '-4', '35', '15']:pred [17.73406    9.701446   4.        25.806763   4.8487644]
sedan2door_-30_23_-4_35_15_20_30_420:gt ['-30', '23', '-4', '35', '15']:pred [29.337389 23.        4.       35.       17.532467]
suv_-50_15_-36_48_15_20_70_420:gt ['-50', '15', '-36', '48', '15']:pred [29.049746 25.353565 48.13508  48.       11.530123]
hybrid_-30_23_-22_10_15_140_70_420:gt ['-30', '23', '-22', '10', '15']:pred [24.45155   18.346308  22.        10.         7.6252494]
suv_-30_15_-36_35_28_20_30_420:gt ['-30', '15', '-36', '35', '28']:pred [37.30794  15.       41.36759  35.       37.042923]
hatchback_-17_15_-36_48_28_230_70_420:gt ['-17', '15', '-36', '48', '28']:pred [12.28697  23.530012 42.342735 37.972683 16.080297]
suv_-50_45_-36_10_46_50_30_420:gt ['-50', '45', '-36', '10', '46']:pred [39.85066  45.       50.305622 10.       46.      ]
hybrid_-30_23_-4_48_15_140_30_420:gt ['-30', '23', '-4', '48', '15']:pred [30.       24.250675  4.       48.       15.      ]
sedan2door_-50_45_-22_35_28_20_70_420:gt ['-50', '45', '-22', '35', '28']:pred [32.90264  29.119589 22.       35.        8.13863 ]
sedan4door_-17_45_-36_35_15_140_30_420:gt ['-17', '45', '-36', '35', '15']:pred [17.       28.508451 36.       18.542427 15.      ]
sedan4door_-30_45_-22_35_15_230_30_420:gt ['-30', '45', '-22', '35', '15']:pred [30.       35.090637 22.       28.069447 33.6317  ]
sedan2door_-30_15_-22_35_46_20_70_420:gt ['-30', '15', '-22', '35', '46']:pred [24.976284 18.269913 22.       35.       29.277075]
sedan4door_-30_15_-22_35_46_140_70_420:gt ['-30', '15', '-22', '35', '46']:pred [32.42172   6.037067 22.       28.859083 19.625444]
hatchback_-17_15_-4_48_15_140_30_420:gt ['-17', '15', '-4', '48', '15']:pred [17.       25.057821  4.       26.915136 15.      ]
sedan4door_-17_15_-22_35_28_230_30_420:gt ['-17', '15', '-22', '35', '28']:pred [17.        6.37112  22.       25.970064 46.220695]
hybrid_-17_45_-36_35_15_140_30_420:gt ['-17', '45', '-36', '35', '15']:pred [17.       39.816372 36.       35.       15.      ]
hybrid_-17_15_-22_10_15_140_70_420:gt ['-17', '15', '-22', '10', '15']:pred [16.027596  9.364781 22.       10.        9.71418 ]
sedan2door_-17_15_-36_48_46_20_30_420:gt ['-17', '15', '-36', '48', '46']:pred [15.603204 15.       36.       48.       41.23996 ]
sedan4door_-50_45_-36_48_28_230_70_420:gt ['-50', '45', '-36', '48', '28']:pred [29.457386 46.86932  42.45782  47.109783  9.052084]
hybrid_-30_45_-36_10_28_20_30_420:gt ['-30', '45', '-36', '10', '28']:pred [26.717995 45.       36.       10.       17.71113 ]
hatchback_-17_45_-36_10_28_140_70_420:gt ['-17', '45', '-36', '10', '28']:pred [11.886827 30.964548 17.733288 21.99759  27.985579]
hatchback_-17_15_-22_35_28_140_30_420:gt ['-17', '15', '-22', '35', '28']:pred [17.       21.279446 22.       22.87056  28.      ]
hatchback_-50_15_-4_48_46_230_30_420:gt ['-50', '15', '-4', '48', '46']:pred [50.         6.4254403  4.        40.577465  52.505184 ]
hatchback_-50_15_-36_48_28_20_70_420:gt ['-50', '15', '-36', '48', '28']:pred [33.407764  15.9168415 40.575676  48.        26.299854 ]
hybrid_-30_23_-4_48_15_50_30_420:gt ['-30', '23', '-4', '48', '15']:pred [35.622726 23.        4.       48.        7.102839]
hatchback_-17_45_-36_10_28_50_70_420:gt ['-17', '45', '-36', '10', '28']:pred [ 9.565683 40.79741  39.571785 10.       17.401043]
hybrid_-30_45_-36_10_28_20_70_420:gt ['-30', '45', '-36', '10', '28']:pred [20.463505 35.280582 36.       10.       21.07534 ]
sedan2door_-50_45_-36_35_28_20_30_420:gt ['-50', '45', '-36', '35', '28']:pred [38.706406 45.       36.       35.       33.9572  ]
hybrid_-50_45_-36_35_28_140_30_420:gt ['-50', '45', '-36', '35', '28']:pred [50.       37.741257 36.       35.       28.      ]
sedan4door_-17_15_-36_35_46_50_30_420:gt ['-17', '15', '-36', '35', '46']:pred [15.79812  15.       44.572044 35.       46.      ]
sedan4door_-50_23_-22_35_46_230_70_420:gt ['-50', '23', '-22', '35', '46']:pred [22.768726 35.22528  39.643677 38.287144 15.593421]
sedan4door_-50_45_-22_35_46_230_30_420:gt ['-50', '45', '-22', '35', '46']:pred [50.       38.146202 22.       39.00884  47.81989 ]
hatchback_-50_23_-36_48_46_230_70_420:gt ['-50', '23', '-36', '48', '46']:pred [35.217724 31.85241  44.46452  42.300625 30.40369 ]
hybrid_-50_15_-22_10_46_230_70_420:gt ['-50', '15', '-22', '10', '46']:pred [37.387245 18.468634 22.       10.       27.746216]
sedan2door_-30_15_-22_35_28_50_30_420:gt ['-30', '15', '-22', '35', '28']:pred [38.50142 15.      22.      35.      28.     ]
suv_-30_23_-36_48_28_50_30_420:gt ['-30', '23', '-36', '48', '28']:pred [32.699654 23.       51.91078  48.       28.      ]
hatchback_-30_15_-22_35_46_140_70_420:gt ['-30', '15', '-22', '35', '46']:pred [23.088413  9.252858 21.652025 23.74465  29.794924]
hybrid_-30_23_-22_10_46_20_70_420:gt ['-30', '23', '-22', '10', '46']:pred [20.501596 20.843954 22.       10.       27.18718 ]
hatchback_-50_15_-22_10_15_140_30_420:gt ['-50', '15', '-22', '10', '15']:pred [50.        18.98815   22.         3.1891751 15.       ]
hybrid_-50_23_-4_10_15_50_70_420:gt ['-50', '23', '-4', '10', '15']:pred [28.125914 29.619286  4.       10.       13.597786]
sedan2door_-17_45_-4_10_15_20_70_420:gt ['-17', '45', '-4', '10', '15']:pred [13.672734 38.97833   4.       10.       17.26485 ]
sedan4door_-17_23_-22_48_28_50_70_420:gt ['-17', '23', '-22', '48', '28']:pred [ 8.434617 35.574623 23.983967 48.       18.159515]
hybrid_-30_45_-22_48_28_140_70_420:gt ['-30', '45', '-22', '48', '28']:pred [28.242582 31.466135 22.       48.       13.86949 ]
suv_-50_23_-36_48_15_50_70_420:gt ['-50', '23', '-36', '48', '15']:pred [27.463179  30.263018  44.919224  28.142267   5.8361974]
sedan2door_-17_15_-22_35_15_140_30_420:gt ['-17', '15', '-22', '35', '15']:pred [17.       12.567793 22.       35.       15.      ]
sedan4door_-50_15_-22_10_28_230_70_420:gt ['-50', '15', '-22', '10', '28']:pred [22.591139 24.386269 34.680344 18.16494   9.117015]
hatchback_-50_15_-22_10_15_140_70_420:gt ['-50', '15', '-22', '10', '15']:pred [31.288425  11.345681  22.         6.264494   6.0083866]
sedan2door_-30_23_-36_35_15_50_30_420:gt ['-30', '23', '-36', '35', '15']:pred [40.911873 23.       36.       35.       15.      ]
suv_-30_23_-22_35_15_230_70_420:gt ['-30', '23', '-22', '35', '15']:pred [ 7.153835  26.168018  35.978115  35.84825    5.5007534]
sedan4door_-17_23_-4_48_15_140_30_420:gt ['-17', '23', '-4', '48', '15']:pred [17.       19.968641  4.       26.07411  15.      ]
hybrid_-30_15_-22_10_15_140_30_420:gt ['-30', '15', '-22', '10', '15']:pred [30.       14.866519 22.       10.       15.      ]
hybrid_-30_23_-22_35_46_20_70_420:gt ['-30', '23', '-22', '35', '46']:pred [19.511112 20.74596  22.       35.       26.496569]
sedan2door_-17_15_-4_10_28_230_30_420:gt ['-17', '15', '-4', '10', '28']:pred [17.         6.9472585  4.        10.        27.033522 ]
sedan4door_-17_15_-36_10_46_140_30_420:gt ['-17', '15', '-36', '10', '46']:pred [17.       11.227672 36.        6.928804 46.      ]
hatchback_-30_23_-4_48_15_230_30_420:gt ['-30', '23', '-4', '48', '15']:pred [30.       12.256163  4.       39.033813 40.54879 ]
sedan4door_-17_23_-22_48_28_50_30_420:gt ['-17', '23', '-22', '48', '28']:pred [16.261097 23.       38.141174 48.       28.      ]
sedan4door_-50_23_-36_48_46_20_30_420:gt ['-50', '23', '-36', '48', '46']:pred [30.313093 23.       48.365055 48.       33.070087]
suv_-50_23_-4_35_46_20_30_420:gt ['-50', '23', '-4', '35', '46']:pred [25.577904 23.       17.564936 35.       44.719494]
hybrid_-17_23_-22_35_15_230_70_420:gt ['-17', '23', '-22', '35', '15']:pred [ 9.471713 23.786587 22.       35.        8.377404]
hybrid_-17_15_-36_10_46_140_70_420:gt ['-17', '15', '-36', '10', '46']:pred [22.960869 11.827226 36.       10.       40.904594]
