7ccdf7bc2af0b068e43ab89cb5563740_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [ 9.269759   4.1059837  1.1479808 16.215416  44.8137   ]
5ec3322293a39816ad7e7cea4034d226_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [37.71317   4.291965 20.       20.       34.872135]
1790131f5f74b1ed973aff268eb6b00c_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [ 2.3423007 13.42796    8.964336  12.117561  22.714476 ]
923007b377bb1cab473f10e6caaeca56_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [ 8.822932  43.664978  11.3164835  9.460182  32.866856 ]
86c8a3137a716d70e742b0b5e87bec54_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [13.980584   19.256403   22.762886    0.76705515  9.653496  ]
ffe0a5b165461eb66a2345809e2bb169_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [ 4.9528913 13.894963   1.7202122 10.625827  56.132362 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [22.450214 17.205814  4.967632 15.035305 20.      ]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [40.         2.6911373 40.         4.568647  14.307501 ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [25.01677   42.387917   7.9209647 20.        20.       ]
425ba801e904cb50f3aaed7e86215c7b_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [ 4.4577584  6.601203   1.664224  20.        19.889956 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [15.098777  27.754093   7.2201605  6.8951354 26.636145 ]
9d2b7938d426633b28044fe9244db50a_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [40.          0.05479879 20.         20.          5.314051  ]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [16.387539   5.3777466 40.        20.        40.       ]
12f2905dc029f59a2479fbc7da5ed22b_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [26.607256 20.575602 40.       20.       40.      ]
ffe0a5b165461eb66a2345809e2bb169_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [ 7.2150435 22.432276   2.440216  12.725636  54.26149  ]
7c46bfff2f90f11044592db9be5db5c8_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [ 2.2200363  3.5802755  5.229299  21.115755  21.232119 ]
216d910f71942f205df3c6413d40ccb2_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [ 5.849649   2.5214198  3.2959478  6.847719  25.521599 ]
7dac31838b627748eb631ba05bd8dfe_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [14.5088825 19.374619   9.011826   4.2974534 58.207294 ]
fabcb04fc015f822ca8bf2993ca245b_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [45.63433  56.874054 12.849254 40.       40.      ]
4458ed2a746e61a3b11647ffa4306609_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [11.210132  17.86713    5.7672668 11.936048  14.808811 ]
fabcb04fc015f822ca8bf2993ca245b_20_20_40_20_20_160_80_400:gt ['20', '20', '40', '20', '20']:pred [ 5.3488483 16.262379  11.84768   10.455566  56.47724  ]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [ 4.8314495  5.717595   4.052522  10.371141  32.178535 ]
4ac021653126a29e98618a1ba17f086b_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [ 2.3856878  9.248722   2.0035524  9.798853  59.102528 ]
9d2b7938d426633b28044fe9244db50a_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [ 2.0045035   0.11557334 20.         20.          3.1628034 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.       52.876026 40.       14.019419 51.562984]
ffe0a5b165461eb66a2345809e2bb169_20_40_20_40_40_160_40_400:gt ['20', '40', '20', '40', '40']:pred [ 5.7250323  9.369028   1.8590841 10.838155  56.465687 ]
2f7cf2c2d170e3c936f37029483b3e41_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [19.953506 13.398254  6.27374  20.       59.1329  ]
1a64bf1e658652ddb11647ffa4306609_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [ 9.875714 10.263703  6.888782 20.       20.      ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [10.554911 31.381195 20.       20.       16.785883]
d2592adba4e8e62648368c1a2f71c5f3_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [15.33693  23.058102  9.490018 14.876839 24.387913]
216d910f71942f205df3c6413d40ccb2_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [ 9.638824   4.5456314  3.957177   7.3918905 22.737267 ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [10.296107  18.104227   3.6412396  9.688071  29.124569 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [ 8.582315  47.891438   6.9137273 39.993732  55.71093  ]
216d910f71942f205df3c6413d40ccb2_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [10.484589  19.360247   2.5512056 24.712635  54.269806 ]
425ba801e904cb50f3aaed7e86215c7b_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [ 3.1760378  3.0971315  1.1151631  1.035101  26.510866 ]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [ 3.6940303 15.202054   1.3082533 32.428917  38.003273 ]
425ba801e904cb50f3aaed7e86215c7b_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [ 2.869942    2.655141   20.          0.14538705 29.82858   ]
216d910f71942f205df3c6413d40ccb2_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [ 6.1751046  7.7800655  5.994904  20.        39.234222 ]
d72ffa185738bccd10b75223b5be6dbb_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [40.         5.7871876 40.        40.         6.493333 ]
a387407d49e209fdeea60824a43a0b_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [24.443851 54.933    13.280712 16.926783 29.54779 ]
6265f0745d3f40546bcd32c43682e841_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [11.999338   3.1617444 20.        40.        15.178991 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [ 4.0672646 27.661528   8.09067    2.1370718 15.398165 ]
216d910f71942f205df3c6413d40ccb2_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [ 8.471886  13.796965   2.3252213 13.377461  44.379787 ]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [ 7.341339 19.578995 40.       27.748169 54.56483 ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [ 7.4823513 26.350563  40.        31.316715  54.481445 ]
425ba801e904cb50f3aaed7e86215c7b_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.         7.5777526 13.355973   4.860978  30.045261 ]
825fb860d71c78a477c771b4b7eed82c_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [ 9.224874 50.851646  7.020255 20.       30.589685]
6265f0745d3f40546bcd32c43682e841_20_40_40_40_20_240_80_400:gt ['20', '40', '40', '40', '20']:pred [11.052594   3.2644463 40.        40.        17.182348 ]
a387407d49e209fdeea60824a43a0b_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20.       38.345127 40.       17.891117 58.15059 ]
a387407d49e209fdeea60824a43a0b_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [ 9.957722  23.46554    5.436596   4.73046    1.5953803]
70e27da90dec2de49604bf8c981ad1eb_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [ 5.318781  10.147664   8.192424   4.2006426  7.7523127]
d2592adba4e8e62648368c1a2f71c5f3_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [37.48414  43.788727  5.133191 40.       49.164215]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [ 3.2149982  6.569141   1.343576  13.823165  34.525433 ]
a88d69e53a01aab9ff1370452e3a0154_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [17.498825   2.4375954  9.3644285 20.        17.337955 ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [ 6.7491894 13.529762  40.        14.25815   52.127235 ]
86c8a3137a716d70e742b0b5e87bec54_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [ 9.858222   5.3949914  4.8667984  7.443093  35.68381  ]
216d910f71942f205df3c6413d40ccb2_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [ 9.066318 16.495224  2.263754 25.843365 41.882057]
70e27da90dec2de49604bf8c981ad1eb_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [ 5.6017604 14.336052  26.454868   0.5315603 23.116098 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [40.         5.2413526  6.1524963  5.5008163 16.756643 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [20.446789 45.577396 18.437027  5.585797 48.85779 ]
d72ffa185738bccd10b75223b5be6dbb_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [ 1.7937547 11.737936  40.        40.        13.517273 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [ 8.041877 57.536755  8.929635  9.808994 47.035473]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [40.         4.590249  40.        40.         2.9443018]
9d2b7938d426633b28044fe9244db50a_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [ 1.4449241   0.14890501 20.         20.          5.0382195 ]
a88d69e53a01aab9ff1370452e3a0154_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [14.425763   2.140286   2.9622865 21.66978   17.27635  ]
d0cf2f187acda5736be7348aa770e4ca_40_20_40_20_20_240_80_400:gt ['40', '20', '40', '20', '20']:pred [ 2.9895172 37.958565   2.468889   4.0531025 36.13607  ]
70e27da90dec2de49604bf8c981ad1eb_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [20.         9.286081  20.         2.6578913 28.576231 ]
c61ec8875746ab78227375499b768057_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [12.457642  55.123222  15.453883   2.3009174 14.973808 ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [22.506971 43.740696 14.192612  4.046522 52.059116]
425ba801e904cb50f3aaed7e86215c7b_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [40.         8.8820095  8.223435   4.490266  32.33775  ]
825fb860d71c78a477c771b4b7eed82c_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [ 2.2546477 12.386181   4.3750334  9.539387  57.0233   ]
d2592adba4e8e62648368c1a2f71c5f3_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [ 6.6517525 29.664038   1.7744073 12.374003  30.517544 ]
5ec3322293a39816ad7e7cea4034d226_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [40.       10.867985 20.       40.       16.609533]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [12.719476 31.534595  3.559235 17.692049 34.491066]
86c8a3137a716d70e742b0b5e87bec54_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [ 6.464274 24.629015  6.686154 14.111537 59.21314 ]
425ba801e904cb50f3aaed7e86215c7b_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [20.         2.2403896 40.         2.6781814 12.273436 ]
fabcb04fc015f822ca8bf2993ca245b_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [11.9635725 20.145758   3.4206207 15.801479  17.62933  ]
cde88b5900e8dfba725a7749daae1afa_20_20_40_20_40_80_40_400:gt ['20', '20', '40', '20', '40']:pred [21.210394 13.746793 40.       20.       40.      ]
4ac021653126a29e98618a1ba17f086b_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [14.287148 24.009094 40.       20.       58.66005 ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [12.508371  16.69032   20.         0.3600292 54.55005  ]
825fb860d71c78a477c771b4b7eed82c_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [10.155157    9.176748    0.93881375 15.284006   29.591906  ]
923007b377bb1cab473f10e6caaeca56_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [16.242565   5.485262   3.9857821 25.470312  28.780624 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [ 4.118761  28.09104    8.37559    2.0528724 14.852684 ]
a88d69e53a01aab9ff1370452e3a0154_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [ 9.905596   7.3061604 14.354418   8.979702   7.8097754]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [10.192587  14.297913   5.9609666 20.        41.729385 ]
1a64bf1e658652ddb11647ffa4306609_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [25.615686 13.640196  4.62072  35.562656 20.      ]
1a64bf1e658652ddb11647ffa4306609_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [19.640938  16.551674   4.1625185 31.98409   20.       ]
d72ffa185738bccd10b75223b5be6dbb_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [ 2.5723686 18.509602  20.        20.        11.358669 ]
d2592adba4e8e62648368c1a2f71c5f3_20_40_20_40_20_240_40_400:gt ['20', '40', '20', '40', '20']:pred [ 3.7872286 20.626835   3.4231124 15.36917   40.07212  ]
5e87b04efd58cc8922412d2a728de1d5_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [13.810991 12.694935 20.       19.41832  58.52262 ]
5e87b04efd58cc8922412d2a728de1d5_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [16.30505   11.641654   4.0866404 25.144716  22.84897  ]
9c827e532de4967285089a13cc567dbd_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [11.641731  37.40691    7.1791463 15.125445  45.217873 ]
a387407d49e209fdeea60824a43a0b_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [ 4.469058 10.859721 18.307356 10.920809 10.570941]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [ 3.7528038 14.904828  20.        40.        25.776014 ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [ 6.701198   7.9222655 20.        40.        53.798862 ]
5ec3322293a39816ad7e7cea4034d226_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [20.078959  9.641302 40.       20.       11.580702]
c4941d6a2266813c3a2b1a2e5e169910_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [ 3.2987888  2.253507   1.8498436  6.510442  20.977493 ]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [ 4.6323934  5.5401955  5.1590347 14.032481  25.37711  ]
cde88b5900e8dfba725a7749daae1afa_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [10.25304  26.396303 40.       20.       47.793156]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [ 5.9458337 14.832746   6.695464  16.727413  59.06879  ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_20_20_0_40_400:gt ['20', '20', '20', '20', '20']:pred [36.801422 20.       20.       20.       40.69847 ]
1790131f5f74b1ed973aff268eb6b00c_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 1.173735 15.655444  1.99351  14.775373 31.934784]
4458ed2a746e61a3b11647ffa4306609_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [18.224588   7.2957478 11.728583  20.        20.       ]
a387407d49e209fdeea60824a43a0b_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [21.40051  57.42385  16.808252  9.903653 44.592255]
1790131f5f74b1ed973aff268eb6b00c_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.         8.176826  20.        12.215553  10.1099825]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [ 7.2224946  2.0740948  1.9523256 10.316386  19.768597 ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [ 8.982882 57.942093 15.23894  13.955261 53.359444]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [11.543064 14.003163 20.       40.       40.      ]
6265f0745d3f40546bcd32c43682e841_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [10.7652645  3.221378  40.        40.        17.73158  ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [11.154799 13.097683 40.       20.       40.      ]
70e27da90dec2de49604bf8c981ad1eb_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [22.498856   6.7324486  4.707468  40.         8.58276  ]
825fb860d71c78a477c771b4b7eed82c_40_20_40_40_20_160_40_400:gt ['40', '20', '40', '40', '20']:pred [ 3.5813875  4.4283423  6.850417   9.622015  40.483704 ]
4f17af1ca7ae689d409b2c4484d833cc_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [ 6.6074142  8.107325  40.        40.        13.674518 ]
5e87b04efd58cc8922412d2a728de1d5_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [23.946402 20.529234  8.425213 20.       20.      ]
7dac31838b627748eb631ba05bd8dfe_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [ 5.9898   25.187887 20.       20.        5.031672]
425ba801e904cb50f3aaed7e86215c7b_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.         2.4832566 40.         4.646387  13.860214 ]
1a64bf1e658652ddb11647ffa4306609_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [ 3.7162154 11.820821   3.454974  19.054905  17.77306  ]
7dac31838b627748eb631ba05bd8dfe_40_40_20_20_20_80_40_400:gt ['40', '40', '20', '20', '20']:pred [ 6.414014 20.601906 20.       20.       20.      ]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [12.676066  18.892593   6.6744814 40.        29.88524  ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.       11.517465 20.        6.930773 37.096058]
a88d69e53a01aab9ff1370452e3a0154_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [14.783853   2.5703886  3.3473475 22.17981   19.727612 ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [40.       16.30535  40.       20.       51.829082]
cde88b5900e8dfba725a7749daae1afa_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [33.24334   7.621421  2.885786 40.       48.730194]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [ 3.7563322  4.071644   4.4107733 11.991995  27.022919 ]
825fb860d71c78a477c771b4b7eed82c_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [ 3.9998121 10.049125   1.2543064 40.        23.710192 ]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [23.580448 24.805656 20.       40.       38.760612]
9d2b7938d426633b28044fe9244db50a_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.          0.10163201 40.         40.          3.2248359 ]
4ac021653126a29e98618a1ba17f086b_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [ 8.4696865   6.9925375   0.91297066 40.         45.133114  ]
2f7cf2c2d170e3c936f37029483b3e41_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [ 7.7259455 10.613277  13.129616  17.633234  59.481533 ]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [20.         5.5776253 40.        40.         2.6156435]
d0cf2f187acda5736be7348aa770e4ca_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [30.330065  26.298187   7.9436812  3.2052295 41.54653  ]
d0cf2f187acda5736be7348aa770e4ca_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [ 5.5094123 13.221464   4.685674   6.0095572 24.495663 ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [ 9.824392 12.146113 20.       20.       40.      ]
c61ec8875746ab78227375499b768057_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [23.748335 36.56676  20.       40.       18.324715]
5e87b04efd58cc8922412d2a728de1d5_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [ 9.55439  21.235476 12.035365  8.566506 28.586395]
a88d69e53a01aab9ff1370452e3a0154_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [22.767105   4.5486374  9.796549  40.        20.       ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [ 6.336104   7.1783915  4.858284  10.662681  56.670677 ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [29.348293 51.491245 20.       16.13263  48.301098]
