suv_-30_15_-4_10_15_140_30_420:gt ['-30', '15', '-4', '10', '15']:pred [30.        10.4353075  4.         8.330314  15.       ]
suv_-50_45_-22_48_15_20_70_420:gt ['-50', '45', '-22', '48', '15']:pred [38.75822  33.251358 30.343111 48.       17.218601]
hybrid_-30_15_-22_10_15_230_30_420:gt ['-30', '15', '-22', '10', '15']:pred [30.        8.452109 22.       10.       16.595446]
hybrid_-17_45_-36_10_46_230_70_420:gt ['-17', '45', '-36', '10', '46']:pred [29.35941  37.83898  36.       10.       33.118748]
sedan2door_-17_15_-22_35_15_50_30_420:gt ['-17', '15', '-22', '35', '15']:pred [26.380123 15.       22.       35.       15.      ]
hybrid_-50_15_-36_10_15_140_30_420:gt ['-50', '15', '-36', '10', '15']:pred [50.       14.173575 36.       10.       15.      ]
suv_-50_23_-4_10_46_20_70_420:gt ['-50', '23', '-4', '10', '46']:pred [35.911552 32.51719  14.062642 10.       36.650806]
hatchback_-50_45_-22_10_28_230_70_420:gt ['-50', '45', '-22', '10', '28']:pred [38.441124 35.36931  19.132793 13.301605 23.614836]
sedan2door_-50_23_-22_48_28_230_30_420:gt ['-50', '23', '-22', '48', '28']:pred [50.       20.768475 22.       48.       31.002123]
sedan4door_-50_15_-22_10_15_230_30_420:gt ['-50', '15', '-22', '10', '15']:pred [50.        8.448009 22.       13.713153 18.079767]
hybrid_-17_23_-4_10_46_50_70_420:gt ['-17', '23', '-4', '10', '46']:pred [27.865953  7.360264  4.       10.       29.635782]
hatchback_-17_23_-4_10_28_50_70_420:gt ['-17', '23', '-4', '10', '28']:pred [25.100674 17.710327 15.644386 10.       16.57275 ]
hatchback_-30_23_-4_10_28_20_70_420:gt ['-30', '23', '-4', '10', '28']:pred [27.296227 27.689188 21.953314 10.       26.107424]
suv_-17_15_-22_48_46_20_70_420:gt ['-17', '15', '-22', '48', '46']:pred [24.130665 25.65594  27.76756  48.       41.056683]
sedan2door_-30_23_-36_35_15_140_30_420:gt ['-30', '23', '-36', '35', '15']:pred [30.       13.031858 36.       35.       15.      ]
sedan4door_-50_15_-4_35_15_230_30_420:gt ['-50', '15', '-4', '35', '15']:pred [50.        9.571594  4.       27.272264 26.751474]
suv_-30_45_-36_48_46_140_70_420:gt ['-30', '45', '-36', '48', '46']:pred [32.002552 29.052443 36.       39.936947 38.962276]
hatchback_-50_45_-4_35_46_20_30_420:gt ['-50', '45', '-4', '35', '46']:pred [39.580017 45.       18.453156 35.       24.688812]
suv_-30_45_-22_48_46_140_70_420:gt ['-30', '45', '-22', '48', '46']:pred [31.586483 26.931765 22.       37.79994  39.420975]
hybrid_-50_23_-36_10_28_140_70_420:gt ['-50', '23', '-36', '10', '28']:pred [33.080498 24.783236 36.       10.       25.813023]
hatchback_-17_23_-36_10_15_50_70_420:gt ['-17', '23', '-36', '10', '15']:pred [27.006823 24.526411 21.643265 10.       23.273474]
hybrid_-50_45_-4_35_15_50_70_420:gt ['-50', '45', '-4', '35', '15']:pred [36.217922 32.110435  4.       35.       17.92185 ]
hatchback_-30_23_-36_48_15_50_30_420:gt ['-30', '23', '-36', '48', '15']:pred [23.12083  23.       24.071606 48.       15.      ]
sedan2door_-30_15_-4_35_46_20_30_420:gt ['-30', '15', '-4', '35', '46']:pred [30.08561 15.       4.      35.      22.89582]
sedan4door_-30_23_-22_10_15_50_30_420:gt ['-30', '23', '-22', '10', '15']:pred [24.639254 23.       27.049082 10.       15.      ]
hatchback_-17_15_-22_10_46_50_70_420:gt ['-17', '15', '-22', '10', '46']:pred [24.163658 12.908048 19.7624   10.       21.048248]
sedan2door_-50_23_-22_10_15_50_70_420:gt ['-50', '23', '-22', '10', '15']:pred [35.245407 26.874098 22.       10.       19.513521]
sedan4door_-17_45_-22_48_46_140_70_420:gt ['-17', '45', '-22', '48', '46']:pred [31.875122 30.574072 22.       38.95072  33.425514]
hatchback_-17_15_-22_48_28_230_70_420:gt ['-17', '15', '-22', '48', '28']:pred [25.384281 16.089987 27.908207 38.361828 26.818363]
suv_-50_45_-22_35_15_20_70_420:gt ['-50', '45', '-22', '35', '15']:pred [38.08218  33.859615 29.488464 35.       17.728226]
sedan4door_-30_45_-36_10_15_50_30_420:gt ['-30', '45', '-36', '10', '15']:pred [25.247494 45.       33.177673 10.       15.      ]
suv_-30_15_-36_10_46_20_70_420:gt ['-30', '15', '-36', '10', '46']:pred [30.858643 21.934689 34.87767  10.       41.311638]
suv_-30_23_-22_48_28_230_30_420:gt ['-30', '23', '-22', '48', '28']:pred [30.       16.100649 22.       36.1368   28.556068]
hybrid_-50_45_-4_48_15_230_30_420:gt ['-50', '45', '-4', '48', '15']:pred [50.       41.133297  4.       48.       16.131786]
suv_-17_23_-22_35_15_140_70_420:gt ['-17', '23', '-22', '35', '15']:pred [30.110546 19.558424 22.       24.528059 25.373905]
sedan4door_-50_45_-4_35_46_230_30_420:gt ['-50', '45', '-4', '35', '46']:pred [50.       37.11477   4.       30.87489  33.307487]
suv_-30_45_-22_48_46_230_70_420:gt ['-30', '45', '-22', '48', '46']:pred [39.403122 35.47241  30.197823 39.59809  38.24517 ]
sedan2door_-50_23_-4_48_28_140_70_420:gt ['-50', '23', '-4', '48', '28']:pred [32.917027 24.357756  4.       48.       25.05077 ]
sedan4door_-17_23_-22_35_46_50_30_420:gt ['-17', '23', '-22', '35', '46']:pred [20.39365  23.       23.155943 35.       46.      ]
sedan2door_-17_23_-4_35_15_230_30_420:gt ['-17', '23', '-4', '35', '15']:pred [17.       19.202217  4.       35.       25.659056]
suv_-50_15_-22_48_46_20_30_420:gt ['-50', '15', '-22', '48', '46']:pred [32.57571  15.       33.146385 48.       25.939396]
sedan2door_-50_45_-22_35_28_230_30_420:gt ['-50', '45', '-22', '35', '28']:pred [50.       47.443623 22.       35.       27.607622]
suv_-30_15_-4_35_46_140_70_420:gt ['-30', '15', '-4', '35', '46']:pred [32.785446 16.14717   4.       26.561493 38.65978 ]
hybrid_-30_15_-4_35_15_230_70_420:gt ['-30', '15', '-4', '35', '15']:pred [34.2636   17.601397  4.       35.       11.653389]
sedan4door_-50_15_-36_35_15_230_30_420:gt ['-50', '15', '-36', '35', '15']:pred [50.       11.269243 36.       27.516851 25.229033]
sedan4door_-30_45_-22_10_15_230_30_420:gt ['-30', '45', '-22', '10', '15']:pred [30.       34.338654 22.        9.393855 14.888472]
sedan2door_-30_45_-36_35_15_140_70_420:gt ['-30', '45', '-36', '35', '15']:pred [37.427185 31.709797 36.       35.       23.401382]
suv_-50_45_-36_48_28_230_70_420:gt ['-50', '45', '-36', '48', '28']:pred [42.205067 37.986748 36.569824 42.035767 33.094395]
sedan2door_-30_15_-4_35_46_50_30_420:gt ['-30', '15', '-4', '35', '46']:pred [22.569395 15.        4.       35.       46.      ]
sedan2door_-50_15_-4_48_28_50_30_420:gt ['-50', '15', '-4', '48', '28']:pred [29.149466 15.        4.       48.       28.      ]
sedan2door_-17_15_-36_10_28_20_30_420:gt ['-17', '15', '-36', '10', '28']:pred [17.45103  15.       36.       10.       26.554483]
suv_-17_45_-22_10_28_20_30_420:gt ['-17', '45', '-22', '10', '28']:pred [20.269947 45.       28.295786 10.       28.705929]
hatchback_-30_23_-36_35_28_140_30_420:gt ['-30', '23', '-36', '35', '28']:pred [30.       13.874905 36.       18.188063 28.      ]
hatchback_-17_23_-22_48_46_230_30_420:gt ['-17', '23', '-22', '48', '46']:pred [17.        9.071793 22.       32.729233 33.996487]
hybrid_-30_23_-22_10_15_50_30_420:gt ['-30', '23', '-22', '10', '15']:pred [25.795725 23.       22.       10.       15.      ]
suv_-17_45_-36_48_46_50_30_420:gt ['-17', '45', '-36', '48', '46']:pred [26.043613 45.       33.7892   48.       46.      ]
suv_-17_23_-4_10_46_50_30_420:gt ['-17', '23', '-4', '10', '46']:pred [24.485592 23.       23.265429 10.       46.      ]
sedan4door_-30_45_-36_35_46_50_30_420:gt ['-30', '45', '-36', '35', '46']:pred [23.937218 45.       34.54     35.       46.      ]
hatchback_-50_15_-4_10_46_20_30_420:gt ['-50', '15', '-4', '10', '46']:pred [39.818836 15.       14.748774 10.       27.47449 ]
sedan2door_-30_45_-4_35_28_140_30_420:gt ['-30', '45', '-4', '35', '28']:pred [30.       34.938446  4.       35.       28.      ]
sedan4door_-17_23_-22_48_15_230_70_420:gt ['-17', '23', '-22', '48', '15']:pred [31.71331   22.00153   30.030159  34.988037   4.7216306]
sedan2door_-30_45_-4_10_28_140_30_420:gt ['-30', '45', '-4', '10', '28']:pred [30.       35.872726  4.       10.       28.      ]
hybrid_-17_45_-22_35_46_50_30_420:gt ['-17', '45', '-22', '35', '46']:pred [27.188993 45.       22.       35.       46.      ]
suv_-17_15_-22_48_28_20_70_420:gt ['-17', '15', '-22', '48', '28']:pred [23.850935 24.050226 28.461056 48.       31.988428]
suv_-50_15_-4_48_15_50_30_420:gt ['-50', '15', '-4', '48', '15']:pred [29.305779 15.       17.006643 48.       15.      ]
sedan2door_-30_45_-22_48_46_50_70_420:gt ['-30', '45', '-22', '48', '46']:pred [33.073887 31.632565 22.       48.       32.69853 ]
sedan2door_-50_45_-36_48_46_230_30_420:gt ['-50', '45', '-36', '48', '46']:pred [50.       47.048557 36.       48.       29.051142]
hybrid_-50_45_-36_48_46_50_30_420:gt ['-50', '45', '-36', '48', '46']:pred [20.20121 45.      36.      48.      46.     ]
sedan4door_-50_45_-4_35_28_140_70_420:gt ['-50', '45', '-4', '35', '28']:pred [36.306103 29.882822  4.       34.31096  24.068846]
sedan4door_-30_23_-4_10_15_20_70_420:gt ['-30', '23', '-4', '10', '15']:pred [28.577972 22.344917 27.922169 10.       11.033433]
hybrid_-30_23_-4_10_15_230_70_420:gt ['-30', '23', '-4', '10', '15']:pred [34.628033 18.750044  4.       10.       12.604986]
hatchback_-17_45_-4_10_28_140_30_420:gt ['-17', '45', '-4', '10', '28']:pred [17.       23.206911  4.       14.344768 28.      ]
sedan2door_-50_15_-36_10_46_50_30_420:gt ['-50', '15', '-36', '10', '46']:pred [29.079166 15.       36.       10.       46.      ]
sedan4door_-30_45_-22_48_15_140_30_420:gt ['-30', '45', '-22', '48', '15']:pred [30.       38.343945 22.       35.867146 15.      ]
hybrid_-30_15_-4_48_15_20_30_420:gt ['-30', '15', '-4', '48', '15']:pred [26.819744 15.        4.       48.       23.57386 ]
suv_-17_45_-36_10_15_50_70_420:gt ['-17', '45', '-36', '10', '15']:pred [28.154093 24.79976  16.729538 10.        9.00931 ]
hybrid_-17_15_-36_35_46_140_70_420:gt ['-17', '15', '-36', '35', '46']:pred [22.53908  20.374193 36.       35.       36.999836]
hybrid_-30_23_-22_48_46_140_30_420:gt ['-30', '23', '-22', '48', '46']:pred [30.       17.785646 22.       48.       46.      ]
sedan2door_-50_15_-22_48_46_230_30_420:gt ['-50', '15', '-22', '48', '46']:pred [50.       16.132393 22.       48.       37.411884]
sedan4door_-30_45_-22_35_46_230_70_420:gt ['-30', '45', '-22', '35', '46']:pred [42.15808  35.566338 28.461706 28.762363 39.35876 ]
hybrid_-17_15_-4_35_15_230_70_420:gt ['-17', '15', '-4', '35', '15']:pred [25.567791 17.45532   4.       35.       12.206086]
hatchback_-30_45_-4_10_28_50_30_420:gt ['-30', '45', '-4', '10', '28']:pred [24.086823 45.       19.320559 10.       28.      ]
hatchback_-50_45_-22_35_15_230_70_420:gt ['-50', '45', '-22', '35', '15']:pred [36.717037 37.058365 13.299265 26.720911  9.076138]
sedan2door_-30_45_-36_48_28_230_70_420:gt ['-30', '45', '-36', '48', '28']:pred [38.623734 38.498096 36.       48.       27.787037]
suv_-50_45_-36_48_15_50_70_420:gt ['-50', '45', '-36', '48', '15']:pred [33.49401   31.97653   36.47516   48.         7.7279987]
sedan4door_-17_23_-22_10_28_20_30_420:gt ['-17', '23', '-22', '10', '28']:pred [15.77978  23.       16.634924 10.       22.589388]
hybrid_-50_15_-22_10_28_50_30_420:gt ['-50', '15', '-22', '10', '28']:pred [28.482786 15.       22.       10.       28.      ]
hybrid_-50_23_-36_48_46_230_30_420:gt ['-50', '23', '-36', '48', '46']:pred [50.       12.562189 36.       48.       39.949886]
sedan2door_-50_23_-4_10_28_50_70_420:gt ['-50', '23', '-4', '10', '28']:pred [34.702827 23.669619  4.       10.       22.44782 ]
suv_-50_23_-4_48_46_140_70_420:gt ['-50', '23', '-4', '48', '46']:pred [35.811474 14.026718  4.       39.030373 39.796448]
sedan2door_-17_45_-22_48_28_20_30_420:gt ['-17', '45', '-22', '48', '28']:pred [16.730103 45.       22.       48.       28.876793]
suv_-50_23_-36_10_28_20_30_420:gt ['-50', '23', '-36', '10', '28']:pred [40.824352 23.       40.31181  10.       20.616304]
sedan4door_-30_15_-36_48_46_140_70_420:gt ['-30', '15', '-36', '48', '46']:pred [34.354393 20.86575  36.       34.507008 35.701855]
sedan2door_-17_23_-4_35_15_230_70_420:gt ['-17', '23', '-4', '35', '15']:pred [24.666784 25.679815  4.       35.        4.028334]
sedan2door_-50_15_-36_10_28_50_70_420:gt ['-50', '15', '-36', '10', '28']:pred [33.565125 23.497438 36.       10.       21.564907]
sedan2door_-17_23_-4_35_46_20_70_420:gt ['-17', '23', '-4', '35', '46']:pred [27.4999   15.819033  4.       35.       32.66123 ]
sedan2door_-30_45_-4_10_28_20_70_420:gt ['-30', '45', '-4', '10', '28']:pred [32.684765 22.00056   4.       10.       30.805134]
sedan2door_-17_45_-4_10_46_230_70_420:gt ['-17', '45', '-4', '10', '46']:pred [29.452282 39.741585  4.       10.       35.467384]
hatchback_-17_23_-4_35_28_50_70_420:gt ['-17', '23', '-4', '35', '28']:pred [26.117905 18.208946 17.894255 35.       17.025106]
sedan4door_-17_23_-4_35_46_230_70_420:gt ['-17', '23', '-4', '35', '46']:pred [30.028246  20.258995  14.0858555 29.085846  39.76936  ]
sedan2door_-50_45_-4_48_46_50_30_420:gt ['-50', '45', '-4', '48', '46']:pred [28.009388 45.        4.       48.       46.      ]
sedan4door_-50_15_-22_10_28_140_70_420:gt ['-50', '15', '-22', '10', '28']:pred [27.974154 14.139991 22.       15.069927 28.05724 ]
hybrid_-17_23_-22_35_46_140_30_420:gt ['-17', '23', '-22', '35', '46']:pred [17.       17.051987 22.       35.       46.      ]
sedan4door_-50_23_-22_10_15_230_70_420:gt ['-50', '23', '-22', '10', '15']:pred [41.418217 27.342327 23.97108  11.185591  4.330529]
sedan4door_-17_15_-36_35_28_50_30_420:gt ['-17', '15', '-36', '35', '28']:pred [25.85608  15.       32.950787 35.       28.      ]
hybrid_-50_23_-36_48_15_50_70_420:gt ['-50', '23', '-36', '48', '15']:pred [33.235954 25.83663  36.       48.       19.130444]
suv_-17_45_-4_10_46_230_30_420:gt ['-17', '45', '-4', '10', '46']:pred [17.       21.894978  4.       25.266937 30.514   ]
sedan2door_-30_15_-36_10_28_50_30_420:gt ['-30', '15', '-36', '10', '28']:pred [24.836903 15.       36.       10.       28.      ]
sedan2door_-30_45_-22_10_28_20_70_420:gt ['-30', '45', '-22', '10', '28']:pred [32.467804 21.18279  22.       10.       30.331972]
hybrid_-50_23_-22_10_15_50_70_420:gt ['-50', '23', '-22', '10', '15']:pred [33.38459  26.448402 22.       10.       19.371971]
hybrid_-30_23_-36_35_28_140_30_420:gt ['-30', '23', '-36', '35', '28']:pred [30.        10.1056185 36.        35.        28.       ]
sedan4door_-50_45_-36_10_28_50_30_420:gt ['-50', '45', '-36', '10', '28']:pred [20.946321 45.       35.710644 10.       28.      ]
sedan4door_-30_45_-4_48_46_50_30_420:gt ['-30', '45', '-4', '48', '46']:pred [28.438362 45.       12.794895 48.       46.      ]
sedan2door_-50_15_-22_35_46_140_30_420:gt ['-50', '15', '-22', '35', '46']:pred [50.       16.405594 22.       35.       46.      ]
sedan2door_-17_45_-22_48_46_20_70_420:gt ['-17', '45', '-22', '48', '46']:pred [30.539932 21.209473 22.       48.       34.80312 ]
hatchback_-17_15_-36_48_15_140_30_420:gt ['-17', '15', '-36', '48', '15']:pred [17.       12.543903 36.       23.397593 15.      ]
sedan2door_-50_15_-22_35_28_140_30_420:gt ['-50', '15', '-22', '35', '28']:pred [50.       14.974873 22.       35.       28.      ]
sedan4door_-50_15_-22_10_28_50_30_420:gt ['-50', '15', '-22', '10', '28']:pred [27.018005 15.       37.556767 10.       28.      ]
suv_-17_23_-36_48_15_140_30_420:gt ['-17', '23', '-36', '48', '15']:pred [17.       21.021122 36.       28.605452 15.      ]
suv_-30_45_-36_10_28_20_30_420:gt ['-30', '45', '-36', '10', '28']:pred [37.326805 45.       40.547188 10.       17.303701]
sedan2door_-17_45_-4_35_46_140_70_420:gt ['-17', '45', '-4', '35', '46']:pred [31.37569  32.20353   4.       35.       29.486727]
sedan4door_-17_23_-4_10_28_230_70_420:gt ['-17', '23', '-4', '10', '28']:pred [30.280054 21.879215 10.121601 12.242657 31.278755]
sedan4door_-50_23_-4_35_28_50_70_420:gt ['-50', '23', '-4', '35', '28']:pred [39.88992   32.698315  35.384632  35.         3.2313943]
hybrid_-30_23_-22_48_28_140_70_420:gt ['-30', '23', '-22', '48', '28']:pred [29.13823  25.9119   22.       48.       24.907494]
hybrid_-17_45_-36_10_46_50_30_420:gt ['-17', '45', '-36', '10', '46']:pred [27.022984 45.       36.       10.       46.      ]
suv_-30_45_-22_10_15_230_70_420:gt ['-30', '45', '-22', '10', '15']:pred [41.805347 35.23693  28.412716 19.095297 12.377711]
hybrid_-50_45_-4_10_28_20_30_420:gt ['-50', '45', '-4', '10', '28']:pred [37.5264   45.        4.       10.       32.449738]
hybrid_-30_15_-4_48_46_20_30_420:gt ['-30', '15', '-4', '48', '46']:pred [35.981304 15.        4.       48.       26.575289]
suv_-50_15_-4_10_28_20_70_420:gt ['-50', '15', '-4', '10', '28']:pred [35.227325 25.68281  10.328594 10.       22.32864 ]
hatchback_-50_15_-4_48_28_20_30_420:gt ['-50', '15', '-4', '48', '28']:pred [40.523556 15.       20.87701  48.       21.948383]
sedan2door_-50_15_-36_10_28_140_30_420:gt ['-50', '15', '-36', '10', '28']:pred [50.       14.259925 36.       10.       28.      ]
suv_-50_23_-36_10_28_140_30_420:gt ['-50', '23', '-36', '10', '28']:pred [50.       16.987175 36.       13.835568 28.      ]
sedan4door_-30_23_-22_10_15_50_70_420:gt ['-30', '23', '-22', '10', '15']:pred [28.936136   27.402815   31.472229   10.          0.96590865]
hybrid_-30_23_-36_35_15_20_30_420:gt ['-30', '23', '-36', '35', '15']:pred [28.270025 23.       36.       35.       24.071619]
hybrid_-50_23_-4_35_15_50_30_420:gt ['-50', '23', '-4', '35', '15']:pred [26.434816 23.        4.       35.       15.      ]
sedan4door_-30_23_-36_10_15_50_30_420:gt ['-30', '23', '-36', '10', '15']:pred [25.2813  23.      35.50671 10.      15.     ]
sedan4door_-17_45_-4_48_28_20_70_420:gt ['-17', '45', '-4', '48', '28']:pred [28.537256 27.405436 15.916978 48.       23.19276 ]
suv_-17_15_-4_35_28_20_70_420:gt ['-17', '15', '-4', '35', '28']:pred [26.427948 24.420803 22.199858 35.       29.085556]
hybrid_-17_15_-36_35_28_230_70_420:gt ['-17', '15', '-36', '35', '28']:pred [26.378546 17.593899 36.       35.       24.37536 ]
hybrid_-30_23_-36_10_28_50_30_420:gt ['-30', '23', '-36', '10', '28']:pred [25.484184 23.       36.       10.       28.      ]
hybrid_-17_15_-22_48_46_140_30_420:gt ['-17', '15', '-22', '48', '46']:pred [17.        9.877666 22.       48.       46.      ]
sedan4door_-30_23_-22_48_15_50_70_420:gt ['-30', '23', '-22', '48', '15']:pred [32.44995    29.447578   28.823946   48.          0.88048637]
hybrid_-17_23_-22_35_28_20_70_420:gt ['-17', '23', '-22', '35', '28']:pred [22.580564 23.149553 22.       35.       25.483105]
hatchback_-17_23_-4_35_28_50_30_420:gt ['-17', '23', '-4', '35', '28']:pred [17.529284 23.       17.6451   35.       28.      ]
sedan2door_-30_23_-22_35_46_230_70_420:gt ['-30', '23', '-22', '35', '46']:pred [37.204037 24.43369  22.       35.       37.39583 ]
sedan2door_-30_15_-36_10_28_230_30_420:gt ['-30', '15', '-36', '10', '28']:pred [30.       12.212513 36.       10.       34.211422]
sedan4door_-30_15_-36_35_28_50_30_420:gt ['-30', '15', '-36', '35', '28']:pred [25.859758 15.       37.209793 35.       28.      ]
sedan2door_-17_45_-22_10_46_230_70_420:gt ['-17', '45', '-22', '10', '46']:pred [29.61911  39.273613 22.       10.       35.33141 ]
sedan4door_-50_15_-22_35_15_140_70_420:gt ['-50', '15', '-22', '35', '15']:pred [31.125605 18.212687 22.       21.503193 14.59569 ]
suv_-50_23_-22_10_28_20_30_420:gt ['-50', '23', '-22', '10', '28']:pred [36.522736 23.       31.1018   10.       24.422966]
hybrid_-30_45_-4_35_46_140_30_420:gt ['-30', '45', '-4', '35', '46']:pred [30.      36.39159  4.      35.      46.     ]
sedan2door_-50_23_-4_35_15_20_30_420:gt ['-50', '23', '-4', '35', '15']:pred [33.193676 23.        4.       35.       16.952507]
