Sedan4Door_-20_0_-20_0_20_80_60_400:gt ['-20', '0', '-20', '0', '20']:pred [16.840204   2.1327503 23.62803    7.3245435 11.5215435]
Hatchback_-20_20_0_0_0_240_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.        12.284644   0.         7.9453497  2.068459 ]
Hatchback_-20_0_-20_0_20_320_60_450:gt ['-20', '0', '-20', '0', '20']:pred [18.955227   4.4422736 22.043194  25.441195  11.1337805]
Hatchback_-20_0_-20_20_20_240_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.         6.2551928 20.        16.636526  17.011019 ]
Hatchback_-20_0_-20_20_0_320_60_400:gt ['-20', '0', '-20', '20', '0']:pred [18.669083   4.5862317 23.433163  28.214954   4.6439786]
Sedan4Door_-20_0_-20_20_0_0_60_400:gt ['-20', '0', '-20', '20', '0']:pred [19.268257   5.4404817 23.111431  20.         3.9345033]
Hybrid_0_20_-20_0_20_80_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 3.5048223 18.815092  20.         0.        18.387342 ]
Hatchback_-20_20_-20_20_0_80_20_400:gt ['-20', '20', '-20', '20', '0']:pred [17.547405 20.       25.10941  20.        0.      ]
Sedan2Door_-20_0_0_20_0_80_20_400:gt ['-20', '0', '0', '20', '0']:pred [21.060415  0.        0.       20.        0.      ]
Hybrid_-20_20_-20_20_0_160_60_400:gt ['-20', '20', '-20', '20', '0']:pred [20.715736  17.66299   20.        20.         3.3678122]
Hybrid_-20_0_0_20_0_320_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.668901   0.         0.        20.         5.0885305]
Suv_0_0_0_20_0_240_60_400:gt ['0', '0', '0', '20', '0']:pred [ 4.9782553  4.11317    0.        21.699503   4.1411433]
Sedan2Door_-20_0_0_20_0_320_20_400:gt ['-20', '0', '0', '20', '0']:pred [20.179382   0.         0.        20.         3.5682292]
Suv_-20_0_0_20_20_240_60_400:gt ['-20', '0', '0', '20', '20']:pred [ 3.668357  3.118549 17.195627 22.271599 11.679057]
Hatchback_0_0_-20_20_0_160_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.         3.5941122 20.        24.88086    0.       ]
Sedan2Door_-20_0_0_20_20_240_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.         2.5952082  0.        20.        17.656809 ]
Suv_-20_0_0_0_20_320_20_450:gt ['-20', '0', '0', '0', '20']:pred [19.280819  0.        3.822432  0.       19.051752]
Sedan4Door_0_0_0_20_0_80_60_400:gt ['0', '0', '0', '20', '0']:pred [ 2.3614407  3.6323495  5.407053  20.247849  13.381629 ]
Hatchback_-20_20_-20_0_0_160_20_450:gt ['-20', '20', '-20', '0', '0']:pred [20.       15.031015 20.        9.240661  0.      ]
Suv_0_0_0_20_20_0_60_450:gt ['0', '0', '0', '20', '20']:pred [ 2.086997   8.815151   4.8304725 20.        16.163506 ]
Hatchback_0_0_-20_20_20_320_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 3.6473205  0.        22.784613  20.        15.951607 ]
Sedan4Door_0_20_0_20_20_240_20_400:gt ['0', '20', '0', '20', '20']:pred [ 0.      23.3591   0.      15.77227 14.94582]
Sedan4Door_-20_20_-20_20_0_80_60_450:gt ['-20', '20', '-20', '20', '0']:pred [17.765907 16.280315 22.347157 16.718567 15.137407]
Suv_-20_0_0_20_20_160_60_450:gt ['-20', '0', '0', '20', '20']:pred [20.418882  4.267523  0.       21.083042 15.225715]
Sedan4Door_0_0_0_0_0_320_20_450:gt ['0', '0', '0', '0', '0']:pred [3.0447686 0.        4.0231247 0.        6.7501025]
Sedan4Door_0_20_-20_20_20_0_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 3.4795246 20.        22.665733  20.        20.       ]
Sedan2Door_0_20_-20_0_0_160_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.       17.091272 20.        0.        0.      ]
Sedan4Door_-20_20_-20_20_0_160_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       13.97598  20.       20.486341  0.      ]
Hatchback_-20_0_-20_0_0_240_60_400:gt ['-20', '0', '-20', '0', '0']:pred [13.073419   2.8411536 29.406199   8.004728   3.4847   ]
Hybrid_-20_20_-20_0_20_80_20_400:gt ['-20', '20', '-20', '0', '20']:pred [19.258371 20.       20.        0.       20.      ]
Hybrid_0_0_0_0_20_80_60_450:gt ['0', '0', '0', '0', '20']:pred [ 5.2618666  5.22041    0.         0.        20.502983 ]
Hybrid_-20_20_-20_20_0_240_60_450:gt ['-20', '20', '-20', '20', '0']:pred [18.277477  17.70205   20.        20.         5.9095283]
Hatchback_0_0_0_0_0_240_60_450:gt ['0', '0', '0', '0', '0']:pred [6.3270483 3.6052032 0.        6.371752  6.0000877]
Hybrid_0_0_0_0_20_0_20_400:gt ['0', '0', '0', '0', '20']:pred [ 4.5136304  0.         0.         0.        20.       ]
Hybrid_0_0_-20_20_20_320_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 4.955913  8.359807 20.       20.       21.134954]
Hybrid_-20_20_-20_20_20_160_20_400:gt ['-20', '20', '-20', '20', '20']:pred [20.       14.846526 20.       20.       20.      ]
Hatchback_-20_20_-20_0_0_0_60_400:gt ['-20', '20', '-20', '0', '0']:pred [18.907694  12.808685  20.688477   0.         2.5427454]
Sedan4Door_0_20_0_20_20_320_60_400:gt ['0', '20', '0', '20', '20']:pred [ 2.6347444  4.8186197  5.6635685 28.520742  17.21372  ]
Hatchback_-20_20_-20_20_20_240_20_450:gt ['-20', '20', '-20', '20', '20']:pred [20.       15.374996 20.       19.006256 15.902229]
Sedan4Door_0_20_-20_0_0_0_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 4.1464996 16.484793  19.63528    0.         3.8529034]
Sedan4Door_-20_20_-20_20_20_240_60_400:gt ['-20', '20', '-20', '20', '20']:pred [22.285896 15.796486 31.064114 27.345043 18.210186]
Hybrid_0_20_0_20_20_320_20_400:gt ['0', '20', '0', '20', '20']:pred [ 4.6694603 20.         0.        20.        19.884157 ]
Suv_0_0_-20_20_20_160_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 0.         4.6984735 20.        21.907936  20.       ]
Hatchback_-20_0_0_20_20_160_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.         3.9976711  0.        23.487436  20.       ]
Hybrid_-20_0_-20_20_20_80_60_450:gt ['-20', '0', '-20', '20', '20']:pred [23.385906  4.961615 20.       20.       11.256601]
Hybrid_-20_20_0_0_0_240_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.       16.892504  0.        0.        3.03905 ]
Sedan4Door_0_20_0_20_20_80_20_400:gt ['0', '20', '0', '20', '20']:pred [ 3.387344 20.        0.       20.       20.      ]
Hybrid_-20_0_0_20_20_320_60_400:gt ['-20', '0', '0', '20', '20']:pred [22.179087  5.812296  0.       20.       21.224571]
Hatchback_-20_20_-20_0_20_320_20_450:gt ['-20', '20', '-20', '0', '20']:pred [17.793941 20.       20.730072  0.       17.188915]
Sedan4Door_-20_20_-20_20_20_80_60_400:gt ['-20', '20', '-20', '20', '20']:pred [17.112492 13.14009  26.857368 17.115051 13.601789]
Hatchback_0_0_0_20_0_240_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.         5.0752006  0.        17.496384   3.428796 ]
Suv_-20_20_0_20_0_80_60_450:gt ['-20', '20', '0', '20', '0']:pred [20.881323 17.144047  7.657524 24.503975  8.976126]
Hatchback_-20_20_-20_20_20_80_20_450:gt ['-20', '20', '-20', '20', '20']:pred [19.947277 20.       24.19207  20.       20.      ]
Sedan2Door_-20_0_0_20_0_240_60_400:gt ['-20', '0', '0', '20', '0']:pred [19.425617   2.4624097  0.        20.         7.1901155]
Suv_-20_20_-20_0_0_0_20_450:gt ['-20', '20', '-20', '0', '0']:pred [19.085896 20.       20.602337  0.        0.      ]
Sedan4Door_-20_0_-20_0_0_80_60_450:gt ['-20', '0', '-20', '0', '0']:pred [17.669851   3.1872282 20.424398   7.4786468 13.722671 ]
Sedan2Door_-20_0_0_20_20_80_60_400:gt ['-20', '0', '0', '20', '20']:pred [18.809265   2.8303869  0.        20.        27.56999  ]
Hatchback_-20_20_0_0_20_160_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.       23.454512  0.        9.817621 20.      ]
Suv_0_0_0_0_20_160_20_450:gt ['0', '0', '0', '0', '20']:pred [ 0.         3.5524027  0.         7.177807  20.       ]
Sedan2Door_0_0_-20_0_20_0_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 3.091789  6.192618 20.        0.       18.18628 ]
Suv_0_0_0_0_0_160_20_450:gt ['0', '0', '0', '0', '0']:pred [0.        3.6005116 0.        8.700017  0.       ]
Sedan4Door_-20_0_-20_20_0_320_60_400:gt ['-20', '0', '-20', '20', '0']:pred [20.65733    4.5958495 21.607628  31.54933    3.7701814]
Sedan4Door_-20_20_-20_0_20_0_20_450:gt ['-20', '20', '-20', '0', '20']:pred [19.35241  20.       20.052658  0.       20.      ]
Sedan4Door_-20_0_0_20_20_160_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.         3.7869542  0.        19.583582  20.       ]
Hatchback_0_0_-20_0_20_160_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 8.940955   3.3634353 20.         9.264855  19.84801  ]
Sedan2Door_0_0_-20_0_0_320_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 3.3411772  0.        20.         0.         4.255516 ]
Hatchback_-20_20_-20_20_20_240_60_400:gt ['-20', '20', '-20', '20', '20']:pred [14.726019 16.484632 32.14276  25.155058 19.69648 ]
Sedan2Door_-20_20_-20_0_20_160_60_400:gt ['-20', '20', '-20', '0', '20']:pred [16.460714 12.484061 20.        0.       16.370676]
Sedan2Door_-20_0_-20_20_20_240_60_400:gt ['-20', '0', '-20', '20', '20']:pred [21.663813   2.2403507 20.        20.        10.129527 ]
Suv_0_0_0_20_20_320_60_450:gt ['0', '0', '0', '20', '20']:pred [ 2.7704253  8.132856   4.3533196 20.        18.991152 ]
Hatchback_-20_20_0_20_20_320_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.420597  20.         6.304893  20.        13.7967615]
Hatchback_-20_20_-20_20_20_80_20_400:gt ['-20', '20', '-20', '20', '20']:pred [18.904371 20.       24.250456 20.       20.      ]
Sedan2Door_0_0_0_20_0_0_60_400:gt ['0', '0', '0', '20', '0']:pred [ 3.3930378  5.8116646  0.        20.         3.4220667]
Sedan2Door_0_0_-20_20_20_80_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 3.4724417  0.        20.        20.        20.       ]
Suv_0_0_0_0_20_0_60_400:gt ['0', '0', '0', '0', '20']:pred [ 3.7361724  0.         3.0270603  0.        18.648611 ]
Hatchback_-20_20_-20_0_20_240_20_450:gt ['-20', '20', '-20', '0', '20']:pred [20.       15.087582 20.        7.942643 12.8786  ]
Sedan2Door_-20_0_0_0_20_0_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.88975  0.       0.       0.      20.     ]
Hatchback_0_20_0_20_0_320_60_450:gt ['0', '20', '0', '20', '0']:pred [ 2.7173483 16.03428    5.2342877 30.228752   3.9952447]
Hybrid_-20_20_0_0_20_80_60_400:gt ['-20', '20', '0', '0', '20']:pred [17.627918 14.472682  0.        0.       15.777434]
Suv_-20_20_-20_0_0_240_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       12.734796 20.        8.320606  2.754374]
Suv_-20_0_-20_20_0_160_60_400:gt ['-20', '0', '-20', '20', '0']:pred [22.047201   4.8500533 20.        25.749176   3.625464 ]
Hybrid_0_0_0_0_0_240_20_400:gt ['0', '0', '0', '0', '0']:pred [0.        3.130171  0.        0.        4.1411743]
Suv_-20_20_-20_0_0_80_20_450:gt ['-20', '20', '-20', '0', '0']:pred [20.627691 20.       24.00759   0.        0.      ]
Sedan4Door_0_20_0_0_20_240_60_400:gt ['0', '20', '0', '0', '20']:pred [ 3.962664 17.56168   0.        4.191269 16.186222]
Suv_-20_0_-20_0_20_240_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.         4.1735983 20.         7.9086514 17.589193 ]
Hybrid_-20_20_0_0_0_160_60_450:gt ['-20', '20', '0', '0', '0']:pred [19.13387  15.355559  0.        0.        4.714534]
Sedan4Door_-20_0_-20_0_0_160_60_450:gt ['-20', '0', '-20', '0', '0']:pred [21.351925   3.8437665 20.         7.119019   5.0937843]
Suv_-20_20_-20_20_0_80_60_400:gt ['-20', '20', '-20', '20', '0']:pred [20.415632 15.672101 17.130615 23.930435  9.794586]
Suv_0_20_-20_20_20_320_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 2.598194 20.       21.138939 20.       16.914724]
Hybrid_0_0_-20_0_20_0_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 5.0478277  7.9109483 20.         0.        16.022001 ]
Sedan2Door_0_20_0_0_20_240_20_450:gt ['0', '20', '0', '0', '20']:pred [ 0.       16.758686  0.        0.       17.277845]
Sedan4Door_0_0_-20_20_20_240_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 3.5428987  3.2907948 25.415575  20.46407   22.235798 ]
Hybrid_0_20_-20_0_20_0_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 3.8519177 14.88016   20.         0.        16.87447  ]
Sedan4Door_0_0_0_20_0_320_60_400:gt ['0', '0', '0', '20', '0']:pred [ 3.549612   5.4439874  5.571308  30.705017   6.20706  ]
Hatchback_0_0_0_0_0_160_60_450:gt ['0', '0', '0', '0', '0']:pred [7.987099  3.0017493 0.        8.4677925 4.5278416]
Hatchback_0_20_0_20_0_160_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       14.405469  0.       20.995907  0.      ]
Hatchback_-20_0_0_0_0_320_60_450:gt ['-20', '0', '0', '0', '0']:pred [17.514282   4.838988   5.1171217  0.         3.2707267]
Suv_-20_0_-20_0_0_240_60_450:gt ['-20', '0', '-20', '0', '0']:pred [ 5.954406   2.6014516 24.879295   4.0939054  4.5433373]
Suv_-20_0_-20_20_0_0_60_450:gt ['-20', '0', '-20', '20', '0']:pred [22.020895   7.6974525 17.305353  20.         4.8054423]
Suv_-20_0_-20_0_20_240_60_400:gt ['-20', '0', '-20', '0', '20']:pred [19.614187   1.8551548 19.653658   3.1011486 13.8946905]
Hybrid_-20_0_-20_20_0_80_60_400:gt ['-20', '0', '-20', '20', '0']:pred [18.567158  4.83994  20.       20.        8.650859]
Sedan4Door_-20_20_0_20_0_0_20_450:gt ['-20', '20', '0', '20', '0']:pred [21.016016  20.         5.2615848 20.         0.       ]
Sedan2Door_-20_20_-20_20_20_0_60_450:gt ['-20', '20', '-20', '20', '20']:pred [20.670095 14.489867 20.       20.       19.059698]
Sedan2Door_0_20_0_0_0_160_60_450:gt ['0', '20', '0', '0', '0']:pred [ 7.08634   12.023495   0.         0.         6.6045723]
Hatchback_-20_0_0_0_20_160_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.         4.024086   0.         8.3102045 20.       ]
Hybrid_0_20_-20_20_0_240_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 6.832176  21.457703  20.        20.         3.9170542]
Sedan4Door_-20_20_-20_20_0_80_20_450:gt ['-20', '20', '-20', '20', '0']:pred [18.950153 20.       21.711441 20.        0.      ]
Suv_0_0_0_0_0_320_20_450:gt ['0', '0', '0', '0', '0']:pred [3.5491316 0.        2.4791245 0.        3.8190775]
Sedan4Door_-20_0_-20_20_0_0_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.080074  0.       21.567299 20.        0.      ]
Sedan2Door_0_0_0_0_0_240_20_450:gt ['0', '0', '0', '0', '0']:pred [0.        3.8191416 0.        0.        3.8910863]
Sedan4Door_0_20_0_0_0_240_60_400:gt ['0', '20', '0', '0', '0']:pred [ 4.896165  16.11557    0.         3.000815   3.1927674]
Hybrid_0_20_-20_20_0_240_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 6.2128267 18.41764   20.        20.         3.3705778]
Sedan2Door_-20_20_0_20_20_240_60_400:gt ['-20', '20', '0', '20', '20']:pred [21.000547 18.461906  0.       20.       16.049263]
Hybrid_0_0_0_20_20_0_20_450:gt ['0', '0', '0', '20', '20']:pred [ 4.5938473  0.         0.        20.        20.       ]
Hatchback_-20_20_-20_0_0_240_60_450:gt ['-20', '20', '-20', '0', '0']:pred [15.742822  17.892017  26.773983   9.296682   4.7921934]
Suv_0_0_0_0_0_320_60_450:gt ['0', '0', '0', '0', '0']:pred [2.4522588 8.041395  4.731366  0.        6.162267 ]
Sedan4Door_0_0_0_20_0_160_60_450:gt ['0', '0', '0', '20', '0']:pred [ 5.496422   4.2548027  0.        21.746159   5.579729 ]
Hatchback_-20_20_0_20_0_240_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.        14.099676   0.        18.614729   3.1452587]
Hatchback_-20_20_-20_0_0_0_60_450:gt ['-20', '20', '-20', '0', '0']:pred [19.003733  11.74462   15.678123   0.         3.6892064]
Hybrid_-20_0_0_0_20_240_60_400:gt ['-20', '0', '0', '0', '20']:pred [22.904936   2.7728302  0.         0.        25.912638 ]
Suv_-20_20_0_0_0_160_60_450:gt ['-20', '20', '0', '0', '0']:pred [18.410177  18.82878    0.         8.435661   3.7376654]
Sedan2Door_0_0_-20_0_20_0_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 3.9869347  0.        20.         0.        20.       ]
Hybrid_0_0_-20_0_0_80_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 4.7441583  5.3956695 20.         0.         5.8507185]
Sedan2Door_0_0_-20_20_20_320_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 3.206061  4.922744 20.       20.       14.416113]
Sedan4Door_-20_20_0_0_20_320_60_450:gt ['-20', '20', '0', '0', '20']:pred [20.841427 15.457152  4.570512  0.       20.007587]
Sedan2Door_0_20_0_20_0_160_60_400:gt ['0', '20', '0', '20', '0']:pred [ 4.6217227 17.319704   0.        20.         3.6792932]
Sedan4Door_0_0_0_0_20_160_60_450:gt ['0', '0', '0', '0', '20']:pred [ 6.3246813  3.3620536  0.         4.888716  17.979198 ]
Hybrid_-20_0_-20_20_0_80_20_450:gt ['-20', '0', '-20', '20', '0']:pred [21.094366  0.       20.       20.        0.      ]
Suv_-20_20_-20_20_0_0_20_400:gt ['-20', '20', '-20', '20', '0']:pred [19.726452 20.       19.3771   20.        0.      ]
Sedan4Door_0_0_0_0_0_0_20_400:gt ['0', '0', '0', '0', '0']:pred [2.1589775 0.        6.5766916 0.        0.       ]
Hatchback_0_0_0_20_0_160_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.         3.4790268  0.        20.669662   0.       ]
Sedan4Door_0_0_-20_0_20_320_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 4.429581  0.       20.426743  0.       14.532692]
Suv_0_20_0_0_0_80_60_400:gt ['0', '20', '0', '0', '0']:pred [ 2.8745806 15.758768   4.16377    0.         7.524764 ]
Sedan2Door_0_20_0_0_20_320_20_400:gt ['0', '20', '0', '0', '20']:pred [ 3.5291522 20.         0.         0.        22.00668  ]
Hybrid_0_20_0_20_20_80_20_450:gt ['0', '20', '0', '20', '20']:pred [ 4.6587024 20.         0.        20.        20.       ]
Hatchback_-20_0_-20_20_20_240_60_400:gt ['-20', '0', '-20', '20', '20']:pred [15.076393  4.953552 28.853556 21.04562  25.876268]
Sedan4Door_-20_20_-20_0_0_0_60_450:gt ['-20', '20', '-20', '0', '0']:pred [22.61823   14.684675  16.377382   0.         4.3661065]
Sedan4Door_0_0_0_20_20_0_20_450:gt ['0', '0', '0', '20', '20']:pred [ 2.0678802  0.         5.8374457 20.        20.       ]
Sedan4Door_-20_0_-20_20_20_80_20_400:gt ['-20', '0', '-20', '20', '20']:pred [19.395878  0.       23.305956 20.       20.      ]
Hybrid_0_20_0_20_20_0_20_400:gt ['0', '20', '0', '20', '20']:pred [ 4.7494435 20.         0.        20.        20.       ]
Hatchback_0_20_0_20_0_160_60_450:gt ['0', '20', '0', '20', '0']:pred [ 7.7838964 17.488281   0.        18.910694   4.570154 ]
Sedan2Door_-20_20_0_20_0_0_20_450:gt ['-20', '20', '0', '20', '0']:pred [21.270979 20.        0.       20.        0.      ]
Hybrid_-20_20_0_20_0_80_20_400:gt ['-20', '20', '0', '20', '0']:pred [19.754274 20.        0.       20.        0.      ]
Sedan4Door_0_20_-20_0_20_160_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       17.644737 20.        8.192598 20.      ]
Suv_-20_0_-20_0_20_320_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.576452  0.       19.664965  0.       13.281413]
Hatchback_0_0_0_0_20_0_20_450:gt ['0', '0', '0', '0', '20']:pred [ 3.4469945  0.         7.4276714  0.        20.       ]
Sedan4Door_0_0_0_0_20_160_20_400:gt ['0', '0', '0', '0', '20']:pred [ 0.        2.88172   0.        6.457009 20.      ]
Hybrid_-20_0_-20_20_20_160_20_400:gt ['-20', '0', '-20', '20', '20']:pred [20.         3.1333404 20.        20.        20.       ]
Hatchback_-20_0_-20_0_20_160_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.         3.1346035 20.         7.8396893 20.       ]
Suv_-20_0_0_0_0_320_20_450:gt ['-20', '0', '0', '0', '0']:pred [18.853367   0.         3.260081   0.         4.7877264]
Hatchback_0_20_0_0_20_240_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.       13.326462  0.        8.720074 17.651083]
Hatchback_-20_20_0_20_20_160_60_400:gt ['-20', '20', '0', '20', '20']:pred [19.191324 20.102642  0.       21.037416 18.542324]
Sedan2Door_-20_20_-20_0_20_0_20_450:gt ['-20', '20', '-20', '0', '20']:pred [21.43135 20.      20.       0.      20.     ]
Hatchback_0_20_-20_0_20_160_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 8.598201 14.676391 20.        9.756406 20.244743]
Hatchback_0_20_-20_0_0_240_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 6.4608192 14.058849  29.189789   8.831862   6.124521 ]
Hybrid_0_0_-20_20_0_240_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.        3.371626 20.       20.        3.255624]
Sedan2Door_0_20_0_0_0_0_20_450:gt ['0', '20', '0', '0', '0']:pred [ 3.6512272 20.         0.         0.         0.       ]
Hybrid_-20_0_0_0_0_80_60_450:gt ['-20', '0', '0', '0', '0']:pred [21.282757  5.415828  0.        0.        8.702608]
Sedan4Door_0_0_-20_0_0_80_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 4.291044  0.       26.500666  0.        0.      ]
Suv_0_20_-20_0_20_0_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 3.7472367 20.        19.636915   0.        20.       ]
Sedan2Door_0_20_-20_20_0_160_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 6.8147616 15.1997385 20.        20.         6.6108694]
Sedan2Door_0_0_0_0_0_240_60_450:gt ['0', '0', '0', '0', '0']:pred [4.7032375 4.0045123 0.        0.        4.6852627]
Sedan2Door_-20_0_0_20_20_0_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.49844  0.       0.      20.      20.     ]
Hatchback_0_0_0_20_0_160_60_450:gt ['0', '0', '0', '20', '0']:pred [ 7.3051763  4.0336847  0.        18.573515   4.0308456]
Hybrid_-20_20_0_20_20_240_60_450:gt ['-20', '20', '0', '20', '20']:pred [19.265345 18.74509   0.       20.       17.263975]
Sedan4Door_-20_20_-20_20_20_160_60_450:gt ['-20', '20', '-20', '20', '20']:pred [16.824379 17.769686 20.       19.46212  17.029928]
Hatchback_-20_20_0_20_0_80_60_400:gt ['-20', '20', '0', '20', '0']:pred [21.059416  12.698643   7.6992764 21.052084   7.419135 ]
Sedan4Door_-20_0_0_20_0_160_20_400:gt ['-20', '0', '0', '20', '0']:pred [20.         3.5998762  0.        22.073942   0.       ]
