Sedan2Door_-20_20_0_20_0_160_60_450:gt ['-20', '20', '0', '20', '0']:pred [26.792864   6.47869    0.        31.790073   6.5915446]
Hatchback_0_20_-20_0_0_160_60_450:gt ['0', '20', '-20', '0', '0']:pred [10.188289  24.915823  20.         6.8358545 18.690462 ]
Hybrid_0_0_-20_20_20_240_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.         6.034801  20.        30.12421    1.6842787]
Hatchback_0_20_0_0_0_240_60_450:gt ['0', '20', '0', '0', '0']:pred [43.651787   3.8569593  0.         8.169428  12.971185 ]
Sedan4Door_0_20_-20_0_20_240_60_450:gt ['0', '20', '-20', '0', '20']:pred [19.728386 10.37743  17.975925 17.26396  39.430473]
Hatchback_0_0_0_0_0_80_60_400:gt ['0', '0', '0', '0', '0']:pred [ 1.280469  10.638277   7.956799  29.774809   4.7925057]
Suv_-20_20_-20_0_20_80_60_450:gt ['-20', '20', '-20', '0', '20']:pred [20.573374 14.983296 30.673563 16.077087 42.465385]
Sedan2Door_0_20_0_20_20_0_60_450:gt ['0', '20', '0', '20', '20']:pred [ 3.4077318 24.277103   0.        31.25706   23.77543  ]
Hybrid_0_0_-20_0_0_240_20_450:gt ['0', '0', '-20', '0', '0']:pred [0.        7.0761056 7.977484  0.        6.4684596]
Sedan2Door_0_20_-20_0_20_240_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.       10.212745 20.        9.070689 35.621197]
Hatchback_-20_20_0_0_0_240_60_400:gt ['-20', '20', '0', '0', '0']:pred [11.775938  19.37177    0.        14.001753   7.4811397]
Hybrid_0_20_-20_20_20_320_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 3.062782 20.       20.       20.       30.673386]
Hatchback_0_20_0_20_0_240_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       20.839859  0.       42.17521   4.351209]
Sedan4Door_0_0_-20_20_0_80_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 4.002829  0.       33.6706   20.        0.      ]
Hybrid_0_20_0_0_20_0_20_400:gt ['0', '20', '0', '0', '20']:pred [ 2.0930648 20.         0.         0.        20.       ]
Hybrid_-20_0_0_20_20_320_60_450:gt ['-20', '0', '0', '20', '20']:pred [ 5.798249 37.336693  0.       30.213121 23.371456]
Sedan4Door_-20_0_-20_0_0_80_60_400:gt ['-20', '0', '-20', '0', '0']:pred [17.372385 20.704205 20.779953 21.325478 19.530602]
Hatchback_-20_0_0_20_0_0_20_400:gt ['-20', '0', '0', '20', '0']:pred [32.608093   0.         4.9217505 20.         0.       ]
Sedan4Door_0_20_0_20_20_240_60_450:gt ['0', '20', '0', '20', '20']:pred [33.746536 17.773346 12.449856 25.120466 15.671416]
Hatchback_0_0_-20_0_0_0_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 1.9814696  0.        20.558899   0.        29.344088 ]
Hatchback_0_20_-20_20_20_240_60_450:gt ['0', '20', '-20', '20', '20']:pred [12.607196  12.5415325 15.250979  40.08934   43.048275 ]
Sedan2Door_-20_0_-20_0_20_0_20_450:gt ['-20', '0', '-20', '0', '20']:pred [15.996081  0.       20.        0.       20.      ]
Sedan2Door_-20_20_0_0_20_240_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.        17.178946   0.         7.5371637 39.715824 ]
Sedan2Door_0_0_0_0_0_80_20_450:gt ['0', '0', '0', '0', '0']:pred [ 1.9951111  0.        12.7102585  0.         0.       ]
Sedan2Door_0_0_0_20_0_0_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.8912113  0.         0.8042675 20.         0.       ]
Sedan2Door_0_20_-20_0_20_240_60_400:gt ['0', '20', '-20', '0', '20']:pred [12.192114 10.693288 20.        0.       30.385307]
Hatchback_-20_0_-20_0_0_160_60_450:gt ['-20', '0', '-20', '0', '0']:pred [10.042032  15.500271  20.         6.9524093 10.538205 ]
Sedan2Door_0_20_-20_20_0_80_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 8.545343 20.       20.       20.        0.      ]
Sedan4Door_0_20_-20_20_0_0_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 4.68424 20.      23.34599 20.       0.     ]
Hatchback_0_0_0_0_0_160_20_450:gt ['0', '0', '0', '0', '0']:pred [ 0.       19.052195  0.        9.342243  0.      ]
Sedan4Door_-20_0_0_20_20_240_60_450:gt ['-20', '0', '0', '20', '20']:pred [18.852005   5.5011406 14.435543  22.714363  36.2639   ]
Sedan2Door_0_0_0_0_20_240_20_450:gt ['0', '0', '0', '0', '20']:pred [ 0.         5.1400714  0.        35.07233   11.6245   ]
Hybrid_-20_0_0_0_20_320_20_400:gt ['-20', '0', '0', '0', '20']:pred [15.823864  0.        0.        0.       50.229183]
Suv_-20_0_0_0_20_240_60_400:gt ['-20', '0', '0', '0', '20']:pred [10.772589 11.931693 21.088928 11.21099  27.1709  ]
Hatchback_0_20_0_0_20_0_20_450:gt ['0', '20', '0', '0', '20']:pred [ 2.6106076 20.         3.2277384  0.        20.       ]
Hybrid_-20_20_0_20_0_0_60_450:gt ['-20', '20', '0', '20', '0']:pred [ 8.463576  33.383976   0.         4.0496297  3.5404525]
Sedan4Door_-20_0_-20_0_20_80_60_450:gt ['-20', '0', '-20', '0', '20']:pred [14.170052   5.1450415 13.231955  21.56737   21.457981 ]
Sedan4Door_0_0_-20_20_20_240_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 0.       18.770592 20.       26.441729 35.333927]
Sedan2Door_-20_20_0_20_0_240_60_400:gt ['-20', '20', '0', '20', '0']:pred [ 7.419113 19.602169 30.589445 27.01907  20.236202]
Sedan4Door_-20_0_0_0_0_0_60_450:gt ['-20', '0', '0', '0', '0']:pred [12.446718 12.039398  9.932862 37.700138 23.88271 ]
Hybrid_-20_20_-20_20_20_240_20_450:gt ['-20', '20', '-20', '20', '20']:pred [20.       16.261148 20.       20.       27.515535]
Suv_-20_20_-20_20_0_160_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       14.071612 20.       45.684334  0.      ]
Suv_0_0_0_0_20_240_60_450:gt ['0', '0', '0', '0', '20']:pred [ 4.2379413  4.836775  12.585736   6.8704996  6.2007384]
Hybrid_0_20_0_0_20_160_60_400:gt ['0', '20', '0', '0', '20']:pred [ 8.919843  19.172794   5.1734295 19.17669   29.397081 ]
Sedan2Door_-20_20_-20_0_0_320_20_450:gt ['-20', '20', '-20', '0', '0']:pred [24.863106  20.        20.         0.         3.6976514]
Hybrid_0_20_0_0_0_80_60_450:gt ['0', '20', '0', '0', '0']:pred [ 2.0706615 22.505322   0.        42.81568    4.0962653]
Hatchback_0_20_-20_0_0_0_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 1.3466218 20.        24.97015    0.         0.       ]
Hatchback_-20_0_-20_20_20_320_20_450:gt ['-20', '0', '-20', '20', '20']:pred [14.874516  0.       30.32059  20.       38.78676 ]
Sedan4Door_-20_0_-20_20_20_320_60_450:gt ['-20', '0', '-20', '20', '20']:pred [13.368036 34.52062  16.138693 46.441906 21.43211 ]
Sedan4Door_0_0_-20_0_20_240_60_450:gt ['0', '0', '-20', '0', '20']:pred [11.02953  13.913117 30.586754 13.177305 30.70971 ]
Hybrid_-20_20_-20_0_0_0_20_400:gt ['-20', '20', '-20', '0', '0']:pred [23.212267 20.       20.        0.        0.      ]
Sedan2Door_-20_0_0_0_20_80_60_400:gt ['-20', '0', '0', '0', '20']:pred [13.970278 21.906284  9.577358 29.182936 47.774357]
Hatchback_-20_0_-20_0_20_160_20_400:gt ['-20', '0', '-20', '0', '20']:pred [ 3.5122795  6.487817  11.349614  10.595125  44.126476 ]
Hybrid_0_0_0_0_0_80_20_400:gt ['0', '0', '0', '0', '0']:pred [6.1736894 0.        0.        0.        0.       ]
Hybrid_0_0_0_0_20_0_20_450:gt ['0', '0', '0', '0', '20']:pred [ 3.651001  0.        0.        2.412027 20.      ]
Sedan4Door_-20_20_-20_20_0_320_60_400:gt ['-20', '20', '-20', '20', '0']:pred [ 7.36357  44.72121  17.077883 43.9337   52.8053  ]
Hatchback_0_20_-20_0_0_160_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.       10.716945 20.       12.086949  0.      ]
Sedan2Door_0_0_0_20_0_240_60_450:gt ['0', '0', '0', '20', '0']:pred [ 5.2650695   0.59728295  0.         23.401907   12.278036  ]
Hybrid_-20_0_0_0_0_80_60_450:gt ['-20', '0', '0', '0', '0']:pred [23.56862    5.5351458 11.637925  50.171146  14.837531 ]
Suv_-20_20_-20_20_0_0_20_450:gt ['-20', '20', '-20', '20', '0']:pred [18.609098  20.         7.9143515 20.         0.       ]
Suv_-20_20_0_20_20_240_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.       12.657101  0.       43.645763 30.528975]
Sedan2Door_-20_0_0_0_0_240_60_400:gt ['-20', '0', '0', '0', '0']:pred [17.851355   2.4010835  0.        32.32567   17.351368 ]
Hatchback_-20_0_0_20_20_320_60_450:gt ['-20', '0', '0', '20', '20']:pred [ 8.619118 17.913103  4.315435 23.0325   22.674892]
Sedan4Door_-20_0_-20_20_20_240_60_400:gt ['-20', '0', '-20', '20', '20']:pred [ 8.068636   3.0190907 19.775866  18.570774   7.5490236]
Sedan4Door_0_20_0_0_0_80_60_450:gt ['0', '20', '0', '0', '0']:pred [ 1.295747  5.343246  1.132875 37.26653  46.760815]
Sedan4Door_0_20_0_0_0_0_20_450:gt ['0', '20', '0', '0', '0']:pred [ 2.4252954 20.         2.0671902  0.         0.       ]
Suv_-20_0_0_20_20_160_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.         3.2717464  0.        36.629463  20.       ]
Hybrid_-20_0_-20_0_20_240_60_400:gt ['-20', '0', '-20', '0', '20']:pred [15.100928   1.8590729 20.        35.562256   9.500455 ]
Sedan2Door_-20_0_0_0_20_160_60_450:gt ['-20', '0', '0', '0', '20']:pred [ 6.973557 12.176637 18.987865 22.386353 24.751768]
Hatchback_-20_20_0_0_20_320_60_400:gt ['-20', '20', '0', '0', '20']:pred [14.752964  33.16533    9.5754795 29.094057   8.637792 ]
Hatchback_-20_20_-20_0_20_320_60_450:gt ['-20', '20', '-20', '0', '20']:pred [ 4.9481883 13.857448   9.939853  48.231453   2.477396 ]
Sedan2Door_0_20_0_0_0_240_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.      24.67858  0.      32.74502 26.03436]
Suv_0_0_0_20_0_160_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.        7.540602  0.       41.62617   8.453322]
Hatchback_-20_20_-20_20_20_0_20_400:gt ['-20', '20', '-20', '20', '20']:pred [23.54449  20.        9.350369 20.       20.      ]
Sedan4Door_-20_20_0_20_20_0_20_400:gt ['-20', '20', '0', '20', '20']:pred [13.490875  20.         6.6513724 20.        20.       ]
Suv_0_20_0_20_0_160_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       15.794921 14.981016 11.44659  40.279415]
Suv_-20_20_-20_20_0_80_60_400:gt ['-20', '20', '-20', '20', '0']:pred [12.359891 15.618453 28.699112 21.135157 40.72515 ]
Sedan4Door_-20_0_-20_20_20_160_20_400:gt ['-20', '0', '-20', '20', '20']:pred [20.         3.5377603 20.        15.640714  33.219547 ]
Sedan4Door_0_0_0_20_20_160_60_400:gt ['0', '0', '0', '20', '20']:pred [13.331515 12.874881 14.032359 25.81251  26.173975]
Hatchback_0_20_0_20_0_0_60_400:gt ['0', '20', '0', '20', '0']:pred [ 1.7503062 39.153843  11.339068  30.114212   1.1348631]
Sedan2Door_0_0_-20_20_20_160_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 4.89333  13.227813  9.424803  4.791463 21.579027]
Hybrid_-20_0_0_0_20_160_60_400:gt ['-20', '0', '0', '0', '20']:pred [22.03657  29.032589  9.386597  6.59743  36.414997]
Hybrid_-20_0_0_20_0_320_60_400:gt ['-20', '0', '0', '20', '0']:pred [22.161203  0.        0.       47.62382  10.373703]
Sedan4Door_-20_0_-20_0_20_80_20_400:gt ['-20', '0', '-20', '0', '20']:pred [18.072252  0.       40.876953  0.       20.      ]
Hatchback_0_20_-20_0_20_240_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.        11.245501  20.         5.4613576 39.983456 ]
Suv_-20_0_0_0_20_240_60_450:gt ['-20', '0', '0', '0', '20']:pred [15.461172  11.031148   0.        25.008467   5.1845603]
Hybrid_0_20_0_20_0_80_60_450:gt ['0', '20', '0', '20', '0']:pred [ 3.4025276  7.63382    7.091269  34.53181   19.95535  ]
Suv_0_0_-20_20_0_320_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 4.927221  0.       32.794926 20.       22.733507]
Sedan4Door_-20_0_-20_20_20_160_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.       12.296807 20.       36.953587 20.      ]
Suv_0_20_0_20_0_80_20_400:gt ['0', '20', '0', '20', '0']:pred [ 7.96383 20.       0.      20.       0.     ]
Hybrid_-20_20_0_20_20_80_60_400:gt ['-20', '20', '0', '20', '20']:pred [ 5.3571277 10.106011   3.7987676 40.454082  33.49386  ]
Suv_-20_20_-20_20_20_0_20_400:gt ['-20', '20', '-20', '20', '20']:pred [ 7.577361 20.       24.791534 20.       20.      ]
Sedan2Door_-20_0_0_20_20_240_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.         5.5004387  0.        44.035843  28.41303  ]
Hatchback_-20_20_0_0_20_320_20_450:gt ['-20', '20', '0', '0', '20']:pred [18.995857 20.       12.331833  0.       27.52513 ]
Sedan2Door_0_0_0_0_20_80_60_400:gt ['0', '0', '0', '0', '20']:pred [ 3.2786698  2.318625   4.041191  29.070885  12.933109 ]
Suv_-20_0_0_0_0_240_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.       11.140075 16.716408  6.034623  9.993623]
Hybrid_0_0_0_20_0_320_20_400:gt ['0', '0', '0', '20', '0']:pred [ 2.9195752  0.         0.        20.         1.189836 ]
Hatchback_-20_20_0_20_0_160_60_450:gt ['-20', '20', '0', '20', '0']:pred [16.413153 15.837938 20.578356 12.454164 26.739712]
Hatchback_0_20_0_20_0_160_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       30.12061   0.        9.137865  0.      ]
Hybrid_0_0_-20_0_20_0_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.9382423  0.        20.         0.        20.       ]
Hybrid_-20_20_-20_20_0_240_20_400:gt ['-20', '20', '-20', '20', '0']:pred [20.       20.991224 20.       20.        2.188048]
Sedan4Door_-20_0_0_0_20_320_20_400:gt ['-20', '0', '0', '0', '20']:pred [29.148518   0.         2.1708388  0.        36.414497 ]
Hatchback_-20_0_-20_0_20_240_60_400:gt ['-20', '0', '-20', '0', '20']:pred [ 6.740841   3.4815006 17.519226   8.351913  33.965145 ]
Hatchback_0_0_-20_0_0_320_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 5.9812613  0.        32.094547   0.         3.48264  ]
Sedan4Door_-20_20_0_0_20_80_60_450:gt ['-20', '20', '0', '0', '20']:pred [12.246382   6.7618117  3.0119455 23.547953  41.79138  ]
Hybrid_-20_0_0_0_0_160_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.        17.81618    0.         6.8357964  2.6035204]
Sedan4Door_-20_20_-20_0_0_160_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       11.379164  2.793801 15.984492 20.35176 ]
Sedan4Door_0_20_0_0_20_320_60_450:gt ['0', '20', '0', '0', '20']:pred [ 2.1175318 28.707232   2.823262  22.584276  15.267073 ]
Suv_0_20_-20_20_0_0_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 1.3581536  8.842426  34.268475  22.457378  17.671694 ]
Hatchback_0_0_-20_0_20_80_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 5.192264  0.       16.944952  0.       20.      ]
Suv_0_0_0_0_20_0_20_450:gt ['0', '0', '0', '0', '20']:pred [ 1.9481137  0.         1.2804382  0.        20.       ]
Suv_0_20_0_0_0_320_20_450:gt ['0', '20', '0', '0', '0']:pred [ 1.6781477 20.         1.8012874  0.         1.3214939]
Hybrid_0_0_0_0_0_320_60_400:gt ['0', '0', '0', '0', '0']:pred [ 0.3191536  37.054375    3.8332942   0.          0.10823057]
Suv_-20_20_-20_20_0_0_20_400:gt ['-20', '20', '-20', '20', '0']:pred [30.088871 20.        9.919463 20.        0.      ]
Sedan2Door_0_20_0_20_20_80_60_450:gt ['0', '20', '0', '20', '20']:pred [ 0.96230674  7.8002777   0.9235858  24.515186   30.936453  ]
Hybrid_0_0_0_0_20_320_60_450:gt ['0', '0', '0', '0', '20']:pred [ 3.43674  28.184162  0.       38.005405  8.841502]
Hybrid_-20_20_0_20_20_0_60_450:gt ['-20', '20', '0', '20', '20']:pred [16.968233 16.463161  0.       20.       35.791042]
Hatchback_-20_20_-20_0_0_160_60_450:gt ['-20', '20', '-20', '0', '0']:pred [10.882419 26.932718 13.491917  8.132049 44.629177]
Suv_0_20_0_0_0_80_60_400:gt ['0', '20', '0', '0', '0']:pred [ 2.4089007 13.758631   5.975944  36.78818   16.2803   ]
Hatchback_-20_0_0_0_0_160_20_400:gt ['-20', '0', '0', '0', '0']:pred [20.         8.813372   4.78691    4.035961  11.2340355]
Sedan2Door_-20_0_0_20_20_160_60_450:gt ['-20', '0', '0', '20', '20']:pred [22.112457   7.588427  32.29068    5.3544946 49.98685  ]
Sedan4Door_0_20_-20_0_20_0_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 2.5733695 20.        11.844569   0.        20.       ]
Suv_0_0_-20_0_0_320_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 1.1485245  0.        12.391802   0.         7.9570036]
Sedan2Door_-20_20_-20_0_0_240_60_400:gt ['-20', '20', '-20', '0', '0']:pred [13.131444  6.449543 23.898905 46.884285 21.518038]
Sedan4Door_-20_0_0_0_20_0_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.821693  0.       12.267246  0.       39.946793]
Sedan2Door_0_0_-20_20_20_0_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 1.9815634 15.956406   5.5713925  9.748149  38.090504 ]
Sedan2Door_-20_0_0_0_0_320_60_400:gt ['-20', '0', '0', '0', '0']:pred [ 4.790353 36.896523  6.343291 29.299797 25.269491]
Sedan4Door_-20_20_-20_20_0_160_60_450:gt ['-20', '20', '-20', '20', '0']:pred [25.537315 27.670055 20.       29.133902 37.435314]
Sedan4Door_-20_20_-20_0_0_0_60_450:gt ['-20', '20', '-20', '0', '0']:pred [20.501019 31.686401 15.903037 17.774124 14.886845]
Hybrid_-20_20_0_20_20_160_60_400:gt ['-20', '20', '0', '20', '20']:pred [22.47369   17.974112   0.        30.41271    2.0669217]
Sedan2Door_-20_20_0_0_20_0_20_450:gt ['-20', '20', '0', '0', '20']:pred [10.122162 20.        0.        0.       20.      ]
Hybrid_0_20_0_0_0_0_20_450:gt ['0', '20', '0', '0', '0']:pred [ 3.2163415 20.         0.         0.         0.       ]
Hybrid_-20_0_0_20_20_240_60_400:gt ['-20', '0', '0', '20', '20']:pred [10.101526  2.958589 16.977768 34.341656  7.396731]
Suv_-20_0_-20_0_0_0_20_450:gt ['-20', '0', '-20', '0', '0']:pred [26.811834  0.       17.041878  0.        0.      ]
Sedan4Door_-20_0_0_20_20_320_20_400:gt ['-20', '0', '0', '20', '20']:pred [13.495499   0.         2.8595545 20.         9.579611 ]
Hatchback_0_0_-20_20_20_80_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 3.75293   0.       24.896902 20.       20.      ]
Hybrid_-20_0_0_0_0_160_20_400:gt ['-20', '0', '0', '0', '0']:pred [20.       12.192492  8.289859  0.        0.      ]
Sedan2Door_-20_20_-20_0_0_0_20_450:gt ['-20', '20', '-20', '0', '0']:pred [ 4.9022946 20.         4.2898626  0.         0.       ]
Hybrid_-20_0_-20_20_0_80_20_400:gt ['-20', '0', '-20', '20', '0']:pred [19.852243  0.       20.       20.        0.      ]
Sedan4Door_0_0_0_0_20_80_20_450:gt ['0', '0', '0', '0', '20']:pred [ 1.2569731  0.         0.         0.        20.       ]
Suv_0_0_-20_20_0_240_60_450:gt ['0', '0', '-20', '20', '0']:pred [16.946861  8.205351  5.972375 32.368473 30.09604 ]
Hybrid_0_20_-20_20_20_240_60_450:gt ['0', '20', '-20', '20', '20']:pred [12.595005 21.936632 20.       20.       20.030724]
Suv_0_0_0_0_0_0_60_450:gt ['0', '0', '0', '0', '0']:pred [ 1.4314692 18.108236  14.715091  15.477732   4.676061 ]
Sedan2Door_-20_0_-20_20_0_160_20_450:gt ['-20', '0', '-20', '20', '0']:pred [ 5.244038  8.199284 13.222089 20.       51.91467 ]
Hybrid_-20_0_-20_0_20_0_60_400:gt ['-20', '0', '-20', '0', '20']:pred [16.538559   8.405243   3.8684382 12.223641   7.103411 ]
Suv_0_0_-20_20_0_160_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.        6.466781 20.       11.475558  0.      ]
Sedan4Door_0_0_0_20_20_80_60_400:gt ['0', '0', '0', '20', '20']:pred [ 2.768491   1.8632795 12.453526  23.44606   26.171669 ]
Hatchback_0_0_-20_0_20_0_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 3.2508674  0.        14.207711   0.        20.       ]
Sedan2Door_-20_20_0_0_0_240_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.        12.728251   0.        12.085026   5.4936624]
Suv_-20_0_-20_0_20_0_20_400:gt ['-20', '0', '-20', '0', '20']:pred [21.61205   0.       29.016506  0.       20.      ]
Sedan2Door_0_0_0_20_0_320_60_400:gt ['0', '0', '0', '20', '0']:pred [ 2.2528408  0.         4.823677  14.336939  17.595915 ]
Sedan4Door_-20_20_0_20_20_320_60_400:gt ['-20', '20', '0', '20', '20']:pred [ 6.4432774 31.347546   4.159709  39.973183  24.256435 ]
Sedan2Door_-20_0_-20_20_20_160_20_400:gt ['-20', '0', '-20', '20', '20']:pred [20.        4.222577 20.       37.770077 20.      ]
Sedan2Door_0_20_0_0_0_160_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.        25.129147   0.         3.4196546  0.       ]
Sedan4Door_-20_0_0_20_0_80_60_450:gt ['-20', '0', '0', '20', '0']:pred [22.474178  7.308644  6.813987 36.451473 27.006609]
Hatchback_0_20_0_0_20_80_60_400:gt ['0', '20', '0', '0', '20']:pred [ 7.015391  9.982625  8.790639 41.441845 20.890812]
Sedan2Door_0_0_-20_0_20_80_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 9.460298  0.       20.       20.05594  20.      ]
Sedan2Door_0_20_0_20_0_160_60_400:gt ['0', '20', '0', '20', '0']:pred [ 6.0133667 26.003033   0.        12.462669  39.242485 ]
Sedan4Door_0_0_-20_0_20_240_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.       14.891045 20.       31.38015  25.314388]
Sedan4Door_-20_0_0_0_20_80_20_400:gt ['-20', '0', '0', '0', '20']:pred [38.97539    0.         4.7383885  0.        20.       ]
Hatchback_0_20_0_0_20_240_60_400:gt ['0', '20', '0', '0', '20']:pred [10.992482 18.314953 23.090212 23.395683 21.132526]
Sedan4Door_-20_0_-20_20_0_80_60_450:gt ['-20', '0', '-20', '20', '0']:pred [ 6.874694   1.9866277 30.7063    24.159527  21.11526  ]
Sedan2Door_-20_20_-20_20_20_0_20_400:gt ['-20', '20', '-20', '20', '20']:pred [21.429596 20.       15.108353 20.       20.      ]
Suv_-20_20_0_20_20_160_60_450:gt ['-20', '20', '0', '20', '20']:pred [19.955183 17.893883 24.838575 13.936895 22.990038]
Sedan2Door_0_20_0_0_0_160_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.       20.286018 18.366997 31.022398 29.661219]
Hybrid_-20_20_0_20_20_0_60_400:gt ['-20', '20', '0', '20', '20']:pred [ 8.231096 22.806637  0.       20.        9.112177]
Suv_-20_20_0_20_20_0_60_400:gt ['-20', '20', '0', '20', '20']:pred [34.35651   23.673714   3.5184698 19.30701    8.019955 ]
Suv_0_0_0_20_0_240_60_400:gt ['0', '0', '0', '20', '0']:pred [ 9.6352825  9.202438  11.576458  47.660404  45.429203 ]
Hybrid_-20_0_-20_20_0_240_60_450:gt ['-20', '0', '-20', '20', '0']:pred [18.688015  4.326321 20.       13.088739  1.566129]
Sedan2Door_-20_20_-20_20_0_240_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.         7.0159354 20.        20.        27.4005   ]
