7dac31838b627748eb631ba05bd8dfe_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [13.406195 21.326334 20.       20.       40.      ]
4ac021653126a29e98618a1ba17f086b_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [25.83518  23.385534 40.       20.       40.      ]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.        22.555765  40.        40.         5.6825056]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [24.39579    1.5432235 23.024963  23.497883  22.435192 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.       45.265945 40.       29.440723 23.423958]
a88d69e53a01aab9ff1370452e3a0154_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [19.432808 28.324677  4.939396 40.       40.      ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [12.857462 22.843834 20.       20.        6.423917]
425ba801e904cb50f3aaed7e86215c7b_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [ 6.3446746  5.445012  40.        20.        40.       ]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       23.296507 20.       30.913006 16.972452]
ffe0a5b165461eb66a2345809e2bb169_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [23.96932    3.0619507  3.5911908  9.46319   16.005867 ]
4458ed2a746e61a3b11647ffa4306609_20_40_40_40_20_80_40_400:gt ['20', '40', '40', '40', '20']:pred [16.339497 39.52863  40.       40.       20.      ]
a387407d49e209fdeea60824a43a0b_40_40_20_40_20_160_40_400:gt ['40', '40', '20', '40', '20']:pred [40.       33.906033 20.       27.463701 32.88955 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [40.16331  30.029228 15.077082 36.9906   32.539555]
7dac31838b627748eb631ba05bd8dfe_20_40_20_40_40_80_40_400:gt ['20', '40', '20', '40', '40']:pred [ 1.514405 27.559486 20.       40.       40.      ]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [18.344538 22.017859 19.040602 24.628103 24.871058]
1790131f5f74b1ed973aff268eb6b00c_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [13.708146   9.561753   2.5494971 30.301916  20.       ]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [30.226095  2.102147 40.       40.       40.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [40.       32.566486 40.       40.       20.      ]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [24.232796 10.337172 10.741562 23.07116  40.      ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [40.       26.736195 20.       40.        5.916978]
fa1b3bcdbda309a439cc19d48e3f4f5_20_20_20_20_20_160_80_400:gt ['20', '20', '20', '20', '20']:pred [ 5.581906  7.785446 20.       20.       20.      ]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [ 6.134077  8.286464 40.       20.       20.      ]
825fb860d71c78a477c771b4b7eed82c_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [16.607578  8.702546 40.       20.       20.      ]
5e87b04efd58cc8922412d2a728de1d5_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [26.055016  26.796104  10.1745825 20.        40.       ]
fabcb04fc015f822ca8bf2993ca245b_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [29.890425 15.001003 41.870773 44.927315 19.46976 ]
7dac31838b627748eb631ba05bd8dfe_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [ 3.3234081 30.813826  40.        40.        40.       ]
c61ec8875746ab78227375499b768057_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [18.767685 13.792454 20.       40.       24.523012]
425ba801e904cb50f3aaed7e86215c7b_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [ 4.8472953  4.5939856 20.        20.        37.690792 ]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [40.      20.      40.      20.      25.97219]
70e27da90dec2de49604bf8c981ad1eb_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [18.01875   5.729908 40.       40.       28.211954]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [15.849935 17.15797  16.610468 40.       20.      ]
4ac021653126a29e98618a1ba17f086b_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.       31.510984 20.       20.        3.700226]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [18.879572 24.335152 20.       40.       20.      ]
7c46bfff2f90f11044592db9be5db5c8_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [11.237231 27.456264 40.       40.       40.      ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.       28.871685 40.       20.       23.288591]
425ba801e904cb50f3aaed7e86215c7b_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [ 6.938628  8.699599 20.       40.       20.      ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [17.231606 40.       40.       40.       20.179554]
a387407d49e209fdeea60824a43a0b_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [28.330608 31.877586 27.576178 40.       20.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [20.360718 18.362846 40.       40.       20.      ]
825fb860d71c78a477c771b4b7eed82c_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [25.056126 23.423822 40.       20.       18.744276]
5ec3322293a39816ad7e7cea4034d226_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [29.27433  26.124369 20.       20.       40.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [29.078445   3.0391364 40.        40.        20.       ]
86c8a3137a716d70e742b0b5e87bec54_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [31.011808 28.687593 10.086381 34.2468   40.      ]
9c827e532de4967285089a13cc567dbd_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       36.598167 20.       20.       20.      ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_20_20_80_80_400:gt ['40', '20', '20', '20', '20']:pred [23.71796    4.4020233 20.        20.        20.       ]
425ba801e904cb50f3aaed7e86215c7b_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [15.986323 44.903683 20.       20.       25.91165 ]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [30.145998   2.3431616 40.        20.        20.       ]
7c46bfff2f90f11044592db9be5db5c8_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [14.6910305 27.83154   20.        40.        20.       ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [23.417534 36.70848  20.       20.       21.597443]
825fb860d71c78a477c771b4b7eed82c_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [23.514854 18.645203 40.       20.       40.      ]
6265f0745d3f40546bcd32c43682e841_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [20.      16.41454 40.      20.      40.     ]
5e87b04efd58cc8922412d2a728de1d5_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [30.4424   10.745077 14.995985 34.96745  27.31193 ]
a387407d49e209fdeea60824a43a0b_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [30.39598   18.920551   5.5163603 25.559332  40.       ]
cde88b5900e8dfba725a7749daae1afa_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [18.476387 19.34472  20.       20.       20.      ]
9d2b7938d426633b28044fe9244db50a_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20. 40. 40. 40. 40.]
825fb860d71c78a477c771b4b7eed82c_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [16.80213  14.517091 20.       20.       16.49253 ]
9d2b7938d426633b28044fe9244db50a_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [40. 20. 40. 20. 20.]
a88d69e53a01aab9ff1370452e3a0154_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [16.137642  16.891754   0.4220996 12.765246  13.656832 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [40.        21.914143  40.        40.         4.4405437]
1790131f5f74b1ed973aff268eb6b00c_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.        7.285314 20.       20.       20.      ]
923007b377bb1cab473f10e6caaeca56_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [24.6052   31.202324 40.       20.       20.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [30.875387 26.688488 20.       20.       20.      ]
9c827e532de4967285089a13cc567dbd_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.       17.253819 20.       20.       20.      ]
923007b377bb1cab473f10e6caaeca56_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [11.820167 28.622995 40.       40.       40.      ]
ffe0a5b165461eb66a2345809e2bb169_20_40_20_40_20_240_40_400:gt ['20', '40', '20', '40', '20']:pred [20.         0.8240093 20.         1.6444479 13.16478  ]
9c827e532de4967285089a13cc567dbd_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [12.984576 18.22484  40.       40.       20.      ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_40_20_40_160_40_400:gt ['20', '20', '40', '20', '40']:pred [20.       13.829108 40.       20.        9.216575]
cde88b5900e8dfba725a7749daae1afa_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [20.47033    2.0125518 40.        40.        20.       ]
d0cf2f187acda5736be7348aa770e4ca_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [21.799717  15.744201   4.3132105 30.24883   20.       ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [19.626368   3.7478395 20.        20.        20.       ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [ 6.226745 17.255375 15.851861 19.517118 28.400312]
1a64bf1e658652ddb11647ffa4306609_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [40.       18.45383  20.       27.401348 27.300144]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [20.         5.7886395 40.        40.        17.641554 ]
4458ed2a746e61a3b11647ffa4306609_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [22.633188 31.57294  20.       20.       40.      ]
4f17af1ca7ae689d409b2c4484d833cc_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.       12.859575 40.       20.       19.559074]
1a64bf1e658652ddb11647ffa4306609_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [20.405022  8.918604 11.127023 32.986206 25.596907]
4f17af1ca7ae689d409b2c4484d833cc_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [23.433804 12.578482 20.       20.       26.692886]
825fb860d71c78a477c771b4b7eed82c_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [40.      20.      20.      20.      25.88798]
7dac31838b627748eb631ba05bd8dfe_20_40_40_40_20_240_80_400:gt ['20', '40', '40', '40', '20']:pred [33.035057 29.186823 40.       40.       20.      ]
a88d69e53a01aab9ff1370452e3a0154_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [26.770706  18.320957   3.1787288  8.8654785 22.396929 ]
6265f0745d3f40546bcd32c43682e841_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       16.695656 20.       40.       40.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [20.      29.86391 20.      20.      40.     ]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [27.643862  20.456924   3.6140704 31.402946  20.       ]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [28.459925    0.30195415  7.7064147  51.519337   20.        ]
4458ed2a746e61a3b11647ffa4306609_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [11.546719 29.267426 20.       20.       40.      ]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [24.10021  20.       40.       20.       24.831526]
1a64bf1e658652ddb11647ffa4306609_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [26.745628 12.06145  19.991737 21.736637 20.049234]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [20.       19.761612 40.       20.       26.596615]
12f2905dc029f59a2479fbc7da5ed22b_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [20.        15.785772  20.        20.         7.7693553]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [21.924356 14.804711 20.       40.       20.      ]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [15.2947    3.971553 40.       20.       20.      ]
fabcb04fc015f822ca8bf2993ca245b_20_20_20_20_40_80_40_400:gt ['20', '20', '20', '20', '40']:pred [10.514851 22.326954 17.26387  20.       40.      ]
86c8a3137a716d70e742b0b5e87bec54_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.       28.79945  40.       24.047247 19.444527]
d2592adba4e8e62648368c1a2f71c5f3_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [21.908709   4.2845883  6.4599924 20.        40.       ]
d0cf2f187acda5736be7348aa770e4ca_20_40_40_40_20_80_40_400:gt ['20', '40', '40', '40', '20']:pred [20.297243  28.44308    6.1488504 40.        20.       ]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [20.       22.05184  20.       19.547672 22.650574]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [20. 20. 20. 40. 40.]
923007b377bb1cab473f10e6caaeca56_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [22.617697 39.71351  20.       20.       40.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [29.50413  12.996075 40.       40.       40.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [ 8.074575 20.314032 20.       20.       20.      ]
825fb860d71c78a477c771b4b7eed82c_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [24.420803 23.232061 20.       40.       19.326801]
4ac021653126a29e98618a1ba17f086b_20_20_40_40_40_240_40_400:gt ['20', '20', '40', '40', '40']:pred [20.       24.136917 40.       40.       35.53312 ]
fabcb04fc015f822ca8bf2993ca245b_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [20.        8.970802 22.825    40.       20.      ]
a387407d49e209fdeea60824a43a0b_20_40_20_40_20_240_40_400:gt ['20', '40', '20', '40', '20']:pred [20.         1.2175373 20.        15.645218  14.399088 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [37.206684 47.40417  13.282572 43.92132  20.      ]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [22.857134 30.533957 20.       20.       40.      ]
1790131f5f74b1ed973aff268eb6b00c_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [20.         6.2531123 40.        20.        40.       ]
5e87b04efd58cc8922412d2a728de1d5_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [40.       29.238659 20.       27.893156 29.439137]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [26.309591  4.45367  29.303194 10.247748 20.056662]
c61ec8875746ab78227375499b768057_40_40_20_20_40_160_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       27.035364 20.       20.       30.671965]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [26.382385  6.552864 28.636215 19.391823 23.712372]
a387407d49e209fdeea60824a43a0b_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [27.201685  9.717228 12.182691 33.790466 23.838913]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [25.247278   5.674336  20.        40.        15.6229515]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_40_40_20_80_80_400:gt ['40', '40', '40', '40', '20']:pred [26.527885   1.2616129 11.479384  52.534615  20.       ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_20_40_20_160_40_400:gt ['40', '40', '20', '40', '20']:pred [40.       33.126904 20.       40.       20.      ]
5e87b04efd58cc8922412d2a728de1d5_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [37.394833  22.807283  13.9802685 40.        20.       ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [20.       32.794353 20.       40.       28.120691]
9c827e532de4967285089a13cc567dbd_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [ 2.6962948 10.846778  20.        40.        20.       ]
5ec3322293a39816ad7e7cea4034d226_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [2.6654449e+01 1.0918078e+01 4.0000000e+01 2.0000000e+01 8.7931436e-03]
12f2905dc029f59a2479fbc7da5ed22b_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [24.15001  23.189613 40.       20.       14.829285]
fabcb04fc015f822ca8bf2993ca245b_20_20_20_40_40_80_80_400:gt ['20', '20', '20', '40', '40']:pred [20. 20. 20. 40. 40.]
ffe0a5b165461eb66a2345809e2bb169_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [26.349443   4.098084   4.0844703 16.713894  19.182077 ]
7dac31838b627748eb631ba05bd8dfe_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [32.404186 29.380844 20.       20.       20.      ]
216d910f71942f205df3c6413d40ccb2_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [34.23634  18.321163 20.       40.       20.      ]
1a64bf1e658652ddb11647ffa4306609_20_40_40_40_20_80_40_400:gt ['20', '40', '40', '40', '20']:pred [33.31399  22.806425 21.80786  40.       20.      ]
825fb860d71c78a477c771b4b7eed82c_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [25.114094 23.401024 20.       40.       22.613274]
4ac021653126a29e98618a1ba17f086b_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [27.7664   37.059128 40.       20.       25.807947]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [25.2183   34.807964 20.       40.       40.      ]
1a64bf1e658652ddb11647ffa4306609_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [26.98581  14.032394 18.628288 42.76658  31.30953 ]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [25.732632 21.569668 20.       40.       20.      ]
4458ed2a746e61a3b11647ffa4306609_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [25.542322 33.87004  40.       40.       40.      ]
425ba801e904cb50f3aaed7e86215c7b_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [20.      20.      20.      40.      19.31401]
4458ed2a746e61a3b11647ffa4306609_40_20_40_20_40_160_80_400:gt ['40', '20', '40', '20', '40']:pred [15.631226 31.475594 40.       20.       40.      ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [27.100204 19.41516  40.       40.       40.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [21.4789   14.007572 20.       40.       40.      ]
