70e27da90dec2de49604bf8c981ad1eb_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [33.386055   7.6558614 40.        40.        14.459921 ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [20.         4.9533286 20.        40.        18.142435 ]
7dac31838b627748eb631ba05bd8dfe_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [ 9.443963 21.292418 20.       20.       40.      ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [21.124895  6.614381 20.       20.       40.      ]
7c46bfff2f90f11044592db9be5db5c8_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [20.303059 27.149529 20.       20.       40.      ]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       14.371712 20.       20.       38.585224]
a387407d49e209fdeea60824a43a0b_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.       18.75904  40.       15.605781 16.479696]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [20.8384    2.343348 20.       40.       20.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [40. 40. 20. 40. 40.]
4ac021653126a29e98618a1ba17f086b_20_40_40_40_20_240_80_400:gt ['20', '40', '40', '40', '20']:pred [22.03643  14.279343 40.       40.       42.84352 ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [20.359705  6.534667 20.       40.       20.      ]
4458ed2a746e61a3b11647ffa4306609_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [23.544436 20.310875 20.       40.       20.      ]
9c827e532de4967285089a13cc567dbd_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [20.       24.342918 20.       40.       40.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       17.602123 20.       20.       40.      ]
5ec3322293a39816ad7e7cea4034d226_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [40.       31.665369 40.       20.       33.327274]
ffe0a5b165461eb66a2345809e2bb169_20_20_40_20_40_80_40_400:gt ['20', '20', '40', '20', '40']:pred [22.62395  23.401226 14.439132 20.       40.      ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [15.751501   8.0840845 40.        20.        20.       ]
923007b377bb1cab473f10e6caaeca56_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [15.061422  14.5684185 40.        40.        40.       ]
1a64bf1e658652ddb11647ffa4306609_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [19.475    24.634966 20.674826 20.       20.      ]
5e87b04efd58cc8922412d2a728de1d5_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [27.329905 35.198093 26.357931 20.       40.      ]
5e87b04efd58cc8922412d2a728de1d5_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [40.        20.387291  40.         4.8901687  1.9647158]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [24.837694 26.651152 40.       40.       40.      ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [14.905509 11.789143 12.532292 12.822388 40.541897]
923007b377bb1cab473f10e6caaeca56_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [28.010311 26.016464 40.       20.       20.      ]
d2592adba4e8e62648368c1a2f71c5f3_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [20.873058 28.031757 21.659147  7.278839 22.963676]
a115d534edec6f89afe1d4530f4c6e24_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [23.181087   7.6970344 20.        40.        20.       ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [ 9.283325  5.709021 40.       40.       17.545996]
4ac021653126a29e98618a1ba17f086b_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [12.893293 15.860547 40.       40.       24.355555]
cde88b5900e8dfba725a7749daae1afa_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [12.912231  6.102523 40.       40.       40.      ]
2f7cf2c2d170e3c936f37029483b3e41_40_20_40_20_40_240_40_400:gt ['40', '20', '40', '20', '40']:pred [40.         5.4551067 40.        20.         3.39995  ]
1790131f5f74b1ed973aff268eb6b00c_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       25.736305 40.       20.       20.      ]
a115d534edec6f89afe1d4530f4c6e24_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [20.641418   7.7424717 40.        20.         8.111798 ]
d2592adba4e8e62648368c1a2f71c5f3_20_40_20_40_40_80_40_400:gt ['20', '40', '20', '40', '40']:pred [31.527115 28.556343 30.458466 40.       40.      ]
4ac021653126a29e98618a1ba17f086b_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [14.166908 33.200027 20.       20.       26.394653]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [ 2.143926   7.501198  11.7296715  6.727415  22.590385 ]
1790131f5f74b1ed973aff268eb6b00c_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [19.045761  12.972917  20.         1.9522129 20.       ]
a115d534edec6f89afe1d4530f4c6e24_40_40_40_20_20_80_80_400:gt ['40', '40', '40', '20', '20']:pred [22.445097   7.8131757 40.        20.        20.       ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [ 7.9740634  4.62798   20.        20.        20.       ]
425ba801e904cb50f3aaed7e86215c7b_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [ 8.667929   2.2730865 40.        40.        44.87921  ]
70e27da90dec2de49604bf8c981ad1eb_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [ 8.3717575  0.6645223 40.        40.        40.       ]
4458ed2a746e61a3b11647ffa4306609_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       21.567469 20.       40.       40.      ]
9c827e532de4967285089a13cc567dbd_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [28.671885 26.027555 40.       40.       40.      ]
a387407d49e209fdeea60824a43a0b_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [ 5.1123786  7.9023786  5.766102   3.232027  12.928677 ]
4f17af1ca7ae689d409b2c4484d833cc_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [14.340083  8.054172 20.       40.       33.651176]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.        6.10874  40.       20.       15.362808]
7c46bfff2f90f11044592db9be5db5c8_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [23.241018 15.351687 40.       20.       38.713776]
825fb860d71c78a477c771b4b7eed82c_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [22.665731 24.931524 40.       20.       40.      ]
4458ed2a746e61a3b11647ffa4306609_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [20.       14.482687 40.       40.       40.      ]
b9786e1b059a1712ca92a4cdad802b45_20_40_20_40_20_160_40_400:gt ['20', '40', '20', '40', '20']:pred [20.         6.368795  20.        40.         4.2983413]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_20_40_20_160_40_400:gt ['20', '40', '20', '40', '20']:pred [20.       30.588015 20.       40.       20.      ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [20.         1.8591378 20.        20.        43.076565 ]
cde88b5900e8dfba725a7749daae1afa_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [25.822178 13.092561 20.       40.       40.      ]
d72ffa185738bccd10b75223b5be6dbb_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [26.95969 27.56572 20.      40.      20.     ]
6265f0745d3f40546bcd32c43682e841_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [20.       12.952311 40.       20.       20.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_40_20_20_240_80_400:gt ['40', '20', '40', '20', '20']:pred [ 4.2381186  1.3465488 40.        20.        20.       ]
1790131f5f74b1ed973aff268eb6b00c_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [13.079287   4.38367    4.4750586  1.870476  40.       ]
6265f0745d3f40546bcd32c43682e841_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.         5.2449694 20.        20.        20.       ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [20.668917 12.958747 20.       40.       20.      ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [25.278263  8.862828 40.       20.       40.      ]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [15.070567    0.99679023 20.         20.         40.        ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [17.132881 23.192509 20.       20.       20.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20. 20. 20. 40. 20.]
d0cf2f187acda5736be7348aa770e4ca_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [35.946655 36.361282  9.93525  16.21771  20.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_40_20_240_40_400:gt ['40', '20', '20', '40', '20']:pred [40.       10.586586 20.       40.       20.      ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [16.684584   7.5115647 22.393976   3.0880244 19.850813 ]
1a64bf1e658652ddb11647ffa4306609_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [20.       15.657614 20.       13.759126 16.464342]
7dac31838b627748eb631ba05bd8dfe_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [26.516243   3.4832196 40.        20.        40.       ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       26.245895 40.       20.       20.      ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [20.        11.539793  20.         4.0145564  6.2889175]
6265f0745d3f40546bcd32c43682e841_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [18.713497   3.7463112 20.        40.        40.       ]
70e27da90dec2de49604bf8c981ad1eb_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [ 8.879063  5.99377  20.       40.       21.029808]
c4941d6a2266813c3a2b1a2e5e169910_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [24.220112 22.857546 20.       20.       40.      ]
5ec3322293a39816ad7e7cea4034d226_40_20_40_20_40_80_80_400:gt ['40', '20', '40', '20', '40']:pred [19.712856 16.392715 40.       20.       40.      ]
a88d69e53a01aab9ff1370452e3a0154_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [40.         8.716382  40.        12.407265   5.6000223]
cde88b5900e8dfba725a7749daae1afa_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [20.285791 17.558966 20.       20.       40.      ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [31.569271 34.8055   20.       20.       19.904566]
a115d534edec6f89afe1d4530f4c6e24_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [ 7.441626   1.6141818 40.        20.         8.281024 ]
4ac021653126a29e98618a1ba17f086b_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [40.      32.19641 20.      40.      42.61524]
aa9f41bc3925ffc4be9358e8c18dc481_40_20_40_20_20_240_80_400:gt ['40', '20', '40', '20', '20']:pred [19.592245  2.045056 40.       20.       20.      ]
d72ffa185738bccd10b75223b5be6dbb_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [26.70111  27.167645 20.       20.       20.      ]
cde88b5900e8dfba725a7749daae1afa_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [24.912018 17.082962 40.       20.       40.      ]
4458ed2a746e61a3b11647ffa4306609_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [12.622567 22.233503 20.       40.       20.      ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [12.242081 18.758463 20.       20.       33.12977 ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [30.462713   1.7026714 40.        40.        15.933188 ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [22.88529   4.555481 40.       40.       13.359256]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [16.144445 11.319895 18.393139 12.119999 40.      ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [29.898506   1.6153433 40.        20.        15.335702 ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [27.441925 21.453869 40.       40.        7.731429]
c4941d6a2266813c3a2b1a2e5e169910_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [31.80047  34.648876 20.       20.       19.499298]
a115d534edec6f89afe1d4530f4c6e24_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [10.488375 21.089888 20.       20.       33.829247]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [27.751595 31.197023 27.078089 21.855745 20.      ]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.        8.953405 20.       40.       41.57949 ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [18.390312 13.842266 40.       20.       20.      ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_40_20_80_40_400:gt ['20', '40', '40', '40', '20']:pred [27.789522 13.007084 40.       40.       20.      ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_20_20_0_80_400:gt ['20', '20', '20', '20', '20']:pred [ 1.8658543 13.217767  20.        20.        29.099932 ]
5ec3322293a39816ad7e7cea4034d226_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [16.080585  18.455202  40.        40.         5.6570706]
4458ed2a746e61a3b11647ffa4306609_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [20.234325 30.190237 20.       40.       40.      ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [30.71384  27.02187  19.503323 40.       40.      ]
1790131f5f74b1ed973aff268eb6b00c_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [10.806751   0.5397033  9.145116   0.5473859 40.       ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [16.011585  12.925582  20.78002   15.4799385 20.       ]
fabcb04fc015f822ca8bf2993ca245b_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [40.       32.86058  20.       13.262935 44.392525]
d0cf2f187acda5736be7348aa770e4ca_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [20.        9.441017 40.       20.       40.      ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [20.        17.551132  20.         2.8937001 36.76221  ]
216d910f71942f205df3c6413d40ccb2_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [28.23944 34.99897 40.      40.      20.     ]
4ac021653126a29e98618a1ba17f086b_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [25.723904 10.30117  20.       20.       40.      ]
70e27da90dec2de49604bf8c981ad1eb_20_40_20_40_40_160_40_400:gt ['20', '40', '20', '40', '40']:pred [20.         2.8219638 20.        40.        27.319845 ]
2f7cf2c2d170e3c936f37029483b3e41_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [23.410051 21.529303 20.       20.       40.      ]
70e27da90dec2de49604bf8c981ad1eb_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [32.730083 24.899498 40.       40.       40.      ]
6265f0745d3f40546bcd32c43682e841_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [ 4.2944555  4.4661674 20.        40.        40.       ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [15.94241  15.65077  27.833075 11.072038 20.      ]
c61ec8875746ab78227375499b768057_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.       10.351784 20.       20.        4.913872]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [26.146854 32.04736  27.184551 23.978271 20.      ]
9c827e532de4967285089a13cc567dbd_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [20.        9.862706 40.       20.       40.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [16.74705  23.824005 40.       40.       40.      ]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [17.874788 34.962093 20.       40.       20.      ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [19.921036 15.699953 20.898348 14.506853 40.      ]
923007b377bb1cab473f10e6caaeca56_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [28.560648 26.372171 20.       40.       20.      ]
216d910f71942f205df3c6413d40ccb2_40_20_40_20_40_80_80_400:gt ['40', '20', '40', '20', '40']:pred [22.888496 17.312252 40.       20.       40.      ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [40.        11.205604  40.        20.         3.7714238]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [26.265898 25.47624  20.       20.       40.      ]
1a64bf1e658652ddb11647ffa4306609_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [40.        27.647903  40.         9.744856   0.8256393]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       13.697411 40.       20.       20.      ]
425ba801e904cb50f3aaed7e86215c7b_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [10.337372  5.999465 20.       20.       40.      ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_20_20_80_40_400:gt ['20', '20', '40', '20', '20']:pred [27.559626 17.058664 21.901247 20.       20.      ]
a115d534edec6f89afe1d4530f4c6e24_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       21.704405 20.       20.       19.37801 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.        9.843254 40.        4.591929 37.043613]
4458ed2a746e61a3b11647ffa4306609_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.       16.410524 40.       40.       20.      ]
d0cf2f187acda5736be7348aa770e4ca_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.        28.967628  40.         5.6659775 40.       ]
7c46bfff2f90f11044592db9be5db5c8_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [16.223366 10.763536 40.       40.       40.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [22.305695 18.7841   40.       20.       40.      ]
4458ed2a746e61a3b11647ffa4306609_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [32.56454  18.826965 40.       40.       40.      ]
5ec3322293a39816ad7e7cea4034d226_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [40.         9.457643  20.        40.         0.8709749]
86c8a3137a716d70e742b0b5e87bec54_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [18.241869 25.077528 19.44401   5.089829 10.386892]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [30.93376 25.60237 20.      40.      20.     ]
