hybrid_0_0_-20_20_40_240_40_450:gt ['0', '0', '-20', '20', '40']:pred [ 8.109364  0.       11.737897 13.848763 40.      ]
hybrid_0_20_0_20_40_80_20_400:gt ['0', '20', '0', '20', '40']:pred [ 0.        11.534921  22.179625  23.456005   2.6049473]
suv_-40_20_0_20_40_120_40_400:gt ['-40', '20', '0', '20', '40']:pred [29.516726 20.       16.168243 20.        8.446206]
sedan2door_-20_0_-20_20_20_40_40_450:gt ['-20', '0', '-20', '20', '20']:pred [20.       16.847237 27.389791 14.116678 20.      ]
suv_-40_40_-20_40_40_40_60_450:gt ['-40', '40', '-20', '40', '40']:pred [40.       40.       20.       16.671879 40.      ]
suv_0_0_-40_20_0_360_60_400:gt ['0', '0', '-40', '20', '0']:pred [ 0.         7.213893  40.         3.4296834  0.       ]
sedan2door_0_20_-40_0_0_320_20_450:gt ['0', '20', '-40', '0', '0']:pred [ 0.       16.582422 32.311855  2.716033  0.      ]
hybrid_0_20_-20_40_20_0_60_400:gt ['0', '20', '-20', '40', '20']:pred [ 0.        20.        22.459742   5.9963746 20.       ]
suv_-40_20_0_0_20_0_20_400:gt ['-40', '20', '0', '0', '20']:pred [40.         7.4782095  0.         1.0343437  8.816547 ]
suv_-40_0_-40_20_40_320_60_400:gt ['-40', '0', '-40', '20', '40']:pred [40.      10.28873 40.      20.      40.     ]
sedan2door_-40_20_-40_40_0_360_60_450:gt ['-40', '20', '-40', '40', '0']:pred [40.       20.       21.507055 10.911254  0.      ]
sedan2door_-20_40_-20_0_20_240_40_450:gt ['-20', '40', '-20', '0', '20']:pred [30.134525 40.       22.926268 12.94363  20.      ]
hybrid_0_40_-40_40_0_40_20_450:gt ['0', '40', '-40', '40', '0']:pred [ 0.         49.10722    23.397572   13.789502    0.99431133]
sedan4door_-20_40_-20_20_20_80_60_400:gt ['-20', '40', '-20', '20', '20']:pred [20. 40. 20. 20. 20.]
hybrid_0_20_-40_40_40_320_60_450:gt ['0', '20', '-40', '40', '40']:pred [ 0.       20.       22.885212  7.308783 40.      ]
suv_-20_40_0_40_0_200_80_450:gt ['-20', '40', '0', '40', '0']:pred [20.       40.       33.475372 40.        0.      ]
sedan2door_-20_20_-20_20_20_360_80_400:gt ['-20', '20', '-20', '20', '20']:pred [20.       20.       18.349497 22.538954 20.      ]
hybrid_-40_40_0_20_40_280_80_400:gt ['-40', '40', '0', '20', '40']:pred [40.       40.       34.842976 33.084877 40.      ]
sedan4door_-20_0_-40_0_40_360_80_450:gt ['-20', '0', '-40', '0', '40']:pred [20.  0. 40.  0. 40.]
hybrid_-40_20_-40_0_0_320_40_400:gt ['-40', '20', '-40', '0', '0']:pred [40.         7.9660935 23.519949  15.898272   0.       ]
hybrid_-40_20_0_0_20_160_80_450:gt ['-40', '20', '0', '0', '20']:pred [40.       20.       13.543898  6.66407  20.      ]
suv_0_0_0_0_40_200_20_450:gt ['0', '0', '0', '0', '40']:pred [24.685225  0.       18.32925   0.       40.      ]
hatchback_-20_0_-20_20_20_200_60_400:gt ['-20', '0', '-20', '20', '20']:pred [20.        0.       39.312874 20.       20.      ]
sedan2door_-20_0_-20_20_40_280_40_400:gt ['-20', '0', '-20', '20', '40']:pred [20.        21.45061    6.7603803 12.280766  40.       ]
sedan2door_0_40_-40_0_20_40_80_400:gt ['0', '40', '-40', '0', '20']:pred [ 0.       40.       40.341835 11.071218 20.      ]
sedan2door_-20_20_-40_20_40_160_20_450:gt ['-20', '20', '-40', '20', '40']:pred [ 4.834171 20.       30.480154 15.982495 41.56936 ]
sedan4door_0_0_-20_0_40_0_20_450:gt ['0', '0', '-20', '0', '40']:pred [ 0.         3.8897855 20.         1.8584566 34.541553 ]
hatchback_-40_40_0_20_40_120_40_450:gt ['-40', '40', '0', '20', '40']:pred [30.769175 40.       28.821905 20.       24.326836]
hatchback_0_40_0_40_0_360_20_450:gt ['0', '40', '0', '40', '0']:pred [ 0.        12.507741   0.         2.6312952  6.431669 ]
hatchback_-20_0_-40_40_20_120_20_400:gt ['-20', '0', '-40', '40', '20']:pred [17.58092   0.       36.597588 40.        4.456371]
sedan4door_-40_20_-20_0_40_80_80_450:gt ['-40', '20', '-20', '0', '40']:pred [40.       20.       20.        0.       25.941648]
hatchback_-20_0_-20_20_20_320_80_400:gt ['-20', '0', '-20', '20', '20']:pred [20.  0. 20. 20. 20.]
hybrid_-40_40_-40_0_20_80_40_400:gt ['-40', '40', '-40', '0', '20']:pred [40.       40.       23.083462 10.517147 10.928892]
suv_0_20_-20_0_0_0_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.          5.1259007  20.          0.83290505  2.227468  ]
hybrid_0_40_-20_20_40_80_60_400:gt ['0', '40', '-20', '20', '40']:pred [ 0.       40.       36.489613 18.848747 40.      ]
suv_-20_20_-20_0_40_320_80_450:gt ['-20', '20', '-20', '0', '40']:pred [20. 20. 20.  0. 40.]
hybrid_0_40_-40_0_40_40_60_400:gt ['0', '40', '-40', '0', '40']:pred [ 0.       40.       19.494217 29.015419 40.      ]
sedan2door_0_40_0_20_0_120_40_400:gt ['0', '40', '0', '20', '0']:pred [15.3790655 40.        36.704002  10.109233   5.101989 ]
hatchback_-40_40_0_0_20_0_80_400:gt ['-40', '40', '0', '0', '20']:pred [40.       40.        0.        9.003984 20.      ]
sedan4door_-40_40_-20_20_40_40_40_400:gt ['-40', '40', '-20', '20', '40']:pred [40.       43.371193 20.       25.103035 40.      ]
hybrid_-40_20_-20_0_20_360_40_450:gt ['-40', '20', '-20', '0', '20']:pred [40.       29.795376 19.923702 10.832217 20.      ]
sedan4door_-20_0_-40_40_20_240_20_400:gt ['-20', '0', '-40', '40', '20']:pred [15.535591  0.       43.281696 40.       20.      ]
sedan2door_0_40_0_40_40_120_60_400:gt ['0', '40', '0', '40', '40']:pred [ 0.       40.       41.531216 17.50306  40.      ]
suv_0_0_0_20_20_360_40_450:gt ['0', '0', '0', '20', '20']:pred [ 0.        8.423731  0.        4.093523 20.      ]
suv_-40_40_-40_20_20_40_80_450:gt ['-40', '40', '-40', '20', '20']:pred [40. 40. 40. 20. 20.]
suv_-20_0_-20_40_40_160_40_450:gt ['-20', '0', '-20', '40', '40']:pred [11.299669  0.       28.016008 40.       40.      ]
sedan2door_0_0_0_20_20_120_80_450:gt ['0', '0', '0', '20', '20']:pred [ 0.        0.       30.800837 13.442995 20.      ]
suv_-40_0_0_20_40_360_40_450:gt ['-40', '0', '0', '20', '40']:pred [40.         5.4097958  0.         5.4898596 40.       ]
hatchback_-40_20_0_40_0_360_40_450:gt ['-40', '20', '0', '40', '0']:pred [40.       32.120556  0.       13.356903  0.      ]
sedan2door_-40_20_-40_40_20_120_60_400:gt ['-40', '20', '-40', '40', '20']:pred [40.       20.       40.954166 30.199028 20.      ]
sedan2door_0_20_0_40_40_0_20_400:gt ['0', '20', '0', '40', '40']:pred [ 0.         4.7733274 11.219744   2.1834872 43.320435 ]
hybrid_-40_0_-40_20_20_360_20_400:gt ['-40', '0', '-40', '20', '20']:pred [40.        10.575216  14.321088   2.8951476 14.460361 ]
hybrid_-20_40_0_20_40_240_60_400:gt ['-20', '40', '0', '20', '40']:pred [20.       40.       31.181974 17.580614 40.      ]
suv_-20_40_-40_40_40_40_40_400:gt ['-20', '40', '-40', '40', '40']:pred [20.       39.243885 40.       25.899298 40.      ]
suv_-20_0_-40_40_40_160_80_450:gt ['-20', '0', '-40', '40', '40']:pred [20.  0. 40. 40. 40.]
hybrid_0_0_0_0_0_120_60_400:gt ['0', '0', '0', '0', '0']:pred [ 0.       0.      19.14038 30.46772  0.     ]
sedan2door_-40_40_-40_20_40_120_80_400:gt ['-40', '40', '-40', '20', '40']:pred [40.       40.       31.490744 29.53279  40.      ]
sedan4door_0_0_-20_20_0_80_40_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.        0.       20.        8.745701  4.959461]
suv_-40_0_-40_20_0_240_80_400:gt ['-40', '0', '-40', '20', '0']:pred [40.  0. 40. 20.  0.]
suv_-20_0_0_0_0_320_80_400:gt ['-20', '0', '0', '0', '0']:pred [20.         0.         0.         1.9204326  0.       ]
sedan2door_-20_40_-40_0_0_80_80_450:gt ['-20', '40', '-40', '0', '0']:pred [20.       40.       38.9517   17.863914  6.814515]
hatchback_-40_20_-40_20_20_120_20_450:gt ['-40', '20', '-40', '20', '20']:pred [35.854424  20.        15.688983  20.         3.9584348]
sedan2door_0_0_-40_40_40_320_40_450:gt ['0', '0', '-40', '40', '40']:pred [ 0.         3.8248525 27.888008   8.476186  40.       ]
suv_-20_0_-20_20_20_80_40_400:gt ['-20', '0', '-20', '20', '20']:pred [20.         0.        20.         3.3695016 17.923534 ]
sedan2door_-20_0_0_20_40_40_60_400:gt ['-20', '0', '0', '20', '40']:pred [20.        0.       35.583794  9.587649 40.      ]
sedan4door_0_20_-40_40_40_360_80_450:gt ['0', '20', '-40', '40', '40']:pred [ 0. 20. 40. 40. 40.]
hatchback_0_20_-40_0_0_280_60_450:gt ['0', '20', '-40', '0', '0']:pred [ 0. 20. 40.  0.  0.]
hatchback_0_40_0_20_20_360_40_400:gt ['0', '40', '0', '20', '20']:pred [ 0.        43.60241    0.         7.1797523 20.       ]
sedan2door_0_40_0_20_0_320_60_400:gt ['0', '40', '0', '20', '0']:pred [ 0.       40.       27.058647 12.329276  0.      ]
hatchback_-40_0_-40_20_40_120_80_400:gt ['-40', '0', '-40', '20', '40']:pred [40.  0. 40. 20. 40.]
sedan4door_-40_20_-20_40_40_240_80_400:gt ['-40', '20', '-20', '40', '40']:pred [40. 20. 20. 40. 40.]
sedan4door_-20_40_-20_20_0_160_20_450:gt ['-20', '40', '-20', '20', '0']:pred [ 8.268279  40.        27.790556  20.         7.0922666]
hatchback_0_40_-40_20_40_320_40_450:gt ['0', '40', '-40', '20', '40']:pred [ 0.       33.252747 40.       27.26948  40.      ]
suv_-20_0_-20_40_0_320_40_400:gt ['-20', '0', '-20', '40', '0']:pred [20.         1.5801976 20.        23.015205   0.       ]
suv_0_0_-20_40_0_320_80_400:gt ['0', '0', '-20', '40', '0']:pred [ 0.  0. 20. 40.  0.]
sedan4door_0_0_-20_0_0_320_40_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.         5.5109878 20.         5.0828586  0.       ]
sedan2door_0_0_-40_0_20_360_60_450:gt ['0', '0', '-40', '0', '20']:pred [ 0.        0.       19.812643  7.057382 20.      ]
hatchback_0_40_-40_20_20_320_40_450:gt ['0', '40', '-40', '20', '20']:pred [ 0.       36.549854 40.       18.684301 20.      ]
sedan2door_0_40_-20_0_40_280_40_400:gt ['0', '40', '-20', '0', '40']:pred [ 0.       40.       11.504116 13.014458 40.      ]
suv_-20_0_-20_0_20_280_60_400:gt ['-20', '0', '-20', '0', '20']:pred [20.        0.       20.       29.076067 20.      ]
hatchback_-20_40_-40_40_40_0_80_450:gt ['-20', '40', '-40', '40', '40']:pred [20. 40. 40. 40. 40.]
hatchback_-20_0_-40_20_20_200_20_450:gt ['-20', '0', '-40', '20', '20']:pred [ 8.213581  0.       16.275051 20.       20.      ]
suv_-20_20_-20_0_0_80_40_400:gt ['-20', '20', '-20', '0', '0']:pred [20.        20.        20.         2.4936934 15.221241 ]
hybrid_-40_40_-40_20_20_240_80_400:gt ['-40', '40', '-40', '20', '20']:pred [40.       40.       33.658882 29.019657 20.      ]
suv_0_20_-20_20_0_360_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.         5.3682394 20.         1.7960991  2.8047447]
sedan4door_-40_40_-20_20_40_320_40_400:gt ['-40', '40', '-20', '20', '40']:pred [40.       22.997513 20.       11.217921 40.      ]
suv_-20_0_-40_0_0_0_80_450:gt ['-20', '0', '-40', '0', '0']:pred [20.         0.        40.         5.1277637  0.       ]
sedan4door_-20_20_-20_0_0_360_80_400:gt ['-20', '20', '-20', '0', '0']:pred [20. 20. 20.  0.  0.]
hybrid_-20_40_-40_20_40_200_60_450:gt ['-20', '40', '-40', '20', '40']:pred [20.        40.        14.753877   7.3630166 40.       ]
hybrid_-40_0_0_40_40_360_80_450:gt ['-40', '0', '0', '40', '40']:pred [40.        0.       14.662937 13.541507 40.      ]
suv_-40_0_-40_20_0_320_60_400:gt ['-40', '0', '-40', '20', '0']:pred [40.        8.365419 40.       20.        0.      ]
sedan2door_0_0_-40_0_0_320_60_450:gt ['0', '0', '-40', '0', '0']:pred [ 0.         0.        30.061487   3.4854107  0.       ]
sedan2door_0_20_-20_0_20_160_80_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       20.       23.796268 16.897173 20.      ]
hybrid_-40_20_-20_0_20_40_40_450:gt ['-40', '20', '-20', '0', '20']:pred [40.       45.212944 25.690784 23.711678 20.      ]
hatchback_-20_20_-20_0_40_120_60_450:gt ['-20', '20', '-20', '0', '40']:pred [20.       20.       41.603374  0.       40.      ]
sedan4door_-20_40_-40_40_40_200_20_400:gt ['-20', '40', '-40', '40', '40']:pred [16.427032 40.       48.76939  40.       40.      ]
sedan2door_-40_20_-40_40_40_280_80_450:gt ['-40', '20', '-40', '40', '40']:pred [40.       20.       34.539433 18.772337 40.      ]
hybrid_0_40_-20_0_20_200_20_400:gt ['0', '40', '-20', '0', '20']:pred [13.416498  40.        19.248951   1.0951551 20.       ]
hatchback_0_0_0_0_0_200_40_400:gt ['0', '0', '0', '0', '0']:pred [ 5.1627617  0.        14.342628   0.         0.       ]
hatchback_0_20_-20_0_20_280_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 0. 20. 20.  0. 20.]
sedan2door_-20_40_-20_20_0_0_60_450:gt ['-20', '40', '-20', '20', '0']:pred [20.       40.       17.662285  9.696299  0.      ]
sedan4door_0_40_-20_0_0_360_80_400:gt ['0', '40', '-20', '0', '0']:pred [ 0. 40. 20.  0.  0.]
suv_0_0_0_0_20_80_40_450:gt ['0', '0', '0', '0', '20']:pred [ 0.        0.        0.        9.294386 17.827572]
sedan4door_0_40_-40_0_20_80_20_400:gt ['0', '40', '-40', '0', '20']:pred [ 0.        45.189087  40.         2.7922478  5.020309 ]
hatchback_0_0_-40_20_20_0_60_450:gt ['0', '0', '-40', '20', '20']:pred [ 0.        0.       40.        7.954865 20.      ]
sedan4door_0_20_0_20_20_200_80_450:gt ['0', '20', '0', '20', '20']:pred [ 0. 20.  0. 20. 20.]
sedan2door_-40_0_0_20_40_40_40_450:gt ['-40', '0', '0', '20', '40']:pred [40.       23.782307 22.920746 22.306675 40.      ]
hatchback_-40_0_0_20_0_40_40_400:gt ['-40', '0', '0', '20', '0']:pred [40.        40.88196    0.         7.4679403  0.       ]
sedan4door_-40_20_-40_20_0_280_60_400:gt ['-40', '20', '-40', '20', '0']:pred [40. 20. 40. 20.  0.]
sedan4door_-40_20_-20_40_40_240_20_400:gt ['-40', '20', '-20', '40', '40']:pred [33.73591  20.       19.414406 40.       40.      ]
sedan2door_-20_20_0_0_40_0_60_450:gt ['-20', '20', '0', '0', '40']:pred [20.       20.       21.01838  14.235329 40.      ]
sedan4door_0_0_0_40_0_240_20_400:gt ['0', '0', '0', '40', '0']:pred [ 5.446662  0.        8.579472 40.        0.      ]
hybrid_-40_20_-40_20_20_80_40_400:gt ['-40', '20', '-40', '20', '20']:pred [40.        20.        26.474869  14.117138   6.7613153]
hatchback_0_0_-20_0_0_360_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.         0.        20.         2.5466902  0.       ]
hybrid_-20_20_-40_40_0_80_60_400:gt ['-20', '20', '-40', '40', '0']:pred [20.       20.       34.982166 24.492966  0.      ]
suv_-20_0_-40_0_40_320_40_400:gt ['-20', '0', '-40', '0', '40']:pred [20.         2.5426025 40.         3.7146122 40.       ]
suv_0_40_0_40_40_360_20_400:gt ['0', '40', '0', '40', '40']:pred [ 0.       12.408569  0.        2.201974 29.567282]
sedan2door_0_20_0_20_0_160_80_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       20.       18.482075 13.709955  0.      ]
hatchback_-20_20_0_40_0_280_20_450:gt ['-20', '20', '0', '40', '0']:pred [20.       15.486694  0.        4.742696  0.      ]
hybrid_-40_40_-20_20_40_120_60_450:gt ['-40', '40', '-20', '20', '40']:pred [40.       40.       20.334993 36.312416 40.      ]
hatchback_-40_40_0_20_20_0_60_450:gt ['-40', '40', '0', '20', '20']:pred [40.       40.        0.       10.366142 20.      ]
sedan4door_0_40_-20_40_40_80_40_450:gt ['0', '40', '-20', '40', '40']:pred [ 0.       40.       20.       25.826244 24.843328]
hatchback_-20_20_-40_0_20_360_20_450:gt ['-20', '20', '-40', '0', '20']:pred [20.        8.277932 40.        1.34444  29.293964]
sedan2door_-40_20_0_0_20_360_20_450:gt ['-40', '20', '0', '0', '20']:pred [40.         3.8845096 15.22034    3.52819   36.92569  ]
hybrid_-20_40_0_0_20_160_20_450:gt ['-20', '40', '0', '0', '20']:pred [ 4.559029 40.       13.402835 12.823465 27.015158]
hatchback_-40_40_-40_20_0_320_40_450:gt ['-40', '40', '-40', '20', '0']:pred [40.       26.250977 40.       11.312629  0.      ]
suv_-20_40_0_20_20_120_80_450:gt ['-20', '40', '0', '20', '20']:pred [20. 40.  0. 20. 20.]
hybrid_-20_40_-40_40_0_40_40_450:gt ['-20', '40', '-40', '40', '0']:pred [20.       50.454422 26.2562   25.224506  0.      ]
hatchback_0_20_0_0_40_320_20_450:gt ['0', '20', '0', '0', '40']:pred [ 0.       25.691162  0.        3.819342 40.      ]
suv_0_20_-20_20_40_280_20_400:gt ['0', '20', '-20', '20', '40']:pred [ 5.7936916 20.237831  20.        36.620552  40.       ]
suv_0_20_-20_20_40_80_40_400:gt ['0', '20', '-20', '20', '40']:pred [ 0.        20.        20.         2.6794994 40.164417 ]
suv_-20_0_-40_0_40_120_60_450:gt ['-20', '0', '-40', '0', '40']:pred [20.      0.     25.7648  0.     40.    ]
sedan4door_-20_40_0_40_40_0_20_400:gt ['-20', '40', '0', '40', '40']:pred [20.        11.202142   0.         3.9046352 43.270527 ]
sedan2door_-20_0_-20_40_20_200_80_450:gt ['-20', '0', '-20', '40', '20']:pred [20.        0.       39.757362 22.386362 20.      ]
sedan4door_-40_40_0_0_40_320_40_450:gt ['-40', '40', '0', '0', '40']:pred [40.        17.055717   0.         3.8935156 40.       ]
hybrid_0_40_-20_0_20_360_80_400:gt ['0', '40', '-20', '0', '20']:pred [ 0.       40.       21.375328 13.791025 20.      ]
sedan4door_-20_0_-40_20_20_200_60_400:gt ['-20', '0', '-40', '20', '20']:pred [20.       0.      43.18948 20.      20.     ]
hybrid_-20_0_0_0_40_80_20_400:gt ['-20', '0', '0', '0', '40']:pred [20.       10.8235   28.640652 23.88235   4.726627]
hatchback_-40_0_-40_40_0_360_80_400:gt ['-40', '0', '-40', '40', '0']:pred [40.  0. 40. 40.  0.]
hybrid_0_0_-20_0_0_320_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.        5.357607 30.42328   4.506984  0.      ]
suv_-40_0_-40_20_20_240_80_450:gt ['-40', '0', '-40', '20', '20']:pred [40.  0. 40. 20. 20.]
sedan2door_0_40_0_0_40_200_40_450:gt ['0', '40', '0', '0', '40']:pred [28.010286 40.       25.242115 25.116432 40.      ]
sedan4door_-20_20_0_20_0_360_60_450:gt ['-20', '20', '0', '20', '0']:pred [20.      20.       0.       6.87594  0.     ]
sedan4door_0_0_-20_40_40_200_20_400:gt ['0', '0', '-20', '40', '40']:pred [12.29305  0.      32.18343 40.      40.     ]
hatchback_0_0_-20_0_40_200_60_400:gt ['0', '0', '-20', '0', '40']:pred [ 0.       0.      26.02713  0.      40.     ]
hybrid_-40_20_-40_20_20_160_20_450:gt ['-40', '20', '-40', '20', '20']:pred [23.141027  20.         8.634556   5.4308047 23.732944 ]
suv_-20_40_-40_20_0_160_80_450:gt ['-20', '40', '-40', '20', '0']:pred [20. 40. 40. 20.  0.]
suv_-40_20_0_20_20_80_60_450:gt ['-40', '20', '0', '20', '20']:pred [40. 20.  0. 20. 20.]
suv_0_0_-20_0_0_360_80_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.         0.        20.         2.7290602  0.       ]
suv_0_20_0_20_20_240_60_400:gt ['0', '20', '0', '20', '20']:pred [ 0.       20.       11.102951 20.       20.      ]
sedan2door_-20_20_-20_20_40_40_60_450:gt ['-20', '20', '-20', '20', '40']:pred [20.       20.       31.965082 38.37695  40.      ]
suv_0_20_0_0_0_320_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.        11.9596195  0.         4.406      0.       ]
hatchback_-40_0_-20_20_20_0_40_400:gt ['-40', '0', '-20', '20', '20']:pred [40.       10.727438 20.       10.921254 20.      ]
hatchback_-20_40_-40_0_40_0_60_450:gt ['-20', '40', '-40', '0', '40']:pred [20.        40.        40.         4.7664976 40.       ]
hybrid_-40_20_0_40_20_160_20_400:gt ['-40', '20', '0', '40', '20']:pred [32.230133 20.        9.650816  6.051346 28.990427]
sedan2door_-20_40_-40_0_20_40_40_400:gt ['-20', '40', '-40', '0', '20']:pred [20.       37.03282  28.855442 27.90746  20.      ]
sedan4door_-40_40_-40_20_0_80_80_400:gt ['-40', '40', '-40', '20', '0']:pred [40.       40.       40.       20.        4.554706]
sedan4door_0_20_-40_40_40_200_80_400:gt ['0', '20', '-40', '40', '40']:pred [ 0. 20. 40. 40. 40.]
sedan4door_-20_0_-40_0_40_240_40_400:gt ['-20', '0', '-40', '0', '40']:pred [10.784785  0.       41.292183  0.       40.      ]
suv_-40_0_-40_40_40_40_60_450:gt ['-40', '0', '-40', '40', '40']:pred [40.        0.       40.        6.694013 40.      ]
hybrid_-40_0_0_40_40_360_20_400:gt ['-40', '0', '0', '40', '40']:pred [40.         6.8267584  9.347126   8.514115  27.769732 ]
suv_-20_40_0_40_20_120_40_400:gt ['-20', '40', '0', '40', '20']:pred [32.472736 40.       17.998167 40.       10.678499]
sedan4door_-40_0_-40_0_40_280_60_450:gt ['-40', '0', '-40', '0', '40']:pred [40.  0. 40.  0. 40.]
suv_-40_0_-20_0_40_40_40_450:gt ['-40', '0', '-20', '0', '40']:pred [40.        21.365128  20.         3.3035643 40.       ]
sedan4door_-20_20_-40_20_20_320_80_450:gt ['-20', '20', '-40', '20', '20']:pred [20. 20. 40. 20. 20.]
hybrid_0_0_-40_0_40_0_60_450:gt ['0', '0', '-40', '0', '40']:pred [ 0.        10.5421505 14.313826   8.697367  40.       ]
sedan4door_0_0_-20_40_0_320_40_400:gt ['0', '0', '-20', '40', '0']:pred [ 0.        5.839181 20.       21.009247  0.      ]
sedan4door_-20_0_0_0_40_240_20_450:gt ['-20', '0', '0', '0', '40']:pred [15.847329  0.       21.53497   0.       40.      ]
sedan4door_-20_40_-40_20_20_320_80_450:gt ['-20', '40', '-40', '20', '20']:pred [20. 40. 40. 20. 20.]
