72ba2195087f80d8b7e8c57d131d2ca7_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [20.350142 13.29652  41.6518   27.796968 45.43686 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [24.190348 31.820229 21.718573 30.08405  45.22553 ]
1a64bf1e658652ddb11647ffa4306609_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [26.92259  10.038586 36.84085  32.850533 37.53938 ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [25.724596  8.00585  30.025394 29.758135 43.845737]
cde88b5900e8dfba725a7749daae1afa_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [30.5797     5.2006865 16.208477  16.600277  45.221523 ]
b9786e1b059a1712ca92a4cdad802b45_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [25.440872  9.069521 12.436568 22.311665 29.726295]
7dac31838b627748eb631ba05bd8dfe_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [15.031437 11.688268 31.743061 31.450045 36.88481 ]
6265f0745d3f40546bcd32c43682e841_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [21.503986   3.9510543 28.936213  18.985352  44.145844 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_40_40_40_240_40_400:gt ['20', '20', '40', '40', '40']:pred [29.693062   2.2111368 33.634834   8.810937  25.689335 ]
1a64bf1e658652ddb11647ffa4306609_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [25.649956  24.758629   3.0185413 33.723022   6.971391 ]
1a64bf1e658652ddb11647ffa4306609_20_40_40_40_20_80_40_400:gt ['20', '40', '40', '40', '20']:pred [41.46464  14.731415 33.716717 36.50824  41.134136]
fabcb04fc015f822ca8bf2993ca245b_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [31.967943  8.435404 23.40405  21.01844  40.150105]
86c8a3137a716d70e742b0b5e87bec54_20_20_20_40_40_80_80_400:gt ['20', '20', '20', '40', '40']:pred [38.10156   6.134666  8.699184 41.183937 24.991634]
7dac31838b627748eb631ba05bd8dfe_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [13.196214  21.256008   3.0359511 34.127014   3.8850787]
1790131f5f74b1ed973aff268eb6b00c_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [10.065538  9.489357 34.23387  22.66451  46.082592]
cde88b5900e8dfba725a7749daae1afa_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [29.311161   3.5664103 22.366043  24.487774  45.676006 ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [23.660072 10.70934   2.599108 21.02151   3.343609]
2f7cf2c2d170e3c936f37029483b3e41_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [23.070614  12.074972  23.725548   5.3616943 11.919374 ]
216d910f71942f205df3c6413d40ccb2_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [32.213207 11.681645 28.55855  22.024216 42.869667]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_40_40_40_160_40_400:gt ['40', '20', '40', '40', '40']:pred [24.828915 10.78601  18.439152 37.332302 37.029873]
923007b377bb1cab473f10e6caaeca56_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [14.581962  13.670276   2.1817045 11.688567  33.52724  ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [16.951832  25.013124   3.7967758 25.24134   54.360126 ]
5e87b04efd58cc8922412d2a728de1d5_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [29.152393 25.375772 15.120024 25.1196   40.78058 ]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [11.4641285 10.238194  16.668844  22.785015  10.087782 ]
7c46bfff2f90f11044592db9be5db5c8_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [21.617546 19.11259   4.526599  4.137544 22.564915]
9c827e532de4967285089a13cc567dbd_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [16.51385  22.103447  3.490117 32.63877  32.47693 ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [12.993899  7.985812 21.484165 31.728275 11.44894 ]
9c827e532de4967285089a13cc567dbd_20_20_40_20_40_160_40_400:gt ['20', '20', '40', '20', '40']:pred [35.274418 17.64584  26.06665  38.624832 39.14685 ]
d0cf2f187acda5736be7348aa770e4ca_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [22.578176   3.6859958 28.782986  12.415886  34.245895 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [13.474596  7.742622 35.036385 19.907196 39.308823]
7c46bfff2f90f11044592db9be5db5c8_20_40_20_40_20_240_40_400:gt ['20', '40', '20', '40', '20']:pred [14.372481  13.001238   1.7971817  3.9497118 20.898962 ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [23.219845  28.181498  14.1004095  6.0358667 29.70751  ]
d0cf2f187acda5736be7348aa770e4ca_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [ 9.531061   8.314908   7.308836   4.5312715 37.835384 ]
a88d69e53a01aab9ff1370452e3a0154_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [11.1343    12.554211   8.336614   2.5770614 19.677984 ]
9c827e532de4967285089a13cc567dbd_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [ 9.977684  19.257517   5.4481773 38.834618  37.2101   ]
fabcb04fc015f822ca8bf2993ca245b_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [24.880293  4.231558 29.240871 41.519573 47.77397 ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_40_20_40_80_40_400:gt ['20', '20', '40', '20', '40']:pred [29.363522 25.487486 36.491287 39.91876  34.99657 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [17.004793 16.003204 22.805273 35.76382  36.531612]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [ 9.720772 19.913248  8.766241 17.487482 12.82249 ]
a88d69e53a01aab9ff1370452e3a0154_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [ 8.255421   9.485084  18.521847   1.9404899 14.090749 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [22.5938     7.2696714  8.69608   15.784489  30.01123  ]
a387407d49e209fdeea60824a43a0b_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [25.967953 15.181401 14.769706 35.743713 32.77775 ]
c61ec8875746ab78227375499b768057_20_20_40_20_40_80_40_400:gt ['20', '20', '40', '20', '40']:pred [13.32164  13.490232 22.787558 49.51632  41.374504]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [39.540455  5.516771 41.86377  25.114939 45.375015]
1a64bf1e658652ddb11647ffa4306609_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [39.19284   8.042182 31.555231 32.884586 39.716724]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [29.009562  12.486815   7.4948072  7.131454  33.500072 ]
d72ffa185738bccd10b75223b5be6dbb_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [15.989409   1.9184216 16.292896  31.71229   17.476215 ]
5e87b04efd58cc8922412d2a728de1d5_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [25.690565   6.9270835 33.29917   23.507381  43.34451  ]
a115d534edec6f89afe1d4530f4c6e24_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [40.211086  16.924955   1.3825369  9.285619  43.937653 ]
1a64bf1e658652ddb11647ffa4306609_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [40.41849  18.185514 31.316254 29.883936 37.4837  ]
9c827e532de4967285089a13cc567dbd_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [19.495224 32.37518  25.103884 33.47737  47.175053]
fabcb04fc015f822ca8bf2993ca245b_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [32.07554  24.274288 46.31397  28.490726 39.125153]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [25.294746  18.456434  20.716574   3.1793456 26.299337 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [26.530167   7.6725616  6.5555825 13.598085  24.838085 ]
cde88b5900e8dfba725a7749daae1afa_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [21.918299   4.3569975 26.170588  16.056232  42.68178  ]
216d910f71942f205df3c6413d40ccb2_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [21.88638  13.451396 10.068037  5.262965  9.630168]
7dac31838b627748eb631ba05bd8dfe_20_20_20_40_40_80_80_400:gt ['20', '20', '20', '40', '40']:pred [21.550993 22.027002 25.906744 42.35657  43.525604]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [22.098927 35.247658 22.362999 22.842909 40.75021 ]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [14.373523 12.545188  2.743017 10.783736 36.23001 ]
d2592adba4e8e62648368c1a2f71c5f3_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [14.793793  5.982311  5.557981 12.743389 10.252817]
fabcb04fc015f822ca8bf2993ca245b_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [35.243416 23.89101  47.524105 25.753967 36.58819 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [29.759026  6.112124 43.01209  15.963728  8.608157]
4ac021653126a29e98618a1ba17f086b_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [15.52822  11.855651 35.74668   9.745173 50.061234]
4458ed2a746e61a3b11647ffa4306609_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [25.159706 17.381237 38.6359   39.845425 30.429056]
d2592adba4e8e62648368c1a2f71c5f3_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [19.517498 21.288977 29.376633 22.729494 49.875633]
425ba801e904cb50f3aaed7e86215c7b_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [13.026342    6.357504    8.484233    0.85594743 25.764593  ]
d0cf2f187acda5736be7348aa770e4ca_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [30.362732   7.8207965 31.368359  23.57448   47.496067 ]
a387407d49e209fdeea60824a43a0b_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [20.720688  9.432135 24.546429 26.904057 29.887749]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [15.201071  29.90007    4.1507993 26.256107  53.7501   ]
a88d69e53a01aab9ff1370452e3a0154_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [ 7.5220113  5.5085063 11.530029   1.0002521  8.721926 ]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [25.061985 10.221148 38.229862 17.686756 48.36622 ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [20.114664   7.0596995 28.078653  22.191172  32.658684 ]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [11.001546  7.0134   30.849936  9.836203 20.899422]
d72ffa185738bccd10b75223b5be6dbb_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [31.612833 20.001192 23.18442  34.680374 50.82448 ]
a387407d49e209fdeea60824a43a0b_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [16.593092   0.9824234 16.325918  15.616109   8.257886 ]
c4941d6a2266813c3a2b1a2e5e169910_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [25.52755  22.623861 41.134277  4.323718 22.68473 ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [14.250429 14.66911  10.314403 14.446741 27.754383]
b9786e1b059a1712ca92a4cdad802b45_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [35.23768   10.511742   7.515547   5.2924757 21.270805 ]
b9786e1b059a1712ca92a4cdad802b45_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [18.168276    5.018917   27.54209    17.716719    0.41801333]
c61ec8875746ab78227375499b768057_20_40_20_40_20_240_40_400:gt ['20', '40', '20', '40', '20']:pred [14.367737   2.3817759 20.48037    9.718147  24.534695 ]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_20_40_240_40_400:gt ['40', '20', '40', '20', '40']:pred [10.584843   1.1330193 10.015355  12.753246   9.582681 ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [25.955708 14.152487 31.20577  20.571795 42.796227]
1a64bf1e658652ddb11647ffa4306609_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [35.91592   9.202873 29.043337 36.509262 44.58929 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [33.613724   4.7568917 14.514259  20.080683  40.218376 ]
216d910f71942f205df3c6413d40ccb2_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [43.79344    9.531293   3.2525408 23.101227  21.629423 ]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [14.63743    3.7460713 14.579686  50.161686  19.487106 ]
4ac021653126a29e98618a1ba17f086b_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [14.238657  5.812514 35.07417   7.558092 37.79784 ]
4ac021653126a29e98618a1ba17f086b_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [30.675852 17.359352 12.494585  6.295232 33.915077]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [ 8.487675  17.00873    1.0580733  3.0503688 43.225166 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [18.758635 16.181301 34.181664 20.969439 47.35688 ]
825fb860d71c78a477c771b4b7eed82c_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [22.97899    5.1862545 16.138767  18.605286  46.712032 ]
a115d534edec6f89afe1d4530f4c6e24_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [41.102448  16.522867   0.9977728  9.506329  42.762535 ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [18.25061  10.752777 12.11324  18.05479  14.512797]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [18.139202  9.727854 29.394382 18.740292 44.883595]
d2592adba4e8e62648368c1a2f71c5f3_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [15.666028 13.422939 34.826572 29.739176 46.22298 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [15.044312  29.090694   4.3095603 26.104305  53.759693 ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [26.65267   10.449401   2.4767768 44.928402   1.6000707]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [31.100529 13.483242  1.252795  9.901672 34.226063]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [21.603024   8.85164    1.9122385 25.197365  15.134014 ]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [11.403968  14.641385   7.4624615  5.0474596 12.6860695]
c61ec8875746ab78227375499b768057_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [17.535233  7.267292 14.801298 26.369465 37.540943]
a88d69e53a01aab9ff1370452e3a0154_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [26.797352  9.206091 29.046902 49.72773  33.731564]
1790131f5f74b1ed973aff268eb6b00c_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [12.876012 11.984989  6.745922 16.18217   8.551981]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [16.058292 19.21404   9.297322 16.195045 48.136837]
1a64bf1e658652ddb11647ffa4306609_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [29.095585  6.93782  32.483612 26.077868 33.699917]
fa1b3bcdbda309a439cc19d48e3f4f5_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [ 8.291813 12.748164  5.514178 34.153904 23.603132]
cde88b5900e8dfba725a7749daae1afa_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [41.64709   7.314289 19.738714 24.739908 18.065826]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [15.240109  11.479005  19.079967   6.0034795 30.276848 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_40_40_160_80_400:gt ['40', '40', '20', '40', '40']:pred [25.511744 23.329447 22.99836  29.70654  41.38803 ]
c61ec8875746ab78227375499b768057_40_40_20_20_20_80_40_400:gt ['40', '40', '20', '20', '20']:pred [37.892715 13.325494 22.833317 17.409166 29.717085]
9c827e532de4967285089a13cc567dbd_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [25.03168  11.06417   7.667986  9.555481 19.30631 ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [11.169133   6.249191   7.7219796  6.165312   4.8753858]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [30.984375 22.492426 19.41526  25.02932   6.895026]
7c46bfff2f90f11044592db9be5db5c8_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [24.073042 19.400833  9.296487  6.424609 34.287277]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [13.628347 20.361265 18.190931 36.77819  47.212387]
c61ec8875746ab78227375499b768057_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [21.144047 11.301036 36.91294  47.46424  32.66829 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [ 7.2324123 12.523439  12.268365  15.137656  34.99192  ]
216d910f71942f205df3c6413d40ccb2_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [32.65163   13.899844   3.759516   9.8013735  5.5307937]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [24.976814 11.692029 51.9851   15.980988 19.904808]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [26.215229  11.554219  18.977608   5.1877694 24.722458 ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [16.342144  7.01738  34.978806 21.795038 32.63345 ]
7dac31838b627748eb631ba05bd8dfe_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [12.207076   4.2418437 32.970554  21.417974   1.1007684]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [15.744692  6.375293 16.579163 17.27996  46.503418]
6265f0745d3f40546bcd32c43682e841_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [25.881851   4.8911114  9.267832   9.336242  34.344303 ]
a88d69e53a01aab9ff1370452e3a0154_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [ 8.042643   9.097086   9.239279   3.5400503 11.667914 ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [19.509531 17.337837 32.281353  2.859081 21.47813 ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [14.052051   2.8162334 10.798281  33.94291   15.87263  ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [17.594542  11.265655   6.4491563 34.261383  18.247286 ]
a387407d49e209fdeea60824a43a0b_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [41.68019  12.057233 10.087873 32.072918 42.921497]
70e27da90dec2de49604bf8c981ad1eb_20_20_40_20_20_160_40_400:gt ['20', '20', '40', '20', '20']:pred [16.644592   6.3759317 16.87279   22.618843  20.085487 ]
b9786e1b059a1712ca92a4cdad802b45_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [27.842484  10.629066   3.3193886 19.847363  41.004597 ]
825fb860d71c78a477c771b4b7eed82c_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [20.760336   6.3774347  4.4274793  1.4729526 33.16649  ]
4458ed2a746e61a3b11647ffa4306609_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 8.521999  27.801617   2.5559728  3.9236088  8.2359705]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_40_40_40_240_40_400:gt ['20', '20', '40', '40', '40']:pred [12.440798  14.2841     4.3794317 19.138168  25.648693 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [25.368727 16.423304 19.465271 21.650227 40.08767 ]
9c827e532de4967285089a13cc567dbd_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [25.160168 11.250236  7.717257  9.84727  20.375341]
5ec3322293a39816ad7e7cea4034d226_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [ 8.430347  6.473187  8.764401 11.52252  14.624468]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [22.195824   8.513833   1.8270642 24.86369   15.99633  ]
216d910f71942f205df3c6413d40ccb2_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [30.621536   3.0380263 13.1111355  7.344385  29.041773 ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [36.52175  18.151293 20.023003 39.58537  48.989952]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [29.054808 13.923723 13.142565 16.702211 36.33483 ]
