Hybrid_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       25.299646  0.       20.        0.      ]
Hatchback_-20_20_-20_0_0_320_60_400:gt ['-20', '20', '-20', '0', '0']:pred [33.07437  26.858747 33.07431   0.       13.166923]
Sedan2Door_0_0_-20_20_20_240_60_450:gt ['0', '0', '-20', '20', '20']:pred [16.45596  15.636204 20.       20.       41.153095]
Hatchback_-20_0_-20_0_0_160_20_450:gt ['-20', '0', '-20', '0', '0']:pred [20.        9.202948 20.       15.072373  0.      ]
Sedan2Door_0_0_0_20_20_320_20_450:gt ['0', '0', '0', '20', '20']:pred [ 3.5865102  0.         0.        20.        15.354325 ]
Suv_0_0_-20_0_0_0_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 2.602888  0.       11.093932  0.       45.365917]
Sedan4Door_-20_0_0_0_20_320_20_450:gt ['-20', '0', '0', '0', '20']:pred [25.357708   0.         7.1310954  0.        22.305647 ]
Sedan2Door_-20_0_-20_20_0_80_60_450:gt ['-20', '0', '-20', '20', '0']:pred [10.8775    4.794134 20.       20.        0.      ]
Suv_0_0_-20_0_20_320_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 1.9522698  0.        22.911995   0.        26.211987 ]
Hybrid_-20_20_0_20_20_80_20_450:gt ['-20', '20', '0', '20', '20']:pred [19.55497 20.       0.      20.      20.     ]
Suv_-20_20_0_0_20_320_60_400:gt ['-20', '20', '0', '0', '20']:pred [26.334513  20.         4.4720097  0.        57.120975 ]
Suv_0_20_-20_20_20_80_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.479327 12.115078  5.419258  8.897106 30.1564  ]
Hatchback_-20_0_0_0_0_240_20_400:gt ['-20', '0', '0', '0', '0']:pred [20.         6.3393197  0.         8.194104  15.201767 ]
Suv_0_0_-20_0_20_0_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 3.2192638  0.        11.815798   0.        45.525993 ]
Hatchback_-20_20_0_20_20_320_20_400:gt ['-20', '20', '0', '20', '20']:pred [21.088793  20.         3.9940636 20.        23.291018 ]
Sedan4Door_0_0_-20_0_20_160_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.        13.0978985 20.         9.788482  20.       ]
Suv_-20_0_0_0_0_80_60_400:gt ['-20', '0', '0', '0', '0']:pred [37.40818  16.93111   1.121464  0.       55.488346]
Suv_-20_0_-20_20_20_160_20_400:gt ['-20', '0', '-20', '20', '20']:pred [20.       18.892979 20.       31.900791 20.      ]
Sedan4Door_0_20_0_20_20_320_20_450:gt ['0', '20', '0', '20', '20']:pred [ 1.547668  20.         2.8498654 20.        26.180878 ]
Sedan4Door_-20_20_0_20_20_160_20_450:gt ['-20', '20', '0', '20', '20']:pred [20.       30.81332   0.       30.035276 20.      ]
Suv_0_20_0_20_0_320_60_450:gt ['0', '20', '0', '20', '0']:pred [ 3.2686727 20.         4.424481  20.        24.723505 ]
Sedan2Door_0_0_0_0_0_240_20_450:gt ['0', '0', '0', '0', '0']:pred [ 0.         4.4149737  0.         0.        49.75769  ]
Hatchback_0_20_-20_20_0_240_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.       17.041874  6.761717 22.224115 50.012943]
Sedan4Door_-20_20_0_20_0_320_60_400:gt ['-20', '20', '0', '20', '0']:pred [33.871414  20.         0.3558156 20.125038  54.00254  ]
Hybrid_-20_20_0_20_0_80_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.386602 20.        0.       20.        0.      ]
Suv_-20_20_0_0_0_160_20_450:gt ['-20', '20', '0', '0', '0']:pred [20.       45.085846  0.       16.410051  0.      ]
Sedan2Door_0_20_-20_20_20_0_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 2.4417164 17.194992  20.        20.        32.830776 ]
Sedan2Door_-20_20_-20_20_20_160_60_400:gt ['-20', '20', '-20', '20', '20']:pred [16.99715  28.675245 20.       20.       48.32396 ]
Sedan4Door_-20_20_-20_20_20_320_60_450:gt ['-20', '20', '-20', '20', '20']:pred [23.321888 15.303818 15.490377 21.569305 53.3398  ]
Sedan2Door_0_20_0_0_20_320_20_450:gt ['0', '20', '0', '0', '20']:pred [ 3.8309088 20.         0.         0.        13.993593 ]
Sedan2Door_0_0_0_20_20_240_60_400:gt ['0', '0', '0', '20', '20']:pred [ 8.844897   2.1208534  0.        20.        54.17989  ]
Suv_-20_20_-20_20_0_160_60_400:gt ['-20', '20', '-20', '20', '0']:pred [38.49399  46.05653  20.        6.875803 56.49191 ]
Sedan2Door_-20_20_-20_0_0_160_60_400:gt ['-20', '20', '-20', '0', '0']:pred [19.305069  5.576205 20.        0.       57.70935 ]
Sedan4Door_0_0_-20_20_0_80_60_400:gt ['0', '0', '-20', '20', '0']:pred [ 2.2892065 12.000095  42.166683   7.480451   0.       ]
Hybrid_-20_0_-20_20_20_0_20_400:gt ['-20', '0', '-20', '20', '20']:pred [12.51349  0.      20.      20.      20.     ]
Hybrid_0_20_-20_20_0_80_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 2.8865411 20.        20.        20.         0.       ]
Hatchback_-20_20_-20_0_0_80_20_450:gt ['-20', '20', '-20', '0', '0']:pred [20.723505 20.       11.880685  0.        0.      ]
Suv_-20_20_-20_0_0_160_20_450:gt ['-20', '20', '-20', '0', '0']:pred [20.       27.536797 20.       14.72218   0.      ]
Sedan4Door_-20_20_-20_0_0_0_60_400:gt ['-20', '20', '-20', '0', '0']:pred [41.256245  26.291246   7.0266457  0.        20.236057 ]
Hybrid_0_20_0_0_0_80_20_400:gt ['0', '20', '0', '0', '0']:pred [ 4.0145464 20.         0.         0.         0.       ]
Sedan2Door_0_20_0_20_0_0_60_450:gt ['0', '20', '0', '20', '0']:pred [ 4.074436 28.096798  0.       20.       45.550262]
Hatchback_-20_0_-20_20_0_160_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.         2.8690674 20.        20.018381   0.       ]
Sedan2Door_-20_20_0_0_20_240_60_450:gt ['-20', '20', '0', '0', '20']:pred [16.30792    4.7175903  0.         0.        53.801636 ]
Sedan4Door_0_20_-20_20_20_320_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 4.658499  18.052746   1.9118046 31.139803  52.45618  ]
Suv_0_20_-20_20_20_240_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.       47.216003 20.       22.793955 24.416677]
Hybrid_0_20_-20_20_20_0_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 1.9515574 20.        20.        20.        20.       ]
Suv_-20_20_-20_20_20_80_60_400:gt ['-20', '20', '-20', '20', '20']:pred [15.628266  48.952137   3.7089534  3.680154  38.352165 ]
Hybrid_-20_0_-20_0_20_240_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.       4.51809 20.       0.      37.97473]
Hatchback_0_20_-20_0_20_320_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 6.3834014 40.45559   29.003447   0.        51.288685 ]
Hatchback_0_0_-20_20_20_240_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.        8.915804 20.       14.279721 46.093403]
Sedan2Door_0_20_0_0_20_160_60_450:gt ['0', '20', '0', '0', '20']:pred [ 7.5351324 18.136177   0.         0.        51.835075 ]
Hybrid_0_0_-20_20_0_320_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 9.383616  0.       20.       20.       51.560925]
Hybrid_-20_20_-20_20_20_160_60_450:gt ['-20', '20', '-20', '20', '20']:pred [27.76383  24.857933 20.       20.       44.3743  ]
Sedan2Door_-20_0_0_0_20_0_60_400:gt ['-20', '0', '0', '0', '20']:pred [23.595394  19.32856    0.         0.         6.6578326]
Sedan2Door_-20_20_-20_0_0_80_20_400:gt ['-20', '20', '-20', '0', '0']:pred [16.749187 20.       20.        0.        0.      ]
Suv_-20_20_-20_0_20_80_60_400:gt ['-20', '20', '-20', '0', '20']:pred [25.666307 11.458004  4.563875  0.       52.519543]
Sedan4Door_0_0_0_20_0_80_20_400:gt ['0', '0', '0', '20', '0']:pred [ 5.0356665  0.         0.        20.         0.       ]
Suv_0_20_-20_0_0_160_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.       16.37273  20.       13.540352  0.      ]
Hatchback_0_20_0_0_0_240_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.        24.830835   0.         6.9592443  4.5371666]
Suv_-20_20_0_0_20_80_20_450:gt ['-20', '20', '0', '0', '20']:pred [18.072525 20.        0.        0.       20.      ]
Sedan4Door_-20_20_-20_20_20_240_60_400:gt ['-20', '20', '-20', '20', '20']:pred [16.078289 16.461386  9.51969   8.257334 58.6436  ]
Suv_0_20_-20_20_0_0_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 4.3170757 58.970856  21.327625  20.        36.195908 ]
Sedan2Door_0_0_0_0_0_160_20_400:gt ['0', '0', '0', '0', '0']:pred [0.       4.590625 0.       0.       0.      ]
Hybrid_-20_20_0_20_20_320_20_400:gt ['-20', '20', '0', '20', '20']:pred [23.803598 20.        0.       20.       10.211708]
Sedan4Door_0_0_-20_0_0_240_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 6.523493   1.8329202 10.415056   2.7442505  8.773988 ]
Sedan4Door_0_20_-20_20_0_80_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 4.9045477 20.538893   1.574593  10.891225   0.       ]
Hybrid_-20_0_-20_20_20_320_60_400:gt ['-20', '0', '-20', '20', '20']:pred [19.199139  0.       20.       20.       38.599873]
Hybrid_-20_0_0_0_0_320_20_450:gt ['-20', '0', '0', '0', '0']:pred [19.56524  0.       0.       0.      18.16663]
Hatchback_-20_20_0_0_20_80_20_400:gt ['-20', '20', '0', '0', '20']:pred [23.180874 20.        0.        0.       20.      ]
Sedan2Door_0_20_-20_0_20_80_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 2.73387 20.      20.       0.      20.     ]
Hatchback_0_20_0_0_20_320_20_450:gt ['0', '20', '0', '0', '20']:pred [ 1.4795296 20.         6.8562284  0.        15.920264 ]
Sedan2Door_0_20_-20_0_20_80_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 7.132376 47.65535  20.        0.       56.045555]
Sedan2Door_0_0_0_0_20_80_20_450:gt ['0', '0', '0', '0', '20']:pred [ 3.6682346  0.         0.         0.        20.       ]
Hatchback_0_20_0_0_20_320_20_400:gt ['0', '20', '0', '0', '20']:pred [ 1.7608192 20.         3.815466   0.        11.825461 ]
Sedan4Door_0_0_0_20_20_240_60_450:gt ['0', '0', '0', '20', '20']:pred [12.72087    4.6952977  0.         7.5734606 57.170223 ]
Sedan4Door_-20_20_0_0_20_160_60_450:gt ['-20', '20', '0', '0', '20']:pred [13.848487 11.214488  0.       12.717694 55.912983]
Suv_-20_20_0_0_0_80_60_450:gt ['-20', '20', '0', '0', '0']:pred [21.347923   1.565724   3.7509396  4.2456594 30.559963 ]
Suv_-20_0_0_20_20_320_20_450:gt ['-20', '0', '0', '20', '20']:pred [13.81244    0.         1.6279725 20.        47.56652  ]
Sedan4Door_-20_0_-20_0_20_240_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.         4.5242205 20.         8.82754   49.66034  ]
Sedan4Door_-20_20_-20_20_20_0_60_400:gt ['-20', '20', '-20', '20', '20']:pred [19.998392 38.245228 13.438211 20.       54.172176]
Suv_0_20_-20_20_20_320_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 1.769395 20.       19.670034 20.       19.160505]
Sedan4Door_0_0_-20_20_0_160_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.         6.2159767 20.        27.657475   0.       ]
Hybrid_-20_20_0_20_0_240_60_450:gt ['-20', '20', '0', '20', '0']:pred [11.453917 10.117116  0.       20.       11.553819]
Sedan2Door_0_20_-20_0_0_160_60_450:gt ['0', '20', '-20', '0', '0']:pred [28.611969  9.336634 20.        0.       35.519455]
Hatchback_0_0_0_20_20_240_20_400:gt ['0', '0', '0', '20', '20']:pred [ 0.       26.65363   0.       15.72707  13.055899]
Sedan2Door_0_20_-20_0_20_240_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 9.04826  25.323477 20.        0.       37.491314]
Suv_-20_20_0_20_20_240_60_400:gt ['-20', '20', '0', '20', '20']:pred [20.        17.02953    0.         3.4039152 56.4438   ]
Sedan2Door_0_20_0_20_0_0_20_450:gt ['0', '20', '0', '20', '0']:pred [ 1.6617111 20.         0.        20.         0.       ]
Hatchback_-20_20_-20_0_0_240_60_400:gt ['-20', '20', '-20', '0', '0']:pred [39.129635  14.880368  27.137335   6.6591806 40.191483 ]
Sedan4Door_0_20_-20_0_0_160_60_400:gt ['0', '20', '-20', '0', '0']:pred [15.017479  16.488346  20.         4.9747376 41.165165 ]
Sedan2Door_0_20_-20_20_20_320_60_400:gt ['0', '20', '-20', '20', '20']:pred [13.726767 42.879288 20.       20.       53.160873]
Hatchback_0_0_-20_0_0_0_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 1.0578701  7.9961624  9.575389   0.        50.110645 ]
Sedan4Door_0_0_0_0_20_160_20_450:gt ['0', '0', '0', '0', '20']:pred [ 0.        2.316204  0.       24.820751 20.      ]
Sedan4Door_-20_0_0_0_0_320_60_450:gt ['-20', '0', '0', '0', '0']:pred [19.731222  18.523726   7.0126147  0.        11.532316 ]
Hatchback_0_20_-20_0_0_0_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.6575122 20.        31.06273    0.         0.       ]
Hatchback_-20_0_-20_20_20_160_60_400:gt ['-20', '0', '-20', '20', '20']:pred [30.988737 25.848307 20.       16.76077  36.632885]
Hatchback_0_20_0_0_20_320_60_450:gt ['0', '20', '0', '0', '20']:pred [ 4.115375 34.78837   4.857447  0.       50.194855]
Sedan2Door_0_0_-20_20_20_0_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 2.00321  0.      20.      20.      20.     ]
Suv_-20_20_0_0_20_160_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.       10.057518  0.       18.33099  20.      ]
Hybrid_0_20_-20_0_20_320_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 3.2462857 20.        20.         0.         7.523864 ]
Sedan2Door_0_20_0_20_0_80_60_400:gt ['0', '20', '0', '20', '0']:pred [ 3.669964 42.783943  0.       20.        0.      ]
Hybrid_0_20_-20_20_20_0_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 1.513358 20.       20.       20.       20.      ]
Suv_0_0_-20_20_0_80_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 3.4008822  0.         5.3060055 20.         0.       ]
Sedan2Door_-20_20_0_20_0_320_20_450:gt ['-20', '20', '0', '20', '0']:pred [19.161194 20.        0.       20.        7.552356]
Hybrid_0_20_-20_0_0_320_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.2727253 20.        20.         0.         6.491678 ]
Hatchback_-20_0_0_0_0_0_20_450:gt ['-20', '0', '0', '0', '0']:pred [15.983105   0.         4.4336514  0.         0.       ]
Sedan2Door_0_0_0_20_0_160_60_400:gt ['0', '0', '0', '20', '0']:pred [15.790881   3.8596287  0.        20.        52.139866 ]
Sedan2Door_-20_0_-20_0_0_0_20_400:gt ['-20', '0', '-20', '0', '0']:pred [10.991819  0.       20.        0.        0.      ]
Sedan2Door_-20_20_0_0_0_160_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.      14.44574  0.       0.       0.     ]
Sedan2Door_0_0_0_0_0_320_20_400:gt ['0', '0', '0', '0', '0']:pred [1.649872  0.        0.        0.        5.4271216]
Suv_0_0_-20_20_20_0_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 2.3051722  0.        23.089834  20.        20.       ]
Sedan2Door_0_0_-20_20_0_0_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.9434793  0.        20.        20.         0.       ]
Hybrid_0_20_0_0_0_240_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.       42.243748  0.        0.       10.614504]
Suv_0_0_-20_20_0_0_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 3.0109432  0.         8.613995  20.        31.09793  ]
Suv_-20_0_-20_0_20_240_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.         8.18844   20.         4.9437366 29.444    ]
Sedan4Door_0_0_-20_20_20_160_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.         2.8868766 20.        30.928463  20.       ]
Sedan4Door_0_20_0_0_20_160_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.       14.032472  0.       16.387487 20.      ]
Hatchback_0_20_-20_20_20_320_60_400:gt ['0', '20', '-20', '20', '20']:pred [17.987417   5.940511   3.3334332 36.350487  49.765755 ]
Hatchback_-20_20_0_0_0_0_60_400:gt ['-20', '20', '0', '0', '0']:pred [12.216002  13.372522   1.4198236  0.        50.609962 ]
Hatchback_-20_0_-20_0_0_320_60_450:gt ['-20', '0', '-20', '0', '0']:pred [35.69629  25.769678 15.857048  0.       43.69936 ]
Suv_-20_20_-20_20_20_320_20_400:gt ['-20', '20', '-20', '20', '20']:pred [30.557434 20.       32.029602 20.       15.445708]
Hatchback_-20_20_-20_0_20_160_20_400:gt ['-20', '20', '-20', '0', '20']:pred [20.       20.838434 20.       17.510406 20.      ]
Hybrid_0_0_0_20_0_0_60_450:gt ['0', '0', '0', '20', '0']:pred [ 3.7970228  0.         0.        20.         8.156007 ]
Suv_0_20_-20_20_20_320_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 5.297491  32.410206  13.7595825 23.594154  48.694485 ]
Hybrid_-20_20_0_20_20_240_20_450:gt ['-20', '20', '0', '20', '20']:pred [20.       28.188196  0.       20.       36.170853]
Hatchback_0_0_0_0_0_320_60_450:gt ['0', '0', '0', '0', '0']:pred [ 4.0862017 25.33992    2.1613798  0.        47.471703 ]
Suv_0_0_0_0_20_320_60_450:gt ['0', '0', '0', '0', '20']:pred [ 2.019935   0.         2.9911945  0.        45.751316 ]
Hybrid_-20_0_-20_20_20_160_60_450:gt ['-20', '0', '-20', '20', '20']:pred [15.087277  5.074407 20.       20.       59.523815]
Suv_0_20_-20_20_20_0_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 5.786599 32.34247  29.144018 20.       37.562584]
Hybrid_0_0_0_0_0_0_20_400:gt ['0', '0', '0', '0', '0']:pred [1.5836498 0.        0.        0.        0.       ]
Sedan4Door_-20_0_0_0_20_160_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.         3.5521777  0.         7.431439  20.       ]
Sedan4Door_-20_0_0_20_20_320_60_450:gt ['-20', '0', '0', '20', '20']:pred [43.38756   28.935118   3.5556495 16.837873  38.714165 ]
Hybrid_0_0_-20_0_0_80_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 2.960541  0.       20.        0.        0.      ]
Sedan4Door_-20_20_0_20_20_320_20_400:gt ['-20', '20', '0', '20', '20']:pred [18.908016  20.         2.7921855 20.        25.00974  ]
Sedan4Door_0_0_-20_20_0_160_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.         2.9169776 20.        41.70551    0.       ]
Suv_0_0_0_20_20_240_20_400:gt ['0', '0', '0', '20', '20']:pred [ 0.       19.410246  0.       18.99598  36.663097]
Hatchback_-20_0_0_20_0_0_60_400:gt ['-20', '0', '0', '20', '0']:pred [11.46307    2.814855   1.9370484 20.         3.1246448]
Hatchback_-20_20_0_20_0_80_60_400:gt ['-20', '20', '0', '20', '0']:pred [40.588196  10.890054   0.8284742  5.5263805 54.163185 ]
Hybrid_-20_0_-20_0_20_0_60_450:gt ['-20', '0', '-20', '0', '20']:pred [19.782253  0.       20.        0.       55.21569 ]
Sedan2Door_0_20_-20_20_20_80_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 1.4652652 18.030539  20.        20.        24.326378 ]
Hatchback_0_0_-20_20_0_320_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 7.594335 14.590785 16.854334 30.39727  45.88488 ]
Suv_-20_20_0_0_0_80_60_400:gt ['-20', '20', '0', '0', '0']:pred [14.560043  43.474365   6.7947016  0.        41.37233  ]
Suv_-20_0_-20_20_0_320_60_450:gt ['-20', '0', '-20', '20', '0']:pred [19.007042  0.       12.615081 15.44127  56.701023]
Sedan4Door_-20_0_0_0_20_0_20_450:gt ['-20', '0', '0', '0', '20']:pred [19.101614   0.         2.3456018  0.        20.       ]
Sedan2Door_-20_20_-20_20_20_320_60_400:gt ['-20', '20', '-20', '20', '20']:pred [20.899376  9.064181 20.       20.       55.245037]
Sedan4Door_0_0_0_20_0_80_20_450:gt ['0', '0', '0', '20', '0']:pred [ 1.8614925  0.         0.        20.         0.       ]
Hatchback_0_0_0_0_20_80_20_450:gt ['0', '0', '0', '0', '20']:pred [ 3.596548  0.        3.051071  0.       20.      ]
Hatchback_0_20_0_20_20_0_60_450:gt ['0', '20', '0', '20', '20']:pred [ 8.376738 53.005684  4.447217 20.       21.398865]
Sedan4Door_-20_0_0_20_0_240_60_450:gt ['-20', '0', '0', '20', '0']:pred [26.860334   2.2124326  0.        19.16641   59.19733  ]
Hatchback_0_0_-20_20_0_160_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.         4.1816525 20.        26.406132   0.       ]
Hybrid_0_20_0_0_0_240_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.       12.468972  0.        0.       12.274343]
Sedan4Door_0_20_-20_20_20_320_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 1.552384 20.       24.476265 20.       26.558168]
Hybrid_-20_20_-20_0_0_240_60_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       33.41719  20.        0.       34.711292]
Suv_0_20_0_0_0_240_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.        15.45591    0.         3.7097726 39.172195 ]
Sedan2Door_-20_0_-20_20_0_160_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.         3.1222413 20.        20.         0.       ]
Suv_-20_20_0_20_20_160_60_450:gt ['-20', '20', '0', '20', '20']:pred [ 6.2210307 21.019384   0.        32.604797  54.049156 ]
Hybrid_0_0_0_20_20_320_20_450:gt ['0', '0', '0', '20', '20']:pred [ 1.8659766  0.         0.        20.        16.764898 ]
Sedan2Door_-20_20_-20_20_20_80_60_400:gt ['-20', '20', '-20', '20', '20']:pred [11.884268 26.723654 20.       20.       34.715076]
Hybrid_-20_20_0_20_20_80_60_400:gt ['-20', '20', '0', '20', '20']:pred [29.579628   7.9553094  0.        20.        25.173536 ]
Sedan4Door_0_20_-20_20_20_320_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 3.7442505 20.        28.778484  20.         6.220142 ]
Sedan2Door_0_20_0_20_20_320_60_400:gt ['0', '20', '0', '20', '20']:pred [ 8.642537 40.479183  0.       20.       30.06589 ]
Suv_0_0_0_0_20_0_60_450:gt ['0', '0', '0', '0', '20']:pred [ 6.604394   0.         4.0647025  0.        40.677162 ]
Suv_0_20_-20_20_0_320_60_400:gt ['0', '20', '-20', '20', '0']:pred [37.11471  20.052608 19.603788 18.426916 54.477047]
Suv_0_20_0_20_20_0_60_400:gt ['0', '20', '0', '20', '20']:pred [ 6.132215 43.46772   1.871968 20.       37.86649 ]
Sedan2Door_0_0_-20_20_20_240_60_400:gt ['0', '0', '-20', '20', '20']:pred [10.201144  9.667585 20.       20.       52.127556]
Hatchback_0_20_-20_20_0_80_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 3.049778 20.        9.234061 20.        0.      ]
Sedan2Door_0_20_-20_20_20_160_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 0.       17.701677 20.       20.       20.      ]
