hybrid_0_0_-20_40_20_80_80_450:gt ['0', '0', '-20', '40', '20']:pred [ 2.1112869  2.5594208 20.        40.        20.       ]
hatchback_0_40_-20_20_20_320_80_400:gt ['0', '40', '-20', '20', '20']:pred [ 3.142204  42.069775  23.252647  15.6777725 21.10958  ]
sedan4door_-20_20_0_20_0_160_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.       19.947697  0.       14.56855   0.      ]
sedan4door_-40_40_-20_20_20_240_40_400:gt ['-40', '40', '-20', '20', '20']:pred [40.       41.53129  20.       16.68695  19.180992]
sedan2door_-20_0_-40_40_20_160_80_400:gt ['-20', '0', '-40', '40', '20']:pred [18.99797    1.9468086 40.        40.        18.936537 ]
sedan2door_-20_40_-20_20_40_240_80_450:gt ['-20', '40', '-20', '20', '40']:pred [20.374077 41.883797 20.       20.       44.17655 ]
hatchback_0_0_-20_0_20_0_40_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.91324586  0.         18.776878    0.         21.983543  ]
hybrid_-40_40_0_0_0_240_20_400:gt ['-40', '40', '0', '0', '0']:pred [40.       45.651817  0.        0.        2.62416 ]
hatchback_-40_40_-20_0_0_0_80_400:gt ['-40', '40', '-20', '0', '0']:pred [41.939854  41.29293   25.70889    0.         2.7773955]
sedan4door_0_0_-40_40_40_160_60_400:gt ['0', '0', '-40', '40', '40']:pred [ 2.3310535  2.0365112 40.        45.13421   43.958763 ]
sedan2door_-20_40_-40_40_20_80_40_400:gt ['-20', '40', '-40', '40', '20']:pred [19.752441 42.28183  40.       40.       20.      ]
sedan2door_-20_20_0_0_20_160_60_450:gt ['-20', '20', '0', '0', '20']:pred [17.856617 19.241133  0.        0.       19.025637]
suv_-20_0_-20_40_40_240_60_450:gt ['-20', '0', '-20', '40', '40']:pred [20.73258    4.7529616 17.366505  40.822857  38.819607 ]
hybrid_-40_40_-40_0_0_320_60_450:gt ['-40', '40', '-40', '0', '0']:pred [40.651928  42.350643  40.         0.         4.1985154]
hybrid_0_40_-20_40_20_160_60_400:gt ['0', '40', '-20', '40', '20']:pred [ 0.       42.79269  20.       40.       19.161505]
hatchback_-40_20_0_0_0_320_60_450:gt ['-40', '20', '0', '0', '0']:pred [41.480946  17.745136   2.903624   0.         1.7419587]
suv_0_20_-40_0_40_160_80_450:gt ['0', '20', '-40', '0', '40']:pred [ 5.0528007 19.325256  44.88379    3.007215  42.914135 ]
hybrid_-40_20_-20_40_40_160_80_400:gt ['-40', '20', '-20', '40', '40']:pred [44.34361  17.274952 20.       40.       38.62201 ]
sedan2door_-20_20_0_40_20_320_40_450:gt ['-20', '20', '0', '40', '20']:pred [19.576517 20.        0.       40.       16.955593]
suv_-20_20_-20_20_0_320_40_450:gt ['-20', '20', '-20', '20', '0']:pred [17.188217 20.       21.135723 20.        2.162243]
suv_-20_20_-40_0_0_0_60_450:gt ['-20', '20', '-40', '0', '0']:pred [17.908075 16.551441 42.932083  0.        3.117263]
hatchback_0_20_0_40_40_240_20_450:gt ['0', '20', '0', '40', '40']:pred [ 0.       13.321874  0.       42.859455 43.657257]
sedan4door_-40_20_-40_40_0_240_20_400:gt ['-40', '20', '-40', '40', '0']:pred [40.        13.858517  40.        45.151787   1.8820833]
suv_-20_40_-40_20_0_320_60_450:gt ['-20', '40', '-40', '20', '0']:pred [14.9885845 44.00802   41.700523  21.497484   3.8885767]
suv_-20_0_-40_0_40_80_20_450:gt ['-20', '0', '-40', '0', '40']:pred [18.341818  0.       46.66128   0.       40.      ]
suv_-40_20_-40_0_0_0_40_400:gt ['-40', '20', '-40', '0', '0']:pred [41.63867   20.        42.452694   0.         1.7936013]
sedan2door_-20_0_-20_20_0_0_80_400:gt ['-20', '0', '-20', '20', '0']:pred [18.904102   1.9225165 20.        20.         2.099128 ]
hatchback_0_0_-20_40_0_160_60_400:gt ['0', '0', '-20', '40', '0']:pred [ 2.2602348  2.0483384 20.        42.73907    2.0903273]
suv_-40_20_-40_40_40_320_40_400:gt ['-40', '20', '-40', '40', '40']:pred [41.830563 20.       42.886166 40.       38.457405]
sedan2door_0_0_0_0_20_320_20_450:gt ['0', '0', '0', '0', '20']:pred [ 2.348715  0.        0.        0.       17.807697]
suv_-40_40_-40_20_0_80_80_400:gt ['-40', '40', '-40', '20', '0']:pred [40.299572 42.736057 42.829205 19.274696  0.      ]
sedan2door_-20_20_0_0_40_240_20_450:gt ['-20', '20', '0', '0', '40']:pred [20.       17.928356  0.        0.       47.491455]
hybrid_-40_0_-40_0_20_240_60_450:gt ['-40', '0', '-40', '0', '20']:pred [42.540356  2.653967 40.        0.       21.213917]
sedan2door_-20_0_0_0_0_320_80_450:gt ['-20', '0', '0', '0', '0']:pred [19.052683   2.0064611  0.         0.         1.7276808]
hatchback_-20_20_0_20_20_0_60_450:gt ['-20', '20', '0', '20', '20']:pred [19.85927   17.4553     3.1874795 20.        19.908672 ]
suv_-20_40_0_20_0_240_80_400:gt ['-20', '40', '0', '20', '0']:pred [20.028399  42.414124   3.211186  20.26809    3.7209084]
sedan4door_-20_20_-20_0_40_0_80_400:gt ['-20', '20', '-20', '0', '40']:pred [18.870754  14.7854185 19.021738   2.3473983 44.35162  ]
sedan2door_-40_20_-40_0_40_240_20_450:gt ['-40', '20', '-40', '0', '40']:pred [40.       21.735874 40.        0.       44.372326]
hybrid_0_20_0_40_0_160_20_450:gt ['0', '20', '0', '40', '0']:pred [ 0.      18.90747  0.      40.       0.     ]
suv_-40_20_0_40_0_0_40_450:gt ['-40', '20', '0', '40', '0']:pred [40.714123  20.         2.1184838 40.         2.3787444]
sedan2door_0_40_0_0_0_80_80_400:gt ['0', '40', '0', '0', '0']:pred [ 2.417697 44.761856  0.        0.        0.      ]
suv_-40_40_-20_0_40_80_20_400:gt ['-40', '40', '-20', '0', '40']:pred [41.88504  40.       21.477732  0.       40.      ]
suv_-40_40_-20_20_40_160_40_450:gt ['-40', '40', '-20', '20', '40']:pred [40.       40.397255 20.       20.937883 41.759163]
sedan2door_-40_20_-40_40_0_80_40_400:gt ['-40', '20', '-40', '40', '0']:pred [45.025375 18.344744 40.       40.        0.      ]
hatchback_0_0_-20_0_20_0_40_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.91324586  0.         18.776878    0.         21.983543  ]
suv_0_40_-20_0_40_320_20_450:gt ['0', '40', '-20', '0', '40']:pred [ 2.5059476 40.        19.463354   0.        44.161186 ]
sedan4door_-20_20_-20_0_20_0_40_450:gt ['-20', '20', '-20', '0', '20']:pred [18.668135 20.       18.739628  0.       20.117369]
suv_0_40_-20_20_0_160_20_400:gt ['0', '40', '-20', '20', '0']:pred [ 0.       41.217712 20.       24.816383  0.      ]
hybrid_-20_0_-40_40_20_240_60_450:gt ['-20', '0', '-40', '40', '20']:pred [18.40902    2.3373663 40.        40.        21.249245 ]
sedan4door_0_40_-20_0_20_80_20_400:gt ['0', '40', '-20', '0', '20']:pred [ 2.7574832 40.        19.338017   0.        20.       ]
sedan4door_-20_40_-40_40_20_320_60_450:gt ['-20', '40', '-40', '40', '20']:pred [19.984003 39.685028 41.405453 39.179897 22.367361]
hatchback_0_0_-40_20_20_160_20_400:gt ['0', '0', '-40', '20', '20']:pred [ 0.        2.492864 40.       27.869432 20.      ]
hybrid_-20_20_-40_0_40_80_40_400:gt ['-20', '20', '-40', '0', '40']:pred [18.26211  21.379269 40.        0.       40.      ]
sedan4door_-40_40_-40_40_40_160_20_400:gt ['-40', '40', '-40', '40', '40']:pred [40.      43.42831 40.      44.19378 40.     ]
suv_-40_20_-20_0_20_320_20_450:gt ['-40', '20', '-20', '0', '20']:pred [42.663483 20.       19.792976  0.       19.62542 ]
hatchback_-20_40_0_40_40_240_80_450:gt ['-20', '40', '0', '40', '40']:pred [17.8569    41.75374    5.5579076 44.374783  42.315643 ]
sedan2door_-20_40_-40_20_0_320_60_450:gt ['-20', '40', '-40', '20', '0']:pred [19.6985    44.184875  40.        20.         2.3835912]
sedan4door_0_0_0_20_0_80_20_400:gt ['0', '0', '0', '20', '0']:pred [ 1.6268754  0.         0.        20.         0.       ]
hybrid_0_40_-40_0_20_80_80_450:gt ['0', '40', '-40', '0', '20']:pred [ 2.86023  43.748714 40.        0.       20.      ]
hybrid_0_0_-40_40_40_160_80_450:gt ['0', '0', '-40', '40', '40']:pred [ 2.786598  3.911418 40.       40.       44.02719 ]
hybrid_-40_40_-40_20_20_80_40_400:gt ['-40', '40', '-40', '20', '20']:pred [41.754383 44.1046   40.       20.       20.      ]
sedan2door_-20_20_-20_20_0_320_80_450:gt ['-20', '20', '-20', '20', '0']:pred [18.76171   18.939117  20.        20.         2.0246954]
sedan4door_-20_0_0_0_40_320_60_450:gt ['-20', '0', '0', '0', '40']:pred [21.665852   2.3864489  3.0780652  0.        44.53261  ]
hybrid_-20_0_-20_0_0_0_20_400:gt ['-20', '0', '-20', '0', '0']:pred [20.88054  0.      20.       0.       0.     ]
sedan4door_0_40_-20_0_40_240_60_400:gt ['0', '40', '-20', '0', '40']:pred [ 2.7960806 44.360622  19.43821    1.7456901 42.68105  ]
suv_0_20_-20_0_20_320_80_400:gt ['0', '20', '-20', '0', '20']:pred [ 2.2374876 17.640291  20.61914    0.        17.393385 ]
suv_-20_40_-40_0_20_0_20_400:gt ['-20', '40', '-40', '0', '20']:pred [18.875736 40.       41.398968  0.       20.      ]
suv_0_0_0_40_20_80_40_450:gt ['0', '0', '0', '40', '20']:pred [ 2.1729882  3.1169193  1.2661346 40.        20.       ]
sedan2door_-40_0_0_0_40_80_40_400:gt ['-40', '0', '0', '0', '40']:pred [45.81582   2.708228  0.        0.       40.      ]
sedan2door_-40_0_0_40_0_160_80_450:gt ['-40', '0', '0', '40', '0']:pred [43.98625    2.5438151  0.        40.         1.9241557]
hybrid_-40_20_-40_40_40_240_80_400:gt ['-40', '20', '-40', '40', '40']:pred [41.87193  18.394978 40.       40.       42.375893]
suv_0_0_-20_0_0_240_40_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.         1.4538003 20.         1.8685204  2.0316947]
hybrid_-20_40_-20_20_40_0_20_400:gt ['-20', '40', '-20', '20', '40']:pred [14.924963 40.       20.       20.       40.      ]
sedan2door_-40_0_-20_0_40_160_40_450:gt ['-40', '0', '-20', '0', '40']:pred [40.        2.780291 20.        0.       42.41583 ]
sedan4door_-40_40_-20_0_20_0_80_400:gt ['-40', '40', '-20', '0', '20']:pred [37.64885  41.545574 18.892132  3.102167 21.990145]
hybrid_-40_20_-40_0_20_320_20_400:gt ['-40', '20', '-40', '0', '20']:pred [41.536407 20.       40.        0.       18.853853]
sedan4door_0_0_-40_0_20_240_20_400:gt ['0', '0', '-40', '0', '20']:pred [ 0.        2.071602 40.        3.007862 19.546911]
hatchback_0_20_-40_0_20_0_60_450:gt ['0', '20', '-40', '0', '20']:pred [ 2.8722918 17.454212  43.09859    0.        18.905188 ]
sedan2door_-20_0_-40_0_20_80_60_400:gt ['-20', '0', '-40', '0', '20']:pred [18.35775    3.5459855 40.         0.        20.051819 ]
sedan4door_-40_0_0_40_0_160_40_450:gt ['-40', '0', '0', '40', '0']:pred [40.         3.8499596  0.        44.95426    2.687419 ]
hatchback_-20_0_-40_0_20_320_60_450:gt ['-20', '0', '-40', '0', '20']:pred [19.374975   2.2414863 45.343952   0.        22.449085 ]
sedan2door_-40_40_0_0_20_160_40_400:gt ['-40', '40', '0', '0', '20']:pred [40.      43.58292  0.       0.      19.11166]
hatchback_0_40_0_20_0_320_40_450:gt ['0', '40', '0', '20', '0']:pred [ 1.9089619 40.         1.5059469 20.         2.3373234]
sedan2door_0_20_-20_20_0_320_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 1.1832573 20.        20.        20.         1.5099576]
hatchback_0_40_-40_0_40_80_40_400:gt ['0', '40', '-40', '0', '40']:pred [ 3.1466932 43.26135   45.075413   0.        40.       ]
sedan2door_-20_40_-20_40_40_160_20_400:gt ['-20', '40', '-20', '40', '40']:pred [20.       46.107933 20.       40.       40.      ]
sedan4door_-20_0_-40_20_40_240_60_450:gt ['-20', '0', '-40', '20', '40']:pred [22.18127    2.5307553 42.11144   17.437933  40.881935 ]
hatchback_-40_40_-20_0_0_0_60_450:gt ['-40', '40', '-20', '0', '0']:pred [41.023964 40.61161  21.487078  0.        2.248527]
suv_0_40_-20_40_40_240_20_450:gt ['0', '40', '-20', '40', '40']:pred [ 0.       38.088036 20.       39.19944  40.61213 ]
suv_-40_40_0_40_40_240_60_400:gt ['-40', '40', '0', '40', '40']:pred [44.262337 41.30204   0.       40.51394  42.00803 ]
suv_0_40_0_20_40_160_60_400:gt ['0', '40', '0', '20', '40']:pred [ 4.4279304 41.719532   0.        16.659254  40.300285 ]
hybrid_-20_40_-20_40_20_160_20_400:gt ['-20', '40', '-20', '40', '20']:pred [20.      45.50843 20.      40.      20.     ]
suv_-20_20_0_0_20_160_40_450:gt ['-20', '20', '0', '0', '20']:pred [20.        20.803513   0.         2.0959408 20.5569   ]
hybrid_-40_40_-20_0_0_240_60_400:gt ['-40', '40', '-20', '0', '0']:pred [42.429028  44.48083   20.         0.         3.1605926]
hybrid_-40_20_-20_40_40_240_20_450:gt ['-40', '20', '-20', '40', '40']:pred [40.      18.38139 20.      40.      42.0254 ]
hybrid_0_0_-40_40_40_0_80_450:gt ['0', '0', '-40', '40', '40']:pred [ 1.8221184  3.2642453 40.        40.        43.83227  ]
hybrid_-20_0_0_20_0_320_80_400:gt ['-20', '0', '0', '20', '0']:pred [20.637981   2.2981896  0.        20.         3.0192733]
sedan4door_-40_40_0_40_0_320_80_400:gt ['-40', '40', '0', '40', '0']:pred [40.045937  41.170986   2.5132604 40.102947   3.2800725]
hatchback_-20_20_0_0_40_320_80_450:gt ['-20', '20', '0', '0', '40']:pred [16.729471  17.154211   2.9877882  2.5380762 44.616364 ]
hatchback_-40_0_-40_40_0_0_20_400:gt ['-40', '0', '-40', '40', '0']:pred [40.739426  0.       45.990154 40.        0.      ]
suv_-20_0_-40_40_0_0_80_450:gt ['-20', '0', '-40', '40', '0']:pred [19.166704   4.7203183 44.794514  42.13435    2.9114425]
suv_0_20_-20_40_40_160_60_400:gt ['0', '20', '-20', '40', '40']:pred [ 3.9177117 18.333612  20.        42.626152  41.466293 ]
suv_-20_20_-40_0_20_160_40_400:gt ['-20', '20', '-40', '0', '20']:pred [20.        20.803661  40.         2.7108197 19.884386 ]
hybrid_-20_40_-40_20_0_240_20_450:gt ['-20', '40', '-40', '20', '0']:pred [20.        46.68087   40.        20.         2.3387218]
suv_0_40_0_40_40_240_20_400:gt ['0', '40', '0', '40', '40']:pred [ 0.       40.15082   0.       34.409172 41.755745]
sedan2door_-20_20_0_20_0_240_40_450:gt ['-20', '20', '0', '20', '0']:pred [20.        20.159134   0.        20.         1.9276274]
sedan2door_0_20_-20_20_0_160_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 2.748302  17.973974  20.        20.         1.2033777]
sedan2door_0_40_-40_40_20_160_20_400:gt ['0', '40', '-40', '40', '20']:pred [ 0.      43.41404 40.      40.      20.     ]
hybrid_-40_20_0_40_0_320_40_450:gt ['-40', '20', '0', '40', '0']:pred [42.989513  20.         0.        40.         2.3195999]
hybrid_-20_40_-40_40_0_0_40_450:gt ['-20', '40', '-40', '40', '0']:pred [14.5537615 40.        40.        40.         1.9845139]
suv_0_40_-20_40_20_80_20_400:gt ['0', '40', '-20', '40', '20']:pred [ 2.5028353 40.        18.054348  40.        20.       ]
sedan4door_-20_20_-20_20_0_240_80_450:gt ['-20', '20', '-20', '20', '0']:pred [17.365936  18.593517  21.047745  16.328804   2.9853504]
hybrid_-20_0_-40_0_0_240_40_450:gt ['-20', '0', '-40', '0', '0']:pred [20.         1.6866257 40.         0.         1.457258 ]
sedan2door_0_0_-40_40_20_320_20_400:gt ['0', '0', '-40', '40', '20']:pred [ 2.0321643  0.        40.        40.        17.923346 ]
hatchback_-20_40_-40_20_40_240_60_400:gt ['-20', '40', '-40', '20', '40']:pred [23.445917 37.11725  40.53749  19.656322 41.556225]
hybrid_-20_0_-40_20_40_160_60_450:gt ['-20', '0', '-40', '20', '40']:pred [19.837208   3.1594136 40.        20.        42.857944 ]
sedan2door_-20_0_-20_0_40_320_80_450:gt ['-20', '0', '-20', '0', '40']:pred [19.19243    2.5386024 20.         0.        44.111366 ]
suv_-40_0_-20_0_40_0_60_400:gt ['-40', '0', '-20', '0', '40']:pred [40.7592    0.       22.224894  0.       40.58722 ]
hybrid_0_0_-20_0_40_0_60_400:gt ['0', '0', '-20', '0', '40']:pred [ 2.1590216  0.        20.         0.        44.12301  ]
hybrid_-20_40_-40_20_20_80_60_450:gt ['-20', '40', '-40', '20', '20']:pred [19.607952 43.084602 40.       20.       19.116047]
hybrid_0_40_0_40_0_160_40_450:gt ['0', '40', '0', '40', '0']:pred [ 0.        43.135395   0.        40.         2.7712777]
sedan2door_0_20_-40_40_40_0_60_450:gt ['0', '20', '-40', '40', '40']:pred [ 2.0218372 19.628187  40.        40.        42.99816  ]
sedan4door_-40_0_-20_0_20_160_60_450:gt ['-40', '0', '-20', '0', '20']:pred [44.847275   2.9109597 20.         1.3371638 18.51925  ]
suv_-20_0_0_0_20_80_60_450:gt ['-20', '0', '0', '0', '20']:pred [23.736145   1.1298482  1.7361704  1.2838821 31.160618 ]
hybrid_0_0_0_20_20_0_20_400:gt ['0', '0', '0', '20', '20']:pred [ 1.4894122  0.         0.        20.        20.       ]
suv_-20_40_0_40_0_0_80_450:gt ['-20', '40', '0', '40', '0']:pred [17.09725   40.95261    2.6491408 42.335556   3.3221118]
suv_-40_40_0_20_20_160_80_400:gt ['-40', '40', '0', '20', '20']:pred [41.410767 42.258255  0.       16.952425 14.873034]
sedan2door_-40_0_0_40_40_160_40_450:gt ['-40', '0', '0', '40', '40']:pred [40.         2.6686697  0.        40.        42.32969  ]
hatchback_-40_0_-20_0_20_160_20_450:gt ['-40', '0', '-20', '0', '20']:pred [40.         1.5294888 20.         1.7552696 20.       ]
hatchback_-20_0_-40_40_0_240_40_450:gt ['-20', '0', '-40', '40', '0']:pred [20.         3.4649646 40.        46.942673   3.0570695]
sedan4door_0_0_0_40_0_320_40_400:gt ['0', '0', '0', '40', '0']:pred [ 1.6131352  0.         1.462338  40.         1.482187 ]
suv_-20_40_-40_20_20_320_40_450:gt ['-20', '40', '-40', '20', '20']:pred [19.174397 40.       43.679337 20.       19.826166]
suv_-20_40_-40_0_0_80_40_450:gt ['-20', '40', '-40', '0', '0']:pred [16.629833 45.395985 40.891476  0.        0.      ]
hybrid_0_0_-40_40_40_320_20_400:gt ['0', '0', '-40', '40', '40']:pred [ 1.9916894  0.        40.        40.        43.749138 ]
sedan2door_-20_40_-20_20_0_160_20_450:gt ['-20', '40', '-20', '20', '0']:pred [20.       42.831196 20.       20.        0.      ]
sedan4door_-20_40_0_20_40_240_80_450:gt ['-20', '40', '0', '20', '40']:pred [18.36023   41.535538   4.3517594 18.765182  40.7449   ]
sedan4door_-40_0_0_20_40_320_80_450:gt ['-40', '0', '0', '20', '40']:pred [43.984745   2.5192735  3.046778  15.308052  43.149616 ]
hatchback_0_0_-40_20_0_320_20_400:gt ['0', '0', '-40', '20', '0']:pred [ 3.3196542  0.        43.1924    20.         2.1715822]
sedan4door_-20_20_-20_0_40_0_40_450:gt ['-20', '20', '-20', '0', '40']:pred [18.854658 20.       18.571198  0.       43.998997]
suv_-20_20_0_40_20_0_80_450:gt ['-20', '20', '0', '40', '20']:pred [16.198444 18.241512  2.184299 38.316216 22.358215]
hybrid_-40_20_0_40_0_160_40_400:gt ['-40', '20', '0', '40', '0']:pred [40.        19.855572   0.        40.         1.7513785]
hybrid_-40_40_-40_40_20_80_20_400:gt ['-40', '40', '-40', '40', '20']:pred [44.795174 40.       40.       40.       20.      ]
hatchback_-20_20_0_40_0_240_40_450:gt ['-20', '20', '0', '40', '0']:pred [20.       19.17534   0.       45.72609   1.005995]
suv_0_0_-20_20_20_240_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.         2.1807516 20.        19.915398  16.499588 ]
sedan2door_0_0_0_20_20_0_60_450:gt ['0', '0', '0', '20', '20']:pred [ 2.0189397  3.7518663  0.        20.        21.672115 ]
suv_0_0_0_20_20_320_80_450:gt ['0', '0', '0', '20', '20']:pred [ 2.064665   3.7457304  2.9247313 19.665873  23.120617 ]
sedan2door_-40_20_-20_20_40_0_20_450:gt ['-40', '20', '-20', '20', '40']:pred [43.12974 20.      20.      20.      40.     ]
suv_-20_40_0_40_40_240_80_450:gt ['-20', '40', '0', '40', '40']:pred [15.53563   41.588783   5.5335393 38.4851    42.856503 ]
suv_0_40_0_20_0_320_40_400:gt ['0', '40', '0', '20', '0']:pred [ 1.6501878 40.         1.3173716 20.         1.0824358]
sedan4door_0_0_-40_20_20_0_80_450:gt ['0', '0', '-40', '20', '20']:pred [ 2.0837653  2.6010664 46.45944   16.535358  18.96943  ]
sedan2door_0_40_-40_40_0_0_60_450:gt ['0', '40', '-40', '40', '0']:pred [ 1.9012244 45.831947  40.        40.         2.7532983]
sedan2door_0_20_-20_0_0_80_80_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.6027052 19.237518  20.         0.         0.       ]
hybrid_-20_0_0_20_20_80_20_400:gt ['-20', '0', '0', '20', '20']:pred [19.732687  0.        0.       20.       20.      ]
sedan4door_-40_0_-20_40_0_160_40_450:gt ['-40', '0', '-20', '40', '0']:pred [40.         3.3544936 20.        44.974854   3.1502562]
sedan2door_-20_20_0_0_0_80_60_400:gt ['-20', '20', '0', '0', '0']:pred [20.234158  19.758724   0.         0.         1.8763744]
sedan4door_0_0_-40_0_40_80_20_450:gt ['0', '0', '-40', '0', '40']:pred [ 2.574476  0.       44.62582   0.       40.      ]
suv_0_0_0_40_40_80_40_400:gt ['0', '0', '0', '40', '40']:pred [ 2.2024417  2.6639223  2.134413  40.        40.       ]
hatchback_-40_20_0_0_0_240_40_400:gt ['-40', '20', '0', '0', '0']:pred [40.        17.8432     0.         1.4647138  1.3032844]
suv_-40_0_-20_20_20_0_80_400:gt ['-40', '0', '-20', '20', '20']:pred [40.87317    2.5364118 20.105425  17.790417  20.777351 ]
sedan2door_0_20_0_20_40_320_40_400:gt ['0', '20', '0', '20', '40']:pred [ 2.5643687 20.         0.        20.        41.53376  ]
