sedan4door_-30_15_-4_48_46_230_70_420:gt ['-30', '15', '-4', '48', '46']:pred [26.375069 15.676088 20.162632 40.890896  9.895099]
sedan4door_-30_45_-36_35_28_140_70_420:gt ['-30', '45', '-36', '35', '28']:pred [23.04198  39.62147  25.427725 44.536488  9.242571]
sedan2door_-50_45_-22_48_46_50_70_420:gt ['-50', '45', '-22', '48', '46']:pred [41.04983  41.912884 23.767174 48.       21.291826]
suv_-50_23_-36_10_15_20_70_420:gt ['-50', '23', '-36', '10', '15']:pred [35.334167 12.303541 38.541725 10.        5.353285]
sedan4door_-30_15_-36_10_28_50_70_420:gt ['-30', '15', '-36', '10', '28']:pred [29.18116    6.80158   27.303713  10.        14.7354765]
hatchback_-17_45_-22_35_46_140_70_420:gt ['-17', '45', '-22', '35', '46']:pred [18.861311 31.178787 22.       31.8986   26.774107]
sedan4door_-50_23_-22_10_28_140_70_420:gt ['-50', '23', '-22', '10', '28']:pred [40.461704 16.001747 22.       16.006657 14.955194]
hatchback_-17_23_-36_35_15_50_70_420:gt ['-17', '23', '-36', '35', '15']:pred [12.072654  20.146269  37.25416   35.         5.1631374]
hybrid_-30_23_-36_48_15_230_30_420:gt ['-30', '23', '-36', '48', '15']:pred [30.        4.696582 36.       48.        2.803698]
sedan4door_-50_23_-4_10_28_230_70_420:gt ['-50', '23', '-4', '10', '28']:pred [37.426857 18.93051  15.211066  8.321938  5.982401]
hybrid_-17_23_-4_10_28_230_70_420:gt ['-17', '23', '-4', '10', '28']:pred [ 8.9191885 20.501081   4.        10.        15.428676 ]
suv_-50_45_-4_10_46_20_30_420:gt ['-50', '45', '-4', '10', '46']:pred [32.316353 45.       10.502011 10.       28.671015]
sedan2door_-17_45_-36_35_28_230_70_420:gt ['-17', '45', '-36', '35', '28']:pred [ 6.6997666 35.549767  36.        35.         3.7070749]
sedan4door_-30_15_-22_48_15_140_30_420:gt ['-30', '15', '-22', '48', '15']:pred [30.       13.053854 22.       39.769627 15.      ]
suv_-50_23_-36_35_28_230_30_420:gt ['-50', '23', '-36', '35', '28']:pred [50.        10.239558  36.        38.180546   6.8339047]
hatchback_-17_15_-22_10_28_20_70_420:gt ['-17', '15', '-22', '10', '28']:pred [ 6.8818336  4.7477217 27.68914   10.        25.08494  ]
suv_-17_15_-4_35_28_140_30_420:gt ['-17', '15', '-4', '35', '28']:pred [17.         4.5733447  4.        35.394512  28.       ]
hybrid_-30_23_-36_48_15_230_70_420:gt ['-30', '23', '-36', '48', '15']:pred [25.371277  16.68873   36.        48.         3.5471034]
hybrid_-30_15_-22_48_46_20_70_420:gt ['-30', '15', '-22', '48', '46']:pred [18.682173   4.9043207 22.        48.        32.92022  ]
sedan2door_-17_15_-22_35_15_140_70_420:gt ['-17', '15', '-22', '35', '15']:pred [ 7.3133287  6.433437  22.        35.         8.598487 ]
sedan4door_-17_23_-36_10_46_230_70_420:gt ['-17', '23', '-36', '10', '46']:pred [11.026175 20.01497  43.259995 11.968729 12.826777]
sedan2door_-50_15_-36_10_28_50_30_420:gt ['-50', '15', '-36', '10', '28']:pred [44.536755 15.       33.01841  10.       28.      ]
suv_-30_15_-22_35_46_20_30_420:gt ['-30', '15', '-22', '35', '46']:pred [30.74205  15.       20.604488 35.       32.991882]
sedan4door_-30_15_-4_48_28_140_70_420:gt ['-30', '15', '-4', '48', '28']:pred [21.219254 10.091957  4.       36.647617  4.814996]
sedan4door_-17_23_-22_48_15_50_70_420:gt ['-17', '23', '-22', '48', '15']:pred [17.73331  22.382458 24.035782 48.        7.016367]
suv_-50_15_-22_35_28_230_30_420:gt ['-50', '15', '-22', '35', '28']:pred [50.        7.034463 22.       37.742966  9.046587]
sedan2door_-17_15_-4_48_28_230_30_420:gt ['-17', '15', '-4', '48', '28']:pred [17.         4.9939733  4.        48.        19.346281 ]
hybrid_-30_23_-22_10_46_20_70_420:gt ['-30', '23', '-22', '10', '46']:pred [21.458904  9.104537 22.       10.       32.798054]
hybrid_-17_15_-36_10_46_20_30_420:gt ['-17', '15', '-36', '10', '46']:pred [ 5.0675755 15.        36.        10.        25.70305  ]
hybrid_-30_23_-4_35_15_140_30_420:gt ['-30', '23', '-4', '35', '15']:pred [30.       10.784101  4.       35.       15.      ]
sedan2door_-17_23_-22_10_28_140_30_420:gt ['-17', '23', '-22', '10', '28']:pred [17.       13.846581 22.       10.       28.      ]
sedan4door_-30_45_-36_10_46_20_30_420:gt ['-30', '45', '-36', '10', '46']:pred [32.21315  45.       42.25421  10.       23.149094]
hybrid_-30_15_-4_48_46_140_70_420:gt ['-30', '15', '-4', '48', '46']:pred [18.338589  8.844909  4.       48.       27.048141]
sedan4door_-17_45_-4_48_46_140_70_420:gt ['-17', '45', '-4', '48', '46']:pred [ 9.796858 39.16024   4.       43.229443 20.228884]
sedan4door_-30_23_-4_48_46_140_70_420:gt ['-30', '23', '-4', '48', '46']:pred [18.887266 17.778698  4.       40.415573 15.504284]
hybrid_-17_23_-36_10_15_50_30_420:gt ['-17', '23', '-36', '10', '15']:pred [21.34537 23.      36.      10.      15.     ]
hybrid_-17_23_-36_10_28_140_30_420:gt ['-17', '23', '-36', '10', '28']:pred [17.       10.782982 36.       10.       28.      ]
hatchback_-30_15_-36_48_15_140_30_420:gt ['-30', '15', '-36', '48', '15']:pred [30.        8.270472 36.       48.267387 15.      ]
suv_-30_15_-22_35_46_140_30_420:gt ['-30', '15', '-22', '35', '46']:pred [30.         4.6247706 22.        33.955566  46.       ]
hybrid_-50_15_-22_35_28_50_70_420:gt ['-50', '15', '-22', '35', '28']:pred [46.66747   7.053406  8.27114  35.       18.868649]
hybrid_-50_23_-22_48_28_230_30_420:gt ['-50', '23', '-22', '48', '28']:pred [50.         4.5837164 22.        48.        11.774542 ]
sedan4door_-50_15_-22_10_28_140_30_420:gt ['-50', '15', '-22', '10', '28']:pred [50.         8.285366  22.         5.5557594 28.       ]
suv_-30_23_-4_10_15_230_70_420:gt ['-30', '23', '-4', '10', '15']:pred [21.329254 15.76243  16.428417  9.885333  3.08351 ]
suv_-30_45_-36_35_46_140_70_420:gt ['-30', '45', '-36', '35', '46']:pred [22.258047 34.189762 25.376898 32.983242 24.786566]
suv_-17_45_-4_48_46_140_70_420:gt ['-17', '45', '-4', '48', '46']:pred [13.856491 28.152802  4.       35.015137 27.12309 ]
hybrid_-50_23_-36_35_46_50_70_420:gt ['-50', '23', '-36', '35', '46']:pred [44.728634 22.1677   36.       35.       33.185684]
hatchback_-17_23_-22_10_28_20_30_420:gt ['-17', '23', '-22', '10', '28']:pred [12.7347145 23.        24.977865  10.        14.209502 ]
hybrid_-50_45_-36_48_15_50_70_420:gt ['-50', '45', '-36', '48', '15']:pred [47.55899  33.242104  6.999303 48.       12.303432]
sedan2door_-17_23_-36_35_15_140_70_420:gt ['-17', '23', '-36', '35', '15']:pred [10.498268 20.196962 36.       35.        8.995432]
hybrid_-30_23_-22_10_15_140_70_420:gt ['-30', '23', '-22', '10', '15']:pred [20.084105  15.87448   22.        10.         5.2924633]
hybrid_-17_23_-36_35_46_230_30_420:gt ['-17', '23', '-36', '35', '46']:pred [17.        4.805138 36.       35.       38.84223 ]
hybrid_-50_15_-4_10_46_140_30_420:gt ['-50', '15', '-4', '10', '46']:pred [50.         5.2300572  4.        10.        46.       ]
hatchback_-17_15_-22_48_28_20_70_420:gt ['-17', '15', '-22', '48', '28']:pred [ 8.395632   7.3959823 30.090609  36.202663  27.056448 ]
hatchback_-50_15_-22_48_15_50_30_420:gt ['-50', '15', '-22', '48', '15']:pred [37.310413 15.       29.8108   48.       15.      ]
sedan2door_-50_15_-4_35_28_20_70_420:gt ['-50', '15', '-4', '35', '28']:pred [30.728714   3.7728114  4.        35.         9.284765 ]
hybrid_-30_45_-4_10_15_20_30_420:gt ['-30', '45', '-4', '10', '15']:pred [27.717314  45.         4.        10.         4.7874074]
sedan4door_-50_45_-22_35_28_20_70_420:gt ['-50', '45', '-22', '35', '28']:pred [31.476255 35.980965 22.451115 39.697205 10.961634]
sedan2door_-50_23_-4_35_46_50_30_420:gt ['-50', '23', '-4', '35', '46']:pred [44.77864  23.       32.033432 35.       46.      ]
sedan2door_-50_15_-36_48_28_230_70_420:gt ['-50', '15', '-36', '48', '28']:pred [22.681234 13.871527 36.       48.        4.431446]
sedan4door_-30_45_-22_48_46_50_70_420:gt ['-30', '45', '-22', '48', '46']:pred [31.904198 44.697826 20.452044 19.967371 18.133883]
sedan2door_-30_23_-22_48_15_50_70_420:gt ['-30', '23', '-22', '48', '15']:pred [36.89971  23.767086 22.       48.       19.102205]
hybrid_-30_15_-36_10_46_50_30_420:gt ['-30', '15', '-36', '10', '46']:pred [41.500397 15.       36.       10.       46.      ]
hatchback_-50_15_-36_48_28_230_70_420:gt ['-50', '15', '-36', '48', '28']:pred [41.503613 18.138672 35.915745 35.145176 14.209411]
sedan2door_-50_45_-36_35_15_50_30_420:gt ['-50', '45', '-36', '35', '15']:pred [47.906654 45.       33.09225  35.       15.      ]
hatchback_-50_15_-36_10_28_140_30_420:gt ['-50', '15', '-36', '10', '28']:pred [50.        7.16349  36.        8.537406 28.      ]
sedan4door_-50_45_-22_10_46_230_70_420:gt ['-50', '45', '-22', '10', '46']:pred [37.390114  41.38488   36.88757    7.7757587 14.957772 ]
hybrid_-17_15_-4_10_15_20_70_420:gt ['-17', '15', '-4', '10', '15']:pred [ 7.9026213  3.980323   4.        10.         7.7017636]
hatchback_-30_23_-4_10_46_140_30_420:gt ['-30', '23', '-4', '10', '46']:pred [30.        6.484435  4.       11.165495 46.      ]
sedan4door_-30_15_-22_10_28_230_30_420:gt ['-30', '15', '-22', '10', '28']:pred [30.         4.0223165 22.         4.342636  12.118586 ]
sedan2door_-30_23_-22_10_46_140_70_420:gt ['-30', '23', '-22', '10', '46']:pred [16.810549 24.849556 22.       14.088704 21.768808]
sedan2door_-17_23_-4_48_46_140_30_420:gt ['-17', '23', '-4', '48', '46']:pred [17.       14.412835  4.       48.       46.      ]
hatchback_-50_15_-36_10_46_50_30_420:gt ['-50', '15', '-36', '10', '46']:pred [36.83872 15.      37.93048 10.      46.     ]
hybrid_-50_23_-22_48_28_20_70_420:gt ['-50', '23', '-22', '48', '28']:pred [35.855022  8.913484 22.       48.       17.489218]
hybrid_-30_15_-4_10_15_20_70_420:gt ['-30', '15', '-4', '10', '15']:pred [18.712425  4.231059  4.       10.        6.442114]
suv_-30_15_-36_10_15_50_70_420:gt ['-30', '15', '-36', '10', '15']:pred [21.308695   9.719715  26.17602   10.         7.1296077]
sedan4door_-17_45_-36_10_46_140_70_420:gt ['-17', '45', '-36', '10', '46']:pred [12.253048 45.070896 36.       15.545842 17.840918]
sedan2door_-50_23_-22_35_46_50_70_420:gt ['-50', '23', '-22', '35', '46']:pred [39.71446  22.23995  25.075922 35.       20.153526]
hatchback_-50_45_-22_10_28_50_70_420:gt ['-50', '45', '-22', '10', '28']:pred [36.748726 47.278778 26.585625 15.97442  18.983908]
hybrid_-17_15_-36_35_28_50_70_420:gt ['-17', '15', '-36', '35', '28']:pred [20.840508  7.64154  36.       35.       14.232044]
hybrid_-50_45_-22_35_46_50_70_420:gt ['-50', '45', '-22', '35', '46']:pred [44.604507 38.340168 22.       35.       32.660324]
sedan4door_-30_15_-4_10_15_50_70_420:gt ['-30', '15', '-4', '10', '15']:pred [33.580685   9.047949   5.7555447 10.         5.6752806]
sedan4door_-50_15_-22_35_28_230_30_420:gt ['-50', '15', '-22', '35', '28']:pred [50.         6.3792048 22.        31.774994  12.98353  ]
sedan4door_-17_23_-22_10_15_20_30_420:gt ['-17', '23', '-22', '10', '15']:pred [12.788983 23.       16.919476 10.       12.952008]
suv_-30_15_-22_10_15_50_70_420:gt ['-30', '15', '-22', '10', '15']:pred [26.90274  11.20386  13.20123  10.        6.455416]
sedan2door_-30_45_-4_35_46_50_30_420:gt ['-30', '45', '-4', '35', '46']:pred [43.02538 45.       4.      35.      46.     ]
hatchback_-50_23_-4_10_15_20_30_420:gt ['-50', '23', '-4', '10', '15']:pred [34.99134  23.        5.841505 10.        4.747253]
sedan4door_-50_45_-4_35_28_230_30_420:gt ['-50', '45', '-4', '35', '28']:pred [50.       39.18331   4.       34.164116 14.607941]
suv_-30_15_-4_10_15_230_70_420:gt ['-30', '15', '-4', '10', '15']:pred [23.193846   7.5284214 14.738075  10.223566   2.6272402]
sedan4door_-30_45_-36_48_28_20_30_420:gt ['-30', '45', '-36', '48', '28']:pred [32.116745 45.       38.618793 48.       17.072577]
sedan2door_-17_15_-36_10_15_20_70_420:gt ['-17', '15', '-36', '10', '15']:pred [14.133678  2.81464  36.       10.        9.385288]
hybrid_-30_23_-22_35_15_20_70_420:gt ['-30', '23', '-22', '35', '15']:pred [19.619766  8.379033 22.       35.        5.524658]
hybrid_-50_23_-4_10_46_50_70_420:gt ['-50', '23', '-4', '10', '46']:pred [44.892445 22.614742  4.       10.       32.51256 ]
hatchback_-30_23_-4_48_28_230_70_420:gt ['-30', '23', '-4', '48', '28']:pred [31.465698 17.214981 20.995472 38.07023  12.089097]
sedan2door_-50_45_-36_35_46_20_30_420:gt ['-50', '45', '-36', '35', '46']:pred [33.20625 45.      36.      35.      21.66036]
sedan2door_-30_15_-4_10_46_230_70_420:gt ['-30', '15', '-4', '10', '46']:pred [12.165824  8.570162 17.668915 10.        9.589434]
sedan4door_-50_45_-4_35_15_20_70_420:gt ['-50', '45', '-4', '35', '15']:pred [34.68112  30.963285 16.244726 35.        3.872461]
hybrid_-50_15_-4_35_46_140_30_420:gt ['-50', '15', '-4', '35', '46']:pred [50.         5.1756225  4.        35.        46.       ]
suv_-17_23_-4_10_46_50_70_420:gt ['-17', '23', '-4', '10', '46']:pred [15.92839  35.318466  8.525669 10.       25.697994]
sedan2door_-17_23_-22_35_46_50_70_420:gt ['-17', '23', '-22', '35', '46']:pred [14.115892 26.532871 22.       35.       12.121283]
hatchback_-50_23_-36_48_28_50_30_420:gt ['-50', '23', '-36', '48', '28']:pred [38.335674 23.       38.308537 48.       28.      ]
hybrid_-30_45_-4_35_46_230_30_420:gt ['-30', '45', '-4', '35', '46']:pred [30.       19.463522  4.       35.       40.56974 ]
suv_-50_15_-36_48_46_230_70_420:gt ['-50', '15', '-36', '48', '46']:pred [39.36959  13.92632  30.490294 26.833971 17.792036]
hybrid_-30_15_-22_10_28_230_70_420:gt ['-30', '15', '-22', '10', '28']:pred [26.016191 11.925016 22.       10.        8.530839]
hybrid_-30_23_-22_48_15_20_70_420:gt ['-30', '23', '-22', '48', '15']:pred [20.205048  8.443432 22.       48.        5.781467]
sedan2door_-17_45_-22_48_46_230_70_420:gt ['-17', '45', '-22', '48', '46']:pred [ 6.284303 32.89894  22.       48.        8.18346 ]
sedan2door_-17_23_-36_35_46_140_70_420:gt ['-17', '23', '-36', '35', '46']:pred [ 9.046572 18.942648 36.       13.722275 26.084925]
hatchback_-17_45_-22_35_15_50_30_420:gt ['-17', '45', '-22', '35', '15']:pred [15.003276 45.       37.02699  35.       15.      ]
sedan4door_-30_23_-22_35_46_230_30_420:gt ['-30', '23', '-22', '35', '46']:pred [30.       17.652779 22.       35.506527 42.22362 ]
hybrid_-17_45_-36_48_46_20_30_420:gt ['-17', '45', '-36', '48', '46']:pred [ 6.4679456 45.        36.        48.        26.953936 ]
sedan2door_-30_45_-22_10_46_140_70_420:gt ['-30', '45', '-22', '10', '46']:pred [17.88764  46.98258  22.       10.641197 18.144949]
hatchback_-17_23_-22_10_15_20_70_420:gt ['-17', '23', '-22', '10', '15']:pred [10.274788 10.128856 31.762754 10.       14.711595]
hatchback_-50_23_-22_48_15_50_30_420:gt ['-50', '23', '-22', '48', '15']:pred [36.29258  23.       28.802576 48.       15.      ]
sedan2door_-30_15_-22_10_15_230_70_420:gt ['-30', '15', '-22', '10', '15']:pred [11.863033   8.604342  22.        10.         2.7769566]
hybrid_-30_45_-36_35_15_20_70_420:gt ['-30', '45', '-36', '35', '15']:pred [23.354115  24.589224  36.        35.         5.1525064]
hatchback_-50_45_-36_10_46_230_30_420:gt ['-50', '45', '-36', '10', '46']:pred [50.       18.090837 36.       10.288637 41.01348 ]
suv_-17_45_-4_10_15_140_30_420:gt ['-17', '45', '-4', '10', '15']:pred [17.        20.777525   4.         5.3105764 15.       ]
sedan2door_-50_23_-4_10_15_140_70_420:gt ['-50', '23', '-4', '10', '15']:pred [35.622208 32.216644  4.       10.        9.618589]
hatchback_-30_15_-22_48_28_50_30_420:gt ['-30', '15', '-22', '48', '28']:pred [29.01196  15.       31.204906 48.       28.      ]
hatchback_-50_45_-36_48_15_230_30_420:gt ['-50', '45', '-36', '48', '15']:pred [50.       31.9324   36.       46.06511   9.610601]
sedan4door_-30_23_-22_35_46_20_70_420:gt ['-30', '23', '-22', '35', '46']:pred [28.602982 16.169079 21.15116  32.164158 15.613309]
suv_-17_15_-4_35_46_140_30_420:gt ['-17', '15', '-4', '35', '46']:pred [17.         3.8110752  4.        32.079567  46.       ]
hatchback_-17_23_-22_35_28_50_30_420:gt ['-17', '23', '-22', '35', '28']:pred [15.196254 23.       37.576054 35.       28.      ]
hatchback_-30_23_-4_10_28_50_30_420:gt ['-30', '23', '-4', '10', '28']:pred [33.38314  23.        5.265675 10.       28.      ]
hybrid_-17_45_-36_35_15_230_70_420:gt ['-17', '45', '-36', '35', '15']:pred [ 7.114332 34.4484   36.       35.        4.640005]
sedan4door_-50_15_-36_35_46_230_70_420:gt ['-50', '15', '-36', '35', '46']:pred [35.361835 15.332839 40.02562  28.584908 12.844695]
hybrid_-30_45_-4_10_46_230_30_420:gt ['-30', '45', '-4', '10', '46']:pred [30.       19.242994  4.       10.       42.034008]
sedan4door_-50_15_-4_10_15_140_70_420:gt ['-50', '15', '-4', '10', '15']:pred [37.991714   7.1749525  4.         8.919139   8.950031 ]
suv_-30_45_-22_48_46_230_30_420:gt ['-30', '45', '-22', '48', '46']:pred [30.       36.746582 22.       46.35767  39.348907]
suv_-17_23_-4_35_46_50_70_420:gt ['-17', '23', '-4', '35', '46']:pred [16.054096 31.196692  7.035901 35.       23.63478 ]
sedan2door_-50_15_-4_48_28_20_30_420:gt ['-50', '15', '-4', '48', '28']:pred [33.563274 15.        4.       48.        6.678275]
hatchback_-30_23_-4_35_15_230_30_420:gt ['-30', '23', '-4', '35', '15']:pred [30.         6.3333144  4.        39.353874   8.314049 ]
hatchback_-17_15_-36_48_28_140_30_420:gt ['-17', '15', '-36', '48', '28']:pred [17.        8.489447 36.       50.462524 28.      ]
hybrid_-50_23_-36_48_28_50_30_420:gt ['-50', '23', '-36', '48', '28']:pred [47.54268 23.      36.      48.      28.     ]
hybrid_-30_45_-36_35_15_140_30_420:gt ['-30', '45', '-36', '35', '15']:pred [30.       27.888378 36.       35.       15.      ]
suv_-17_23_-4_48_28_50_70_420:gt ['-17', '23', '-4', '48', '28']:pred [17.763035 29.235933  2.91843  48.        8.636492]
hybrid_-17_23_-22_48_46_20_70_420:gt ['-17', '23', '-22', '48', '46']:pred [10.4050455  8.127805  22.        48.        40.221336 ]
suv_-30_23_-4_48_46_140_30_420:gt ['-30', '23', '-4', '48', '46']:pred [30.       11.629815  4.       47.88803  46.      ]
hybrid_-30_45_-4_48_15_50_30_420:gt ['-30', '45', '-4', '48', '15']:pred [45.68383 45.       4.      48.      15.     ]
sedan2door_-30_45_-36_35_46_140_30_420:gt ['-30', '45', '-36', '35', '46']:pred [30.      37.13147 36.      35.      46.     ]
suv_-17_45_-22_35_15_140_30_420:gt ['-17', '45', '-22', '35', '15']:pred [17.       23.248264 22.       44.23185  15.      ]
hybrid_-30_15_-22_48_28_50_30_420:gt ['-30', '15', '-22', '48', '28']:pred [43.78236 15.      22.      48.      28.     ]
sedan4door_-17_45_-4_35_15_140_30_420:gt ['-17', '45', '-4', '35', '15']:pred [17.       32.6522    4.       39.476364 15.      ]
hatchback_-50_15_-22_10_46_50_30_420:gt ['-50', '15', '-22', '10', '46']:pred [36.230026 15.       29.564098 10.       46.      ]
hybrid_-17_23_-36_48_46_50_70_420:gt ['-17', '23', '-36', '48', '46']:pred [20.863455 26.505537 36.       48.       33.38289 ]
suv_-50_45_-4_48_46_50_70_420:gt ['-50', '45', '-4', '48', '46']:pred [38.18767  41.64919  18.211061 33.618465 16.976793]
sedan2door_-50_23_-36_35_46_230_70_420:gt ['-50', '23', '-36', '35', '46']:pred [24.43707  21.601452 36.       35.        8.008497]
sedan4door_-17_45_-4_48_46_20_70_420:gt ['-17', '45', '-4', '48', '46']:pred [14.660058  30.827196   3.1148705 38.292835  22.070564 ]
hatchback_-30_15_-22_48_15_230_30_420:gt ['-30', '15', '-22', '48', '15']:pred [30.         4.2021194 22.        41.07778    6.813228 ]
sedan2door_-50_45_-36_35_28_230_30_420:gt ['-50', '45', '-36', '35', '28']:pred [50.       34.350792 36.       35.       26.648458]
hatchback_-50_45_-36_35_46_20_30_420:gt ['-50', '45', '-36', '35', '46']:pred [32.42928  45.       37.342175 35.       19.331171]
suv_-17_15_-4_10_15_140_30_420:gt ['-17', '15', '-4', '10', '15']:pred [17.         3.0682523  4.         5.1126666 15.       ]
