425ba801e904cb50f3aaed7e86215c7b_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [ 8.53187    8.6063595 40.        40.        31.950634 ]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [40.        12.07816    1.6939219 26.614746   6.709173 ]
4ac021653126a29e98618a1ba17f086b_20_40_20_40_20_240_40_400:gt ['20', '40', '20', '40', '20']:pred [13.124187   5.1678905  3.1905425 11.726273  41.874676 ]
425ba801e904cb50f3aaed7e86215c7b_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [ 4.9638996  3.7855353 40.         3.0890594 55.462368 ]
1a64bf1e658652ddb11647ffa4306609_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [17.829473   3.3953707  4.239429   4.8296366 31.575844 ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_40_20_20_240_80_400:gt ['40', '20', '40', '20', '20']:pred [19.903316   8.103855  11.552335   7.3317695 24.618172 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [18.726526 52.560375 21.106718  7.341343 22.96724 ]
9d2b7938d426633b28044fe9244db50a_20_20_20_20_40_80_40_400:gt ['20', '20', '20', '20', '40']:pred [26.69057   20.        20.        20.         3.5916302]
86c8a3137a716d70e742b0b5e87bec54_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [15.371252  17.85345    4.2519393 25.556417  13.967437 ]
ffe0a5b165461eb66a2345809e2bb169_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [12.06234   2.466713  9.591614  6.776664  8.380002]
ffe0a5b165461eb66a2345809e2bb169_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [14.992065   2.7058527 11.0703745  7.7161827 17.384533 ]
4f17af1ca7ae689d409b2c4484d833cc_20_40_20_40_20_160_40_400:gt ['20', '40', '20', '40', '20']:pred [20.       17.664463 20.       30.221128 35.462635]
d72ffa185738bccd10b75223b5be6dbb_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [ 9.221146   9.9866295 21.650593  20.        15.00422  ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [29.646236 44.735653 40.       30.726982 45.676662]
825fb860d71c78a477c771b4b7eed82c_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [ 7.0470767 33.72577   11.008865  10.624172  43.192505 ]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [ 8.362678  21.796896   7.8543468 42.198322   9.959684 ]
216d910f71942f205df3c6413d40ccb2_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [ 8.186991 16.273935  9.021776 27.37368  39.822132]
1790131f5f74b1ed973aff268eb6b00c_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [16.930496   5.7248673  9.494118  11.793441  29.095533 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [21.360725 31.38343  40.       20.       50.36254 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.         4.775443   1.64395   27.395596   7.3413043]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [15.197237  15.060822  17.6907     5.6038985 56.89164  ]
9d2b7938d426633b28044fe9244db50a_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [14.82602    4.7960477  5.3961344 25.005156  10.315455 ]
ffe0a5b165461eb66a2345809e2bb169_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [10.652689   5.060529   2.2517579 14.497501  17.077265 ]
d2592adba4e8e62648368c1a2f71c5f3_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [14.129933 11.579554 12.683657 31.956768 37.744816]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [25.954685  29.384718   5.1798906 36.233223  55.235428 ]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [40.         1.3058523  3.9316697 11.049846  11.726436 ]
86c8a3137a716d70e742b0b5e87bec54_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [16.570047 43.14177  20.       20.779026 12.47207 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [17.594074  12.969239   6.2474265 35.69152   16.38136  ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [21.411175 34.144154 26.258398 27.82629  46.34087 ]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_20_40_240_40_400:gt ['40', '20', '20', '20', '40']:pred [ 7.400405   2.8507159  0.8667448 10.316227  27.674093 ]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [14.33112    6.7818584  8.91609   21.31618   22.090626 ]
a387407d49e209fdeea60824a43a0b_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [23.032694  20.57385    7.6645775 12.362052   4.875201 ]
9c827e532de4967285089a13cc567dbd_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [20.365906 37.868496 11.059024  7.290599 50.031116]
d72ffa185738bccd10b75223b5be6dbb_40_20_40_20_20_240_80_400:gt ['40', '20', '40', '20', '20']:pred [ 8.832331  10.0058775 21.66013    9.1005535 14.842981 ]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [13.98275   34.00396    6.3737125  5.5916224 29.601774 ]
a88d69e53a01aab9ff1370452e3a0154_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [10.946484  12.8431835  9.828674  41.627514  25.594208 ]
6265f0745d3f40546bcd32c43682e841_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [40.        8.548871 11.874368 17.21359  18.688688]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [12.858044  19.054144   8.211904   3.9913273 52.62074  ]
1a64bf1e658652ddb11647ffa4306609_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [23.076048 36.435875 40.317394 44.18126  18.429127]
2f7cf2c2d170e3c936f37029483b3e41_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [15.308561  19.79683    4.2117634 24.962767  55.279762 ]
1a64bf1e658652ddb11647ffa4306609_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [ 6.824066  33.081825  35.24848    7.3698616 47.923584 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [16.725067 12.469919 17.996094 19.576866 27.320213]
6265f0745d3f40546bcd32c43682e841_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [ 3.9633732  8.739011   3.2388585 18.17584   19.337898 ]
7dac31838b627748eb631ba05bd8dfe_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [ 5.6666164 11.359556  12.329076  12.897977  10.739634 ]
fabcb04fc015f822ca8bf2993ca245b_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [35.958523 15.355836  9.598323 32.127235 53.94302 ]
4458ed2a746e61a3b11647ffa4306609_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [19.797113 22.448742 18.10506  15.922073 18.799942]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [12.374501  9.575703  4.673148 39.131134 51.710484]
12f2905dc029f59a2479fbc7da5ed22b_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [40.        8.126215 40.       25.289112 41.937977]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [20.         7.9580865  7.7390857 20.        17.954811 ]
4458ed2a746e61a3b11647ffa4306609_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [19.829578 10.848191 12.546191 13.124135  7.280314]
5e87b04efd58cc8922412d2a728de1d5_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [40.        9.508608 20.        5.018049 30.732822]
425ba801e904cb50f3aaed7e86215c7b_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [11.986638  11.173015   4.3407598  9.444804  27.13283  ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [ 4.8461766 11.816147  45.51853   11.892146  52.938107 ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [ 9.615028  12.122198   2.1413517 35.445286  18.888527 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [18.422161  36.057205   7.679226   3.4349291 55.523838 ]
5e87b04efd58cc8922412d2a728de1d5_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [20.       31.512798 40.       38.46078  24.303627]
70e27da90dec2de49604bf8c981ad1eb_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [13.659147   6.6708064  1.8155065 10.033453  25.186699 ]
a387407d49e209fdeea60824a43a0b_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [17.960997  26.818449  20.         7.7289014 30.128857 ]
ffe0a5b165461eb66a2345809e2bb169_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [ 8.052165   6.358242   4.3711853 15.0798025 24.100224 ]
4458ed2a746e61a3b11647ffa4306609_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [40.        8.01662  20.       16.910917 11.353861]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [20.63768   8.735261  6.704816 25.04316  28.929144]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_20_40_160_80_400:gt ['40', '20', '40', '20', '40']:pred [15.386624 19.82     40.       16.523575 52.90062 ]
ffe0a5b165461eb66a2345809e2bb169_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [15.079499   3.0598545 11.893143   9.759231  25.69027  ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [28.246796   6.9955144  5.337765  14.305419   6.7892213]
7c46bfff2f90f11044592db9be5db5c8_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [12.2702465 24.19071    9.37728    9.441288  31.356943 ]
9d2b7938d426633b28044fe9244db50a_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [20.063679   3.6119192  5.2121396 40.         7.67754  ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [40.       15.951533 40.       30.025595 17.1279  ]
4ac021653126a29e98618a1ba17f086b_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [11.30442   11.764993   1.1075065 21.381096  25.852333 ]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [14.477715  21.960642   6.6652837 24.724672  28.997616 ]
4458ed2a746e61a3b11647ffa4306609_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [19.294067 24.581963 16.556982 35.20758   8.996775]
7dac31838b627748eb631ba05bd8dfe_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [ 6.695393  31.595432   6.3678803 20.        31.360481 ]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [18.48188  12.091963 16.428219 40.       18.877586]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [12.185648 23.776432  9.038687  9.654167 32.07887 ]
d2592adba4e8e62648368c1a2f71c5f3_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [13.776585 29.512985 10.593999 12.87666  43.384003]
d0cf2f187acda5736be7348aa770e4ca_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [20.        8.456552 20.       17.93639   5.842164]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [13.466127 28.888208 16.585224 36.65259  40.154655]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [35.71698 50.10932 22.12963 40.      51.81114]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [8.959974  9.45533   8.709857  3.2365472 9.46438  ]
cde88b5900e8dfba725a7749daae1afa_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [19.8254   17.985483 18.723833 18.42909  37.520298]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_20_40_40_80_40_400:gt ['20', '40', '20', '40', '40']:pred [17.136602 47.426144 20.       11.496566 32.881973]
425ba801e904cb50f3aaed7e86215c7b_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [ 4.873394  44.031105   6.8904123  2.1935961 50.9271   ]
12f2905dc029f59a2479fbc7da5ed22b_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20.        4.719089 40.       23.261524 36.7358  ]
a88d69e53a01aab9ff1370452e3a0154_40_40_40_40_20_80_80_400:gt ['40', '40', '40', '40', '20']:pred [18.104185  3.660388  8.424235 35.4865   43.970963]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [10.788849 24.69638   5.066296 31.483734 37.40847 ]
fabcb04fc015f822ca8bf2993ca245b_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [24.796534 27.561817 16.97886  51.645992 38.81552 ]
4f17af1ca7ae689d409b2c4484d833cc_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [29.94296  20.630825 40.       35.444584 38.793983]
ffe0a5b165461eb66a2345809e2bb169_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [27.658216 20.337322  9.236121 32.50762  25.258299]
825fb860d71c78a477c771b4b7eed82c_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.       13.426271 40.       23.865622 50.961212]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [ 8.953572 20.519928  5.829804 38.350933 12.104061]
a387407d49e209fdeea60824a43a0b_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [32.706078 33.83426  20.268211 42.87229  28.973623]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [ 9.09027  27.558842 40.       16.011374 21.26184 ]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [ 8.277385 13.414175 13.028308 10.053726 39.512005]
9d2b7938d426633b28044fe9244db50a_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [26.128258  20.         4.3670864 40.         3.5239007]
5e87b04efd58cc8922412d2a728de1d5_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [21.639317 19.360636 43.346867 30.780794 27.68249 ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [13.330751   6.4241567  5.899879  27.989962  23.640202 ]
4458ed2a746e61a3b11647ffa4306609_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [23.814995  32.727528  28.834269  19.017113   1.4388882]
1a64bf1e658652ddb11647ffa4306609_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [16.468472   3.6265464  4.597171   4.797968  37.2308   ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_20_40_20_160_40_400:gt ['20', '40', '20', '40', '20']:pred [20.        12.713102   3.4046304 20.884068   7.2004   ]
1790131f5f74b1ed973aff268eb6b00c_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [20.273607 14.04193  20.       33.374603 17.314718]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [21.647524 17.289059  4.255663 22.104902 30.61929 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [21.386679 43.736706 20.       17.991417 24.3355  ]
6265f0745d3f40546bcd32c43682e841_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [40.         5.1492743  5.4189234  6.457704  12.889289 ]
825fb860d71c78a477c771b4b7eed82c_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.        20.330719  20.         4.8051357 14.023342 ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [30.445797 35.39216  37.928795 40.40898  48.125446]
923007b377bb1cab473f10e6caaeca56_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [26.272804  4.651969 12.177292 13.092008 18.903496]
cde88b5900e8dfba725a7749daae1afa_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [20.       29.351765 20.       34.245914 14.66331 ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [21.143461  24.773361  20.        18.9356     3.5913973]
5e87b04efd58cc8922412d2a728de1d5_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [16.030874 14.396094 27.104256 32.348503 36.113197]
425ba801e904cb50f3aaed7e86215c7b_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [ 3.3212295 15.146876   4.4547586 40.        25.249348 ]
6265f0745d3f40546bcd32c43682e841_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [ 7.5471025 11.235701   6.3516197 17.369444  17.676653 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [31.311089 33.329983 13.025253 27.012611 45.040447]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [18.379911 36.34335  18.785656 20.       52.494198]
825fb860d71c78a477c771b4b7eed82c_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 9.985095  9.606566 16.306578 16.397846 18.252686]
86c8a3137a716d70e742b0b5e87bec54_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [18.118587 30.405697 20.       25.33258   7.530149]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [ 3.499647   5.0940638  0.9973317 15.067484  31.404652 ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_40_20_20_160_80_400:gt ['20', '20', '40', '20', '20']:pred [ 7.400132  13.592216   2.3914032  6.710739  26.357206 ]
d2592adba4e8e62648368c1a2f71c5f3_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [40.       19.284607 40.       21.369282 40.38228 ]
1a64bf1e658652ddb11647ffa4306609_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [17.34927  19.308142 28.980715 24.913187 29.022535]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [12.277561 49.865166 40.       18.880466 26.930862]
425ba801e904cb50f3aaed7e86215c7b_20_20_40_20_20_80_40_400:gt ['20', '20', '40', '20', '20']:pred [18.421772  44.073044   8.169627  20.         5.9042883]
d2592adba4e8e62648368c1a2f71c5f3_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [40.4195   28.945225 11.25126  40.       56.59908 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [25.724342 40.009995 39.215065 38.419186 40.197247]
d0cf2f187acda5736be7348aa770e4ca_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.       13.669073 40.       23.497364  8.007671]
a88d69e53a01aab9ff1370452e3a0154_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [40.        3.369457 20.       42.776943 22.681067]
d72ffa185738bccd10b75223b5be6dbb_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [ 3.970786   0.7716461  3.4004364  0.5273043 36.316708 ]
825fb860d71c78a477c771b4b7eed82c_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [ 2.9459593 10.429995  12.613782   7.5343046 38.512417 ]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [15.820995  18.83888    5.5834546 20.        38.000336 ]
5ec3322293a39816ad7e7cea4034d226_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [13.124468   6.3240433 23.309597  40.        40.       ]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [ 9.427532   5.7624593  3.1412082 11.430891  37.423386 ]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [35.892017 44.034546 20.       14.041101 34.172264]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [15.659897 21.134926  7.138541 26.394598 24.380291]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [24.911049 32.042397 10.542609 40.       36.174862]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [ 9.867009   4.1919003  4.596463  22.405127  46.28049  ]
aa9f41bc3925ffc4be9358e8c18dc481_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [11.977519  6.845984  8.185377 16.74722  23.067968]
a88d69e53a01aab9ff1370452e3a0154_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [11.328229  9.59449  11.446505 45.283413 25.379261]
c4941d6a2266813c3a2b1a2e5e169910_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [ 6.9788103  4.4574413  1.1692026 26.726673  43.10249  ]
aa9f41bc3925ffc4be9358e8c18dc481_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [11.889822   6.7615485  8.795042  17.273794  22.088757 ]
4458ed2a746e61a3b11647ffa4306609_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [34.797523  37.173977  30.433535  20.         1.1677238]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [24.605247 45.71471  24.093658 28.11901  37.5137  ]
