sedan2door_-30_23_-4_48_15_20_30_420:gt ['-30', '23', '-4', '48', '15']:pred [30.666483 23.        4.       48.        8.111878]
hatchback_-30_23_-36_48_15_140_70_420:gt ['-30', '23', '-36', '48', '15']:pred [38.616234 21.557364 36.       36.195675 28.200073]
sedan4door_-30_15_-36_10_46_230_70_420:gt ['-30', '15', '-36', '10', '46']:pred [39.850853   5.2226267 30.156776  16.039854  49.797703 ]
sedan2door_-50_45_-4_48_46_140_30_420:gt ['-50', '45', '-4', '48', '46']:pred [50.       33.902092  4.       48.       17.076632]
suv_-50_15_-36_48_28_140_30_420:gt ['-50', '15', '-36', '48', '28']:pred [50.       19.252598 36.       25.779583 13.794133]
sedan4door_-50_45_-36_10_46_230_30_420:gt ['-50', '45', '-36', '10', '46']:pred [50.       54.51875  36.       29.497587 50.6816  ]
suv_-17_15_-22_35_15_20_30_420:gt ['-17', '15', '-22', '35', '15']:pred [26.933819 15.       24.28293  35.       10.450359]
sedan2door_-50_45_-36_10_46_50_70_420:gt ['-50', '45', '-36', '10', '46']:pred [33.147045 35.51625  36.       10.       16.48751 ]
hybrid_-50_45_-4_10_28_20_30_420:gt ['-50', '45', '-4', '10', '28']:pred [51.35705  45.        4.       10.       15.948086]
sedan4door_-50_45_-36_10_15_140_70_420:gt ['-50', '45', '-36', '10', '15']:pred [36.468792 46.6392   36.       20.969547 13.319733]
sedan4door_-50_45_-4_35_28_230_70_420:gt ['-50', '45', '-4', '35', '28']:pred [29.267612 55.585472 15.534407 43.389748 30.505772]
sedan2door_-30_23_-22_10_15_50_30_420:gt ['-30', '23', '-22', '10', '15']:pred [44.067528 23.       22.       10.       15.      ]
hatchback_-50_23_-36_35_46_20_70_420:gt ['-50', '23', '-36', '35', '46']:pred [36.469517 39.255417 21.256699 53.270187 48.815563]
suv_-30_23_-36_48_28_140_70_420:gt ['-30', '23', '-36', '48', '28']:pred [42.76     21.648043 36.       32.70546  44.53962 ]
hybrid_-50_45_-36_10_28_140_30_420:gt ['-50', '45', '-36', '10', '28']:pred [50.      37.92883 36.      10.      28.     ]
hybrid_-17_23_-4_10_15_50_70_420:gt ['-17', '23', '-4', '10', '15']:pred [23.068796 13.650234  4.       10.        8.400171]
hybrid_-17_15_-22_10_28_230_30_420:gt ['-17', '15', '-22', '10', '28']:pred [17.         6.4956493 22.        10.        24.817677 ]
sedan2door_-17_45_-36_35_15_140_30_420:gt ['-17', '45', '-36', '35', '15']:pred [17.       37.06057  36.       35.        7.694384]
hatchback_-17_15_-36_35_28_230_70_420:gt ['-17', '15', '-36', '35', '28']:pred [26.928978  9.96976  36.533802 33.55724  38.257694]
hatchback_-17_15_-22_35_15_20_70_420:gt ['-17', '15', '-22', '35', '15']:pred [17.35096  24.463648 16.717743 35.       19.029512]
sedan2door_-17_45_-4_48_15_50_70_420:gt ['-17', '45', '-4', '48', '15']:pred [38.371754 17.939896  4.       48.        9.800324]
hybrid_-50_45_-36_35_28_230_30_420:gt ['-50', '45', '-36', '35', '28']:pred [50.       41.83829  36.       22.007101 29.072563]
sedan4door_-50_45_-4_10_46_230_70_420:gt ['-50', '45', '-4', '10', '46']:pred [28.845272 48.264275 18.0903   18.07477  49.248703]
hatchback_-17_45_-4_48_15_20_30_420:gt ['-17', '45', '-4', '48', '15']:pred [30.644573  45.         5.5189314 48.        19.742973 ]
hatchback_-17_23_-4_35_28_50_30_420:gt ['-17', '23', '-4', '35', '28']:pred [41.947758 23.       13.751348 35.       28.      ]
sedan4door_-50_23_-22_48_15_50_30_420:gt ['-50', '23', '-22', '48', '15']:pred [33.29075  23.       32.242924 48.       15.      ]
suv_-30_45_-22_35_28_230_30_420:gt ['-30', '45', '-22', '35', '28']:pred [30.       44.806557 22.       38.533012 26.975708]
suv_-50_15_-22_10_28_50_70_420:gt ['-50', '15', '-22', '10', '28']:pred [31.995102 30.202196 27.192852 36.553123  9.506895]
sedan4door_-17_45_-22_48_15_50_70_420:gt ['-17', '45', '-22', '48', '15']:pred [41.451683 28.289917 25.45006  34.116642  5.241577]
hatchback_-30_45_-22_35_46_20_70_420:gt ['-30', '45', '-22', '35', '46']:pred [26.567469 42.274006 16.738264 51.638016 42.662277]
hybrid_-30_23_-4_48_28_20_70_420:gt ['-30', '23', '-4', '48', '28']:pred [23.076761 19.624111  4.       48.       29.671669]
sedan2door_-17_23_-36_35_15_50_70_420:gt ['-17', '23', '-36', '35', '15']:pred [37.96284  13.474244 36.       35.        9.161553]
sedan4door_-50_23_-22_48_28_140_70_420:gt ['-50', '23', '-22', '48', '28']:pred [34.720238 24.67048  22.       32.66228  37.82925 ]
sedan4door_-30_45_-4_10_15_50_70_420:gt ['-30', '45', '-4', '10', '15']:pred [36.34532  21.45643  18.388441 26.648188  3.704417]
hatchback_-30_23_-4_48_46_50_30_420:gt ['-30', '23', '-4', '48', '46']:pred [39.711258 23.       20.207706 48.       46.      ]
suv_-30_45_-22_10_46_230_70_420:gt ['-30', '45', '-22', '10', '46']:pred [42.031578 43.963425 36.13266  20.669846 38.62954 ]
suv_-17_15_-36_35_46_230_70_420:gt ['-17', '15', '-36', '35', '46']:pred [25.013042 17.379938 37.270554 41.44382  43.72826 ]
sedan4door_-17_15_-4_35_28_20_70_420:gt ['-17', '15', '-4', '35', '28']:pred [21.078     18.281784   5.5512276 37.20224   17.680122 ]
sedan2door_-50_23_-22_10_46_50_70_420:gt ['-50', '23', '-22', '10', '46']:pred [33.135075 29.832073 22.       10.       15.54142 ]
suv_-30_15_-4_35_15_20_30_420:gt ['-30', '15', '-4', '35', '15']:pred [38.48936  15.        9.602455 35.       10.999916]
hatchback_-17_45_-4_35_15_140_70_420:gt ['-17', '45', '-4', '35', '15']:pred [29.75853  23.592007 19.954508 31.710335 21.994871]
sedan4door_-30_23_-36_48_15_140_30_420:gt ['-30', '23', '-36', '48', '15']:pred [30.       20.919693 36.       29.116104 11.17255 ]
hybrid_-50_15_-36_10_46_140_30_420:gt ['-50', '15', '-36', '10', '46']:pred [50.       14.008978 36.       10.       13.581101]
sedan4door_-30_15_-22_48_15_140_70_420:gt ['-30', '15', '-22', '48', '15']:pred [41.02387  8.95554 22.      25.2386  21.22536]
sedan4door_-17_45_-36_10_15_140_30_420:gt ['-17', '45', '-36', '10', '15']:pred [17.       35.10341  36.       17.734104  8.851888]
sedan2door_-17_15_-4_10_46_140_30_420:gt ['-17', '15', '-4', '10', '46']:pred [17.        9.777075  4.       10.       10.614273]
hatchback_-17_45_-22_10_46_230_30_420:gt ['-17', '45', '-22', '10', '46']:pred [17.       39.366104 22.       17.775875 44.21227 ]
suv_-30_23_-4_10_46_50_70_420:gt ['-30', '23', '-4', '10', '46']:pred [41.487263 14.207811 16.53904  31.780426 23.20676 ]
hybrid_-30_15_-22_35_15_50_30_420:gt ['-30', '15', '-22', '35', '15']:pred [34.197475 15.       22.       35.       15.      ]
sedan4door_-50_23_-22_10_28_140_70_420:gt ['-50', '23', '-22', '10', '28']:pred [28.46633  15.727844 22.       14.788704 31.47746 ]
hybrid_-50_23_-36_35_15_140_70_420:gt ['-50', '23', '-36', '35', '15']:pred [22.28016  12.176973 36.       35.       18.550575]
hybrid_-17_45_-36_10_46_50_70_420:gt ['-17', '45', '-36', '10', '46']:pred [24.571983 22.379496 36.       10.       32.461235]
suv_-50_45_-36_10_15_140_70_420:gt ['-50', '45', '-36', '10', '15']:pred [27.639528 46.918865 36.       36.635216 15.592718]
hatchback_-17_45_-36_35_46_140_30_420:gt ['-17', '45', '-36', '35', '46']:pred [17.       38.152443 36.       23.292374 19.524118]
hatchback_-30_45_-4_35_15_20_30_420:gt ['-30', '45', '-4', '35', '15']:pred [42.86227  45.        8.083936 35.       20.244823]
sedan2door_-30_23_-4_35_15_140_70_420:gt ['-30', '23', '-4', '35', '15']:pred [32.05809   6.359612  4.       35.       44.208443]
sedan2door_-50_23_-36_10_15_230_30_420:gt ['-50', '23', '-36', '10', '15']:pred [50.       18.834368 36.       10.       12.796486]
hybrid_-17_23_-22_10_46_20_70_420:gt ['-17', '23', '-22', '10', '46']:pred [19.650417 20.67455  22.       10.       36.202396]
suv_-50_45_-4_35_28_140_70_420:gt ['-50', '45', '-4', '35', '28']:pred [26.755583 45.085308  4.       38.56045  38.764233]
suv_-50_15_-36_10_15_20_70_420:gt ['-50', '15', '-36', '10', '15']:pred [46.16585  16.916649 22.396786 10.       10.733711]
hybrid_-17_45_-22_35_15_230_30_420:gt ['-17', '45', '-22', '35', '15']:pred [17.       41.05848  22.       35.        9.441927]
hatchback_-30_15_-22_48_15_20_70_420:gt ['-30', '15', '-22', '48', '15']:pred [19.854294 27.292097 16.320803 48.       19.673676]
hybrid_-17_15_-22_10_46_230_30_420:gt ['-17', '15', '-22', '10', '46']:pred [17.         6.2943015 22.        10.        42.149956 ]
hatchback_-30_23_-36_48_46_20_30_420:gt ['-30', '23', '-36', '48', '46']:pred [36.08776  23.       32.043617 48.       20.905823]
suv_-30_45_-4_48_46_140_30_420:gt ['-30', '45', '-4', '48', '46']:pred [30.       46.73052   4.       29.65376  20.797579]
sedan2door_-17_15_-4_48_46_140_30_420:gt ['-17', '15', '-4', '48', '46']:pred [17.        9.808678  4.       48.       11.09931 ]
suv_-17_23_-22_48_46_50_70_420:gt ['-17', '23', '-22', '48', '46']:pred [46.246002 16.925648 25.58656  39.697098 27.698978]
suv_-30_23_-4_35_46_230_30_420:gt ['-30', '23', '-4', '35', '46']:pred [30.       13.184502  4.       38.315193 52.712814]
hybrid_-17_15_-36_35_15_230_70_420:gt ['-17', '15', '-36', '35', '15']:pred [23.25889    6.4316916 36.        35.        11.551616 ]
sedan4door_-17_23_-22_35_15_230_70_420:gt ['-17', '23', '-22', '35', '15']:pred [18.47096  28.905714 27.719734 39.01805  16.664017]
suv_-50_23_-4_10_28_230_70_420:gt ['-50', '23', '-4', '10', '28']:pred [34.642715 29.913305 19.251295 21.153965 30.113941]
hatchback_-30_23_-36_35_15_50_30_420:gt ['-30', '23', '-36', '35', '15']:pred [43.847435 23.       35.76524  35.       15.      ]
suv_-30_15_-22_48_46_140_70_420:gt ['-30', '15', '-22', '48', '46']:pred [36.557777 10.629504 22.       36.916725 55.76467 ]
hatchback_-50_45_-4_10_28_20_30_420:gt ['-50', '45', '-4', '10', '28']:pred [52.127064 45.       10.570468 10.       22.274916]
sedan2door_-30_15_-22_48_15_20_70_420:gt ['-30', '15', '-22', '48', '15']:pred [31.20908  21.534525 22.       48.       18.472237]
hatchback_-50_23_-22_35_15_140_70_420:gt ['-50', '23', '-22', '35', '15']:pred [26.762417 18.915796 22.       29.262136 28.265701]
suv_-30_45_-4_48_28_50_70_420:gt ['-30', '45', '-4', '48', '28']:pred [46.786736 32.162106 20.972286 41.44866   8.002958]
hatchback_-30_15_-22_10_46_230_70_420:gt ['-30', '15', '-22', '10', '46']:pred [45.5315    7.820079 29.35967  12.268856 51.022503]
sedan4door_-17_23_-36_48_28_20_30_420:gt ['-17', '23', '-36', '48', '28']:pred [26.323158 23.       29.572506 48.       13.205546]
sedan4door_-17_23_-36_35_46_50_30_420:gt ['-17', '23', '-36', '35', '46']:pred [40.565453 23.       34.630383 35.       46.      ]
suv_-17_15_-36_48_46_230_70_420:gt ['-17', '15', '-36', '48', '46']:pred [25.899895 17.744215 40.851208 45.860012 44.50774 ]
suv_-17_15_-4_10_46_230_30_420:gt ['-17', '15', '-4', '10', '46']:pred [17.        6.274559  4.       12.250304 51.710266]
hatchback_-30_15_-22_48_46_50_30_420:gt ['-30', '15', '-22', '48', '46']:pred [46.114925 15.       35.174046 48.       46.      ]
hybrid_-50_45_-22_35_15_20_30_420:gt ['-50', '45', '-22', '35', '15']:pred [51.809032 45.       22.       35.        9.08108 ]
suv_-17_23_-36_48_46_50_70_420:gt ['-17', '23', '-36', '48', '46']:pred [47.67521  24.332039 35.774376 36.065376 24.502144]
sedan4door_-30_23_-36_48_28_230_30_420:gt ['-30', '23', '-36', '48', '28']:pred [30.       18.700075 36.       46.209568 42.36174 ]
hybrid_-17_15_-22_35_15_140_70_420:gt ['-17', '15', '-22', '35', '15']:pred [30.731474  3.408942 22.       35.       26.645632]
hatchback_-30_45_-4_35_46_140_70_420:gt ['-30', '45', '-4', '35', '46']:pred [32.266987 27.256187  4.       33.87654  48.08966 ]
sedan4door_-17_15_-36_10_28_20_70_420:gt ['-17', '15', '-36', '10', '28']:pred [21.377417 14.357155 28.314842 34.70662  18.792442]
suv_-17_15_-22_35_28_140_70_420:gt ['-17', '15', '-22', '35', '28']:pred [40.04043   7.387819 22.       22.648561 48.83571 ]
hatchback_-50_23_-4_48_15_20_30_420:gt ['-50', '23', '-4', '48', '15']:pred [50.59511  23.        8.210079 48.       13.848253]
hatchback_-50_45_-36_10_28_230_30_420:gt ['-50', '45', '-36', '10', '28']:pred [50.       41.412506 36.       14.49678  31.704655]
sedan2door_-17_45_-22_48_28_50_30_420:gt ['-17', '45', '-22', '48', '28']:pred [42.924862 45.       22.       48.       28.      ]
hybrid_-50_23_-4_35_46_50_70_420:gt ['-50', '23', '-4', '35', '46']:pred [20.713171 24.148241  4.       35.       28.678728]
sedan2door_-17_15_-22_48_28_140_30_420:gt ['-17', '15', '-22', '48', '28']:pred [17.        10.617359  22.        48.         7.4677224]
sedan2door_-30_15_-22_10_15_50_30_420:gt ['-30', '15', '-22', '10', '15']:pred [43.98531 15.      22.      10.      15.     ]
suv_-30_15_-4_35_15_50_30_420:gt ['-30', '15', '-4', '35', '15']:pred [26.66192  15.       13.076787 35.       15.      ]
sedan4door_-17_15_-36_35_15_230_70_420:gt ['-17', '15', '-36', '35', '15']:pred [22.664862 13.333048 35.08287  40.91963  19.464386]
hatchback_-50_45_-22_48_28_230_30_420:gt ['-50', '45', '-22', '48', '28']:pred [50.       38.160374 22.       42.645042 33.28048 ]
hatchback_-17_15_-22_35_28_50_70_420:gt ['-17', '15', '-22', '35', '28']:pred [29.16943    6.9084024 22.261816  31.619032  16.164654 ]
suv_-30_15_-36_48_46_50_70_420:gt ['-30', '15', '-36', '48', '46']:pred [46.69721  16.157598 25.471306 37.115685 28.87165 ]
hatchback_-50_23_-22_48_15_140_30_420:gt ['-50', '23', '-22', '48', '15']:pred [50.       26.367624 22.       32.906887 17.734074]
hatchback_-17_45_-22_48_46_230_30_420:gt ['-17', '45', '-22', '48', '46']:pred [17.       35.20109  22.       46.59585  45.923992]
sedan2door_-50_23_-4_35_15_20_30_420:gt ['-50', '23', '-4', '35', '15']:pred [43.610287 23.        4.       35.        6.328418]
hatchback_-30_45_-4_10_28_140_70_420:gt ['-30', '45', '-4', '10', '28']:pred [29.978037 24.02331   4.       25.11554  45.14572 ]
hybrid_-30_23_-36_35_28_50_30_420:gt ['-30', '23', '-36', '35', '28']:pred [36.45063 23.      36.      35.      28.     ]
hybrid_-50_23_-22_10_28_20_70_420:gt ['-50', '23', '-22', '10', '28']:pred [37.549618 20.38649  22.       10.       27.224928]
sedan4door_-17_15_-36_35_28_50_30_420:gt ['-17', '15', '-36', '35', '28']:pred [38.878975 15.       34.962254 35.       28.      ]
suv_-50_15_-4_35_46_230_30_420:gt ['-50', '15', '-4', '35', '46']:pred [50.        9.096127  4.       31.76037  52.81634 ]
hybrid_-50_15_-22_10_46_230_30_420:gt ['-50', '15', '-22', '10', '46']:pred [50.        6.160096 22.       10.       44.090706]
sedan2door_-50_23_-36_10_46_20_70_420:gt ['-50', '23', '-36', '10', '46']:pred [45.067375 32.673714 36.       10.       32.630493]
hatchback_-17_15_-4_10_15_50_70_420:gt ['-17', '15', '-4', '10', '15']:pred [20.768793   4.9387765  7.818446  28.960663  14.9985895]
sedan4door_-17_45_-36_48_15_50_70_420:gt ['-17', '45', '-36', '48', '15']:pred [38.775375 40.18791  36.87779  36.629055  5.768983]
sedan2door_-50_15_-22_10_15_20_30_420:gt ['-50', '15', '-22', '10', '15']:pred [43.27144  15.       22.       10.        6.251503]
sedan2door_-30_15_-22_35_28_230_30_420:gt ['-30', '15', '-22', '35', '28']:pred [30.       10.368464 22.       35.       32.29593 ]
sedan4door_-17_45_-36_48_28_230_70_420:gt ['-17', '45', '-36', '48', '28']:pred [20.373184 49.770073 37.0636   50.81173  30.263504]
suv_-17_45_-36_35_46_140_70_420:gt ['-17', '45', '-36', '35', '46']:pred [35.45492  39.40312  36.       40.354904 53.19975 ]
hybrid_-17_45_-4_48_28_50_70_420:gt ['-17', '45', '-4', '48', '28']:pred [25.627035 23.298384  4.       48.       11.964764]
hybrid_-17_15_-4_35_28_50_70_420:gt ['-17', '15', '-4', '35', '28']:pred [21.286219 10.676048  4.       35.       11.696367]
sedan4door_-50_15_-22_35_15_230_70_420:gt ['-50', '15', '-22', '35', '15']:pred [31.870958 18.6724   28.11955  42.253403 15.263897]
hybrid_-30_15_-22_35_46_140_70_420:gt ['-30', '15', '-22', '35', '46']:pred [35.58124    4.4608297 22.        35.        42.88244  ]
sedan2door_-30_45_-4_35_46_140_70_420:gt ['-30', '45', '-4', '35', '46']:pred [39.902054 34.455864  4.       35.       49.42855 ]
hatchback_-17_15_-36_35_15_140_30_420:gt ['-17', '15', '-36', '35', '15']:pred [17.       13.571982 36.       22.652073 13.507028]
hatchback_-17_23_-4_10_28_230_70_420:gt ['-17', '23', '-4', '10', '28']:pred [23.367355 14.543029 18.2109   14.940974 38.302605]
suv_-50_15_-36_48_28_20_70_420:gt ['-50', '15', '-36', '48', '28']:pred [45.813293 35.115784 19.498133 48.       19.911776]
sedan2door_-30_15_-22_35_28_50_30_420:gt ['-30', '15', '-22', '35', '28']:pred [44.00757 15.      22.      35.      28.     ]
sedan2door_-17_15_-36_48_15_50_30_420:gt ['-17', '15', '-36', '48', '15']:pred [39.08143 15.      36.      48.      15.     ]
sedan4door_-50_23_-4_10_15_20_30_420:gt ['-50', '23', '-4', '10', '15']:pred [45.916878 23.        6.529913 10.        8.676727]
sedan4door_-30_45_-4_10_46_20_30_420:gt ['-30', '45', '-4', '10', '46']:pred [42.85366  45.        8.054866 10.       19.51785 ]
sedan2door_-50_23_-22_10_46_140_70_420:gt ['-50', '23', '-22', '10', '46']:pred [23.382975 11.404347 22.       10.       48.516582]
sedan2door_-50_15_-36_48_15_230_70_420:gt ['-50', '15', '-36', '48', '15']:pred [38.107906   8.991452  36.        48.        11.4764805]
suv_-17_15_-22_48_15_140_30_420:gt ['-17', '15', '-22', '48', '15']:pred [17.       19.36799  22.       27.904264 12.535917]
hatchback_-50_15_-36_48_15_20_70_420:gt ['-50', '15', '-36', '48', '15']:pred [32.208286 32.836327 19.493786 45.44825  24.905588]
hybrid_-30_23_-4_35_15_50_70_420:gt ['-30', '23', '-4', '35', '15']:pred [26.813164 19.626759  4.       35.        7.755571]
hatchback_-17_15_-22_48_15_230_70_420:gt ['-17', '15', '-22', '48', '15']:pred [26.752811 13.397171 36.602905 44.143745 13.367621]
hybrid_-30_45_-22_10_15_140_70_420:gt ['-30', '45', '-22', '10', '15']:pred [38.424606 27.667854 22.       10.       20.452333]
suv_-30_15_-36_48_46_20_70_420:gt ['-30', '15', '-36', '48', '46']:pred [37.494335 32.215816 20.988335 41.58088  42.98789 ]
sedan2door_-50_15_-22_10_15_140_70_420:gt ['-50', '15', '-22', '10', '15']:pred [22.854963 10.134012 22.       10.       40.485977]
suv_-50_15_-36_48_46_50_70_420:gt ['-50', '15', '-36', '48', '46']:pred [46.50844  41.04107  37.201393 34.088516 25.284983]
sedan4door_-50_45_-22_10_46_230_70_420:gt ['-50', '45', '-22', '10', '46']:pred [31.26259  47.593544 30.028683 18.692383 47.064682]
sedan4door_-17_45_-4_35_46_230_30_420:gt ['-17', '45', '-4', '35', '46']:pred [17.       55.534     4.       46.531322 51.80721 ]
suv_-50_15_-36_35_28_50_70_420:gt ['-50', '15', '-36', '35', '28']:pred [39.212914 41.12544  39.7056   32.5237   10.420315]
hybrid_-50_23_-22_10_28_50_30_420:gt ['-50', '23', '-22', '10', '28']:pred [37.883045 23.       22.       10.       28.      ]
sedan4door_-50_45_-22_35_28_50_70_420:gt ['-50', '45', '-22', '35', '28']:pred [39.474876  41.60386   37.369843  28.240034   3.4427762]
sedan4door_-17_15_-36_48_46_140_70_420:gt ['-17', '15', '-36', '48', '46']:pred [45.070305  8.092275 36.       24.65795  49.512554]
hybrid_-30_45_-22_48_46_230_30_420:gt ['-30', '45', '-22', '48', '46']:pred [30.       41.78412  22.       48.       45.850777]
hatchback_-30_45_-22_10_15_140_70_420:gt ['-30', '45', '-22', '10', '15']:pred [34.316273 23.584517 20.395954 25.172651 24.040619]
hatchback_-30_45_-36_48_46_20_30_420:gt ['-30', '45', '-36', '48', '46']:pred [38.04166  45.       32.79342  48.       25.057217]
sedan4door_-30_45_-4_48_28_50_30_420:gt ['-30', '45', '-4', '48', '28']:pred [34.06094  45.       10.316685 48.       28.      ]
suv_-17_23_-4_48_46_20_70_420:gt ['-17', '23', '-4', '48', '46']:pred [24.653107 27.479961  6.147436 45.822968 42.468025]
hybrid_-17_23_-4_35_15_20_30_420:gt ['-17', '23', '-4', '35', '15']:pred [26.094528 23.        4.       35.        9.206244]
suv_-17_23_-22_35_28_140_70_420:gt ['-17', '23', '-22', '35', '28']:pred [39.867928  9.828551 22.       22.55732  49.04839 ]
suv_-30_15_-22_35_46_50_70_420:gt ['-30', '15', '-22', '35', '46']:pred [41.234333 14.184972 19.9249   36.546547 29.187855]
hatchback_-17_15_-36_10_28_20_70_420:gt ['-17', '15', '-36', '10', '28']:pred [14.520668 22.432312 26.582151 41.918194 33.347164]
