suv_-40_20_-20_20_40_240_80_400:gt ['-40', '20', '-20', '20', '40']:pred [21.484638 23.551023 21.614264 24.023294 22.71466 ]
sedan2door_-40_40_-40_40_0_0_60_450:gt ['-40', '40', '-40', '40', '0']:pred [24.402525 22.614452 19.79086  40.       18.835073]
hybrid_0_20_-40_40_20_160_20_450:gt ['0', '20', '-40', '40', '20']:pred [ 0.       18.794321 40.       40.       20.      ]
sedan4door_0_0_0_40_0_80_20_450:gt ['0', '0', '0', '40', '0']:pred [18.784023  0.        0.       40.        0.      ]
hatchback_-20_0_-40_40_0_240_40_450:gt ['-20', '0', '-40', '40', '0']:pred [20.       17.113455 40.       20.397419 17.86126 ]
sedan2door_-20_0_0_0_40_320_60_400:gt ['-20', '0', '0', '0', '40']:pred [19.082876 21.949257 17.15441   0.       23.06629 ]
hatchback_0_40_-40_0_40_0_20_450:gt ['0', '40', '-40', '0', '40']:pred [17.29824  40.       22.078617  0.       40.      ]
hatchback_-40_40_-40_20_20_0_60_400:gt ['-40', '40', '-40', '20', '20']:pred [26.11344  26.533154 24.671778 20.       21.036802]
suv_-20_20_-20_20_40_160_20_450:gt ['-20', '20', '-20', '20', '40']:pred [20.       19.052708 20.       20.052902 40.      ]
suv_-40_20_-20_20_40_240_80_450:gt ['-40', '20', '-20', '20', '40']:pred [23.120667 22.468166 23.355537 20.287998 24.21675 ]
suv_0_40_0_20_0_320_40_400:gt ['0', '40', '0', '20', '0']:pred [11.290773 40.       13.372833 20.       13.655453]
sedan4door_0_40_-20_0_20_320_40_450:gt ['0', '40', '-20', '0', '20']:pred [16.914804 40.       19.45374   0.       18.615602]
hatchback_-20_40_0_20_40_320_20_400:gt ['-20', '40', '0', '20', '40']:pred [21.023523 40.       21.39045  20.       21.125986]
hatchback_-40_40_-40_40_40_0_80_400:gt ['-40', '40', '-40', '40', '40']:pred [28.89696  24.748919 21.421967 24.818708 23.032457]
hybrid_0_0_0_20_40_240_40_400:gt ['0', '0', '0', '20', '40']:pred [ 0.       16.157215  0.       17.92078  17.888353]
sedan4door_-40_20_-20_20_0_80_60_450:gt ['-40', '20', '-20', '20', '0']:pred [20.694435 19.254637 19.789366 22.400602 19.082294]
hatchback_-20_20_-20_40_0_320_80_400:gt ['-20', '20', '-20', '40', '0']:pred [19.660028 21.649689 21.460966 21.99216  20.356718]
hatchback_0_0_-40_0_40_320_40_450:gt ['0', '0', '-40', '0', '40']:pred [20.47849   0.       24.998623  0.       20.301277]
hatchback_0_40_0_40_40_80_80_400:gt ['0', '40', '0', '40', '40']:pred [22.542204 24.738394 23.338675 20.842129 22.179281]
sedan4door_0_40_-20_40_0_160_60_450:gt ['0', '40', '-20', '40', '0']:pred [20.914799 20.548038 20.       21.877247 19.272617]
hybrid_0_20_-20_20_20_0_80_450:gt ['0', '20', '-20', '20', '20']:pred [14.653587 19.08013  22.034088 20.       19.35986 ]
sedan4door_0_0_-40_40_0_160_80_450:gt ['0', '0', '-40', '40', '0']:pred [18.81501  19.121534 22.785982 18.708836 20.140404]
sedan2door_-20_20_0_0_20_240_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.       20.440546  0.        0.       20.754957]
sedan4door_-40_20_0_20_20_80_80_450:gt ['-40', '20', '0', '20', '20']:pred [21.499887 19.444412 21.537294 23.03562  20.      ]
hatchback_0_20_-20_20_40_0_20_450:gt ['0', '20', '-20', '20', '40']:pred [16.04982  20.       21.726816 20.       40.      ]
sedan2door_-40_0_-40_0_20_80_20_400:gt ['-40', '0', '-40', '0', '20']:pred [21.040342  0.       40.        0.       20.      ]
suv_0_40_-40_20_20_80_60_450:gt ['0', '40', '-40', '20', '20']:pred [17.006706 21.25245  19.97413  20.779554 20.54997 ]
hybrid_-20_20_-40_40_40_80_40_400:gt ['-20', '20', '-40', '40', '40']:pred [17.725645 20.402128 40.       40.       40.      ]
suv_0_40_0_20_0_320_40_400:gt ['0', '40', '0', '20', '0']:pred [11.290773 40.       13.372833 20.       13.655453]
suv_-20_0_-20_0_40_160_40_450:gt ['-20', '0', '-20', '0', '40']:pred [20.       16.74341  20.       19.341675 19.818226]
hatchback_-20_20_-20_20_0_160_40_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       19.522913 20.       20.44517  18.200893]
sedan2door_-20_20_0_20_20_0_60_400:gt ['-20', '20', '0', '20', '20']:pred [18.528574 21.362137 18.29183  20.       18.98359 ]
suv_-20_0_-20_40_20_320_80_400:gt ['-20', '0', '-20', '40', '20']:pred [21.399683 24.772257 21.782028 27.33225  22.575693]
sedan4door_-20_40_-20_40_0_240_40_400:gt ['-20', '40', '-20', '40', '0']:pred [20.       21.786322 20.       21.446482 23.998129]
suv_-20_0_0_20_20_160_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.       19.760843  0.       22.053822 21.672934]
sedan2door_-20_40_0_40_40_0_60_450:gt ['-20', '40', '0', '40', '40']:pred [21.232677 22.88607  18.756092 40.       21.040644]
hybrid_-20_0_0_20_20_80_80_450:gt ['-20', '0', '0', '20', '20']:pred [17.879719 17.442139  0.       20.       20.      ]
hatchback_-40_0_0_20_0_0_20_400:gt ['-40', '0', '0', '20', '0']:pred [20.359657  0.       20.378    20.        0.      ]
hybrid_-40_20_0_20_40_160_80_450:gt ['-40', '20', '0', '20', '40']:pred [20.842957 17.830605  0.       21.258974 22.836876]
sedan2door_-40_0_-40_0_20_0_40_450:gt ['-40', '0', '-40', '0', '20']:pred [25.09346   0.       21.931908  0.       23.181168]
sedan2door_-40_40_-20_20_20_80_60_450:gt ['-40', '40', '-20', '20', '20']:pred [21.960392 19.483507 17.183317 20.       21.704884]
suv_0_0_-20_20_0_240_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.       19.195257 20.       20.222137 19.637447]
hatchback_-40_20_-40_0_40_0_60_450:gt ['-40', '20', '-40', '0', '40']:pred [26.337175 25.234224 23.409502  0.       21.056828]
sedan4door_-40_20_-40_40_20_320_40_450:gt ['-40', '20', '-40', '40', '20']:pred [31.565498 20.       23.969576 40.       19.93018 ]
suv_0_40_0_20_0_160_80_450:gt ['0', '40', '0', '20', '0']:pred [20.780655 20.569607  0.       20.183987 16.685291]
hybrid_0_20_0_0_0_80_60_450:gt ['0', '20', '0', '0', '0']:pred [15.88779  15.608477  0.        0.       15.168167]
hybrid_-40_20_0_40_0_320_40_450:gt ['-40', '20', '0', '40', '0']:pred [23.46478  20.        0.       40.       15.763441]
sedan2door_0_20_-40_40_40_160_40_400:gt ['0', '20', '-40', '40', '40']:pred [ 0.       19.451422 40.       40.       23.06868 ]
sedan4door_-40_0_-40_40_40_320_40_450:gt ['-40', '0', '-40', '40', '40']:pred [30.820845  0.       23.645306 40.       20.889227]
hatchback_-40_0_-40_0_40_240_80_400:gt ['-40', '0', '-40', '0', '40']:pred [19.928757 20.641933 22.88862  18.719378 21.426155]
sedan4door_0_20_-40_0_0_160_40_400:gt ['0', '20', '-40', '0', '0']:pred [ 0.       19.915833 40.       20.708824 20.450722]
hybrid_-40_40_-20_20_0_80_60_400:gt ['-40', '40', '-20', '20', '0']:pred [21.46112  21.610106 20.       20.       18.941223]
hybrid_0_40_-40_40_0_0_60_450:gt ['0', '40', '-40', '40', '0']:pred [15.192615 20.40286  16.276688 40.       15.502639]
hatchback_-20_0_0_40_20_240_20_400:gt ['-20', '0', '0', '40', '20']:pred [20.       22.252186  0.       20.512577 20.663967]
hatchback_0_20_0_20_20_320_20_450:gt ['0', '20', '0', '20', '20']:pred [15.473319 20.       21.2512   20.       17.588669]
sedan4door_0_20_-20_40_40_0_80_450:gt ['0', '20', '-20', '40', '40']:pred [17.62895  18.741459 21.610632 20.766846 18.312727]
suv_-20_40_0_20_20_320_80_400:gt ['-20', '40', '0', '20', '20']:pred [20.810623 23.238235 20.70473  27.329233 22.956776]
sedan2door_-20_20_0_40_0_160_60_450:gt ['-20', '20', '0', '40', '0']:pred [17.220266 15.779355  0.       20.500015 18.086763]
suv_0_20_-40_20_40_0_80_400:gt ['0', '20', '-40', '20', '40']:pred [19.658346 22.644382 22.8176   24.499407 22.483372]
sedan4door_0_0_0_20_0_80_40_400:gt ['0', '0', '0', '20', '0']:pred [15.273249 18.454885 17.045673 20.        0.      ]
hybrid_-20_40_-40_40_0_320_80_400:gt ['-20', '40', '-40', '40', '0']:pred [17.252138 19.040085 20.221386 40.       17.830694]
hatchback_0_20_-20_20_0_0_40_450:gt ['0', '20', '-20', '20', '0']:pred [16.563103 20.       19.602415 20.       17.717184]
sedan4door_-40_0_-40_0_40_80_80_400:gt ['-40', '0', '-40', '0', '40']:pred [26.134415 20.521812 22.11719  24.727066 40.      ]
hatchback_0_20_-40_20_40_0_80_400:gt ['0', '20', '-40', '20', '40']:pred [24.733658 22.634184 21.564682 23.991735 21.735954]
suv_0_0_-20_40_40_80_20_400:gt ['0', '0', '-20', '40', '40']:pred [20.073887  0.       20.697607 40.       40.      ]
sedan2door_0_20_0_40_0_160_60_400:gt ['0', '20', '0', '40', '0']:pred [16.41368  14.162617  0.       40.       18.861254]
hatchback_-40_0_-40_40_0_80_20_400:gt ['-40', '0', '-40', '40', '0']:pred [25.827288  0.       22.475227 40.        0.      ]
hatchback_-20_0_-20_40_0_160_20_450:gt ['-20', '0', '-20', '40', '0']:pred [20.       18.527687 20.       19.545597  0.      ]
suv_0_20_-20_0_0_320_20_400:gt ['0', '20', '-20', '0', '0']:pred [15.24022  20.       19.145975  0.       18.368843]
hybrid_-40_0_0_40_40_320_80_400:gt ['-40', '0', '0', '40', '40']:pred [17.991596 19.772572 22.509363 40.       25.46909 ]
suv_-40_40_-20_0_40_160_80_450:gt ['-40', '40', '-20', '0', '40']:pred [23.094189 21.412817 25.813562 23.367619 21.70176 ]
sedan2door_-40_40_-40_40_40_320_20_400:gt ['-40', '40', '-40', '40', '40']:pred [24.699476 40.       19.553312 40.       22.243917]
suv_0_20_-40_40_20_0_20_450:gt ['0', '20', '-40', '40', '20']:pred [17.571053 20.       21.909578 40.       20.      ]
hybrid_0_20_-20_0_40_240_40_450:gt ['0', '20', '-20', '0', '40']:pred [ 0.       17.201742 20.        0.       16.215021]
sedan4door_0_0_-20_40_20_240_20_400:gt ['0', '0', '-20', '40', '20']:pred [ 0.       22.492664 20.       22.44988  22.01426 ]
sedan2door_-20_20_-20_40_0_0_40_450:gt ['-20', '20', '-20', '40', '0']:pred [20.073065 20.       20.68102  40.       18.558617]
suv_0_0_0_40_20_320_20_400:gt ['0', '0', '0', '40', '20']:pred [16.63313   0.       17.20114  40.       18.510004]
sedan2door_-40_20_-40_0_40_240_80_400:gt ['-40', '20', '-40', '0', '40']:pred [20.99045  19.451527 40.       20.878963 21.194975]
suv_-40_40_-40_0_40_0_40_400:gt ['-40', '40', '-40', '0', '40']:pred [29.928438 40.       20.442142  0.       23.274965]
sedan4door_-20_0_-40_20_40_0_80_400:gt ['-20', '0', '-40', '20', '40']:pred [21.596397 22.887594 21.935076 24.51573  20.976454]
hybrid_-20_40_0_40_20_240_20_400:gt ['-20', '40', '0', '40', '20']:pred [20.       23.196903  0.       19.36594  22.799105]
suv_0_0_-20_0_40_80_20_400:gt ['0', '0', '-20', '0', '40']:pred [19.390436  0.       19.893536  0.       40.      ]
hatchback_-40_20_-40_20_40_240_20_450:gt ['-40', '20', '-40', '20', '40']:pred [40.       19.560774 40.       21.568287 19.741478]
sedan4door_0_20_-20_40_20_160_80_400:gt ['0', '20', '-20', '40', '20']:pred [18.367754 20.902288 23.246605 22.912924 20.06621 ]
sedan2door_-20_0_-20_20_40_160_80_450:gt ['-20', '0', '-20', '20', '40']:pred [18.53843  15.723647 20.       18.352587 20.630806]
suv_-40_20_0_0_20_160_40_400:gt ['-40', '20', '0', '0', '20']:pred [40.       18.628584  0.       19.461031 20.203798]
hybrid_-20_40_-20_0_20_320_60_450:gt ['-20', '40', '-20', '0', '20']:pred [22.23177  22.74091  20.87929   0.       19.445902]
sedan2door_-20_40_0_20_0_160_20_450:gt ['-20', '40', '0', '20', '0']:pred [20.       21.050821  0.       20.        0.      ]
hatchback_-40_20_-40_0_40_160_60_400:gt ['-40', '20', '-40', '0', '40']:pred [20.5473   18.692211 40.       20.13477  19.12226 ]
sedan4door_-20_20_0_40_40_80_80_450:gt ['-20', '20', '0', '40', '40']:pred [17.591986 20.651875 21.695656 21.669846 40.      ]
suv_0_40_-20_40_40_320_80_400:gt ['0', '40', '-20', '40', '40']:pred [21.175095 25.403515 22.01978  26.299341 24.61795 ]
sedan2door_-20_40_-20_40_20_80_60_450:gt ['-20', '40', '-20', '40', '20']:pred [19.823784 19.094124 16.299683 40.       20.85453 ]
sedan4door_-20_20_0_0_40_240_40_400:gt ['-20', '20', '0', '0', '40']:pred [20.       18.384346  0.       19.251644 21.365105]
hybrid_0_20_-20_40_40_240_60_400:gt ['0', '20', '-20', '40', '40']:pred [18.636345 18.28692  20.       22.377989 22.990423]
sedan4door_-40_40_-40_40_40_240_20_450:gt ['-40', '40', '-40', '40', '40']:pred [40.       23.181171 40.       24.349735 21.769396]
hybrid_0_0_-40_40_0_320_20_400:gt ['0', '0', '-40', '40', '0']:pred [12.433258  0.       40.       40.       17.322628]
sedan2door_-40_0_0_20_40_160_80_400:gt ['-40', '0', '0', '20', '40']:pred [20.128244 17.878235  0.       21.134588 21.789892]
hybrid_0_0_0_20_40_240_40_400:gt ['0', '0', '0', '20', '40']:pred [ 0.       16.157215  0.       17.92078  17.888353]
hatchback_-20_0_-40_40_40_240_80_450:gt ['-20', '0', '-40', '40', '40']:pred [20.991747 20.32422  22.153637 18.423635 22.745403]
hatchback_0_40_-40_20_40_160_20_400:gt ['0', '40', '-40', '20', '40']:pred [ 0.       21.826588 40.       19.908405 40.      ]
sedan2door_-40_20_-20_0_40_0_80_400:gt ['-40', '20', '-20', '0', '40']:pred [24.190704 22.452188 19.069727  0.       22.24946 ]
hybrid_0_20_0_0_20_160_80_400:gt ['0', '20', '0', '0', '20']:pred [17.04736 18.33388  0.      23.54163 19.81529]
hybrid_-20_20_-20_0_40_0_80_450:gt ['-20', '20', '-20', '0', '40']:pred [18.643581 21.129982 22.516548  0.       21.896353]
sedan2door_-20_0_-20_0_40_240_60_400:gt ['-20', '0', '-20', '0', '40']:pred [13.752222 14.388244 20.       18.893625 19.83389 ]
suv_-40_20_0_0_40_240_60_400:gt ['-40', '20', '0', '0', '40']:pred [20.609348 22.538208  0.       23.136261 23.812336]
sedan4door_-20_40_-40_40_40_160_40_450:gt ['-20', '40', '-40', '40', '40']:pred [20.       24.482065 40.       21.650879 20.81356 ]
hatchback_-40_40_-20_20_0_320_20_400:gt ['-40', '40', '-20', '20', '0']:pred [25.290379 40.       24.230078 20.       20.3937  ]
sedan2door_-20_0_0_0_20_320_20_450:gt ['-20', '0', '0', '0', '20']:pred [16.018549  0.       20.738503  0.       18.204445]
sedan2door_0_40_0_40_40_160_60_400:gt ['0', '40', '0', '40', '40']:pred [18.865286 18.251167  0.       40.       20.592764]
hatchback_-20_0_-40_20_40_80_80_450:gt ['-20', '0', '-40', '20', '40']:pred [22.36436  19.71435  24.572199 21.800907 40.      ]
sedan4door_0_40_0_0_0_160_80_450:gt ['0', '40', '0', '0', '0']:pred [16.600866 18.77873  22.323046 17.591904 19.355902]
sedan2door_-40_20_-20_20_20_160_80_400:gt ['-40', '20', '-20', '20', '20']:pred [23.798685 21.203743 20.       23.127768 20.964207]
sedan2door_-40_20_-20_40_20_320_20_400:gt ['-40', '20', '-20', '40', '20']:pred [23.667456 20.       19.206833 40.       21.876425]
hatchback_-40_0_-20_0_0_160_20_400:gt ['-40', '0', '-20', '0', '0']:pred [40.       17.989786 20.       19.184242  0.      ]
hatchback_-20_0_-20_20_40_80_40_400:gt ['-20', '0', '-20', '20', '40']:pred [22.778858 24.303148 20.484812 20.       40.      ]
hybrid_-40_40_0_20_40_240_40_450:gt ['-40', '40', '0', '20', '40']:pred [40.       20.684471  0.       20.681332 17.532097]
suv_-20_0_-40_20_20_240_40_400:gt ['-20', '0', '-40', '20', '20']:pred [20.       16.055485 40.       21.479252 23.964   ]
hybrid_-40_40_0_0_20_320_40_450:gt ['-40', '40', '0', '0', '20']:pred [24.487078 40.       20.615322  0.       18.417328]
hatchback_-40_0_0_0_20_240_40_400:gt ['-40', '0', '0', '0', '20']:pred [40.       15.755265  0.       19.086521 17.574038]
suv_-40_40_0_20_0_160_60_450:gt ['-40', '40', '0', '20', '0']:pred [22.964817 20.346424  0.       21.031181 19.48853 ]
hatchback_-40_20_-20_20_40_320_60_450:gt ['-40', '20', '-20', '20', '40']:pred [28.879284 25.710527 23.358515 27.967508 21.990496]
suv_-40_20_-20_20_40_0_60_400:gt ['-40', '20', '-20', '20', '40']:pred [27.335398 28.356695 21.994898 20.       26.720655]
sedan4door_-20_0_-40_40_40_160_40_450:gt ['-20', '0', '-40', '40', '40']:pred [20.       20.327599 40.       21.947056 19.379293]
sedan2door_0_40_-40_40_20_160_20_400:gt ['0', '40', '-40', '40', '20']:pred [ 0.      21.62071 40.      40.      20.     ]
hatchback_-20_0_-40_40_0_320_60_400:gt ['-20', '0', '-40', '40', '0']:pred [26.214619 26.769255 21.85606  29.143019 20.453669]
hybrid_-40_0_0_40_40_320_20_450:gt ['-40', '0', '0', '40', '40']:pred [20.592978  0.       21.605871 40.       18.649105]
sedan4door_-40_0_-20_40_0_160_20_400:gt ['-40', '0', '-20', '40', '0']:pred [40.       19.827736 20.       20.631105  0.      ]
suv_-20_0_-20_0_20_240_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.       19.117647 20.       20.494877 21.692438]
sedan2door_-20_0_-40_20_20_160_60_450:gt ['-20', '0', '-40', '20', '20']:pred [15.731531 14.617432 40.       18.561804 20.231194]
hatchback_-20_40_-20_20_40_80_80_400:gt ['-20', '40', '-20', '20', '40']:pred [26.832853 24.969893 26.542404 23.960823 21.862118]
hybrid_-40_20_0_40_20_320_40_450:gt ['-40', '20', '0', '40', '20']:pred [24.182571 20.        0.       40.       17.676949]
hybrid_0_0_-40_40_0_0_80_400:gt ['0', '0', '-40', '40', '0']:pred [13.142471 16.276913 40.       40.       17.269747]
sedan2door_-20_20_0_20_0_320_40_450:gt ['-20', '20', '0', '20', '0']:pred [18.221647 20.        0.       20.       17.606817]
hybrid_-40_0_0_40_20_240_60_450:gt ['-40', '0', '0', '40', '20']:pred [19.66064  14.923707  0.       20.26582  17.742786]
hatchback_0_0_0_0_40_160_80_400:gt ['0', '0', '0', '0', '40']:pred [18.731567 17.071241  0.       20.470367 19.98432 ]
hatchback_-40_20_0_0_0_240_40_400:gt ['-40', '20', '0', '0', '0']:pred [40.       17.562368  0.       19.20959  17.559643]
hybrid_0_20_0_0_0_80_80_400:gt ['0', '20', '0', '0', '0']:pred [20.657013 20.197191  0.       22.794357 15.24149 ]
hatchback_-40_0_-20_20_20_0_80_400:gt ['-40', '0', '-20', '20', '20']:pred [24.293222 21.98222  23.275257 22.819542 20.07458 ]
sedan4door_-40_0_0_0_40_0_60_400:gt ['-40', '0', '0', '0', '40']:pred [23.756435 27.460995 20.019718  0.       19.85294 ]
suv_-40_20_0_40_0_240_40_400:gt ['-40', '20', '0', '40', '0']:pred [40.       19.131073  0.       21.080116 21.57941 ]
sedan4door_-40_0_0_40_0_160_40_450:gt ['-40', '0', '0', '40', '0']:pred [40.       18.79968   0.       22.708174 20.265856]
hybrid_0_20_-40_40_20_0_20_400:gt ['0', '20', '-40', '40', '20']:pred [13.222973 20.       40.       40.       20.      ]
suv_0_0_0_40_20_0_20_400:gt ['0', '0', '0', '40', '20']:pred [16.64538   0.       18.329567 40.       20.      ]
sedan4door_-20_0_0_0_0_80_60_450:gt ['-20', '0', '0', '0', '0']:pred [16.342548 16.19717  16.640055 19.307    16.923765]
hybrid_-20_20_-20_40_20_320_60_450:gt ['-20', '20', '-20', '40', '20']:pred [21.280884 22.425129 19.455332 40.       18.777824]
sedan2door_-20_0_-20_0_40_320_80_450:gt ['-20', '0', '-20', '0', '40']:pred [16.098888 17.147215 20.        0.       19.385916]
sedan2door_-40_40_-40_0_0_320_60_450:gt ['-40', '40', '-40', '0', '0']:pred [24.470728 20.080143 16.11012   0.       17.98798 ]
sedan2door_-20_0_0_40_20_160_80_400:gt ['-20', '0', '0', '40', '20']:pred [19.059471 16.593962  0.       20.419638 20.662235]
hybrid_0_0_-20_0_20_240_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.       18.221153 20.        0.       20.532288]
suv_-20_40_-40_0_0_80_20_400:gt ['-20', '40', '-40', '0', '0']:pred [22.52629  40.       20.291002  0.        0.      ]
sedan4door_-40_20_-40_20_20_80_80_450:gt ['-40', '20', '-40', '20', '20']:pred [24.395805 21.719084 24.266003 25.18321  20.      ]
hatchback_-40_40_-40_20_20_0_40_450:gt ['-40', '40', '-40', '20', '20']:pred [24.917212 40.       23.556341 20.       23.337772]
sedan2door_-20_0_-20_40_40_320_60_400:gt ['-20', '0', '-20', '40', '40']:pred [19.110039 22.023449 16.988455 40.       22.96703 ]
suv_0_0_0_0_40_240_80_450:gt ['0', '0', '0', '0', '40']:pred [14.877076 17.589624 21.015158 18.692934 21.65089 ]
hybrid_-20_0_-20_40_20_240_20_450:gt ['-20', '0', '-20', '40', '20']:pred [20.      17.5974  20.      40.      18.29197]
sedan2door_-40_20_0_0_40_0_20_450:gt ['-40', '20', '0', '0', '40']:pred [23.1927 20.      0.      0.     40.    ]
sedan2door_0_40_-40_0_20_80_60_450:gt ['0', '40', '-40', '0', '20']:pred [16.080832 17.36472  40.        0.       18.648422]
suv_-40_40_-40_0_40_160_20_450:gt ['-40', '40', '-40', '0', '40']:pred [40.       21.285538 40.       19.015003 40.      ]
hatchback_-20_20_0_0_0_240_80_400:gt ['-20', '20', '0', '0', '0']:pred [20.166079 21.633837 19.712292 19.495672 20.202457]
hybrid_0_40_0_40_20_0_40_400:gt ['0', '40', '0', '40', '20']:pred [12.9430065 40.        18.155714  40.        20.615913 ]
hybrid_0_40_-40_20_0_80_60_400:gt ['0', '40', '-40', '20', '0']:pred [13.890294 17.807037 40.       20.       16.171745]
hatchback_-20_40_-40_40_40_320_80_450:gt ['-20', '40', '-40', '40', '40']:pred [24.08182  21.99536  20.972141 24.512512 22.043354]
sedan2door_-20_0_-40_0_0_0_80_450:gt ['-20', '0', '-40', '0', '0']:pred [17.890833 17.382093 40.        0.       19.29595 ]
